  June 15  *  194.3        86.1         87.0        21.3       0.0    52.1      142.2       200.9        202.6           27150.2
  June 14  *  200.1        88.8         89.4        21.9       0.0     0.7      199.4       210.3        210.8           26868.7
  June 13  *  210.5        92.2         94.6        23.7       0.0     8.2      202.3       210.9        212.3           26473.9
  June 12     244.8       107.4        110.1        27.3       0.0     0.0      244.8       215.4        189.6           26073.4
  June 11     216.0        94.5         97.2        24.3       0.0     0.0      216.0       209.4        185.9           25588.7
  June 10     203.0        87.8         92.1        23.1       0.0    13.9      189.1       204.4        185.6           25161.0
  June  9     203.0        87.8         92.1        23.1       0.0     0.9      202.1       211.2        187.3           24786.6
  June  8     224.8        96.8        102.4        25.5       0.0     0.0      224.8       213.7        187.8           24386.4
  June  7     215.6        93.3         97.3        24.9       0.0     0.5      215.1       163.8        186.0           23941.3
  June  6     215.1        92.9         97.3        24.9       0.0    24.4      190.7       162.3        184.4           23515.5
  June  5     223.6        95.6        102.4        25.5       0.0     0.0      223.6       166.8        184.9           23137.9
  June  4     214.4        92.1         97.3        24.9       0.0     0.0      214.4       163.5        182.0           22695.3
  June  3     163.1        70.1         74.2        18.8       0.0   187.8      -24.6       161.9        181.1           22270.8
  June  2     207.6        88.6         94.7        24.3       0.0     0.0      207.6       208.1        202.5           22319.6
  June  1     213.1        90.9         97.3        24.9       0.0     0.0      213.1       206.5        201.1           21908.6
  May  31     206.8        87.8         94.7        24.3       0.0     0.0      206.8       202.9        196.5           21486.5
  May  30     206.4        87.4         94.7        24.3       0.0     0.0      206.4       200.6        168.8           21077.1
  May  29     206.7        87.0         94.8        24.9       0.0     0.0      206.7       200.4        165.4           20668.5
  May  28     199.3        83.4         92.2        23.7       0.0     0.0      199.3       196.8        161.3           20259.3
  May  27  *  195.6        82.9         89.6        23.1       0.0     0.0      195.6       195.8        158.6           19864.7
  May  26     195.2        82.5         89.6        23.1       0.0     0.0      195.2       190.0        159.4           19477.4
  May  25     205.4        85.8         94.8        24.9       0.0     0.0      205.4       136.9        157.7           19090.9
  May  24  *  188.6        78.9         87.2        22.5       0.0     0.0      188.6       130.3        156.5           18684.1
  May  23     194.4        81.7         89.6        23.1       0.0     0.0      194.4       125.8        154.0           18310.7
  May  22  *  166.6        69.6         76.9        20.1       0.0     0.0      166.6       121.3        151.7           17925.9
  May  21     154.3        63.7         71.8        18.8       0.0   224.8      -70.5       128.7        153.0           17596.1
  May  20     172.6        71.9         79.5        21.3       0.0     0.0      172.6       178.4        177.9           17735.7
  May  19  *  165.7        68.8         76.9        20.1       0.0     0.0      165.7       182.6        181.0           17393.8
  May  18     172.3        71.5         79.5        21.3       0.0     0.0      172.3       182.2        184.8           17065.7
  May  17     203.3        82.9         94.9        25.5       0.0     0.0      203.3       182.2        187.0           16724.6
  May  16  *  178.2        74.2         82.2        21.9       0.0     0.0      178.2       177.3        185.4           16322.0
