             ET TOOLBOX REACH SUMMARY

      Summary for: URGWOM Reach 6 (Bernardo to San Acacia gage)       

      Vegetation classification: IKONOS 2000 + USU 2001         

      ET TOOLBOX classes (ag. + rip. + open water + urb.):     6192.0 acres

          (Daily URGWOM Water Use = Daily Consumptive Use Total - Rain)

             --------------- Daily Consumptive Use ---------------    Daily    ----- Daily URGWOM Water Use ----    Total URGWOM Water    ----- Daily Flow Difference -----
    2002   F  Total   Agriculture    Riparian   Open Water   Urban    Rain      Total    5-Day Avg.  10-Day Avg.    Use To-Date Since      Total    5-Day Avg.  10-Day Avg.
" Month Day M   CFS         CFS          CFS         CFS       CFS      CFS       CFS         CFS          CFS       Jan.  1, 2002 AC-FT     CFS         CFS          CFS"
 ----- --- - ------   -----------    --------   ----------   ------   -----    -------   ----------  -----------    -------------------   -------   ----------  -----------
  Dec. 31       1.2         0.0          0.1         1.1       0.0     0.0        1.2         1.0         -0.5           16585.1           None        None         None
  Dec. 30       1.2         0.0          0.1         1.1       0.0     0.0        1.2         0.9         -0.5           16582.8           None        None         None
  Dec. 29       0.7         0.0          0.1         0.7       0.0     0.0        0.7         0.8         -0.5           16580.4           None        None         None
  Dec. 28       1.0         0.0          0.1         0.9       0.0     0.0        1.0         0.2         -0.4           16578.9           None        None         None
  Dec. 27       0.9         0.0          0.1         0.8       0.0     0.0        0.9        -0.2         -0.4           16577.0           None        None         None
  Dec. 26       0.7         0.0          0.1         0.6       0.0     0.0        0.7        -1.9         -0.3           16575.2           None        None         None
  Dec. 25       0.7         0.0          0.1         0.6       0.0     0.0        0.7        -1.8         -0.2           16573.9           None        None         None
  Dec. 24       0.6         0.0          0.1         0.5       0.0     2.6       -2.0        -1.7         -0.2           16572.6           None        None         None
  Dec. 23       0.2         0.0          0.0         0.2       0.0     1.6       -1.4        -1.1          0.1           16576.5           None        None         None
  Dec. 22       0.7         0.0          0.1         0.6       0.0     8.1       -7.5        -0.6          0.4           16579.3           None        None         None
  Dec. 21       1.2         0.0          0.2         1.0       0.0     0.0        1.2         1.3          1.3           16594.2           None        None         None
  Dec. 20       1.2         0.0          0.2         1.0       0.0     0.0        1.2         1.3          1.3           16591.9           None        None         None
  Dec. 19       1.3         0.0          0.2         1.2       0.0     0.0        1.3         1.3          1.3           16589.6           None        None         None
  Dec. 18       0.9         0.0          0.1         0.8       0.0     0.2        0.7         1.3          1.3           16586.9           None        None         None
  Dec. 17       2.0         0.0          0.2         1.8       0.0     0.0        2.0         1.5          1.3           16585.5           None        None         None
  Dec. 16       1.5         0.0          0.2         1.3       0.0     0.0        1.5         1.4          1.2           16581.5           None        None         None
  Dec. 15       1.0         0.0          0.1         0.9       0.0     0.0        1.0         1.3          1.1           16578.6           None        None         None
