             ET TOOLBOX REACH SUMMARY

"      Summary for: URGWOM Reach 6 (Bosque, NM to San Acacia gage)     "

      Vegetation classification: MRGCD Ag. & IkonUSu Rip. (MRIU) (Except open water)

      ET TOOLBOX classes (ag. + rip. + open water + urb.):    15157.3 acres

          (Daily URGWOM Water Use = Daily Consumptive Use Total - Rain)

          * = Some or all water use from forecast weather data

"      Note:  Final values are subject to change with updated weather data, which could occur multiple times during periods of local "
             weather station data feed instability.

             --------------- Daily Consumptive Use ---------------    Daily    ----- Daily URGWOM Water Use ----    Total URGWOM Water
    2019   F  Total   Agriculture    Riparian   Open Water   Urban  Eff. Rain   Total    5-Day Avg.  10-Day Avg.    Use To-Date Since
" Month Day M   CFS         CFS          CFS         CFS       CFS      CFS       CFS         CFS          CFS       Jan.  1, 2019 AC-FT"
 ----- --- - ------   -----------    --------   ----------   ------   -----    -------   ----------  -----------    -------------------
  Dec. 12  F    4.9         0.0          0.6         4.3       0.0    -0.0        4.9         4.9          5.0           60323.8
  Dec. 11  F    4.9         0.0          0.6         4.3       0.0    -0.0        4.9         5.0          5.0           60314.1
  Dec. 10  F    4.9         0.0          0.6         4.3       0.0    -0.0        4.9         5.0          5.0           60304.4
  Dec.  9  F    4.9         0.0          0.6         4.3       0.0    -0.0        4.9         5.4          4.8           60294.7
  Dec.  8  F    4.9         0.0          0.6         4.3       0.0    -0.0        4.9         4.5          3.2           60285.0
  Dec.  7  F    5.6         0.0          0.7         4.9       0.0    -0.0        5.6         5.0          0.0           60275.3
  Dec.  6  F    4.9         0.0          0.6         4.3       0.0    -0.0        4.9         5.0         -2.4           60264.3
  Dec.  5       7.0         0.0          0.9         6.1       0.0     0.0        7.0         5.0         -2.4           60254.6
  Dec.  4       5.6         0.0          0.7         4.9       0.0     5.6        0.0         4.1         -2.6           60240.8
  Dec.  3       7.7         0.0          1.0         6.7       0.0     0.0        7.7         1.9         -1.9           60240.8
  Dec.  2       5.5         0.0          0.7         4.8       0.0    -0.0        5.5        -5.0         -2.1           60225.6
  Dec.  1       4.9         0.0          0.6         4.3       0.0     0.0        4.9        -9.8         -2.1           60214.6
  Nov. 30       3.5         0.0          0.4         3.0       0.0     1.0        2.4        -9.9         -4.8           60205.0
  Nov. 29       4.9         0.0          0.6         4.3       0.0    16.1      -11.3        -9.2         -6.3           60200.1
  Nov. 28  *    3.4         0.0          0.4         3.0       0.0    30.1      -26.7        -5.7         -4.3           60222.4
  Nov. 27       3.5         0.0          0.4         3.0       0.0    21.9      -18.5         0.9         -0.8           60275.3
  Nov. 26       4.9         0.0          0.6         4.2       0.0     0.2        4.7         5.6          2.1           60311.8
  Nov. 25       5.6         0.0          0.7         4.8       0.0    -0.0        5.6         0.3          2.4           60302.6
  Nov. 24       6.3         0.0          0.8         5.5       0.0     0.0        6.3        -3.3          2.6           60291.6
  Nov. 23       6.3         0.0          0.8         5.5       0.0    -0.0        6.3        -2.8          2.7           60279.2
  Nov. 22       5.6         0.0          0.7         4.9       0.0     0.5        5.1        -2.4          5.1           60266.8
  Nov. 21       5.6         0.0          0.7         4.9       0.0    27.0      -21.5        -1.4          6.6           60256.7
  Nov. 20       5.6         0.0          0.7         4.9       0.0    18.4      -12.9         4.4         11.1           60299.2
  Nov. 19       9.8         0.0          1.3         8.5       0.0     0.9        8.9         8.5         17.2           60324.7
