             ET TOOLBOX REACH SUMMARY

      Summary for: URGWOM Reach 7 (San Acacia to San Marcial gage)    

      Vegetation classification: IKONOS 2000 + USU 2001         

      ET TOOLBOX classes (ag. + rip. + open water + urb.):    37642.7 acres

          (Daily URGWOM Water Use = Daily Consumptive Use Total - Rain)

             --------------- Daily Consumptive Use ---------------    Daily    ----- Daily URGWOM Water Use ----    Total URGWOM Water    ----- Daily Flow Difference -----
    2005   F  Total   Agriculture    Riparian   Open Water   Urban    Rain      Total    5-Day Avg.  10-Day Avg.    Use To-Date Since      Total    5-Day Avg.  10-Day Avg.
" Month Day M   CFS         CFS          CFS         CFS       CFS      CFS       CFS         CFS          CFS       Jan.  1, 2005 AC-FT     CFS         CFS          CFS"
 ----- --- - ------   -----------    --------   ----------   ------   -----    -------   ----------  -----------    -------------------   -------   ----------  -----------
  Dec. 30       1.3         0.0          0.1         1.1       0.0     0.0        1.3         1.3          1.3          120645.1           None        None         None
  Dec. 29       1.2         0.0          0.1         1.1       0.0     0.0        1.2         1.3          1.4          120642.6           None        None         None
  Dec. 28       1.3         0.0          0.1         1.1       0.0     0.0        1.3         1.4          1.4          120640.2           None        None         None
  Dec. 27       1.6         0.0          0.1         1.4       0.0     0.0        1.6         1.4          1.4          120637.8           None        None         None
  Dec. 26       1.4         0.0          0.1         1.3       0.0     0.0        1.4         1.3          1.3          120634.6           None        None         None
  Dec. 25       1.3         0.0          0.1         1.1       0.0     0.0        1.3         1.3          1.3          120631.8           None        None         None
  Dec. 24       1.6         0.0          0.1         1.4       0.0     0.0        1.6         1.4          1.3          120629.3           None        None         None
  Dec. 23       1.3         0.0          0.1         1.1       0.0     0.0        1.3         1.3          1.3          120626.2           None        None         None
  Dec. 22       1.2         0.0          0.1         1.1       0.0     0.0        1.2         1.3          1.2          120623.7           None        None         None
  Dec. 21       1.4         0.0          0.1         1.3       0.0     0.0        1.4         1.3          1.2          120621.3           None        None         None
  Dec. 20       1.4         0.0          0.1         1.3       0.0     0.0        1.4         1.3          1.1          120618.5           None        None         None
  Dec. 19       1.2         0.0          0.1         1.1       0.0     0.0        1.2         1.2          1.1          120615.6           None        None         None
  Dec. 18       1.4         0.0          0.1         1.3       0.0     0.0        1.4         1.2          1.1          120613.2           None        None         None
  Dec. 17       1.2         0.0          0.1         1.1       0.0     0.0        1.2         1.1          1.1          120610.4           None        None         None
  Dec. 16       1.2         0.0          0.1         1.1       0.0     0.0        1.2         1.0          1.1          120608.0           None        None         None
  Dec. 15       1.1         0.0          0.1         1.0       0.0     0.0        1.1         1.0          1.0          120605.6           None        None         None
  Dec. 14       1.2         0.0          0.1         1.1       0.0     0.0        1.2         1.0          1.0          120603.6           None        None         None
  Dec. 13       1.2         0.0          0.1         1.1       0.0     0.6        0.6         1.0          1.6          120601.2           None        None         None
  Dec. 12       1.1         0.0          0.1         1.0       0.0     0.0        1.1         1.1          2.3          120600.0           None        None         None
  Dec. 11       0.9         0.0          0.1         0.8       0.0     0.0        0.9         1.1          3.0          120597.9           None        None         None
  Dec. 10       1.4         0.0          0.1         1.3       0.0     0.0        1.4         1.1          3.6          120596.2           None        None         None
  Dec.  9       1.1         0.0          0.1         1.0       0.0     0.0        1.1         1.1          4.2          120593.4           None        None         None
  Dec.  8       1.1         0.0          0.1         1.0       0.0     0.0        1.1         2.2          4.5          120591.3           None        None         None
  Dec.  7       1.1         0.0          0.1         1.0       0.0     0.0        1.1         3.4          5.0          120589.2           None        None         None
  Dec.  6       1.1         0.0          0.1         1.0       0.0     0.0        1.1         4.9          5.7          120587.1           None        None         None
  Dec.  5       1.1         0.0          0.1         1.0       0.0     0.0        1.1         6.1          6.2          120585.0           None        None         None
  Dec.  4       6.6         0.0          0.8         5.8       0.0     0.0        6.6         7.3          6.9          120583.0           None        None         None
  Dec.  3       7.4         0.0          0.8         6.6       0.0     0.0        7.4         6.8          6.7          120570.0           None        None         None
  Dec.  2       8.3         0.0          0.9         7.5       0.0     0.0        8.3         6.7          6.7          120555.4           None        None         None
  Dec.  1       7.1         0.0          0.8         6.2       0.0     0.0        7.1         6.5          6.6          120538.9           None        None         None
  Nov. 30       7.0         0.0          0.8         6.2       0.0     0.0        7.0         6.4          6.6          120525.0           None        None         None
  Nov. 29       4.4         0.0          0.5         3.9       0.0     0.0        4.4         6.5          6.6          120511.1           None        None         None
  Nov. 28       6.6         0.0          0.8         5.8       0.0     0.0        6.6         6.6          6.9          120502.4           None        None         None
  Nov. 27       7.2         0.0          0.8         6.5       0.0     0.0        7.2         6.7          7.0          120489.4           None        None         None
  Nov. 26       6.8         0.0          0.7         6.1       0.0     0.0        6.8         6.7          7.3          120475.0           None        None         None
  Nov. 25       7.3         0.0          0.8         6.5       0.0     0.0        7.3         6.8          7.4          120461.4           None        None         None
  Nov. 24       5.1         0.0          0.6         4.5       0.0     0.0        5.1         6.7          7.6          120447.0           None        None         None
  Nov. 23       7.2         0.0          0.7         6.5       0.0     0.0        7.2         7.1          8.2          120437.0           None        None         None
  Nov. 22       7.0         0.0          0.7         6.3       0.0     0.0        7.0         7.3          8.5          120422.9           None        None         None
  Nov. 21       7.7         0.0          1.2         6.5       0.0     0.0        7.7         7.8          8.9          120409.0           None        None         None
  Nov. 20       6.6         0.0          1.1         5.5       0.0     0.0        6.6         7.9          9.4          120393.6           None        None         None
  Nov. 19       7.3         0.0          1.2         6.1       0.0     0.0        7.3         8.5          9.9          120380.7           None        None         None
  Nov. 18       8.1         0.0          1.2         6.9       0.0     0.0        8.1         9.2         10.2          120366.3           None        None         None
  Nov. 17       9.5         0.0          1.6         8.0       0.0     0.0        9.5         9.6         10.5          120350.2           None        None         None
  Nov. 16       8.2         0.0          1.2         7.1       0.0     0.0        8.2        10.0         10.9          120331.3           None        None         None
  Nov. 15       9.4         0.0          1.5         7.9       0.0     0.0        9.4        10.8         11.6          120315.0           None        None         None
  Nov. 14      10.7         0.0          1.6         9.1       0.0     0.0       10.7        11.2         12.1          120296.4           None        None         None
  Nov. 13      10.1         0.0          1.5         8.6       0.0     0.0       10.1        11.3         12.5          120275.1           None        None         None
  Nov. 12      11.5         0.0          1.9         9.5       0.0     0.0       11.5        11.4         12.3          120255.2           None        None         None
  Nov. 11      12.2         0.0          2.2        10.1       0.0     0.0       12.2        11.8         12.5          120232.5           None        None         None
  Nov. 10      11.5         0.0          1.9         9.6       0.0     0.0       11.5        12.3         12.6          120208.3           None        None         None
  Nov.  9      11.0         0.0          1.9         9.2       0.0     0.0       11.0        12.9         12.9          120185.4           None        None         None
  Nov.  8      10.8         0.0          2.0         8.8       0.0     0.0       10.8        13.7         13.1          120163.6           None        None         None
  Nov.  7      13.5         0.0          2.4        11.0       0.0     0.0       13.5        13.2         13.2          120142.3           None        None         None
  Nov.  6      14.9         0.0          2.8        12.2       0.0     0.0       14.9        13.2         13.1          120115.6           None        None         None
  Nov.  5      14.3         0.0          2.7        11.6       0.0     0.0       14.3        12.9         13.0          120086.0           None        None         None
  Nov.  4      15.1         0.0          2.9        12.2       0.0     0.0       15.1        12.9         11.9          120057.7           None        None         None
  Nov.  3       8.0         0.0          1.4         6.6       0.0     0.0        8.0        12.4         11.8          120027.8           None        None         None
  Nov.  2      13.7         0.0          2.7        11.1       0.0     0.0       13.7        13.2         12.3          120012.0           None        None         None
  Nov.  1      13.3         0.0          2.4        10.9       0.0     0.0       13.3        13.0         12.5          119984.8           None        None         None
  Oct. 31      14.4         0.0          3.2        11.2       0.0     0.0       14.4        13.2         13.0          119958.5           None        None         None
  Oct. 30      12.8         0.0          3.0         9.9       0.0     0.0       12.8        11.0         13.0          119930.0           None        None         None
  Oct. 29      11.7         0.0          2.8         8.9       0.0     0.0       11.7        11.2         19.2          119904.6           None        None         None
  Oct. 28      12.9         0.0          3.3         9.5       0.0     0.0       12.9        11.3         25.8          119881.5           None        None         None
  Oct. 27      14.0         0.0          3.5        10.6       0.0     0.0       14.0        12.1         26.3          119856.0           None        None         None
  Oct. 26      13.3         0.0          3.8         9.5       0.0     9.8        3.4        12.8         32.0          119828.2           None        None         None
  Oct. 25      13.9         0.0          4.3         9.7       0.0     0.0       13.9        15.0         38.8          119821.4           None        None         None
  Oct. 24      12.4         0.0          3.5         8.9       0.0     0.0       12.4        27.2          4.1          119793.9           None        None         None
  Oct. 23      16.5         0.0          5.1        11.4       0.0     0.0       16.5        40.3         11.5          119769.3           None        None         None
  Oct. 22      17.6         0.0          5.8        11.9       0.0     0.0       17.6        40.6         16.6          119736.6           None        None         None
  Oct. 21      14.6         0.0          5.1         9.5       0.0     0.0       14.6        51.3         24.2          119701.7           None        None         None
  Oct. 20      74.7        55.9          7.2        11.1       0.5     0.0       74.7        62.6         27.8          119672.9           None        None         None
  Oct. 19      78.4        57.7          8.4        11.8       0.5     0.0       78.4       -19.0         19.2          119525.0           None        None         None
  Oct. 18      74.8        55.3          7.9        11.1       0.5    57.0       17.8       -17.4        -25.9          119369.8           None        None         None
  Oct. 17      71.1        51.1          9.6        10.0       0.5     0.0       71.1        -7.4        -25.3          119334.5           None        None         None
  Oct. 16      71.1        52.1          8.5        10.1       0.4     0.0       71.1        -2.9        -28.9          119193.7           None        None         None
  Oct. 15      39.8        27.8          6.2         5.5       0.3   373.3     -333.6        -7.1        -70.0          119052.9           None        None         None
  Oct. 14      86.4        61.8         12.4        11.6       0.5     0.0       86.4        57.3        -35.6          119713.3           None        None         None
  Oct. 13      67.8        48.9          9.1         9.3       0.5     0.0       67.8       -34.4        -34.9          119542.3           None        None         None
  Oct. 12      93.7        66.9         13.6        12.6       0.6     0.0       93.7       -43.2        -33.7          119408.1           None        None         None
  Oct. 11      64.4        44.8         11.0         8.3       0.3    14.3       50.1       -54.8        -35.4          119222.6           None        None         None
  Oct. 10      42.3        28.6          8.1         5.2       0.3    53.6      -11.3      -132.8        -28.7          119123.4           None        None         None
  Oct.  9      40.8        28.1          7.2         5.2       0.2   413.0     -372.2      -128.6        -16.3          119145.8           None        None         None
  Oct.  8      87.4        61.2         14.2        11.5       0.5    63.5       23.9       -35.5        -46.7          119882.8           None        None         None
  Oct.  7      35.5        25.4          4.7         5.3       0.2     0.0       35.5       -24.2        -56.8          119835.5           None        None         None
  Oct.  6      24.7        17.3          3.7         3.6       0.1   364.7     -340.1       -15.9        -43.4          119765.2           None        None         None
  Oct.  5     102.4        69.7         19.6        12.6       0.6    92.6        9.8        75.5          9.5          120438.5           None        None         None
  Oct.  4      93.5        62.9         18.8        11.3       0.5     0.0       93.5        96.0         26.6          120419.1           None        None         None
  Oct.  3      80.2        53.8         16.3         9.7       0.4     0.0       80.2       -58.0         38.5          120233.9           None        None         None
  Oct.  2      76.8        49.0         18.6         8.8       0.4     0.0       76.8       -89.4         49.6          120075.1           None        None         None
  Oct.  1     117.1        73.8         29.7        13.0       0.5     0.0      117.1       -70.8         57.1          119922.9           None        None         None
  Sep. 30     112.4        67.8         32.5        11.6       0.5     0.0      112.4       -56.4         70.5          119691.1           None        None         None
  Sep. 29      71.8        39.9         24.8         6.8       0.2   748.3     -676.4       -42.8         85.1          119468.5           None        None         None
  Sep. 28     123.7        70.8         40.0        12.5       0.5   200.5      -76.8       134.9        170.8          120807.8           None        None         None
  Sep. 27     169.7        94.7         58.7        15.7       0.7     0.0      169.7       188.6        203.8          120960.0           None        None         None
  Sep. 26     189.0       102.4         68.9        16.9       0.7     0.0      189.0       185.1        217.1          120624.0           None        None         None
  Sep. 25     180.5        94.6         70.0        15.1       0.7     0.0      180.5       197.3        231.1          120249.8           None        None         None
  Sep. 24     212.4       106.6         87.7        17.4       0.7     0.0      212.4       213.0        243.5          119892.5           None        None         None
  Sep. 23     197.0        96.8         84.0        15.6       0.6     5.6      191.4       206.7        255.3          119471.9           None        None         None
  Sep. 22     186.7        86.9         85.1        14.2       0.5    34.5      152.2       219.1        269.1          119092.9           None        None         None
  Sep. 21     250.1       118.3        112.5        18.6       0.8     0.0      250.1       249.1        284.1          118791.4           None        None         None
  Sep. 20     258.7       121.3        117.9        18.7       0.8     0.0      258.7       264.9        278.8          118296.1           None        None         None
  Sep. 19     221.2       100.5        104.6        15.5       0.6    40.0      181.2       274.1        282.8          117784.0           None        None         None
  Sep. 18     256.7       116.5        122.1        17.4       0.7     3.4      253.3       303.8        296.8          117425.2           None        None         None
  Sep. 17     302.1       129.1        152.6        19.8       0.7     0.0      302.1       319.2        301.0          116923.8           None        None         None
  Sep. 16     329.0       144.5        162.3        21.3       0.9     0.0      329.0       319.1        286.0          116325.6           None        None         None
  Sep. 15     304.8       133.6        150.8        19.6       0.8     0.0      304.8       292.8        270.9          115674.1           None        None         None
  Sep. 14     329.7       141.6        166.9        20.3       0.9     0.0      329.7       291.5        251.4          115070.7           None        None         None
  Sep. 13     330.3       141.7        167.5        20.2       0.8     0.0      330.3       289.9        234.4          114417.8           None        None         None
  Sep. 12     301.9       128.5        154.7        18.0       0.7     0.0      301.9       282.8        223.1          113763.9           None        None         None
  Sep. 11     235.4       104.2        116.6        14.0       0.7    38.2      197.3       252.9        195.8          113166.1           None        None         None
  Sep. 10     298.6       123.7        157.2        17.1       0.6     0.0      298.6       249.1        192.6          112775.5           None        None         None
  Sep.  9     322.0       135.6        167.3        18.4       0.7     0.5      321.5       211.3        204.9          112184.4           None        None         None
  Sep.  8     294.6       123.8        153.4        16.7       0.7     0.0      294.6       179.0        215.5          111547.8           None        None         None
  Sep.  7     171.2        77.5         83.5         9.8       0.5    18.5      152.7       163.4        227.1          110964.6           None        None         None
  Sep.  6     219.1        97.8        108.3        12.3       0.6    41.1      178.0       138.8        252.0          110662.3           None        None         None
  Sep.  5     250.5       107.7        128.6        13.7       0.6   141.0      109.5       136.1        274.9          110309.8           None        None         None
  Sep.  4     252.4       107.0        131.1        13.7       0.6    92.3      160.1       198.6        304.3          110092.9           None        None         None
  Sep.  3     221.6        96.3        112.9        11.9       0.5     5.0      216.6       252.1        327.5          109776.0           None        None         None
  Sep.  2     215.1        98.7        104.1        11.7       0.6   185.4       29.7       290.8        299.4          109347.2           None        None         None
  Sep.  1     304.9       128.1        160.4        15.8       0.6   140.4      164.5       365.3        319.9          109288.4           None        None         None
  Aug. 31     422.3       175.0        224.9        21.6       0.9     0.0      422.3       413.8        343.5          108962.7           None        None         None
  Aug. 30     427.4       177.9        227.1        21.6       0.8     0.0      427.4       410.0        332.2          108126.5           None        None         None
  Aug. 29     409.8       169.9        218.8        20.3       0.8     0.0      409.8       402.9        311.4          107280.2           None        None         None
  Aug. 28     432.4       179.9        230.3        21.3       0.8    30.0      402.4       308.0        286.7          106468.8           None        None         None
