             ET TOOLBOX REACH SUMMARY,,,,,,,,,,,,
,,,,,,,,,,,,
      Summary for: URGWOM Reach 7 (San Acacia to San Marcial gage)    ,,,,,,,,,,,,
,,,,,,,,,,,,
      Vegetation classification: MRGCD Ag. & IkonUSu Rip. (MRIU) (Except open water),,,,,,,,,,,,
,,,,,,,,,,,,
      ET TOOLBOX classes (ag. + rip. + open water + urb.):    13701.1 acres,,,,,,,,,,,,
,,,,,,,,,,,,
          (Daily URGWOM Water Use = Daily Consumptive Use Total - Rain),,,,,,,,,,,,
,,,,,,,,,,,,
          * = Some or all water use from forecast weather data,,,,,,,,,,,,
,,,,,,,,,,,,
"      Note:  Final values are subject to change with updated weather data, which could occur multiple times during periods of local ",,,,,,,,,,,,
             weather station data feed instability.,,,,,,,,,,,,
,,,,,,,,,,,,
             --------------- Daily Consumptive Use ---------------    Daily    ----- Daily URGWOM Water Use ----    Total URGWOM Water,,,,,,,,,,,,
    2018   F  Total   Agriculture    Riparian   Open Water   Urban  Eff. Rain   Total    5-Day Avg.  10-Day Avg.    Use To-Date Since,,,,,,,,,,,,
" Month Day M   CFS         CFS          CFS         CFS       CFS      CFS       CFS         CFS          CFS       Jan.  1, 2018 AC-FT",,,,,,,,,,,,
 ----- --- - ------   -----------    --------   ----------   ------   -----    -------   ----------  -----------    -------------------,,,,,,,,,,,,
  Dec. 11  F    5.5         0.0          0.9         4.6       0.0    -0.0        5.5         4.4          4.0           51370.5,,,,,,,,,,,,
  Dec. 10  F    5.5         0.0          0.9         4.6       0.0    -0.0        5.5         4.4          4.0           51359.6,,,,,,,,,,,,
  Dec.  9  F    4.8         0.0          0.8         4.0       0.0    -0.0        4.8         4.4          3.9           51348.6,,,,,,,,,,,,
  Dec.  8  F    4.8         0.0          0.8         4.0       0.0     2.1        2.8         4.4          4.1           51339.1,,,,,,,,,,,,
  Dec.  7  F    3.4         0.0          0.6         2.9       0.0     0.0        3.4         4.8          4.6           51333.6,,,,,,,,,,,,
  Dec.  6  F    5.5         0.0          0.9         4.6       0.0    -0.0        5.5         3.5          4.8           51326.8,,,,,,,,,,,,
  Dec.  5  F    5.5         0.0          0.9         4.6       0.0    -0.0        5.5         3.5          4.8           51315.9,,,,,,,,,,,,
  Dec.  4  *    4.8         0.0          0.8         4.0       0.0    -0.0        4.8         3.3          4.8           51305.0,,,,,,,,,,,,
