"Date","Year","Month","Month.n","Day","Tot_DCU_cfs","Ag_DCU_cfs","Riparian_DCU_cfs","OpenWater_DCU_cfs","Urban_DCU_cfs","Rain_cfs","Tot_URGWOM_cfs","five_day_avg_URGWOM_cfs","ten_day_avg_URGWOM_cfs","Use_to_date_since_Jan1"
2003-04-29,2003,"Apr",4,29,32.1,0,25,7.1,0,0,32.1,28.8,27,1757.7
2003-04-28,2003,"Apr",4,28,32.1,0,25,7.1,0,0,32.1,27.8,25.8,1694.2
2003-04-27,2003,"Apr",4,27,24.5,0,19,5.5,0,0,24.5,26.2,24.6,1630.8
2003-04-26,2003,"Apr",4,26,29.1,0,22.2,6.8,0,0,29.1,27.2,24.7,1582.2
2003-04-25,2003,"Apr",4,25,26.2,0,20,6.2,0,0,26.2,26,23.9,1524.7
2003-04-24,2003,"Apr",4,24,27.2,0,20.5,6.6,0,0,27.2,25.3,23.4,1472.9
2003-04-23,2003,"Apr",4,23,24,0,18,6,0,0,24,23.8,22.3,1419.1
2003-04-22,2003,"Apr",4,22,29.8,0,22.2,7.5,0,0,29.8,23,22.2,1371.7
2003-04-21,2003,"Apr",4,21,23.2,0,17.4,5.7,0,0,23.2,22.2,21,1312.7
2003-04-20,2003,"Apr",4,20,22.4,0,16.7,5.7,0,0,22.4,21.7,20.3,1266.8
2003-04-19,2003,"Apr",4,19,19.4,0,14.3,5.1,0,0,19.4,21.5,19.1,1222.4
2003-04-18,2003,"Apr",4,18,20.4,0,14.9,5.5,0,0,20.4,20.8,18.6,1183.9
2003-04-17,2003,"Apr",4,17,25.6,0,18.8,6.8,0,0,25.6,21.3,18.3,1143.6
2003-04-16,2003,"Apr",4,16,20.6,0,15.1,5.5,0,0,20.6,19.8,17.1,1092.9
2003-04-15,2003,"Apr",4,15,21.3,0,15.3,6,0,0,21.3,18.9,16.3,1052
2003-04-14,2003,"Apr",4,14,18.6,0,13.3,5.3,0,2.8,15.8,16.7,16,1009.9
2003-04-13,2003,"Apr",4,13,23,0,16.4,6.6,0,0,23,16.5,15.6,978.5
2003-04-12,2003,"Apr",4,12,18.4,0,12.9,5.5,0,0,18.4,15.2,14.6,932.9
2003-04-11,2003,"Apr",4,11,16,0,10.9,5.1,0,0,16,14.4,13.9,896.5
2003-04-10,2003,"Apr",4,10,10.4,0,7,3.3,0,0,10.4,13.8,13.6,864.7
2003-04-09,2003,"Apr",4,9,14.9,0,9.8,5.1,0,0,14.9,15.2,13.7,844.2
2003-04-08,2003,"Apr",4,8,16.5,0,10.9,5.5,0,0,16.5,14.7,13,814.8
2003-04-07,2003,"Apr",4,7,14.3,0,9.5,4.9,0,0,14.3,14,12,782.1
2003-04-06,2003,"Apr",4,6,12.7,0,8.1,4.6,0,0,12.7,13.3,11.2,753.7
2003-04-05,2003,"Apr",4,5,17.6,0,11.4,6.2,0,0,17.6,13.4,10.3,728.5
2003-04-04,2003,"Apr",4,4,12.4,0,6.8,5.5,0,0,12.4,12.1,9.5,693.7
2003-04-03,2003,"Apr",4,3,12.7,0,7,5.7,0,0,12.7,11.3,9,669.2
2003-04-02,2003,"Apr",4,2,11.2,0,6.1,5.1,0,0,11.2,10.1,8.5,644
2003-04-01,2003,"Apr",4,1,13.1,0,6.9,6.2,0,0,13.1,9.1,8.2,621.8
2003-03-31,2003,"Mar",3,31,11.2,0,5.8,5.3,0,0,11.2,7.3,7.5,596
2003-03-30,2003,"Mar",3,30,8.5,0,4.3,4.2,0,0,8.5,6.8,6.8,573.9
2003-03-29,2003,"Mar",3,29,6.5,0,2.7,3.8,0,0,6.5,6.7,6.4,557.1
2003-03-28,2003,"Mar",3,28,6.4,0,2.6,3.8,0,0,6.4,6.9,6.1,544.3
2003-03-27,2003,"Mar",3,27,6.7,0,2.7,4,0,2.6,4.1,7.3,5.9,531.7
2003-03-26,2003,"Mar",3,26,8.8,0,3.5,5.3,0,0,8.8,7.7,6.1,523.6
2003-03-25,2003,"Mar",3,25,7.7,0,3.1,4.6,0,0,7.7,6.8,5.6,506.2
2003-03-24,2003,"Mar",3,24,7.7,0,3.1,4.6,0,0,7.7,6.2,5.4,490.9
2003-03-23,2003,"Mar",3,23,7.9,0,3.1,4.9,0,0,7.9,5.3,5.2,475.6
2003-03-22,2003,"Mar",3,22,6.5,0,2.5,4,0,0,6.5,4.5,5.1,459.9
2003-03-21,2003,"Mar",3,21,4.2,0,1.6,2.6,0,0,4.2,4.4,5,447.1
2003-03-20,2003,"Mar",3,20,4.4,0,1.6,2.9,0,0,4.4,4.4,5.1,438.8
2003-03-19,2003,"Mar",3,19,3.4,0,1.2,2.2,0,0,3.4,4.7,5.3,430
2003-03-18,2003,"Mar",3,18,4.1,0,1.5,2.6,0,0,4.1,5.1,5.5,423.1
2003-03-17,2003,"Mar",3,17,6,0,2,4,0,0,6,5.6,5.6,415
2003-03-16,2003,"Mar",3,16,4.3,0,1.5,2.9,0,0.2,4.1,5.5,5.5,403.1
2003-03-15,2003,"Mar",3,15,5.7,0,1.9,3.8,0,0,5.7,5.8,5.5,395
2003-03-14,2003,"Mar",3,14,5.4,0,1.7,3.8,0,0,5.4,5.9,5.2,383.7
2003-03-13,2003,"Mar",3,13,6.8,0,2.1,4.6,0,0,6.8,5.9,5,372.9
2003-03-12,2003,"Mar",3,12,5.4,0,1.7,3.8,0,0,5.4,5.6,4.7,359.5
2003-03-11,2003,"Mar",3,11,5.9,0,1.7,4.2,0,0,5.9,5.4,4.4,348.7
2003-03-10,2003,"Mar",3,10,5.9,0,1.7,4.2,0,0,5.9,5.1,4.1,337.1
2003-03-09,2003,"Mar",3,9,5.4,0,1.4,4,0,0,5.4,4.5,3.8,325.5
2003-03-08,2003,"Mar",3,8,5.1,0,1.3,3.8,0,0,5.1,4.2,3.6,314.7
2003-03-07,2003,"Mar",3,7,4.8,0,1.2,3.5,0,0,4.8,3.9,3.4,304.6
2003-03-06,2003,"Mar",3,6,4.1,0,1,3.1,0,0,4.1,3.4,3.1,295.1
2003-03-05,2003,"Mar",3,5,2.9,0,0.7,2.2,0,0,2.9,3.1,2.9,287
2003-03-04,2003,"Mar",3,4,4,0,0.9,3.1,0,0,4,3.2,2.9,281.3
2003-03-03,2003,"Mar",3,3,3.7,0,0.8,2.9,0,0,3.7,3.1,2.9,273.4
2003-03-02,2003,"Mar",3,2,2.4,0,0.4,2,0,0,2.4,2.8,2.9,266.1
2003-03-01,2003,"Mar",3,1,2.4,0,0.4,2,0,0,2.4,2.8,2.4,261.3
2003-02-28,2003,"Feb",2,28,3.4,0,0.6,2.9,0,0,3.4,2.7,2.4,256.5
2003-02-27,2003,"Feb",2,27,3.4,0,0.6,2.9,0,0,3.4,2.7,2.3,249.7
2003-02-26,2003,"Feb",2,26,2.4,0,0.4,2,0,0,2.4,2.8,2.3,242.9
2003-02-25,2003,"Feb",2,25,2.4,0,0.4,2,0,0,2.4,3,2.3,238.1
2003-02-24,2003,"Feb",2,24,1.5,0,0.2,1.3,0,0,1.5,1.9,2.3,233.3
2003-02-23,2003,"Feb",2,23,3.4,0,0.6,2.9,0,0,3.4,2.2,2.3,230.3
2003-02-22,2003,"Feb",2,22,4,0,0.7,3.3,0,0,4,2,2.2,223.5
2003-02-21,2003,"Feb",2,21,3.8,0,0.7,3.1,0,0,3.8,1.8,2,215.5
2003-02-20,2003,"Feb",2,20,0.8,0,0.1,0.6,0,4,-3.2,1.5,1.9,208
2003-02-19,2003,"Feb",2,19,3,0,0.6,2.4,0,0,3,2.6,2.4,214.4
2003-02-18,2003,"Feb",2,18,2.4,0,0.4,2,0,0,2.4,2.4,2.4,208.5
2003-02-17,2003,"Feb",2,17,3,0,0.6,2.4,0,0,3,2.5,2.2,203.7
2003-02-16,2003,"Feb",2,16,2.4,0,0.4,2,0,0,2.4,2.3,2.1,197.8
2003-02-15,2003,"Feb",2,15,2.6,0,0.4,2.2,0,0.3,2.3,2.3,2,193
2003-02-14,2003,"Feb",2,14,1.9,0,0.3,1.6,0,0,1.9,2.3,2,188.4
2003-02-13,2003,"Feb",2,13,2.6,0,0.4,2.2,0,0,2.6,2.4,2,184.7
2003-02-12,2003,"Feb",2,12,2.1,0,0.3,1.8,0,0,2.1,1.9,2,179.4
2003-02-11,2003,"Feb",2,11,2.4,0,0.4,2,0,0,2.4,1.9,2.2,175.2
2003-02-10,2003,"Feb",2,10,2.2,0,0.4,1.8,0,0,2.2,1.8,2.2,170.4
2003-02-09,2003,"Feb",2,9,2.4,0,0.4,2,0,0,2.4,1.8,2.3,166
2003-02-08,2003,"Feb",2,8,0.3,0,0.1,0.2,0,0,0.3,1.7,2.3,161.2
2003-02-07,2003,"Feb",2,7,1.9,0,0.3,1.6,0,0,1.9,2.2,2.5,160.6
2003-02-06,2003,"Feb",2,6,2.2,0,0.4,1.8,0,0,2.2,2.5,2.6,156.9
2003-02-05,2003,"Feb",2,5,2.1,0,0.3,1.8,0,0,2.1,2.6,2.7,152.5
2003-02-04,2003,"Feb",2,4,2.1,0,0.3,1.8,0,0,2.1,2.8,2.7,148.3
2003-02-03,2003,"Feb",2,3,2.6,0,0.4,2.2,0,0,2.6,2.9,2.8,144.1
2003-02-02,2003,"Feb",2,2,3.6,0,0.7,2.9,0,0,3.6,2.9,2.7,138.9
2003-02-01,2003,"Feb",2,1,2.6,0,0.4,2.2,0,0,2.6,2.8,2.6,131.8
2003-01-31,2003,"Jan",1,31,3,0,0.6,2.4,0,0,3,2.7,2.5,126.6
2003-01-30,2003,"Jan",1,30,2.8,0,0.6,2.2,0,0,2.8,2.7,2.4,120.7
2003-01-29,2003,"Jan",1,29,2.4,0,0.4,2,0,0,2.4,2.6,2.4,115.2
2003-01-28,2003,"Jan",1,28,3,0,0.6,2.4,0,0,3,2.6,2.3,110.4
2003-01-27,2003,"Jan",1,27,2.4,0,0.4,2,0,0,2.4,2.4,2.2,104.5
2003-01-26,2003,"Jan",1,26,2.8,0,0.6,2.2,0,0,2.8,2.3,2.2,99.7
2003-01-25,2003,"Jan",1,25,2.6,0,0.4,2.2,0,0,2.6,2.2,2.1,94.3
2003-01-24,2003,"Jan",1,24,2.2,0,0.4,1.8,0,0,2.2,2.1,2.1,89
2003-01-23,2003,"Jan",1,23,1.9,0,0.3,1.6,0,0,1.9,2.1,2.1,84.6
2003-01-22,2003,"Jan",1,22,2.4,0,0.4,2,0,0.6,1.9,2.1,2.1,80.9
2003-01-21,2003,"Jan",1,21,2.2,0,0.4,1.8,0,0,2.2,2.1,2,77.2
2003-01-20,2003,"Jan",1,20,2.2,0,0.4,1.8,0,0,2.2,2,1.8,72.8
2003-01-19,2003,"Jan",1,19,2.2,0,0.4,1.8,0,0,2.2,2.1,1.8,68.5
2003-01-18,2003,"Jan",1,18,1.9,0,0.3,1.6,0,0,1.9,2.1,1.7,64.1
2003-01-17,2003,"Jan",1,17,1.9,0,0.3,1.6,0,0,1.9,2.1,1.7,60.4
2003-01-16,2003,"Jan",1,16,1.9,0,0.3,1.6,0,0,1.9,2,1.7,56.6
2003-01-15,2003,"Jan",1,15,2.4,0,0.4,2,0,0,2.4,1.6,1.7,52.9
2003-01-14,2003,"Jan",1,14,2.2,0,0.4,1.8,0,0,2.2,1.5,1.7,48.1
2003-01-13,2003,"Jan",1,13,1.9,0,0.3,1.6,0,0,1.9,1.4,1.6,43.7
2003-01-12,2003,"Jan",1,12,1.7,0,0.3,1.3,0,0,1.7,1.3,1.6,39.9
2003-01-11,2003,"Jan",1,11,1.1,0,0.2,0.9,0,1.1,0,1.3,1.6,36.6
2003-01-10,2003,"Jan",1,10,1.7,0,0.3,1.3,0,0,1.7,1.8,1.8,36.6
2003-01-09,2003,"Jan",1,9,1.7,0,0.3,1.3,0,0,1.7,1.8,NA,33.3
2003-01-08,2003,"Jan",1,8,1.7,0,0.3,1.3,0,0,1.7,1.9,NA,30
2003-01-07,2003,"Jan",1,7,1.7,0,0.3,1.3,0,0,1.7,1.9,NA,26.8
2003-01-06,2003,"Jan",1,6,2.2,0,0.4,1.8,0,0,2.2,1.9,NA,23.5
2003-01-05,2003,"Jan",1,5,1.9,0,0.3,1.6,0,0,1.9,1.9,NA,19.1
2003-01-04,2003,"Jan",1,4,2,0,0.4,1.6,0,0,2,NA,NA,15.3
2003-01-03,2003,"Jan",1,3,1.9,0,0.3,1.6,0,0,1.9,NA,NA,11.4
2003-01-02,2003,"Jan",1,2,1.7,0,0.3,1.3,0,0,1.7,NA,NA,7.6
2003-01-01,2003,"Jan",1,1,2.2,0,0.4,1.8,0,0,2.2,NA,NA,4.4
