"Date","Tot_DCU_cfs","Ag_DCU_cfs","Riparian_DCU_cfs","OpenWater_DCU_cfs","Urban_DCU_cfs","Rain_cfs","Tot_URGWOM_cfs","five_day_avg_URGWOM_cfs","ten_day_avg_URGWOM_cfs","Use_to_date_since_Jan1"
2003-03-04,79.9,56.8,5.6,17.5,0,0,79.9,60.6,56.4,5975.5
2003-03-05,79.5,57.7,5.3,16.4,0,0,79.5,66.4,56.7,6132.9
2003-03-06,103.6,74.1,7.4,22.1,0,0,103.6,78,63,6337.8
2003-03-07,97.6,69.6,7.5,20.4,0,0,97.6,86.9,65.4,6531.1
2003-03-08,107.5,76.7,8.6,22.1,0,0,107.5,93.6,76.5,6744
2003-03-09,102.7,72.2,8.6,21.8,0,0,102.7,98.2,79.3,6947.4
2003-03-10,113.2,79.5,9.9,23.7,0,0,113.2,104.9,85.7,7171.4
2003-03-11,108.6,75.4,9.9,23.2,0,0,108.6,105.9,91.9,7386.3
2003-03-12,109.2,77.1,10.1,22.2,0,0,109.2,108.3,97.6,7602.8
2003-03-13,162.7,115.1,14.6,32.7,0,0,162.7,119.3,106.4,7924.7
2003-03-14,121.6,86.2,11.2,24.2,0,0,121.6,123,110.6,8165.6
2003-03-15,198.7,155.3,15.4,22.4,5.7,0,198.7,140.2,122.6,8559.1
2003-03-16,97.2,74.7,8.2,12,2.5,199.9,-102.7,98,101.9,8355.8
2003-03-17,156.6,119.8,12.9,20.3,3.6,16.5,140.1,104.1,106.1,8633.3
2003-03-18,111.9,86.1,9.3,13.7,2.7,198.2,-86.3,54.4,86.8,8462.3
2003-03-19,64.2,48,5.8,9.2,1.2,139,-74.8,15.1,69.1,8314.5
2003-03-20,140.8,110.1,11.5,14.9,4.4,183.6,-42.8,-33.3,53.4,8229.7
2003-03-21,99.1,76.2,8.9,11.3,2.6,47,52,-2.4,47.8,8332.7
2003-03-22,261.7,203.7,22.3,28.8,6.9,0,261.7,21.9,63,8850.9
2003-03-23,226.6,174.8,20.3,24.8,6.8,0,226.6,84.5,69.5,9299.5
2003-03-24,254,196.8,22.9,27.4,7.1,0,254,150.4,82.7,9802.6
2003-03-25,227.6,175.2,21.2,24.7,6.5,0,227.6,204.3,85.5,10253.3
2003-03-26,263.1,201.2,25.6,29.3,7.1,0,263.1,246.5,122.1,10774.1
2003-03-27,190.8,145.2,19,22,4.7,5.5,185.3,231.4,126.6,11140.9
2003-03-28,156.2,118.2,16.1,18.3,3.7,0,156.2,217.2,150.9,11450.4
2003-03-29,237.6,181.3,24.1,26.4,5.9,0,237.6,214,182.1,11920.7
