"Date","Mean_cfs_SanAcacia","Mean_cfs_BosFarms"
2015-07-29,374,"313"
2015-07-30,561,"478"
2015-07-31,606,"667"
2015-08-01,742,"734"
2015-08-02,886,"804"
2015-08-03,1050,"710"
2015-08-04,788,"577"
2015-08-05,810,"371"
2015-08-06,563,"301"
2015-08-07,421,"258"
2015-08-08,285,"247"
2015-08-09,281,"244"
2015-08-10,275,"238"
2015-08-11,269,"231"
2015-08-12,188,"442"
2015-08-13,258,"234"
2015-08-14,255,"233"
2015-08-15,206,"203"
2015-08-16,216,"231"
2015-08-17,223,"225"
2015-08-18,203,"185"
2015-08-19,179,"183"
2015-08-20,177,"182"
2015-08-21,167,"145"
2015-08-22,161,"156"
2015-08-23,166,"154"
2015-08-24,154,"152"
2015-08-25,168,"149"
2015-08-26,141,"129"
2015-08-27,157,"96.4"
2015-08-28,163,"97.8"
2015-08-29,176,"90.0"
2015-08-30,177,"91.2"
2015-08-31,163,"130"
2015-09-01,162,"160"
2015-09-02,174,"144"
2015-09-03,191,"88.8"
2015-09-04,116,"77.1"
2015-09-05,111,"85.4"
2015-09-06,108,"107"
2015-09-07,106,"99.0"
2015-09-08,109,"71.8"
2015-09-09,92.7,"70.2"
2015-09-10,81,"67.6"
2015-09-11,63.7,"58.9"
2015-09-12,51.5,"52.0"
2015-09-13,48,"50.1"
2015-09-14,45.6,"47.0"
2015-09-15,38.4,"44.6"
2015-09-16,36.9,"43.0"
2015-09-17,38.3,"42.2"
2015-09-18,38.3,"40.6"
2015-09-19,38.1,"46.9"
2015-09-20,37.8,"52.5"
2015-09-21,37.1,"57.2"
2015-09-22,37.7,"66.2"
2015-09-23,37,"459"
2015-09-24,88.9,"98.6"
2015-09-25,85.8,"72.5"
2015-09-26,67.8,"65.3"
2015-09-27,59.3,"60.9"
2015-09-28,60.1,"56.3"
2015-09-29,46.4,"51.0"
2015-09-30,35.9,"47.3"
2015-10-01,35.8,"51.3"
2015-10-02,36.2,"49.8"
2015-10-03,36,"49.4"
2015-10-04,35.2,"48.7"
2015-10-05,41.6,"66.4"
2015-10-06,47.6,"55.0"
2015-10-07,87.1,"58.2"
2015-10-08,153,"59.6"
2015-10-09,160,"59.1"
2015-10-10,98,"56.0"
2015-10-11,96.3,"54.6"
2015-10-12,82.9,"53.8"
2015-10-13,64.2,"52.2"
2015-10-14,71,"50.8"
2015-10-15,74.3,"50.9"
2015-10-16,67.2,"48.4"
2015-10-17,60,"47.7"
2015-10-18,59.7,"47.3"
2015-10-19,79.9,"47.4"
2015-10-20,98.7,"47.3"
2015-10-21,285,"268"
2015-10-22,416,"882"
2015-10-23,638,"591"
2015-10-24,763,"584"
2015-10-25,823,"625"
2015-10-26,711,"569"
2015-10-27,599,"509"
2015-10-28,563,"395"
2015-10-29,550,"307"
2015-10-30,488,"418"
2015-10-31,506,"478"
2015-11-01,530,"463"
2015-11-02,531,"444"
2015-11-03,523,"421"
2015-11-04,526,"452"
2015-11-05,519,"429"
2015-11-06,538,"516"
2015-11-07,599,"475"
2015-11-08,628,"557"
2015-11-09,690,"586"
2015-11-10,726,"738"
2015-11-11,763,"969"
2015-11-12,967,"1030"
2015-11-13,1030,"1050"
2015-11-14,1060,"1060"
2015-11-15,1090,"1090"
2015-11-16,1140,"1200"
2015-11-17,1190,"1400"
2015-11-18,1340,"1370"
2015-11-19,1350,"1290"
2015-11-20,1330,"1380"
2015-11-21,1370,"1320"
2015-11-22,1390,"1300"
2015-11-23,1340,"1340"
2015-11-24,1300,"1360"
2015-11-25,1300,"1380"
2015-11-26,1320,"1350"
2015-11-27,1350,"1380"
2015-11-28,1330,"1380"
2015-11-29,1350,"1430"
2015-11-30,1370,"1540"
2015-12-01,1440,"1530"
2015-12-02,1470,"1420"
2015-12-03,1430,"1390"
2015-12-04,1460,"1400"
2015-12-05,1430,"1420"
2015-12-06,1420,"1420"
2015-12-07,1400,"1440"
2015-12-08,1410,"1530"
2015-12-09,1460,"1590"
2015-12-10,1550,"1600"
2015-12-11,1520,"1600"
2015-12-12,1590,"1610"
2015-12-13,1590,"1780"
2015-12-14,1630,"1780"
2015-12-15,1600,"1780"
2015-12-16,1640,"1730"
2015-12-17,1610,"1740"
2015-12-18,1600,"1620"
2015-12-19,1560,"1610"
2015-12-20,1580,"1620"
2015-12-21,1670,"1650"
2015-12-22,1700,"1580"
2015-12-23,1680,"1370"
2015-12-24,1570,"1200"
2015-12-25,1510,"985"
2015-12-26,1350,"845"
2015-12-27,1250,"828"
2015-12-28,1210,"800"
2015-12-29,1180,"758"
2015-12-30,1130,"682"
2015-12-31,1060,"634"
2016-01-01,984,"609"
2016-01-02,942,"597"
2016-01-03,898,"598"
2016-01-04,887,"599"
2016-01-05,893,"601"
2016-01-06,894,"604"
2016-01-07,908,"636"
2016-01-08,973,"615"
2016-01-09,944,"615"
2016-01-10,941,"632"
2016-01-11,989,"624"
2016-01-12,969,"620"
2016-01-13,972,"626"
2016-01-14,951,"597"
2016-01-15,911,"576"
2016-01-16,862,"574"
2016-01-17,827,"582"
2016-01-18,825,"586"
2016-01-19,817,"626"
2016-01-20,893,"613"
2016-01-21,896,"606"
2016-01-22,877,"612"
2016-01-23,869,"611"
2016-01-24,858,"623"
2016-01-25,853,"632"
2016-01-26,843,"630"
2016-01-27,805,"599"
2016-01-28,727,"598"
2016-01-29,733,"599"
2016-01-30,735,"600"
2016-01-31,722,"596"
2016-02-01,695,"602"
2016-02-02,688,"605"
2016-02-03,689,"594"
2016-02-04,698,"644"
2016-02-05,759,"608"
2016-02-06,734,"621"
2016-02-07,738,"612"
2016-02-08,728,"640"
2016-02-09,721,"644"
2016-02-10,733,"646"
2016-02-11,735,"646"
2016-02-12,726,"642"
2016-02-13,724,"650"
2016-02-14,726,"676"
2016-02-15,779,"674"
2016-02-16,789,"671"
2016-02-17,857,"701"
2016-02-18,859,"790"
2016-02-19,949,"888"
2016-02-20,1040,"959"
2016-02-21,1130,"975"
2016-02-22,1130,"958"
2016-02-23,1130,"961"
2016-02-24,1120,"1090"
2016-02-25,1310,"1050"
2016-02-26,1290,"1080"
2016-02-27,1290,"1060"
2016-02-28,1260,"959"
2016-02-29,1120,"963"
2016-03-01,972,"784"
2016-03-02,793,"720"
2016-03-03,794,"716"
2016-03-04,790,"744"
2016-03-05,791,"877"
2016-03-06,936,"1010"
2016-03-07,1140,"951"
2016-03-08,992,"891"
2016-03-09,930,"735"
2016-03-10,815,"673"
2016-03-11,745,"796"
2016-03-12,870,"862"
2016-03-13,981,"843"
2016-03-14,976,"842"
2016-03-15,915,"782"
2016-03-16,829,"710"
2016-03-17,707,"678"
2016-03-18,675,"614"
2016-03-19,610,"580"
2016-03-20,574,"571"
2016-03-21,561,"562"
2016-03-22,539,"555"
2016-03-23,484,"605"
2016-03-24,571,"609"
2016-03-25,556,"613"
2016-03-26,592,"649"
2016-03-27,627,"678"
2016-03-28,635,"634"
2016-03-29,563,"591"
2016-03-30,524,"553"
2016-03-31,529,"495"
2016-04-01,443,"454"
2016-04-02,439,"452"
2016-04-03,420,"482"
2016-04-04,469,"505"
2016-04-05,463,"360"
2016-04-06,422,"264"
2016-04-07,354,"266"
2016-04-08,305,"189"
2016-04-09,387,"263"
2016-04-10,310,"216"
2016-04-11,357,"209"
2016-04-12,368,"255"
2016-04-13,350,"469"
2016-04-14,438,"428"
2016-04-15,447,"333"
2016-04-16,378,"282"
2016-04-17,374,"323"
2016-04-18,394,"311"
2016-04-19,350,"429"
2016-04-20,346,"539"
2016-04-21,462,"541"
2016-04-22,481,"590"
2016-04-23,536,"605"
2016-04-24,565,"627"
2016-04-25,589,"633"
2016-04-26,575,"668"
2016-04-27,587,"702"
2016-04-28,677,"643"
2016-04-29,644,"645"
2016-04-30,623,"603"
2016-05-01,590,"599"
2016-05-02,597,"662"
2016-05-03,639,"646"
2016-05-04,610,"601"
2016-05-05,542,"569"
2016-05-06,491,"537"
2016-05-07,478,"537"
2016-05-08,464,"557"
2016-05-09,506,"521"
2016-05-10,483,"528"
2016-05-11,457,"606"
2016-05-12,486,"639"
2016-05-13,539,"651"
2016-05-14,562,"629"
2016-05-15,555,"684"
2016-05-16,570,"787"
2016-05-17,688,"939"
2016-05-18,922,"1040"
2016-05-19,1070,"1160"
2016-05-20,1210,"1280"
2016-05-21,1310,"1450"
2016-05-22,1420,"1540"
2016-05-23,1480,"1500"
2016-05-24,1430,"1760"
2016-05-25,1460,"2210"
2016-05-26,1860,"2240"
2016-05-27,2060,"2390"
2016-05-28,2160,"2410"
2016-05-29,2190,"2500"
2016-05-30,2240,"2470"
2016-05-31,2240,"2460"
2016-06-01,2280,"2440"
2016-06-02,2320,"2610"
2016-06-03,2300,"2460"
2016-06-04,2320,"2520"
2016-06-05,2330,"2640"
2016-06-06,2440,"2800"
2016-06-07,2450,"3110"
2016-06-08,2530,"3180"
2016-06-09,2630,"3150"
2016-06-10,2630,"3140"
2016-06-11,2590,"2970"
2016-06-12,2710,"2700"
2016-06-13,2590,"2590"
2016-06-14,2320,"2510"
2016-06-15,2160,"2270"
2016-06-16,1890,"2120"
2016-06-17,1720,"1970"
2016-06-18,1660,"1730"
2016-06-19,1600,"1500"
2016-06-20,1490,"1260"
2016-06-21,1200,"1040"
2016-06-22,974,"1060"
2016-06-23,956,"821"
2016-06-24,895,"529"
2016-06-25,551,"404"
2016-06-26,458,"446"
2016-06-27,426,"476"
2016-06-28,402,"485"
2016-06-29,373,"431"
2016-06-30,345,"393"
2016-07-01,296,"291"
2016-07-02,305,"266"
2016-07-03,296,"337"
2016-07-04,305,"315"
2016-07-05,339,"289"
2016-07-06,311,"300"
2016-07-07,283,"241"
2016-07-08,269,"231"
2016-07-09,245,"191"
2016-07-10,221,"185"
2016-07-11,196,"180"
2016-07-12,173,"193"
2016-07-13,154,"166"
2016-07-14,143,"141"
2016-07-15,124,"135"
2016-07-16,104,"134"
2016-07-17,95.7,"137"
2016-07-18,87,"153"
2016-07-19,81.1,"154"
2016-07-20,80.6,"138"
2016-07-21,95.9,"123"
2016-07-22,65.2,"125"
2016-07-23,71.6,"128"
2016-07-24,74.3,"131"
2016-07-25,74.1,"134"
2016-07-26,68,"128"
2016-07-27,67.3,"110"
2016-07-28,67.4,"106"
2016-07-29,65.5,"103"
2016-07-30,61.9,"191"
2016-07-31,60.7,"645"
2016-08-01,205,"356"
2016-08-02,236,"267"
2016-08-03,186,"222"
2016-08-04,250,"195"
2016-08-05,169,"497"
2016-08-06,293,"351"
2016-08-07,398,"320"
2016-08-08,293,"349"
2016-08-09,423,"411"
2016-08-10,380,"345"
2016-08-11,388,"257"
2016-08-12,273,"104"
2016-08-13,216,"89.1"
2016-08-14,235,"90.4"
2016-08-15,181,"92.9"
2016-08-16,167,"74.4"
2016-08-17,363,"78.7"
2016-08-18,92.1,"79.3"
2016-08-19,107,"85.5"
2016-08-20,89.9,"76.5"
2016-08-21,95.9,"76.9"
2016-08-22,175,"125"
2016-08-23,92.2,"325"
2016-08-24,107,"141"
2016-08-25,194,"121"
2016-08-26,263,"97.0"
2016-08-27,303,"88.8"
2016-08-28,230,"90.7"
2016-08-29,242,"82.2"
2016-08-30,230,"60.7"
2016-08-31,152,"51.3"
2016-09-01,90.5,"47.1"
2016-09-02,83.3,"43.0"
2016-09-03,77,"40.2"
2016-09-04,78.2,"42.6"
2016-09-05,66.6,"40.5"
2016-09-06,65,"37.8"
2016-09-07,69.8,"82.6"
2016-09-08,68.9,"50.2"
2016-09-09,69.1,"36.9"
2016-09-10,67.8,"32.5"
2016-09-11,66.9,"31.7"
2016-09-12,66.4,"152"
2016-09-13,63.2,"58.2"
2016-09-14,62,"42.1"
2016-09-15,69.8,"34.0"
2016-09-16,79.1,"29.7"
2016-09-17,69.9,"27.9"
2016-09-18,61.7,"25.1"
2016-09-19,60.9,"24.3"
2016-09-20,60.6,"23.9"
2016-09-21,61.6,"22.6"
2016-09-22,59.3,"24.2"
2016-09-23,53.1,"24.5"
2016-09-24,47.1,"28.6"
2016-09-25,62.3,"24.6"
2016-09-26,86.6,"25.3"
2016-09-27,43.2,"29.1"
2016-09-28,37,"30.1"
2016-09-29,36.8,"32.8"
2016-09-30,34.7,"35.9"
2016-10-01,33.2,"49.5"
2016-10-02,32.8,"59.6"
2016-10-03,34.2,"59.9"
2016-10-04,33.5,"41.8"
2016-10-05,34,"31.9"
2016-10-06,NA,"30.4"
2016-10-07,33.1,"37.8"
2016-10-08,33.5,"30.2"
2016-10-09,154,"122"
2016-10-10,79.7,"183"
2016-10-11,40.2,"92.7"
2016-10-12,53.4,"60.2"
2016-10-13,35.5,"52.9"
2016-10-14,33.1,"47.6"
2016-10-15,31.7,"41.2"
2016-10-16,36.7,"56.7"
2016-10-17,35.2,"54.1"
2016-10-18,39.2,"35.2"
2016-10-19,39.2,"30.5"
2016-10-20,39.3,"30.2"
2016-10-21,39.5,"29.7"
2016-10-22,39,"27.9"
2016-10-23,39.3,"26.0"
2016-10-24,39.7,"26.9"
2016-10-25,40.5,"28.3"
2016-10-26,39.6,"28.1"
2016-10-27,40.6,"35.3"
2016-10-28,40.6,"47.3"
2016-10-29,41,"83.9"
2016-10-30,41.5,"114"
2016-10-31,55.8,"215"
2016-11-01,143,"266"
2016-11-02,204,"338"
2016-11-03,247,"341"
2016-11-04,579,"347"
2016-11-05,554,"406"
2016-11-06,676,"507"
2016-11-07,480,"513"
2016-11-08,551,"422"
2016-11-09,430,"457"
2016-11-10,502,"428"
2016-11-11,491,"434"
2016-11-12,488,"457"
2016-11-13,503,"470"
2016-11-14,515,"512"
2016-11-15,562,"549"
2016-11-16,585,"573"
2016-11-17,586,"580"
2016-11-18,596,"584"
2016-11-19,639,"584"
2016-11-20,656,"641"
2016-11-21,710,"677"
2016-11-22,738,"877"
2016-11-23,866,"769"
2016-11-24,777,"784"
2016-11-25,767,"766"
2016-11-26,748,"765"
2016-11-27,753,"766"
2016-11-28,760,"758"
2016-11-29,773,"770"
2016-11-30,769,"769"
2016-12-01,764,"768"
2016-12-02,754,"773"
2016-12-03,747,"733"
2016-12-04,742,"629"
2016-12-05,727,"625"
2016-12-06,730,"634"
2016-12-07,734,"644"
2016-12-08,757,"662"
2016-12-09,761,"688"
2016-12-10,797,"695"
2016-12-11,792,"716"
2016-12-12,801,"716"
2016-12-13,796,"728"
2016-12-14,803,"765"
2016-12-15,823,"779"
2016-12-16,855,"775"
2016-12-17,842,"811"
2016-12-18,819,"822"
2016-12-19,847,"793"
2016-12-20,812,"787"
2016-12-21,807,"779"
2016-12-22,792,"821"
2016-12-23,870,"847"
2016-12-24,922,"694"
2016-12-25,788,"697"
2016-12-26,765,"700"
2016-12-27,730,"698"
2016-12-28,721,"681"
2016-12-29,734,"694"
2016-12-30,757,"723"
2016-12-31,801,"697"
2017-01-01,735,"721"
2017-01-02,749,"692"
2017-01-03,712,"703"
2017-01-04,712,"687"
2017-01-05,735,"647"
2017-01-06,703,"649"
2017-01-07,672,"642"
2017-01-08,668,"643"
2017-01-09,675,"661"
2017-01-10,707,"660"
2017-01-11,711,"641"
2017-01-12,692,"663"
2017-01-13,719,"667"
2017-01-14,711,"665"
2017-01-15,746,"838"
2017-01-16,886,"1140"
2017-01-17,1100,"1030"
2017-01-18,947,"925"
2017-01-19,877,"953"
2017-01-20,946,"914"
2017-01-21,935,"925"
2017-01-22,920,"872"
2017-01-23,851,"806"
2017-01-24,800,"767"
2017-01-25,779,"765"
2017-01-26,743,"738"
2017-01-27,722,"694"
2017-01-28,691,"667"
2017-01-29,666,"656"
2017-01-30,664,"638"
2017-01-31,631,"639"
2017-02-01,624,"581"
2017-02-02,579,"602"
2017-02-03,589,"587"
2017-02-04,571,"601"
2017-02-05,574,"643"
2017-02-06,660,"643"
2017-02-07,680,"631"
2017-02-08,690,"642"
2017-02-09,699,"649"
2017-02-10,710,"678"
2017-02-11,747,"702"
2017-02-12,755,"759"
2017-02-13,837,"824"
2017-02-14,884,"955"
2017-02-15,989,"958"
2017-02-16,1000,"948"
2017-02-17,981,"951"
2017-02-18,967,"1020"
2017-02-19,1040,"1020"
2017-02-20,1050,"1030"
2017-02-21,1060,"1010"
2017-02-22,1060,"1010"
2017-02-23,1060,"990"
2017-02-24,996,"1000"
2017-02-25,1000,"996"
2017-02-26,995,"970"
2017-02-27,999,"938"
2017-02-28,959,"893"
2017-03-01,943,"751"
2017-03-02,741,"664"
2017-03-03,674,"629"
2017-03-04,616,"637"
2017-03-05,657,"645"
2017-03-06,653,"636"
2017-03-07,626,"631"
2017-03-08,621,"609"
2017-03-09,603,"577"
2017-03-10,604,"596"
2017-03-11,703,"619"
2017-03-12,706,"653"
2017-03-13,684,"665"
2017-03-14,625,"710"
2017-03-15,655,"735"
2017-03-16,705,"970"
2017-03-17,884,"1130"
2017-03-18,1070,"1520"
2017-03-19,1440,"1590"
2017-03-20,1570,"1610"
2017-03-21,1620,"1880"
2017-03-22,1890,"2200"
2017-03-23,2280,"2480"
2017-03-24,2510,"2710"
2017-03-25,2640,"2870"
2017-03-26,2760,"2970"
2017-03-27,2900,"3110"
2017-03-28,2960,"3290"
2017-03-29,3100,"3360"
2017-03-30,3250,"3300"
2017-03-31,3090,"3340"
2017-04-01,3190,"3440"
2017-04-02,3390,"3400"
2017-04-03,3190,"3450"
2017-04-04,3390,"3450"
2017-04-05,3470,"3230"
2017-04-06,3110,"3120"
2017-04-07,2910,"2700"
2017-04-08,2650,"2250"
2017-04-09,2280,"2130"
2017-04-10,2240,"2100"
2017-04-11,2280,"2130"
2017-04-12,2250,"2210"
2017-04-13,2270,"2210"
2017-04-14,2200,"2140"
2017-04-15,2130,"2280"
2017-04-16,2520,"2700"
2017-04-17,2890,"3150"
2017-04-18,3010,"3330"
2017-04-19,3060,"3250"
2017-04-20,3090,"3250"
2017-04-21,3080,"3290"
2017-04-22,3080,"3360"
2017-04-23,3150,"3380"
2017-04-24,3210,"3590"
2017-04-25,3220,"4010"
2017-04-26,3620,"4120"
2017-04-27,3860,"4100"
2017-04-28,4010,"3940"
2017-04-29,3980,"3940"
2017-04-30,3700,"3970"
2017-05-01,3750,"3880"
2017-05-02,3780,"3600"
2017-05-03,3540,"3330"
2017-05-04,3100,"3050"
2017-05-05,2730,"2760"
2017-05-06,2530,"2570"
2017-05-07,2530,"2610"
2017-05-08,2590,"2630"
2017-05-09,2670,"2890"
2017-05-10,2770,"3930"
2017-05-11,3250,"4000"
2017-05-12,3580,"4300"
2017-05-13,3680,"4350"
2017-05-14,3900,"4390"
2017-05-15,4310,"4380"
2017-05-16,4320,"4330"
2017-05-17,4470,"4370"
2017-05-18,4610,"4430"
2017-05-19,4580,"4450"
2017-05-20,5020,"4590"
2017-05-21,4940,"4590"
2017-05-22,4990,"4510"
2017-05-23,4940,"4150"
2017-05-24,4750,"3690"
2017-05-25,4290,"3260"
2017-05-26,3600,"3020"
2017-05-27,3150,"3060"
2017-05-28,3130,"3120"
2017-05-29,3210,"3060"
2017-05-30,3220,"3170"
2017-05-31,3170,"3330"
2017-06-01,3130,"3330"
2017-06-02,3250,"3230"
2017-06-03,3170,"3080"
2017-06-04,3170,"2940"
2017-06-05,3070,"2940"
2017-06-06,2940,"2800"
2017-06-07,2870,"2770"
2017-06-08,2950,"2680"
2017-06-09,2870,"2800"
2017-06-10,2870,"2910"
2017-06-11,2940,"3030"
2017-06-12,2970,"2860"
2017-06-13,2830,"2540"
2017-06-14,2640,"2300"
2017-06-15,2510,"1930"
2017-06-16,2160,"1550"
2017-06-17,1690,"1180"
2017-06-18,1350,"911"
2017-06-19,1100,"710"
2017-06-20,895,"652"
2017-06-21,717,"560"
2017-06-22,631,"533"
2017-06-23,627,"528"
2017-06-24,577,"525"
2017-06-25,590,"571"
2017-06-26,588,"547"
2017-06-27,597,"476"
2017-06-28,453,"348"
2017-06-29,377,"277"
2017-06-30,314,"299"
2017-07-01,321,"274"
2017-07-02,307,"231"
2017-07-03,287,"218"
2017-07-04,254,"212"
2017-07-05,234,"221"
2017-07-06,210,"207"
2017-07-07,178,"170"
2017-07-08,153,"141"
2017-07-09,131,"145"
2017-07-10,120,"165"
2017-07-11,109,"182"
2017-07-12,102,"107"
2017-07-13,99.4,"90.4"
2017-07-14,93.1,"103"
2017-07-15,84.7,"111"
2017-07-16,79.9,"99.2"
2017-07-17,79,"112"
2017-07-18,79.3,"130"
2017-07-19,78.6,"109"
2017-07-20,78.6,"99.0"
2017-07-21,77.9,"102"
2017-07-22,77.5,"103"
2017-07-23,78.1,"99.7"
2017-07-24,74.3,"91.1"
2017-07-25,69.1,"80.5"
2017-07-26,67.9,"81.6"
2017-07-27,67.4,"83.8"
2017-07-28,92.1,"96.4"
2017-07-29,163,"133"
2017-07-30,185,"102"
2017-07-31,258,"248"
2017-08-01,249,"420"
2017-08-02,363,"205"
2017-08-03,298,"195"
2017-08-04,252,"215"
2017-08-05,346,"251"
2017-08-06,276,"316"
2017-08-07,289,"299"
2017-08-08,256,"153"
2017-08-09,198,"91.4"
2017-08-10,166,"91.8"
2017-08-11,129,"101"
2017-08-12,252,"417"
2017-08-13,338,"327"
2017-08-14,308,"163"
2017-08-15,252,"141"
2017-08-16,166,"103"
2017-08-17,138,"110"
2017-08-18,124,"88.1"
2017-08-19,96.8,"90.1"
2017-08-20,114,"88.1"
2017-08-21,93.5,"107"
2017-08-22,90.4,"103"
2017-08-23,89.2,"86.7"
2017-08-24,97.6,"86.4"
2017-08-25,90.6,"90.4"
2017-08-26,87.8,"86.2"
2017-08-27,98.9,"84.1"
2017-08-28,123,"85.1"
2017-08-29,93.7,"81.4"
2017-08-30,87.2,"159"
2017-08-31,97,"95.0"
2017-09-01,92.5,"81.5"
2017-09-02,83.4,"81.0"
2017-09-03,84.1,"80.8"
2017-09-04,83.9,"79.4"
2017-09-05,79.6,"81.5"
2017-09-06,75.7,"78.0"
2017-09-07,70.7,"80.5"
2017-09-08,68.3,"80.6"
2017-09-09,59.3,"87.1"
2017-09-10,48.9,"78.5"
2017-09-11,40,"80.6"
2017-09-12,40.3,"85.1"
2017-09-13,42.1,"95.7"
2017-09-14,44.6,"86.9"
2017-09-15,48.3,"87.6"
2017-09-16,51.9,"89.8"
2017-09-17,52.7,"99.3"
2017-09-18,53.1,"99.2"
2017-09-19,53.9,"97.1"
2017-09-20,52.6,"93.6"
2017-09-21,56.5,"95.0"
2017-09-22,55.5,"102"
2017-09-23,54.7,"100"
2017-09-24,53.8,"117"
2017-09-25,54.2,"142"
2017-09-26,54.4,"120"
2017-09-27,76.2,"331"
2017-09-28,918,"789"
2017-09-29,1040,"1190"
2017-09-30,3300,"1150"
2017-10-01,1740,"2010"
2017-10-02,2430,"1330"
2017-10-03,2580,"1010"
2017-10-04,2170,"913"
2017-10-05,1880,"1730"
2017-10-06,2230,"3140"
2017-10-07,3730,"2000"
2017-10-08,3240,"1640"
2017-10-09,2280,"1440"
2017-10-10,1610,"1300"
2017-10-11,1400,"1200"
2017-10-12,1250,"983"
2017-10-13,1080,"960"
2017-10-14,974,"826"
2017-10-15,883,"666"
2017-10-16,765,"633"
2017-10-17,706,"634"
2017-10-18,628,"505"
2017-10-19,508,"437"
2017-10-20,484,"416"
2017-10-21,469,"385"
2017-10-22,456,"388"
2017-10-23,441,"423"
2017-10-24,472,"395"
2017-10-25,433,"354"
2017-10-26,424,"343"
2017-10-27,392,"340"
2017-10-28,415,"332"
2017-10-29,414,"359"
2017-10-30,414,"445"
2017-10-31,527,"507"
2017-11-01,611,"512"
2017-11-02,705,"512"
2017-11-03,673,"540"
2017-11-04,706,"602"
2017-11-05,742,"711"
2017-11-06,893,"776"
2017-11-07,971,"812"
2017-11-08,984,"914"
2017-11-09,1040,"980"
2017-11-10,1070,"1040"
2017-11-11,1090,"1120"
2017-11-12,1130,"1120"
2017-11-13,1120,"1120"
2017-11-14,1140,"899"
2017-11-15,1010,"1120"
2017-11-16,1240,"1350"
2017-11-17,1340,"1150"
2017-11-18,1240,"1150"
2017-11-19,1260,"1300"
2017-11-20,1320,"1290"
2017-11-21,1290,"1200"
2017-11-22,1300,"1340"
2017-11-23,1420,"1390"
2017-11-24,1480,"1410"
2017-11-25,1530,"1420"
2017-11-26,1550,"1410"
2017-11-27,1560,"1420"
2017-11-28,1630,"1420"
2017-11-29,1620,"1410"
2017-11-30,1640,"1440"
2017-12-01,1670,"1530"
2017-12-02,1660,"1530"
2017-12-03,1660,"1520"
2017-12-04,1680,"1500"
2017-12-05,1660,"1490"
2017-12-06,1610,"1490"
2017-12-07,1580,"1480"
2017-12-08,1510,"1440"
2017-12-09,1490,"1340"
2017-12-10,1460,"1300"
2017-12-11,1420,"1290"
2017-12-12,1420,"1270"
2017-12-13,1390,"1270"
2017-12-14,1410,"1270"
2017-12-15,1440,"1260"
2017-12-16,1420,"1170"
2017-12-17,1350,"1060"
2017-12-18,1270,"1030"
2017-12-19,1290,"1010"
2017-12-20,1280,"1020"
2017-12-21,1270,"1070"
2017-12-22,1310,"1040"
2017-12-23,1250,"868"
2017-12-24,1040,"765"
2017-12-25,945,"756"
2017-12-26,932,"737"
2017-12-27,911,"736"
2017-12-28,904,"721"
2017-12-29,890,"690"
2017-12-30,836,"672"
2017-12-31,804,"645"
2018-01-01,766,"652"
2018-01-02,752,"651"
2018-01-03,750,"649"
2018-01-04,752,"653"
2018-01-05,752,"676"
2018-01-06,782,"688"
2018-01-07,783,"727"
2018-01-08,821,"738"
2018-01-09,830,"727"
2018-01-10,832,"693"
2018-01-11,798,"653"
2018-01-12,754,"632"
2018-01-13,727,"628"
2018-01-14,711,"642"
2018-01-15,720,"639"
2018-01-16,712,"640"
2018-01-17,717,"630"
2018-01-18,701,"624"
2018-01-19,689,"623"
2018-01-20,690,"602"
2018-01-21,670,"562"
2018-01-22,640,"487"
2018-01-23,587,"496"
2018-01-24,613,"584"
2018-01-25,668,"611"
2018-01-26,700,"596"
2018-01-27,696,"533"
2018-01-28,661,"520"
2018-01-29,641,"540"
2018-01-30,658,"535"
2018-01-31,657,"499"
2018-02-01,628,"506"
2018-02-02,629,"518"
2018-02-03,658,"532"
2018-02-04,671,"533"
2018-02-05,678,"531"
2018-02-06,679,"554"
2018-02-07,686,"564"
2018-02-08,693,"577"
2018-02-09,697,"577"
2018-02-10,696,"585"
2018-02-11,689,"642"
2018-02-12,707,"654"
2018-02-13,690,"663"
2018-02-14,688,"657"
2018-02-15,700,"699"
2018-02-16,708,"724"
2018-02-17,740,"655"
2018-02-18,682,"641"
2018-02-19,681,"631"
2018-02-20,607,"651"
2018-02-21,614,"656"
2018-02-22,614,"672"
2018-02-23,628,"630"
2018-02-24,611,"611"
2018-02-25,608,"610"
2018-02-26,608,"582"
2018-02-27,579,"536"
2018-02-28,516,"469"
2018-03-01,460,"511"
2018-03-02,452,"465"
2018-03-03,436,"495"
2018-03-04,451,"510"
2018-03-05,453,"475"
2018-03-06,446,"373"
2018-03-07,413,"245"
2018-03-08,351,"224"
2018-03-09,348,"220"
2018-03-10,371,"240"
2018-03-11,350,"235"
2018-03-12,333,"231"
2018-03-13,336,"223"
2018-03-14,308,"207"
2018-03-15,293,"183"
2018-03-16,239,"184"
2018-03-17,233,"182"
2018-03-18,228,"197"
2018-03-19,242,"260"
2018-03-20,314,"208"
2018-03-21,276,"182"
2018-03-22,228,"176"
2018-03-23,153,"176"
2018-03-24,151,"177"
2018-03-25,187,"177"
2018-03-26,185,"166"
2018-03-27,147,"140"
2018-03-28,154,"136"
2018-03-29,142,"136"
2018-03-30,139,"138"
2018-03-31,140,"137"
2018-04-01,139,"138"
2018-04-02,133,"136"
2018-04-03,125,"125"
2018-04-04,117,"122"
2018-04-05,106,"114"
2018-04-06,95.7,"105"
2018-04-07,88.3,"104"
2018-04-08,81.4,"103"
2018-04-09,78.2,"102"
