"Date","Mean_cfs_SanAcacia","Mean_cfs_BosFarms"
2018-04-10,76.6,"101"
2018-04-11,77.4,"101"
2018-04-12,77.4,"102"
2018-04-13,77.1,"103"
2018-04-14,77,"103"
2018-04-15,77,"104"
2018-04-16,77.1,"104"
2018-04-17,77.7,"104"
2018-04-18,77.7,"104"
2018-04-19,78.4,"104"
2018-04-20,78.5,"104"
2018-04-21,78.1,"104"
2018-04-22,78.1,"105"
2018-04-23,78.4,"105"
2018-04-24,78.5,"105"
2018-04-25,73.3,"105"
2018-04-26,69,"104"
2018-04-27,60.6,"99.6"
2018-04-28,55.6,"100"
2018-04-29,56.7,"103"
2018-04-30,57.2,"102"
2018-05-01,57.6,"97.1"
2018-05-02,58.5,"96.7"
2018-05-03,57.9,"97.0"
2018-05-04,57.8,"97.1"
2018-05-05,57.7,"95.1"
2018-05-06,58.3,"94.4"
2018-05-07,58.5,"95.3"
2018-05-08,58.3,"141"
2018-05-09,56.3,"98.1"
2018-05-10,57.9,"96.7"
2018-05-11,58.3,"96.0"
2018-05-12,59.1,"96.0"
2018-05-13,59.4,"97.3"
2018-05-14,58.8,"96.4"
2018-05-15,58.8,"103"
2018-05-16,59,"97.4"
2018-05-17,58.9,"91.7"
2018-05-18,59.6,"91.5"
2018-05-19,59.9,"90.8"
2018-05-20,60.6,"91.2"
2018-05-21,58.8,"109"
2018-05-22,58.4,"278"
2018-05-23,58.5,"118"
2018-05-24,57,"91.2"
2018-05-25,56.9,"88.6"
2018-05-26,56.9,"88.5"
2018-05-27,56.1,"101"
2018-05-28,56.2,"101"
2018-05-29,57.2,"90.1"
2018-05-30,55.7,"80.4"
2018-05-31,55.5,"78.9"
2018-06-01,52.5,"78.8"
2018-06-02,50.4,"78.2"
2018-06-03,48,"111"
2018-06-04,50.2,"263"
2018-06-05,59.8,"139"
2018-06-06,52.8,"94.9"
2018-06-07,43.8,"81.6"
2018-06-08,43.6,"76.8"
2018-06-09,45.4,"84.1"
2018-06-10,46.6,"97.5"
2018-06-11,46.8,"92.7"
2018-06-12,46.4,"75.5"
2018-06-13,44.1,"74.6"
2018-06-14,43.8,"73.5"
2018-06-15,43.7,"73.0"
2018-06-16,44.1,"89.9"
2018-06-17,46.9,"319"
2018-06-18,77.3,"169"
2018-06-19,101,"126"
2018-06-20,48.7,"82.3"
2018-06-21,47.7,"74.0"
2018-06-22,46.4,"84.0"
2018-06-23,45.8,"71.4"
2018-06-24,46.5,"69.9"
2018-06-25,45.9,"69.2"
2018-06-26,47,"67.9"
2018-06-27,47,"67.7"
2018-06-28,47.6,"66.4"
2018-06-29,46.4,"65.4"
2018-06-30,46.8,"72.7"
2018-07-01,47.3,"73.9"
2018-07-02,46.5,"65.7"
2018-07-03,45.5,"65.8"
2018-07-04,45.1,"66.3"
2018-07-05,42.8,"73.8"
2018-07-06,42,"267"
2018-07-07,42.6,"208"
2018-07-08,44,"91.8"
2018-07-09,43.7,"82.7"
2018-07-10,43.3,"84.4"
2018-07-11,43.9,"62.8"
2018-07-12,44.3,"69.8"
2018-07-13,44.5,"121"
2018-07-14,37.3,"265"
2018-07-15,49.6,"184"
2018-07-16,74.3,"123"
2018-07-17,49.1,"67.1"
2018-07-18,53.2,"62.6"
2018-07-19,42.5,"65.8"
2018-07-20,43.5,"71.1"
2018-07-21,44.5,"71.1"
2018-07-22,46,"73.3"
2018-07-23,46.7,"72.5"
2018-07-24,50.3,"77.1"
2018-07-25,50.4,"182"
2018-07-26,257,"114"
2018-07-27,774,"854"
2018-07-28,647,"760"
2018-07-29,794,"159"
2018-07-30,528,"87.7"
2018-07-31,662,"159"
2018-08-01,294,"83.6"
2018-08-02,126,"245"
2018-08-03,66.8,"151"
2018-08-04,135,"85.9"
2018-08-05,91.3,"81.9"
2018-08-06,64.2,"82.9"
2018-08-07,53.6,"75.5"
2018-08-08,42.5,"70.7"
2018-08-09,21.7,"79.9"
2018-08-10,32.8,"80.7"
2018-08-11,75.2,"81.1"
2018-08-12,69.7,"101"
2018-08-13,232,"85.0"
2018-08-14,368,"79.7"
2018-08-15,87.6,"78.8"
2018-08-16,35.7,"79.4"
2018-08-17,37.7,"79.4"
2018-08-18,31.6,"79.9"
2018-08-19,32.6,"81.3"
2018-08-20,32.1,"77.4"
2018-08-21,30.9,"76.6"
2018-08-22,95.8,"77.3"
2018-08-23,327,"168"
2018-08-24,65.9,"114"
2018-08-25,183,"72.8"
2018-08-26,322,"69.4"
2018-08-27,192,"65.5"
2018-08-28,64.1,"59.8"
2018-08-29,79.3,"54.3"
2018-08-30,57.5,"48.3"
2018-08-31,47.4,"44.7"
2018-09-01,44.7,"46.9"
2018-09-02,49.3,"49.6"
2018-09-03,57.8,"47.7"
2018-09-04,99.7,"44.4"
2018-09-05,214,"39.2"
2018-09-06,223,"36.9"
2018-09-07,15.7,"35.8"
2018-09-08,23,"33.7"
2018-09-09,22.3,"33.4"
2018-09-10,22.8,"33.9"
2018-09-11,29.5,"32.2"
2018-09-12,36.5,"33.4"
2018-09-13,36.6,"33.1"
2018-09-14,35.8,"33.8"
2018-09-15,36.4,"33.9"
2018-09-16,36.9,"34.0"
2018-09-17,30.7,"34.5"
2018-09-18,23,"34.3"
2018-09-19,22.4,"34.9"
2018-09-20,32.9,"36.6"
2018-09-21,29.4,"37.2"
2018-09-22,24,"37.4"
2018-09-23,23.3,"37.9"
2018-09-24,23,"35.4"
2018-09-25,24.4,"33.8"
2018-09-26,24.5,"33.7"
2018-09-27,24.2,"35.1"
2018-09-28,24.1,"34.3"
2018-09-29,23.9,"33.7"
2018-09-30,24.4,"33.4"
2018-10-01,23.9,"33.0"
2018-10-02,23.7,"32.5"
2018-10-03,24.2,"32.8"
2018-10-04,24.2,"32.0"
2018-10-05,23.3,"31.4"
2018-10-06,47.6,"32.1"
2018-10-07,27.6,"31.4"
2018-10-08,29.6,"31.7"
2018-10-09,52,"33.7"
2018-10-10,50.4,"35.7"
2018-10-11,28.2,"36.0"
2018-10-12,38.9,"34.9"
2018-10-13,27,"34.5"
2018-10-14,26.2,"36.0"
2018-10-15,24.2,"37.1"
2018-10-16,56.2,"68.7"
2018-10-17,59.1,"76.6"
2018-10-18,112,"52.4"
2018-10-19,111,"45.8"
2018-10-20,97.5,"42.6"
2018-10-21,94.1,"40.6"
2018-10-22,128,"41.4"
2018-10-23,374,"86.0"
2018-10-24,499,"890"
2018-10-25,434,"828"
2018-10-26,836,"353"
2018-10-27,597,"240"
2018-10-28,351,"188"
2018-10-29,306,"173"
2018-10-30,272,"184"
2018-10-31,280,"252"
2018-11-01,291,"259"
2018-11-02,300,"235"
2018-11-03,278,"264"
2018-11-04,342,"258"
2018-11-05,405,"277"
2018-11-06,401,"271"
2018-11-07,405,"309"
2018-11-08,406,"321"
2018-11-09,421,"322"
2018-11-10,412,"328"
2018-11-11,417,"310"
2018-11-12,409,"254"
2018-11-13,396,"255"
2018-11-14,381,"251"
2018-11-15,385,"271"
2018-11-16,391,"278"
2018-11-17,393,"257"
2018-11-18,377,"258"
2018-11-19,380,"268"
2018-11-20,381,"267"
2018-11-21,383,"259"
2018-11-22,378,"258"
2018-11-23,367,"257"
2018-11-24,359,"253"
2018-11-25,359,"244"
2018-11-26,360,"256"
2018-11-27,363,"252"
2018-11-28,365,"266"
2018-11-29,371,"252"
2018-11-30,374,"245"
2018-12-01,372,"254"
2018-12-02,377,"254"
2018-12-03,377,"265"
2018-12-04,378,"271"
2018-12-05,384,"337"
2018-12-06,418,"359"
2018-12-07,440,"369"
2018-12-08,446,"355"
2018-12-09,444,"347"
2018-12-10,442,"378"
2018-12-11,448,"446"
2018-12-12,481,"529"
2018-12-13,534,"531"
2018-12-14,550,"483"
2018-12-15,535,"486"
2018-12-16,525,"466"
2018-12-17,522,"484"
2018-12-18,529,"476"
2018-12-19,530,"467"
2018-12-20,525,"455"
2018-12-21,525,"436"
2018-12-22,536,"440"
2018-12-23,530,"416"
2018-12-24,517,"407"
2018-12-25,504,"415"
2018-12-26,519,"415"
2018-12-27,516,"441"
2018-12-28,535,"426"
2018-12-29,500,"454"
2018-12-30,502,"443"
2018-12-31,492,"463"
