"Date","Tot_DCU_cfs","Ag_DCU_cfs","Riparian_DCU_cfs","OpenWater_DCU_cfs","Urban_DCU_cfs","Rain_cfs","Tot_URGWOM_cfs","five_day_avg_URGWOM_cfs","ten_day_avg_URGWOM_cfs","Use_to_date_since_Jan1"
2003-01-01,15.775,11.975,0.8,2.975,0,0,15.775,NA,NA,31.25
2003-01-02,8.775,6.45,0.475,1.85,0,0,8.775,NA,NA,48.575
2003-01-03,12.475,9.225,0.625,2.625,0,0,12.475,NA,NA,73.275
2003-01-04,11.375,8.375,0.625,2.4,0,0,11.375,NA,NA,95.8
2003-01-05,9.85,7.175,0.5,2.15,0,0,9.85,11.65,NA,115.325
2003-01-06,9.975,7.225,0.525,2.2,0,0,9.975,10.475,NA,135.05
2003-01-07,8.35,6.05,0.475,1.825,0,0,8.35,10.375,NA,151.575
2003-01-08,8.1,5.925,0.475,1.725,0,0,8.1,9.525,NA,167.575
2003-01-09,7.9,5.75,0.45,1.725,0,0,7.9,8.825,NA,183.225
2003-01-10,9.25,6.875,0.475,1.875,0,0,9.25,8.725,10.175,201.5
2003-01-11,5.95,4.4,0.275,1.25,0,0.55,5.425,7.775,9.15,212.2
2003-01-12,8.475,6.225,0.475,1.8,0,0,8.475,7.825,9.125,229.025
2003-01-13,10.125,7.4,0.575,2.15,0,0,10.125,8.225,8.875,249.075
2003-01-14,10.65,7.75,0.575,2.3,0,0,10.65,8.775,8.825,270.2
2003-01-15,14.3,10.475,0.775,3.05,0,0,14.3,9.775,9.25,298.5
2003-01-16,10.7,7.925,0.575,2.175,0,0,10.7,10.85,9.325,319.675
2003-01-17,11.5,8.525,0.625,2.35,0,0,11.5,11.475,9.65,342.475
2003-01-18,11.95,8.825,0.65,2.475,0,0,11.95,11.825,10.025,366.15
2003-01-19,12.3,9.025,0.675,2.65,0,0,12.3,12.175,10.5,390.525
2003-01-20,12.775,9.375,0.725,2.725,0,0,12.775,11.85,10.825,415.85
2003-01-21,12.55,9.15,0.725,2.725,0,0,12.55,12.225,11.5,440.675
2003-01-22,14.025,10.35,0.775,2.925,0,0.325,13.725,12.7,12.05,467.85
2003-01-23,11.7,8.425,0.675,2.65,0,0,11.7,12.625,12.225,491
2003-01-24,13.325,9.925,0.7,2.675,0,0.125,13.2,12.8,12.475,517.15
2003-01-25,12.05,8.85,0.65,2.575,0,0,12.05,12.65,12.275,541.05
2003-01-26,15.25,11.1,0.9,3.225,0,0,15.25,13.175,12.725,571.2
2003-01-27,14.175,10.4,0.8,3.025,0,0,14.175,13.275,12.975,599.3
2003-01-28,18.8,13.825,1.05,3.9,0,1.3,17.5,14.45,13.5,633.95
2003-01-29,14.3,10.55,0.8,3.025,0,0,14.3,14.625,13.75,662.325
2003-01-30,16.45,12.2,0.925,3.325,0,0,16.45,15.55,14.075,694.85
2003-01-31,17.4,12.825,0.975,3.625,0,0,17.4,15.95,14.575,729.325
2003-02-01,16.5,12.3,0.875,3.35,0,0,16.5,16.45,14.875,762.025
2003-02-02,22.2,16.175,1.3,4.7,0,0,22.2,17.375,15.9,805.95
2003-02-03,17.4,12.825,0.975,3.6,0,0,17.4,17.975,16.325,840.4
2003-02-04,13.875,10.225,0.75,2.875,0,0,13.875,17.5,16.5,867.9
2003-02-05,14.35,10.625,0.75,2.975,0,0,14.35,16.875,16.45,896.375
2003-02-06,13.875,10.225,0.75,2.875,0,0,13.875,16.325,16.4,923.825
2003-02-07,10.625,7.7,0.625,2.325,0,0,10.625,14.025,15.7,944.875
2003-02-08,2.65,2.05,0.125,0.475,0,5.2,-2.525,10.025,14,939.875
2003-02-09,13.175,9.625,0.7,2.825,0,0,13.175,9.9,13.675,965.925
2003-02-10,13.475,9.9,0.775,2.775,0,0,13.475,9.75,13.3,992.6
2003-02-11,11.4,8.3,0.625,2.45,0,0,11.4,9.25,12.775,1015.175
2003-02-12,13.325,9.85,0.7,2.75,0,0,13.325,9.775,11.875,1041.55
2003-02-13,12.1,8.625,0.675,2.825,0,14.575,-2.475,9.8,9.9,1036.7
2003-02-14,10.75,7.825,0.6,2.35,0,1.4,9.325,9.025,9.45,1055.175
2003-02-15,15.125,11.05,0.8,3.25,0,0.075,15.025,9.325,9.5,1084.975
2003-02-16,16.15,11.85,0.85,3.45,0,0,16.15,10.3,9.775,1116.975
2003-02-17,15.175,11.15,0.85,3.15,0,0,15.175,10.675,10.225,1147.025
2003-02-18,9.4,6.725,0.55,2.1,0,0,9.4,13.025,11.4,1165.65
2003-02-19,16.675,12.15,1,3.575,0,0,16.675,14.5,11.75,1198.675
2003-02-20,4.725,3.45,0.275,1,0,40.525,-35.825,4.3,6.825,1127.7
2003-02-21,19.35,13.925,1.15,4.275,0,0,19.35,4.95,7.625,1166
2003-02-22,24.6,17.925,1.425,5.225,0,0,24.6,6.85,8.75,1214.7
2003-02-23,19.325,14.225,1.075,4.075,0,0,19.325,8.825,10.925,1253.025
2003-02-24,12.075,8.825,0.6,2.625,0,2.3,9.775,7.45,10.975,1272.375
2003-02-25,18.4,13.35,1,4.05,0,0,18.4,18.275,11.325,1308.825
2003-02-26,13.875,9.95,0.8,3.125,0,14.9,-1,14.225,9.6,1306.9
2003-02-27,18.7,13.7,1.075,3.975,0,0,18.7,13.075,9.95,1343.975
2003-02-28,14,10.05,0.775,3.225,0,1.425,12.6,11.725,10.275,1368.95
2003-03-01,11.375,8.125,0.7,2.55,0,0,11.375,12.025,9.75,1391.45
2003-03-02,13.275,9.65,0.8,2.825,0,0,13.275,11,14.625,1417.8
2003-03-03,18.475,13.275,1.25,3.975,0,0,18.475,14.9,14.575,1454.35
2003-03-04,19.975,14.2,1.4,4.375,0,0,19.975,15.15,14.1,1493.875
2003-03-05,19.875,14.425,1.325,4.1,0,0,19.875,16.6,14.175,1533.225
2003-03-06,25.9,18.525,1.85,5.525,0,0,25.9,19.5,15.75,1584.45
2003-03-07,24.4,17.4,1.875,5.1,0,0,24.4,21.725,16.35,1632.775
2003-03-08,26.875,19.175,2.15,5.525,0,0,26.875,23.4,19.125,1686
2003-03-09,25.675,18.05,2.15,5.45,0,0,25.675,24.55,19.825,1736.85
2003-03-10,28.3,19.875,2.475,5.925,0,0,28.3,26.225,21.425,1792.85
2003-03-11,27.15,18.85,2.475,5.8,0,0,27.15,26.475,22.975,1846.575
2003-03-12,27.3,19.275,2.525,5.55,0,0,27.3,27.075,24.4,1900.7
2003-03-13,40.675,28.775,3.65,8.175,0,0,40.675,29.825,26.6,1981.175
2003-03-14,30.4,21.55,2.8,6.05,0,0,30.4,30.75,27.65,2041.4
2003-03-15,49.675,38.825,3.85,5.6,1.425,0,49.675,35.05,30.65,2139.775
2003-03-16,24.3,18.675,2.05,3,0.625,49.975,-25.675,24.5,25.475,2088.95
2003-03-17,39.15,29.95,3.225,5.075,0.9,4.125,35.025,26.025,26.525,2158.325
2003-03-18,27.975,21.525,2.325,3.425,0.675,49.55,-21.575,13.6,21.7,2115.575
2003-03-19,16.05,12,1.45,2.3,0.3,34.75,-18.7,3.775,17.275,2078.625
2003-03-20,35.2,27.525,2.875,3.725,1.1,45.9,-10.7,-8.325,13.35,2057.425
2003-03-21,24.775,19.05,2.225,2.825,0.65,11.75,13,-0.600000000000001,11.95,2083.175
2003-03-22,65.425,50.925,5.575,7.2,1.725,0,65.425,5.475,15.75,2212.725
2003-03-23,56.65,43.7,5.075,6.2,1.7,0,56.65,21.125,17.375,2324.875
2003-03-24,63.5,49.2,5.725,6.85,1.775,0,63.5,37.6,20.675,2450.65
2003-03-25,56.9,43.8,5.3,6.175,1.625,0,56.9,51.075,21.375,2563.325
2003-03-26,65.775,50.3,6.4,7.325,1.775,0,65.775,61.625,30.525,2693.525
2003-03-27,47.7,36.3,4.75,5.5,1.175,1.375,46.325,57.85,31.65,2785.225
2003-03-28,39.05,29.55,4.025,4.575,0.925,0,39.05,54.3,37.725,2862.6
2003-03-29,59.4,45.325,6.025,6.6,1.475,0,59.4,53.5,45.525,2980.175
2003-03-30,72.65,52.925,10.4,7.7,1.625,0,72.65,56.625,53.875,3124.025
2003-03-31,85.025,61.1,13.1,8.75,2.075,0,85.025,60.5,61.075,3292.45
2003-04-01,94.2,66.7,15.4,9.9,2.225,0,94.2,70.05,63.95,3478.95
2003-04-02,74.1,52.225,12.55,7.525,1.775,0,74.1,77.075,65.7,3625.65
2003-04-03,93.25,66.1,15.8,9.1,2.275,0,93.25,83.85,68.65,3810.325
2003-04-04,82.325,57.825,14.375,8.075,2.025,0,82.325,85.775,71.225,3973.325
2003-04-05,103.85,67.45,24.525,9.6,2.275,0,103.85,89.55,75,4178.9
2003-04-06,80.225,52.9,18.225,7.325,1.775,0,80.225,86.725,78.4,4337.725
2003-04-07,78.475,50.275,19.175,7.5,1.55,0,78.475,87.625,82.35,4493.1
2003-04-08,81.325,51.5,20.475,7.675,1.65,0,81.325,85.225,84.525,4654.15
2003-04-09,90.725,58.375,22.125,8.3,1.925,0,90.725,86.925,86.375,4833.7
2003-04-10,71.85,46.575,17.625,6.025,1.625,0,71.85,80.525,85.025,4976
2003-04-11,96.875,60.95,25.575,8.325,2.05,0,96.875,83.85,85.3,5167.8
2003-04-12,100.5,62.025,27.875,8.475,2.125,0,100.5,88.25,87.95,5366.825
2003-04-13,115,69.575,33.475,9.65,2.3,0,115,94.975,90.1,5594.575
2003-04-14,96.7,58.3,28.575,7.825,2,1.8,94.9,95.825,91.375,5782.5
2003-04-15,104.8,62.2,31.875,8.9,1.85,2.625,102.175,101.875,91.2,5984.725
2003-04-16,114.975,68.375,35.275,9.15,2.175,0,114.975,105.5,94.65,6212.4
2003-04-17,135.325,80.15,41.875,10.625,2.675,0,135.325,112.475,100.375,6480.375
2003-04-18,94.75,54.95,30.475,7.55,1.775,0,94.75,108.45,101.7,6667.95
2003-04-19,113.4,66.95,35.325,9.4,1.725,0,113.4,112.15,104,6892.525
2003-04-20,124.2,72.575,39.55,10.075,2.025,0,124.2,116.55,109.225,7138.475
2003-04-21,114.6,67.025,36.825,8.475,2.25,0,114.6,116.475,110.975,7365.375
2003-04-22,144.175,82.825,47.8,10.95,2.575,0,144.175,118.225,115.35,7650.875
2003-04-23,100.4,55.275,35.4,8.3,1.4,0.35,100.025,119.325,113.875,7848.925
2003-04-24,131.825,74.575,44.85,10.075,2.3,0,131.825,122.975,117.55,8109.875
2003-04-25,132.225,75.15,44.975,9.75,2.3,0,132.225,124.575,120.575,8371.675
2003-04-26,139.175,77.85,48.625,10.25,2.4,0,139.175,129.475,122.95,8647.2
2003-04-27,115.2,63.75,41.15,8.325,2,0,115.2,123.675,120.975,8875.35
2003-04-28,145.325,79.125,53.375,10.525,2.275,0,145.325,132.75,126.025,9163.025
2003-04-29,148.65,82.4,53.575,10.375,2.3,0,148.65,136.125,129.525,9457.4
2003-04-30,151.975,83.6,55.45,10.625,2.325,0,151.975,140.1,132.325,9758.35
2003-05-01,145.925,80.125,53.475,10.025,2.275,0,145.925,141.375,135.45,10047.2
2003-05-02,145.15,79.025,54.1,9.9,2.075,0,145.15,147.425,135.525,10334.6
2003-05-03,148.425,78.875,57.4,10.075,2.075,0,148.425,148,140.375,10628.475
2003-05-04,170.725,91.825,65.25,11.2,2.45,0,170.725,152.425,144.275,10966.575
2003-05-05,162.05,88.2,61,10.475,2.35,0,162.05,154.45,147.275,11287.45
2003-05-06,137.925,74.7,52.225,9.075,1.875,0,137.925,152.85,147.125,11560.55
2003-05-07,185.75,100.75,70.475,11.925,2.575,0,185.75,160.975,154.2,11928.3
2003-05-08,187.575,102.05,71.075,11.75,2.7,0,187.575,168.825,158.4,12299.7
2003-05-09,223.675,121.275,85.45,13.975,2.975,0,223.675,179.375,165.925,12742.575
2003-05-10,171.25,92.425,65.8,10.65,2.325,0,171.25,181.225,167.85,13081.6
2003-05-11,207.8,113.55,78.475,13.3,2.475,0,207.8,195.225,174.025,13493.075
2003-05-12,187.875,102.2,71.875,11.175,2.675,0,187.875,195.65,178.3,13865.025
2003-05-13,174.85,92.4,69.5,10.875,2.1,0,174.85,193.1,180.925,14211.325
2003-05-14,146.55,77,58.925,8.85,1.8,0,146.55,177.675,178.525,14501.5
2003-05-15,245.55,131.175,96.75,14.675,2.975,0,245.55,192.55,186.875,14987.75
2003-05-16,203.85,108.6,80.85,11.8,2.575,0,203.85,191.725,193.475,15391.35
2003-05-17,211.475,111.275,85.375,12.25,2.575,0,211.475,196.45,196.05,15810.075
2003-05-18,179.75,95.35,72.05,10,2.375,0,179.75,197.45,195.275,16166
2003-05-19,220.55,117.35,88.2,12.275,2.7,0,220.55,212.225,194.95,16602.7
2003-05-20,190.875,99.35,78.35,11.1,2.1,0,190.875,201.3,196.925,16980.675
2003-05-21,195.55,104.075,78.475,10.45,2.525,0,195.55,199.675,195.7,17367.875
2003-05-22,201.05,105.925,81.85,10.85,2.425,0,201.025,197.55,197,17765.9
2003-05-23,168.775,90.8,66.875,8.85,2.25,20.125,148.625,191.325,194.4,18060.225
2003-05-24,167.675,87.7,69,9.025,1.925,5.85,161.825,179.6,195.925,18380.65
2003-05-25,170.325,82.25,76.85,9.9,1.325,40.725,129.575,167.35,184.325,18637.225
2003-05-26,199.8,104.35,82.6,10.575,2.3,21.625,178.175,163.85,181.75,18990.05
2003-05-27,190.45,99.575,78.7,9.925,2.275,19.6,170.85,157.8,177.7,19328.325
2003-05-28,207.5,110.2,84.3,10.475,2.525,0,207.5,169.6,180.5,19739.175
2003-05-29,221.2,117.55,89.975,11.025,2.65,0,221.2,181.475,180.55,20177.175
2003-05-30,204.875,108.225,83.9,10.325,2.4,0,204.875,196.525,181.95,20582.85
2003-05-31,208.6,108.7,86.975,10.525,2.375,14.7,193.925,199.675,181.775,20966.825
2003-06-01,159.175,83.175,66.2,7.975,1.775,15.525,143.65,194.225,176.025,21251.25
2003-06-02,196.525,101.45,83.1,9.875,2.075,34.775,161.725,185.1,177.35,21571.475
2003-06-03,208.5,109.5,86.35,10.3,2.3,3.925,204.575,181.75,181.625,21976.5
2003-06-04,221.575,116.9,91.5,10.775,2.45,3.925,217.65,184.275,190.425,22407.45
2003-06-05,247.975,130.075,103.5,11.725,2.675,31.075,216.9,188.9,194.275,22836.9
2003-06-06,238.05,126.525,97.625,11.2,2.65,10.25,227.8,205.75,199.975,23288
2003-06-07,234.15,120.975,99.425,11.375,2.425,0,234.15,220.2,202.65,23751.625
2003-06-08,213.35,113.125,87.925,9.9,2.4,27.9,185.5,216.4,199.05,24118.85
2003-06-09,162.75,86.225,67.2,7.825,1.55,82.275,80.5,188.975,186.65,24278.25
2003-06-10,249.9,131.625,104.025,11.6,2.675,0,249.9,195.55,192.25,24773
2003-06-11,263.775,139.975,108.625,12.35,2.775,0,263.775,202.75,204.25,25295.25
2003-06-12,248.35,130.725,103.525,11.425,2.65,0,248.35,205.6,212.925,25787.025
2003-06-13,254.45,134.325,105.725,11.675,2.65,0,254.45,219.375,217.875,26290.75
2003-06-14,309.625,165.55,126.675,14.5,2.925,0,309.625,265.2,227.1,26903.875
2003-06-15,264.875,141.25,108.95,11.75,2.875,27.9,236.975,262.625,229.1,27373.1
2003-06-16,243.025,127.425,102.175,10.825,2.625,1.725,241.3,258.15,230.45,27850.925
2003-06-17,196.125,105.275,80.1,8.625,2.15,69.25,126.85,233.875,219.725,28102.075
2003-06-18,154.45,78.925,66.9,7.3,1.3,194.925,-40.45,174.875,197.125,28021.925
2003-06-19,179.075,94.175,75.175,7.875,1.875,66.9,112.225,135.35,200.3,28244.125
2003-06-20,239.075,124.225,101.725,10.775,2.375,6.825,232.225,134.425,198.525,28703.925
2003-06-21,299.875,158.575,124.825,13.525,2.925,0,299.875,146.15,202.175,29297.725
2003-06-22,315.775,167.25,131.2,14.4,2.975,0,315.775,183.925,208.9,29922.95
2003-06-23,311,164.625,129.65,13.575,3.175,0,311,254.25,214.55,30538.725
2003-06-24,318.1,168.2,132.725,14,3.175,0,318.1,295.4,215.375,31168.55
2003-06-25,282.3,151.4,115.775,12.125,3,0,282.3,305.4,219.9,31727.475
2003-06-26,314.25,163.6,133.675,14.2,2.725,0,314.25,308.275,227.225,32349.65
2003-06-27,242.575,132.65,97.3,9.95,2.675,9.975,232.6,291.65,237.775,32810.2
2003-06-28,283.575,150.65,117.7,12.525,2.7,0.425,283.15,286.075,270.15,33370.825
2003-06-29,323.425,173.25,133.025,14.15,3,0,323.425,287.125,291.275,34011.175
2003-06-30,318.325,169.425,132.1,13.825,2.95,0,318.325,294.35,299.85,34641.45
2003-07-01,282.55,149.575,118.225,11.875,2.9,0,282.55,288,298.15,35200.925
2003-07-02,317.2,166.2,134.2,13.825,2.95,0,317.2,304.95,298.3,35829
2003-07-03,319.25,166.95,135.55,13.775,2.95,0,319.25,312.175,299.125,36461.075
2003-07-04,305.65,161.125,128.825,12.775,2.95,0.025,305.625,308.625,297.85,37066.25
2003-07-05,338.825,179.75,141.525,14.475,3.1,0,338.825,312.7,303.525,37737.125
2003-07-06,299.775,158.75,125.725,12.35,2.925,2,297.775,315.75,301.85,38326.725
2003-07-07,291.2,153.075,123.325,11.9,2.9,0.175,291.025,310.5,307.75,38903
2003-07-08,335.85,175.075,143.575,14.25,2.975,0,335.85,313.825,312.95,39568
2003-07-09,332.15,174.325,140.85,13.95,3.05,0,332.15,319.125,313.85,40225.675
2003-07-10,315.4,167.525,131.9,13.075,2.925,125.675,189.775,289.3,301.025,40601.35
2003-07-11,269.875,139.975,116.325,10.925,2.625,0.175,269.7,283.675,299.7,41135.35
2003-07-12,286.775,148.725,123.575,11.75,2.775,0,286.775,282.85,296.7,41703.2
2003-07-13,279.825,144.95,120.925,11.325,2.675,0,279.825,271.625,292.75,42257.275
2003-07-14,330.6,170.525,143.325,13.875,2.85,0,330.6,271.35,295.25,42911.9
2003-07-15,338.45,175.8,145.65,14.025,3,0,338.45,301.075,295.2,43582.025
2003-07-16,327.35,168.5,142.475,13.55,2.825,0,327.35,312.625,298.175,44230.225
2003-07-17,255.575,133.425,109.6,9.95,2.625,0.9,254.675,306.175,294.525,44734.525
2003-07-18,295.15,152.825,127.675,11.925,2.675,0,295.15,309.225,290.45,45318.9
2003-07-19,302.525,156.675,130.875,12.175,2.8,0.175,302.35,303.625,287.45,45917.55
2003-07-20,311.2,157.3,138.425,12.875,2.6,130.65,180.525,272.025,286.55,46275.025
2003-07-21,279.525,144.25,121.5,11.25,2.55,0.275,279.25,262.375,287.5,46827.925
2003-07-22,313.95,158.75,139.8,12.825,2.6,3.15,310.825,273.65,289.9,47443.35
2003-07-23,305.55,154.475,136.075,12.3,2.675,0,305.55,275.7,292.5,48048.375
2003-07-24,296.9,152.025,130.475,11.625,2.775,2.8,294.1,274.075,288.825,48630.7
2003-07-25,301.75,153.1,134,12.025,2.675,0,301.75,298.275,285.15,49228.15
2003-07-26,284.15,143.375,126.825,11.4,2.55,97.525,186.6,279.75,271.075,49597.625
2003-07-27,290.25,145.6,130.45,11.65,2.55,2.65,287.575,275.125,274.375,50167.05
2003-07-28,318.325,161.575,141.225,12.825,2.725,0,318.325,277.675,276.675,50797.3
2003-07-29,260.05,131.175,116.425,9.9,2.525,0,260.05,270.875,272.475,51312.225
2003-07-30,207.1,100,96.875,8.825,1.425,41.55,165.55,243.6,270.95,51639.975
2003-07-31,243.05,121.55,109.825,9.225,2.475,4.25,238.775,254.025,266.925,52112.8
2003-08-01,257.375,131.15,113.8,9.775,2.625,0,257.375,248,261.575,52622.35
2003-08-02,294.175,150.85,128.9,11.8,2.625,16.1,278.05,239.975,258.825,53172.9
2003-08-03,235.85,115.275,108.95,9.6,2.025,13.9,221.975,232.325,251.6,53612.425
2003-08-04,280.225,141.2,125.15,11.3,2.55,0,280.225,255.275,249.45,54167.3
2003-08-05,262.975,130.925,119.15,10.325,2.5,67.675,195.275,246.6,250.325,54553.975
2003-08-06,291.975,143.075,134.4,11.925,2.55,93.25,198.725,234.85,241.45,54947.375
2003-08-07,267.725,132.7,121.65,10.9,2.425,14.1,253.65,229.975,234.95,55449.625
2003-08-08,269.6,130.85,125.1,11.325,2.3,3.65,265.925,238.75,235.575,55976.15
2003-08-09,285.7,141.5,129.85,11.8,2.575,113,172.725,217.275,236.275,56318.175
2003-08-10,303.4,148.825,139.05,12.95,2.525,91.375,212.05,220.6,233.575,56738.025
2003-08-11,251.825,123.4,115.75,10.2,2.5,6.975,244.9,229.85,232.35,57222.9
2003-08-12,209.525,104.2,94.6,8.575,2.125,6.25,203.25,219.775,224.85,57625.275
2003-08-13,251.575,124.15,114.475,10.6,2.325,8.1,243.475,215.275,227.05,58107.35
2003-08-14,200.025,97.1,92.7,8.525,1.7,47.525,152.525,211.225,214.275,58409.325
2003-08-15,166.725,79.85,78.35,6.825,1.7,28.925,137.825,196.4,208.5,58682.2
2003-08-16,151.6,74.525,69.4,6.15,1.525,25.725,125.875,172.6,201.225,58931.475
2003-08-17,164.975,79.1,77.275,6.95,1.6,15.55,149.4,161.825,190.775,59227.325
2003-08-18,206.6,101.85,94.1,8.425,2.225,4.425,202.15,153.575,184.425,59627.6
2003-08-19,173.6,83.45,81.075,7.325,1.75,64.25,109.35,144.95,178.075,59844.075
2003-08-20,248.125,121.175,113.525,10.975,2.425,0,248.1,167,181.675,60335.325
2003-08-21,252.875,122.45,116.625,11.5,2.325,16.05,236.875,189.175,180.875,60804.325
2003-08-22,236.65,115.65,107.95,10.675,2.3,17.7,218.95,203.075,182.45,61237.85
2003-08-23,226.725,112.625,101.575,10.125,2.375,3.275,223.45,207.35,180.425,61680.3
2003-08-24,197.275,98.35,88.05,8.575,2.225,4.875,192.4,223.95,184.425,62061.225
2003-08-25,132.125,63.025,61.625,6.1,1.375,14.55,117.55,197.85,182.425,62294
2003-08-26,197.875,98.175,88.575,8.875,2.275,62.775,135.1,177.5,183.325,62561.525
2003-08-27,165.7,81.675,74.625,7.425,1.95,22.475,143.225,162.35,182.725,62845.15
2003-08-28,160.3,78.15,72.9,7.45,1.75,16.725,143.575,146.35,176.875,63129.45
2003-08-29,140.3,68.025,64.05,6.675,1.5,35.525,104.75,128.85,176.4,63336.875
2003-08-30,169.65,83.875,75.5,8.5,1.775,125.775,43.9,114.125,156,63423.8
2003-08-31,181.2,88.275,81.95,8.95,2.025,0,181.2,123.35,150.425,63782.55
2003-09-01,197.725,98.75,86.675,9.975,2.275,0,197.725,134.225,148.3,64174.025
2003-09-02,179.55,90.225,78.1,9.2,2.025,0,179.55,141.425,143.925,64529.575
2003-09-03,180.25,90.55,78.4,9,2.25,1.3,178.975,156.275,142.55,64883.925
2003-09-04,149.8,73.8,66.3,7.875,1.775,19.825,129.975,173.475,143.775,65141.25
2003-09-05,122.475,62.425,52.15,6.3,1.6,32.425,90.025,155.25,139.3,65319.5
2003-09-06,115.65,58.35,49.625,6.175,1.525,114.1,1.525,116.025,125.125,65322.575
2003-09-07,112.7,55.225,49.825,6.55,1.1,61.125,51.625,90.425,115.95,65424.75
2003-09-08,153,78.275,64.325,8.375,2,78.575,74.425,69.525,112.875,65572.1
2003-09-09,110.075,57.25,45.175,5.975,1.65,33.5,76.55,58.825,116.15,65723.7
2003-09-10,98.65,50.775,40.425,5.875,1.475,280.05,-181.425,4.55,79.9,65364.475
2003-09-11,138.725,72.15,56.5,8.15,1.875,1.4,137.325,31.7,73.825,65636.35
2003-09-12,141.6,73.8,57.425,8.575,1.8,0,141.6,49.7,70.075,65916.725
2003-09-13,170.5,89.875,67.975,10.5,2.125,0,170.5,68.9,69.225,66254.3
2003-09-14,162.3,85.35,64.375,10.475,2.075,0,162.3,86.05,72.45,66575.7
2003-09-15,167.725,90.4,64.3,10.875,2.15,43,124.725,147.3,75.9,66822.675
2003-09-16,170.175,93,63.85,11.125,2.2,10.375,159.8,151.8,91.75,67139.075
2003-09-17,168.5,92.05,62.6,11.675,2.2,0,168.5,157.175,103.425,67472.7
2003-09-18,155.85,85.175,57.325,11.225,2.125,0,155.85,154.25,111.575,67781.3
2003-09-19,137.1,75.975,49.2,9.975,1.875,0,137.1,149.225,117.625,68052.75
2003-09-20,141.925,81.25,48.475,9.95,2.225,160.35,-18.425,120.55,133.95,68016.2
2003-09-21,135.025,77.85,44.85,10.125,2.2,0,135.025,115.625,133.7,68283.625
2003-09-22,110.95,65.425,35.025,8.475,2,0,110.95,104.075,130.625,68503.275
2003-09-23,103.8,61.75,32.225,7.875,1.975,0,103.8,93.675,123.95,68708.75
2003-09-24,88.75,53.675,26.35,6.95,1.725,0.35,88.375,83.95,116.575,68883.725
2003-09-25,86.125,53.475,23.4,7.55,1.7,0,86.125,104.85,112.7,69054.25
2003-09-26,99.075,61,28.05,8.025,2,0,99.075,97.675,106.625,69250.45
2003-09-27,97.65,61.2,25.95,8.5,1.975,0,97.65,95,99.55,69443.875
2003-09-28,94.725,59.575,25.05,8.1,2,0,94.725,93.2,93.425,69631.4
2003-09-29,105.475,68.275,25.325,9.9,1.95,2.75,102.725,96.05,90,69834.825
2003-09-30,112.625,71.3,29.025,10.325,1.95,0,112.625,101.375,103.1,70057.825
2003-10-01,91.875,60.575,20.525,8.85,1.9,0.875,91,99.75,98.7,70238.025
2003-10-02,97.5,64.075,22.075,9.525,1.85,0,97.5,99.725,97.375,70431.125
2003-10-03,58.675,40.35,11.85,4.875,1.65,153,-94.3,61.925,77.55,70244.425
2003-10-04,52.075,36.4,9.25,4.85,1.575,102.55,-50.475,31.275,63.675,70144.475
2003-10-05,87.15,58.45,18.35,8.35,2.025,0,87.15,26.2,63.8,70317.05
2003-10-06,78.05,54.225,13.9,8,1.95,0,78.05,23.6,61.675,70471.6
2003-10-07,45,33.3,6.175,4.275,1.3,525.225,-480.2,-91.975,3.875,69520.825
2003-10-08,28.35,22.1,2.025,2.75,1.425,0,28.35,-67.45,-2.75,69576.875
2003-10-09,69.9,48.875,11.775,7.525,1.7,12.975,56.9,-45.925,-7.35,69689.525
2003-10-10,55.95,39.25,9.475,5.6,1.65,20.825,35.1,-56.375,-15.1,69759.075
2003-10-11,69.125,48.225,11.675,7.575,1.65,0,69.125,-58.175,-17.275,69895.95
2003-10-12,66.15,47,10.175,7.275,1.7,0,66.15,51.125,-20.425,70026.925
2003-10-13,77.525,53.725,13.6,8.375,1.825,0,77.525,60.975,-3.225,70180.375
2003-10-14,68.9,49.275,9.925,7.975,1.7,0,68.9,63.35,8.7,70316.775
2003-10-15,70.675,50.3,10.825,7.8,1.775,0,70.675,70.475,7.025,70456.725
2003-10-16,67.675,48.275,10.05,7.6,1.75,0,67.675,70.175,6.025,70590.75
2003-10-17,69.875,50.275,9.625,8.05,1.95,0,69.875,70.9,61.025,70729.1
2003-10-18,66,47.675,8.775,7.6,1.9,0,66,68.625,64.775,70859.725
2003-10-19,70.05,50.55,9.5,8.025,1.975,0,70.05,68.85,66.1,70998.4
2003-10-20,67.5,48.95,8.525,8.2,1.85,0,67.5,68.2,69.325,71132.075
2003-10-21,15.9,0.025,7.675,8.225,0,0,15.9,57.85,64.05,71163.6
2003-10-22,14.45,0.025,6.55,7.9,0,0,14.45,46.775,58.875,71192.25
2003-10-23,16.55,0.025,8.275,8.25,0,0,16.55,36.9,52.775,71225
2003-10-24,13.675,0.025,5.925,7.7,0,0,13.675,25.6,47.225,71252.1
2003-10-25,9.825,0.025,3.85,5.975,0,0.025,9.775,14.05,41.15,71271.475
2003-10-26,9.825,0.025,4.275,5.55,0,0,9.825,12.85,35.375,71290.975
2003-10-27,10.075,0.025,4.25,5.8,0,0,10.075,11.975,29.375,71310.9
2003-10-28,11.125,0.025,4.65,6.5,0,0,11.125,10.9,23.9,71332.975
2003-10-29,15.425,0.025,6.85,8.55,0,0,15.425,11.275,18.425,71363.5
2003-10-30,10.075,0.025,3.6,6.475,0,0,10.075,11.3,12.7,71383.45
