"Date","Isleta_mean_daily_div_cfs","SanAcacia_mean_daily_div_cfs","Mean_cfs_SanAcacia","Mean_cfs_BosFarms","Ag_DCU_cfs_5","Riparian_DCU_cfs_5","OpenWater_DCU_cfs_5","Rain_cfs_5","Ag_DCU_cfs_6","Riparian_DCU_cfs_6","OpenWater_DCU_cfs_6","Rain_cfs_6","Ag_DCU_cfs_7","Riparian_DCU_cfs_7","OpenWater_DCU_cfs_7","Rain_cfs_7","Ag_DCU_cfs_8","Riparian_DCU_cfs_8","OpenWater_DCU_cfs_8","Rain_cfs_8","Ag_mn","Rip_mn","OW_mn","Rain_mn","Ag_sum","Rip_sum","OW_sum","Rain_sum"
"2011-08-21",404.5625,199.604166666667,179,271,126.2,59.5,9.5,24.4,33.4,43.3,8.3,49.4,92.2,93.7,14.2,176.7,0,11.8,42.2,37.7,72.3557646645997,54.2256297552585,17.6317659629322,71.4965095179514,289.423058658399,216.902519021034,70.5270638517288,285.986038071805
"2011-08-22",449.229166666667,244.958333333333,216,332,100.2,47,7.7,9.7,30.8,41.6,8.3,0,94.1,99.9,15.2,12.1,0,13.3,42.2,17.9,65.6807646645995,52.6006297552584,17.4317659629322,9.37150951795148,262.723058658398,210.402519021033,69.7270638517288,37.4860380718059
"2011-08-23",482.729166666667,297.1875,266,384,106.9,49.9,8.3,0,37.5,47.8,9.7,0,91.2,96.7,14.7,26.7,0,13.3,42.2,0,68.3057646645997,54.0756297552585,17.8067659629322,6.12150951795147,273.223058658399,216.302519021034,71.2270638517288,24.4860380718059
"2011-08-24",528.854166666667,347.583333333333,322,406,127.1,59.1,10,761,34.9,42.5,8.8,181.5,72.3,79,11.7,700.9,0,11.6,42.1,251.6,67.9807646645994,50.2006297552585,17.2317659629322,473.196509517951,271.923058658398,200.802519021034,68.9270638517288,1892.7860380718
"2011-08-25",498.729166666667,442.791666666667,415,435,108,50.3,8.3,145.8,34.3,43.2,9.2,114.7,88.7,92.4,14.1,89.9,0,13.3,48.1,5.9,67.1557646645996,51.9506297552585,19.0067659629322,88.5215095179512,268.623058658399,207.802519021034,76.0270638517288,354.086038071805
"2011-08-26",437.208333333333,566.9375,370,269,98.5,47.1,8,0,25.9,31.9,7.1,0.6,72.2,74,11.7,1,0,10.1,47.9,0,58.5557646645996,42.9256297552585,17.7567659629322,-0.153490482048538,234.223058658399,171.702519021034,71.0270638517288,-0.613961928194152
"2011-08-27",402.666666666667,602.1875,392,74.4,134.5,61.9,10.8,18.3,37.1,45.6,10.5,0.4,87.9,94.1,15.2,61,0,13.9,48.2,5.4,74.2807646645996,56.0256297552585,20.2567659629322,20.7215095179515,297.123058658399,224.102519021034,81.0270638517288,82.8860380718059
"2011-08-28",378.8125,600.166666666667,356,32.6,135.2,63.8,10.9,10.8,27.9,34.7,8.3,0,85.5,93.6,14.9,38.8,0,15.1,36.5,2.7,71.5557646645994,53.9506297552585,16.7317659629322,12.5215095179515,286.223058658398,215.802519021034,66.9270638517288,50.0860380718059
"2011-08-29",NA,240.270833333333,159,20.1,140.1,65.1,11.6,69.9,39.5,49.8,11.9,20.4,105,104.2,17.9,13.4,0,13.9,42.3,6.2,80.5557646645995,60.4006297552584,20.0067659629322,26.9215095179515,322.223058658398,241.602519021033,80.0270638517288,107.686038071806
"2011-08-30",NA,NA,99.6,25.4,111.2,51.6,9.4,0,28.2,32.8,8.7,11.7,78.2,84.1,14.1,60.7,0,13.4,48.2,0.1,63.8057646645996,47.6256297552585,19.1817659629322,17.5715095179515,255.223058658399,190.502519021034,76.7270638517288,70.2860380718059
"2011-08-31",511.395833333333,NA,65.8,28.4,125.6,58.7,10.6,110.1,33,37,9.9,182.3,85.8,89.5,15.6,309.8,0,13.4,54.1,518.7,70.5057646645994,51.8006297552585,21.6317659629322,279.671509517951,282.023058658398,207.202519021034,86.5270638517288,1118.6860380718
"2011-09-01",405.541666666667,NA,65.8,25.1,109,51,9.2,229.9,28.5,32.3,9.1,31.1,85.8,87.9,15.5,191.2,0,13.4,42.3,18.8,65.2307646645996,48.3006297552585,18.1067659629322,117.196509517951,260.923058658398,193.202519021034,72.4270638517288,468.786038071805
"2011-09-02",386.854166666667,NA,71.1,14.8,89.4,42.2,7.5,0,16.4,17.4,5,0.3,58.8,64.2,10.7,3.4,0,11.6,48,9.1,50.5557646645995,36.0006297552585,16.8817659629322,2.64650951795146,202.223058658398,144.002519021034,67.5270638517288,10.5860380718058
"2011-09-03",472.0625,133.041666666667,113,11.8,125,57.3,11.1,64,41.6,40.1,12.5,24.8,93.6,93,17.1,348.2,0,13.9,54.1,82.1,74.4557646645995,53.2256297552585,22.7817659629322,129.221509517951,297.823058658398,212.902519021034,91.1270638517288,516.886038071805
"2011-09-04",458.875,49.4166666666667,47.7,15.8,114,53.8,10.2,206.5,35.7,35.1,11.6,11.7,92.2,92.8,17.3,46.3,0,15.6,36.6,35.8,69.8807646645998,51.4756297552585,18.0067659629322,74.5215095179514,279.523058658399,205.902519021034,72.0270638517288,298.086038071805
"2011-09-05",472.020833333333,131.791666666667,99.3,20.1,87.7,39.4,7.9,0,26.1,24.9,8.8,0,71.9,75.3,13.9,0,0,13.9,42.3,0,55.8307646645995,40.5256297552585,17.3067659629322,-0.553490482048538,223.323058658398,162.102519021034,69.2270638517288,-2.21396192819415
"2011-09-06",499.541666666667,29.2083333333333,27.9,16.8,79.8,35.7,7.1,68.1,22.1,20.5,7.7,112.1,71.8,71.9,14.1,358.5,0,12.2,48.1,1.9,52.8307646645995,37.2256297552585,18.3317659629322,134.596509517951,211.323058658398,148.902519021034,73.3270638517288,538.386038071805
"2011-09-07",506.229166666667,102.645833333333,97.5,22.6,92.7,42.7,8.9,169,35.3,31.2,11.8,91.4,82.4,84.4,16.9,738.4,0,15.6,48.4,151.2,62.0057646645996,45.6256297552585,20.5817659629322,286.946509517951,248.023058658398,182.502519021034,82.3270638517288,1147.7860380718
"2011-09-08",488.854166666667,596.208333333333,339,17.9,92.9,41.5,8.6,2.8,35.6,31.3,12.1,1.9,84.2,81.2,16.8,175,0,13.9,42.3,14.9,62.5807646645996,44.1256297552585,19.0317659629322,48.0965095179514,250.323058658399,176.502519021034,76.1270638517288,192.386038071805
"2011-09-09",436.416666666667,196.5,183,19.1,81.7,38,7.7,36.6,23.6,20.3,8.3,28.9,69.7,68,13.8,264.6,0,12.1,42.2,60.1,53.1557646645995,36.7506297552585,17.0817659629322,96.9965095179516,212.623058658398,147.002519021034,68.3270638517288,387.986038071806
"2011-09-10",426.395833333333,222.458333333333,216,21.8,75.9,34.5,7,13.7,16.2,13.3,6.1,35.1,49.1,49.9,10.2,100.1,0,9.9,42,58.9,44.7057646645995,29.0506297552585,15.4067659629322,51.3965095179515,178.823058658398,116.202519021034,61.6270638517288,205.586038071806
"2011-09-11",408.916666666667,361.854166666667,209,23.6,87.9,40.1,8,5.9,22.9,17.5,8.2,1.5,67.2,65.4,13.7,148.6,0,12.1,36.3,66.3,53.9057646645995,35.9256297552585,15.6317659629322,55.0215095179514,215.623058658398,143.702519021034,62.5270638517288,220.086038071805
"2011-09-12",431.8125,116.604166666667,77.4,21.9,69.1,30.8,6.5,0.1,23.3,16.1,8.2,21.6,64.1,61.1,13.2,81.2,0,12.1,36.3,0,48.5307646645995,32.1756297552585,15.1317659629322,25.1715095179515,194.123058658398,128.702519021034,60.5270638517288,100.686038071806
"2011-09-13",474.145833333333,59.3541666666667,58.1,20.4,81.5,35.9,8,42.2,22.9,16.6,8.8,76.5,68.2,65,14.5,272.7,0,13.3,42.2,53.8,52.5557646645995,34.8506297552585,17.4567659629322,110.746509517951,210.223058658398,139.402519021034,69.8270638517288,442.986038071806
"2011-09-14",473.395833333333,121.4375,114,21.2,75.6,35,7.5,454.6,17.7,11.5,6.6,168.9,53.2,51.7,11.8,371.3,0,11.5,42.1,75.7,46.0307646645995,29.5756297552585,16.0817659629322,267.071509517951,184.123058658398,118.302519021034,64.3270638517288,1068.28603807181
"2011-09-15",NA,632.729166666667,376,73.2,73.5,32,7,34.6,16.3,9.4,6.3,13.2,45.7,46.2,10.2,22.6,0,11.5,42.1,50.6,43.2807646645995,26.9256297552585,15.4817659629322,29.6965095179515,173.123058658398,107.702519021034,61.9270638517288,118.786038071806
"2011-09-16",192.375,351.0625,254,32.2,74.7,32.8,7.5,9.1,22.6,11.9,8.2,25.2,67.6,60.2,14,215.2,0,13.3,42.2,0.7,50.6307646645995,31.7006297552585,17.0567659629322,61.9965095179514,202.523058658398,126.802519021034,68.2270638517288,247.986038071805
"2011-09-17",426.541666666667,NA,320,40.3,67.4,30.1,6.8,141.4,25.5,12.7,9.8,215.6,65.9,60.8,14.6,157,0,13.8,48.2,10.2,49.1057646645995,31.5006297552585,18.9317659629322,130.496509517951,196.423058658398,126.002519021034,75.7270638517288,521.986038071805
"2011-09-18",404.270833333333,2010,318,55.6,67.4,28.9,6.9,0,17.7,7.7,6.4,0,45.3,40.6,10.3,0,0,9.4,41.9,0,42.0057646645995,23.8006297552585,15.4567659629322,-0.553490482048538,168.023058658398,95.202519021034,61.8270638517288,-2.21396192819415
"2011-09-19",397,1149.60416666667,348,41.3,72.1,30.7,7.7,0,26.2,9.7,9.9,0,62.9,57.4,14.3,0,0,13.8,42.3,0,49.7057646645995,30.0506297552585,17.6317659629322,-0.553490482048538,198.823058658398,120.202519021034,70.5270638517288,-2.21396192819415
"2011-09-20",161.354166666667,186.229166666667,179,25.7,71.2,30.8,7.4,0.7,21.3,5.8,7.6,2.2,50.8,48.1,11.7,13.5,0,13.3,42.2,0,45.2307646645995,26.6506297552585,16.3067659629322,3.54650951795147,180.923058658398,106.602519021034,65.2270638517288,14.1860380718059
"2011-09-21",285.75,112.6875,111,23.9,78,32.5,8.5,143.8,29.9,7.6,11.1,2.7,66.1,57.6,15.3,86.7,0,15.4,36.5,8.9,52.9057646645995,30.4256297552585,16.9317659629322,59.9715095179514,211.623058658398,121.702519021034,67.7270638517288,239.886038071805
"2011-09-22",283.75,98.125,97.5,23.7,68.6,28.9,7.3,0,18.3,3.9,6.8,0,50.1,39.4,11.3,0,0,9.8,36.1,0,43.6557646645995,22.6506297552585,14.4567659629322,-0.553490482048538,174.623058658398,90.602519021034,57.8270638517288,-2.21396192819415
"2011-09-23",281.895833333333,44.4375,45.7,22.4,57.3,23.1,6.1,0,17.1,2.9,6.4,0,40.5,34.7,9.8,0,0,9.8,42,0,38.1307646645995,19.7756297552585,15.1567659629322,-0.553490482048538,152.523058658398,79.102519021034,60.6270638517288,-2.21396192819415
"2011-09-24",269.416666666667,58.125,50.8,22.4,58.3,21.9,6.5,0,25.8,4.3,10.1,0,67,47.7,15.7,0,0,13.1,54,0,47.1807646645995,23.9006297552585,20.6567659629322,-0.553490482048538,188.723058658398,95.602519021034,82.6270638517288,-2.21396192819415
"2011-09-25",256.583333333333,50.75,51.4,22.3,98.2,37.6,10.6,0,29.9,3.9,12,0,77.6,48.9,18.7,0.1,0,13.7,54.1,0,60.8307646645996,28.1756297552585,22.9317659629322,-0.528490482048538,243.323058658399,112.702519021034,91.7270638517288,-2.11396192819415
"2011-09-26",255.270833333333,56.7708333333333,44.6,21.8,80,30.6,8.8,0,23.1,2.7,9.3,0,60.8,42.7,14.7,7.3,0,13.7,54.1,1.3,50.3807646645995,24.5756297552585,20.8067659629322,1.59650951795146,201.523058658398,98.302519021034,83.2270638517288,6.38603807180585
"2011-09-27",230.8125,35.1458333333333,38.4,21.2,75.8,28.1,8.4,0,18.1,1.7,7,2.5,52.9,36,12.9,0.1,0,12,42.2,5.9,46.1057646645995,21.6006297552585,16.7067659629322,1.57150951795146,184.423058658398,86.402519021034,66.8270638517288,6.28603807180584
"2011-09-28",225.208333333333,30.5,23.5,22.2,50.1,18,5.9,0,17.5,1.5,7.1,0,52.8,33.7,12.8,0,0,12,36.3,0,39.5057646645995,18.4506297552585,14.6067659629322,-0.553490482048538,158.023058658398,73.802519021034,58.4270638517288,-2.21396192819415
"2011-09-29",221.020833333333,30.6458333333333,21.6,22.5,82.4,29.3,9.8,110.4,25,2,9.6,3.5,56.9,32.8,13.8,85.2,0,12,42.2,13.1,50.4807646645995,21.1756297552585,17.9317659629322,52.4965095179514,201.923058658398,84.702519021034,71.7270638517288,209.986038071805
"2011-09-30",214.833333333333,30.5,21.1,23.3,58.1,17.9,7.1,0,23.7,2,9.4,0,62.9,32.8,15.6,0,0,12,36.3,0,45.5807646645995,18.3256297552585,16.1817659629322,-0.553490482048538,182.323058658398,73.302519021034,64.7270638517288,-2.21396192819415
"2011-10-01",213.708333333333,30.4791666666667,20.5,23.4,72.3,23.9,8.5,0,24.6,2.1,9.9,0,58.1,33.8,14.6,0,0,13.1,42.2,0,48.1557646645995,20.3756297552585,17.8817659629322,-0.553490482048538,192.623058658398,81.502519021034,71.5270638517288,-2.21396192819415
"2011-10-02",218.541666666667,30.6875,21.3,23.2,51.5,16.1,6.2,5,20.1,1.7,8.2,21.7,54.8,33.3,14.2,112.1,0,12.9,30.4,25.4,41.0057646645995,18.1506297552585,13.8317659629322,40.4965095179514,164.023058658398,72.602519021034,55.3270638517288,161.986038071805
"2011-10-03",220.833333333333,23.0416666666667,19.7,29,46.7,11.6,5.8,0,22.2,1.9,9.4,0,51,29.9,13.4,43.3,0,11.3,30.3,10.7,39.3807646645995,15.8256297552585,13.8067659629322,12.9465095179515,157.523058658398,63.302519021034,55.2270638517288,51.7860380718059
"2011-10-04",244.5,17.6666666666667,15,26.7,29.2,6.7,3.6,496,24.1,2,9.9,252.6,56.4,38.9,14.8,352.1,0,15,42.3,180.9,36.8307646645995,17.8006297552585,16.7317659629322,319.846509517951,147.323058658398,71.2025190210339,66.9270638517288,1279.3860380718
"2011-10-05",409.895833333333,345.958333333333,180,155,53.7,14.1,6.7,237.2,27.3,2.2,11.5,46.7,74.9,48.9,19.4,42.9,0,18.9,66.2,6.3,48.3807646645995,23.1756297552585,25.0317659629322,82.7215095179514,193.523058658398,92.702519021034,100.127063851729,330.886038071805
"2011-10-06",392.1875,106.9375,123,180,90.5,25.5,10.5,0,26.7,2.1,11.2,0,77.7,52.2,19.8,0,0,20.4,60.3,0,58.1307646645995,27.2006297552585,24.5317659629322,-0.553490482048538,232.523058658398,108.802519021034,98.1270638517288,-2.21396192819415
"2011-10-07",339.208333333333,185.375,133,80.1,37.8,8.8,4.4,725.6,18.3,1.4,7.7,271.6,48.9,34.7,12.5,272.2,0,13.3,59.9,21,35.6557646645995,16.7006297552585,20.2067659629322,322.046509517951,142.623058658398,66.802519021034,80.8270638517288,1288.18603807181
"2011-10-08",285.0625,345.520833333333,293,341,41.3,10.7,5.3,0.2,15,1.1,6.5,0,45.7,34.4,11.8,0,0,13.2,42.2,0,34.9057646645995,17.0006297552585,15.5317659629322,-0.503490482048538,139.623058658398,68.002519021034,62.1270638517288,-2.01396192819415
"2011-10-09",265.458333333333,225.833333333333,221,230,41,9.5,4.9,0.1,12.4,0.9,5.3,0,39.7,33.9,10.1,0,0,13.2,30.4,0,32.6807646645995,16.5256297552585,11.7567659629322,-0.528490482048538,130.723058658398,66.102519021034,47.0270638517288,-2.11396192819415
"2011-10-10",308.041666666667,286.541666666667,224,118,37.5,9.1,4.5,0,13.2,0.9,5.7,0,42,30.6,10.7,0,0,11.5,42.1,0,32.5807646645995,15.1756297552585,14.8317659629322,-0.553490482048538,130.323058658398,60.702519021034,59.3270638517288,-2.21396192819415
"2011-10-11",312.75,228.125,222,66.5,65.1,17.2,8,11.3,20.1,1.4,8.6,1.8,50.1,34.6,13.7,0,0,13.1,48.1,0,43.2307646645995,18.7256297552585,18.6817659629322,2.72150951795147,172.923058658398,74.902519021034,74.7270638517288,10.8860380718059
"2011-10-12",138.8125,184.333333333333,178,72.8,44.2,10.2,5.7,0,16.9,1.2,7.6,0,50.9,34.4,13.3,0,0,13.1,54,0,37.4057646645995,16.8756297552585,19.2317659629322,-0.553490482048538,149.623058658398,67.502519021034,76.9270638517288,-2.21396192819415
"2011-10-13",283.375,159.166666666667,157,85.7,36.5,6.9,4.3,0,16.6,1,6.9,0,45.5,30.5,12.3,0,0,11.4,53.9,0,34.0557646645995,14.6006297552585,18.4317659629322,-0.553490482048538,136.223058658398,58.4025190210339,73.7270638517288,-2.21396192819415
"2011-10-14",294.333333333333,109.270833333333,110,77,37.1,6.9,4.6,0,16.2,1.1,7.3,0,44,28.5,11.8,0,0,10.8,36.1,0,33.7307646645995,13.9756297552585,14.0317659629322,-0.553490482048538,134.923058658398,55.9025190210339,56.1270638517288,-2.21396192819415
"2011-10-15",268.458333333333,153.9375,150,68.2,37.7,5.9,4.6,0,20.2,1.2,9,0,52.9,37.9,14.6,0,0,14.6,42.3,0,37.1057646645995,17.0506297552585,16.7067659629322,-0.553490482048538,148.423058658398,68.2025190210339,66.8270638517288,-2.21396192819415
"2011-10-16",257.333333333333,153.625,151,73.3,36.2,5.7,4.7,0,21.1,1.2,9.4,0,59,34.5,15.9,0,0,13,48.1,0,38.4807646645995,15.7506297552585,18.6067659629322,-0.553490482048538,153.923058658398,63.0025190210339,74.4270638517288,-2.21396192819415
"2011-10-17",324.9375,176.458333333333,170,42.3,81.4,13.5,10.4,0,23.1,1.3,10.2,0,64.9,49.1,18.1,0,0,18.5,66.2,0,51.7557646645995,22.7506297552585,25.3067659629322,-0.553490482048538,207.023058658398,91.002519021034,101.227063851729,-2.21396192819415
"2011-10-18",329.5625,118.791666666667,121,23.3,35.3,5.3,4.5,0,12.2,0.6,5.3,0,30.8,20.6,8.7,0,0,7.7,36,0,28.9807646645995,10.7006297552585,12.7067659629322,-0.553490482048538,115.923058658398,42.8025190210339,50.8270638517288,-2.21396192819415
"2011-10-19",198.583333333333,89.1458333333333,92.6,21.1,58.1,6.7,7.5,0,17.9,0.9,8.1,0,45.4,33.6,13.2,0,0,12.7,54,0,39.7557646645995,15.6256297552585,19.7817659629322,-0.553490482048538,159.023058658398,62.5025190210339,79.1270638517288,-2.21396192819415
"2011-10-20",183.145833333333,86.7916666666667,90.3,31.6,46.3,5.5,6,0,16.2,0.8,7.5,0,47.1,30.3,13.5,0,0,11.2,42.1,0,36.8057646645995,14.1006297552585,16.3567659629322,-0.553490482048538,147.223058658398,56.4025190210339,65.4270638517288,-2.21396192819415
"2011-10-21",310.770833333333,59.7708333333333,62.6,25,0,3,4.3,0,0,0.7,7,0,0.4,28.6,12.4,0,0,11.1,42.1,0,9.5057646645995,13.0006297552585,15.5317659629322,-0.553490482048538,38.023058658398,52.0025190210339,62.1270638517288,-2.21396192819415
"2011-10-22",320.3125,68.3958333333333,72.4,18.9,0.1,4.2,6.4,0,0,0.6,6.4,0,0.4,28.5,11.8,0,0,11.1,42.1,0,9.5307646645995,13.2506297552585,15.7567659629322,-0.553490482048538,38.123058658398,53.0025190210339,63.0270638517288,-2.21396192819415
"2011-10-23",305.729166666667,52.4375,55,33.2,0,2.5,4.2,0,0,0.6,6.5,0,0.4,25,10.5,0,0,9.4,36,0,9.5057646645995,11.5256297552585,13.3817659629322,-0.553490482048538,38.023058658398,46.1025190210339,53.5270638517288,-2.21396192819415
"2011-10-24",326.458333333333,67.3333333333333,71.2,29.1,0,4.4,6.1,0,0,0.7,8.2,0.5,0.5,35.3,13.4,0.1,0,14.1,42.2,0,9.5307646645995,15.7756297552585,16.5567659629322,-0.403490482048538,38.123058658398,63.1025190210339,66.2270638517288,-1.61396192819415
"2011-10-25",NA,64.4166666666667,66.8,13,0.1,6,8.1,2.3,0,0.6,6.9,4.4,0.6,36.9,12.3,6.2,0,14.5,48.2,0,9.5807646645995,16.6506297552585,17.9567659629322,2.67150951795146,38.323058658398,66.6025190210339,71.8270638517288,10.6860380718058
"2011-10-26",NA,61,65.2,14,0.1,4.9,10.2,48.2,0,0.9,11.7,4.7,0.8,51,19,48.4,0,20,60.4,26.3,9.6307646645995,21.3506297552585,24.4067659629322,31.3465095179515,38.523058658398,85.4025190210339,97.6270638517288,125.386038071806
"2011-10-27",325.25,51.0625,54.4,29,0,1.8,3.4,41.7,0,0.2,3.2,12.5,0.3,17.3,6,2.6,0,6.9,35.9,2.4,9.4807646645995,8.70062975525847,11.2067659629322,14.2465095179515,37.923058658398,34.8025190210339,44.8270638517288,56.9860380718059
"2011-10-28",330.916666666667,50.8125,54.3,81,0,1.9,3.5,0,0,0.4,5.2,0,0.5,31.2,9.5,0,0,12.4,42.2,0,9.5307646645995,13.6256297552585,14.1817659629322,-0.553490482048538,38.123058658398,54.5025190210339,56.7270638517288,-2.21396192819415
"2011-10-29",302.145833333333,67.3333333333333,69.4,273,0,1.7,3.3,0,0,0.3,4.9,0,0.5,27.9,9.7,0,0,10.9,36.2,0,9.5307646645995,12.3506297552585,12.6067659629322,-0.553490482048538,38.123058658398,49.4025190210339,50.4270638517288,-2.21396192819415
"2011-10-30",268.645833333333,111.208333333333,110,237,0,1.9,3.8,0,0,0.2,4.4,0,0.3,19,7.5,0,0,7.3,24.2,0,9.4807646645995,9.25062975525847,9.0567659629322,-0.553490482048538,37.923058658398,37.0025190210339,36.2270638517288,-2.21396192819415
"2011-10-31",199.541666666667,NA,219,300,0,1.6,3.8,0,0,0.4,6.6,0,0.5,31.1,11.1,0,0,12.2,36.3,0,9.5307646645995,13.4756297552585,13.5317659629322,-0.553490482048538,38.123058658398,53.9025190210339,54.1270638517288,-2.21396192819415
"2011-11-01",131.145833333333,440.0625,343,457,0,2.4,6.1,0,0,0.5,8.4,0,0,36.7,14.6,0,0,14.3,54.1,0,9.4057646645995,15.6256297552585,19.8817659629322,-0.553490482048538,37.623058658398,62.5025190210339,79.5270638517288,-2.21396192819415
"2011-11-02",132.875,485.145833333333,429,383,0,3.5,6.8,0,0,0.3,4.5,0,0,27.8,9.3,0,0,10.8,47.9,0,9.4057646645995,12.7506297552585,16.2067659629322,-0.553490482048538,37.623058658398,51.0025190210339,64.8270638517288,-2.21396192819415
"2011-11-03",119.145833333333,511.520833333333,503,429,0,1.7,4.1,0,0,0.3,5.8,0,0,31.1,9.6,0,0,12.2,30.3,0,9.4057646645995,13.4756297552585,11.5317659629322,-0.553490482048538,37.623058658398,53.9025190210339,46.1270638517288,-2.21396192819415
"2011-11-04",126.5,538.541666666667,535,448,0.1,2.6,7,0,0,0.5,8.8,0,0,41.8,14.8,0,0,16.2,48.3,0,9.4307646645995,17.4256297552585,18.8067659629322,-0.553490482048538,37.723058658398,69.7025190210339,75.2270638517288,-2.21396192819415
"2011-11-05",101.4375,553.895833333333,556,502,0.1,4.4,8.4,35.8,0,0.4,6.9,9.8,0,36.5,12,3.6,0,14.3,36.3,0,9.4307646645995,16.0506297552585,14.9817659629322,11.7465095179515,37.723058658398,64.2025190210339,59.9270638517288,46.9860380718059
"2011-11-06",96.375,589.958333333333,591,557,0,1.6,3.3,0,0,0.2,3.8,0,0,30.9,7.1,0,0,12.2,42.1,0,9.4057646645995,13.3756297552585,13.1567659629322,-0.553490482048538,37.623058658398,53.5025190210339,52.6270638517288,-2.21396192819415
"2011-11-07",96.5625,649.375,641,530,0,1.9,4.7,8.4,0,0.3,4.6,3.7,0,41.6,10,4.9,0,16.2,42.4,0,9.4057646645995,17.1506297552585,14.5067659629322,3.69650951795146,37.623058658398,68.6025190210339,58.0270638517288,14.7860380718058
"2011-11-08",91.6041666666667,735.895833333333,657,565,0,1.7,3.9,0.3,0,0.3,4.4,0,0,36.3,8.8,0,0,14.3,30.4,0,9.4057646645995,15.3006297552585,10.9567659629322,-0.478490482048538,37.623058658398,61.2025190210339,43.8270638517288,-1.91396192819415
"2011-11-09",NA,761.604166666667,634,614,0,0.7,2.5,0,0,0.2,3.1,0,0,22.3,5.3,0,0,8.8,18.2,0,9.4057646645995,10.1506297552585,6.3567659629322,-0.553490482048538,37.623058658398,40.6025190210339,25.4270638517288,-2.21396192819415
"2011-11-10",68.7708333333333,NA,726,893,0,0.7,2.5,0,0,0.2,3.3,0,0,22.4,6.1,0,0,8.8,30,0,9.4057646645995,10.1756297552585,9.5567659629322,-0.553490482048538,37.623058658398,40.7025190210339,38.2270638517288,-2.21396192819415
"2011-11-11",88.8958333333333,NA,764,653,0,1.6,3.4,0,0,0.3,3.9,0,0,27.7,7,11.6,0,10.8,36,2.2,9.4057646645995,12.2506297552585,11.6567659629322,2.89650951795147,37.623058658398,49.0025190210339,46.6270638517288,11.5860380718059
"2011-11-12",88.375,NA,807,497,0,2.4,4.6,0,0,0.3,4.4,0,0,27.7,7.8,0,0,10.8,30.1,0,9.4057646645995,12.4506297552585,10.8067659629322,-0.553490482048538,37.623058658398,49.8025190210339,43.2270638517288,-2.21396192819415
"2011-11-13",94.1666666666667,781.020833333333,680,501,0,1.7,3.8,0.7,0,0.2,3.8,12.5,0,19,5.6,4.9,0,7.3,24,0,9.4057646645995,9.20062975525847,8.3817659629322,3.97150951795147,37.623058658398,36.8025190210339,33.5270638517288,15.8860380718059
"2011-11-14",115.1875,762.625,596,831,0,1.9,3.8,0,0,0.1,2.7,0,0,24.2,6.1,0,0,9.3,18.2,0,9.4057646645995,11.0256297552585,6.7817659629322,-0.553490482048538,37.623058658398,44.1025190210339,27.1270638517288,-2.21396192819415
"2011-11-15",89.8333333333333,864.520833333333,726,1050,0,0.7,2.3,0,0,0.2,3.3,0,0,31,6.9,0,0,12.2,30.1,0,9.4057646645995,13.1756297552585,9.7317659629322,-0.553490482048538,37.623058658398,52.7025190210339,38.9270638517288,-2.21396192819415
"2011-11-16",103.083333333333,975.104166666667,986,1100,0,1.7,3.8,0.6,0,0.2,3.5,0,0,31,6.8,0,0,12.2,30.1,0,9.4057646645995,13.4256297552585,10.1317659629322,-0.403490482048538,37.623058658398,53.7025190210339,40.5270638517288,-1.61396192819415
"2011-11-17",89.0833333333333,991.041666666667,1060,955,0,1.7,4,0,0,0.3,4.4,0,0,27.7,7,0,0,10.8,30.1,0,9.4057646645995,12.2756297552585,10.4567659629322,-0.553490482048538,37.623058658398,49.1025190210339,41.8270638517288,-2.21396192819415
"2011-11-18",82.7708333333333,946.75,1030,943,0,0.7,3.4,0,0,0.4,5.6,0,0,36.4,9.3,0,0,14.3,30.3,0,9.4057646645995,15.1006297552585,11.2317659629322,-0.553490482048538,37.623058658398,60.4025190210339,44.9270638517288,-2.21396192819415
"2011-11-19",127.145833333333,853.229166666667,873,963,0,2.4,4.5,0.1,0,0.4,5,0,0,32.9,8.3,0,0,12.7,30.2,0,9.4057646645995,14.2506297552585,11.0817659629322,-0.528490482048538,37.623058658398,57.0025190210339,44.3270638517288,-2.11396192819415
"2011-11-20",141.729166666667,910.125,876,1000,0.1,2.6,5.4,0.4,0,0.3,3.8,0,0,24.3,6.2,9.3,0,9.3,18.2,1.7,9.4307646645995,11.2756297552585,7.4817659629322,2.29650951795146,37.723058658398,45.1025190210339,29.9270638517288,9.18603807180584
"2011-11-21",49.8125,942.916666666667,943,1040,0,0.7,2,1.9,0,0.3,3.8,1.5,0,32.8,6.7,21.9,0,12.7,24.2,70.5,9.4057646645995,13.7756297552585,8.2567659629322,23.3965095179515,37.623058658398,55.1025190210339,33.0270638517288,93.5860380718059
"2011-11-22",0,975.583333333333,980,1080,0,0.2,2.1,0,0,0.2,2.5,0,0,0.4,5.1,0,0,0.3,18.2,0,9.4057646645995,2.42562975525846,6.0567659629322,-0.553490482048538,37.623058658398,9.70251902103384,24.2270638517288,-2.21396192819415
"2011-11-23",0,1175.20833333333,981,1070,0,0.2,2.3,0,0,0.3,4.3,0,0,0.5,6.7,0,0,0.3,24.1,0,9.4057646645995,2.47562975525846,8.4317659629322,-0.553490482048538,37.623058658398,9.90251902103384,33.7270638517288,-2.21396192819415
