"Date","Year","Month","Month.n","Day","Tot_DCU_cfs","Ag_DCU_cfs","Riparian_DCU_cfs","OpenWater_DCU_cfs","Urban_DCU_cfs","Rain_cfs","Tot_URGWOM_cfs","five_day_avg_URGWOM_cfs","ten_day_avg_URGWOM_cfs","Use_to_date_since_Jan1","Reach"
2014-12-28,2014,"Dec",12,28,28,0,0.6,27.4,0,45.2,-17.2,-16.4,-15.3,59095,"8"
2014-12-27,2014,"Dec",12,27,24.1,0,0.6,23.5,0,45.2,-21.1,-17.2,-15.4,59129.1,"8"
2014-12-26,2014,"Dec",12,26,24.2,0,0.7,23.5,0,45.2,-20.9,-14.1,-14.7,59170.8,"8"
2014-12-25,2014,"Dec",12,25,39.9,0,1.1,38.8,0,45.2,-5.3,-11.8,-14,59212.3,"8"
2014-12-24,2014,"Dec",12,24,27.8,0,0.7,27.1,0,45.2,-17.3,-14.3,-14.9,59222.7,"8"
2014-12-23,2014,"Dec",12,23,23.9,0,0.6,23.3,0,45.2,-21.3,-14.3,-14.6,59257,"8"
2014-12-22,2014,"Dec",12,22,39.5,0,1.1,38.5,0,45.2,-5.6,-13.6,-13.2,59299.2,"8"
2014-12-21,2014,"Dec",12,21,35.6,0,1.1,34.6,0,45.2,-9.5,-15.3,-13.4,59310.3,"8"
2014-12-20,2014,"Dec",12,20,27.7,0,0.9,26.8,0,45.2,-17.5,-16.2,-13.2,59329.2,"8"
2014-12-19,2014,"Dec",12,19,27.5,0,0.9,26.7,0,45.2,-17.6,-15.6,-12.1,59363.8,"8"
2014-12-18,2014,"Dec",12,18,27.4,0,0.9,26.6,0,45.2,-17.7,-15,-11.2,59398.8,"8"
2014-12-17,2014,"Dec",12,17,31,0,0.9,30.1,0,45.2,-14.2,-12.9,-10.2,59433.9,"8"
2014-12-16,2014,"Dec",12,16,31.2,0,1.1,30.2,0,45.2,-14,-11.4,-9.6,59462,"8"
2014-12-15,2014,"Dec",12,15,30.7,0,0.9,29.8,0,45.2,-14.5,-10.1,-9,59489.6,"8"
2014-12-14,2014,"Dec",12,14,30.6,0,0.9,29.7,0,45.2,-14.6,-8.7,-8.4,59518.2,"8"
2014-12-13,2014,"Dec",12,13,38,0,1.1,37,0,45.2,-7.2,-7.3,-10.5,59547.1,"8"
2014-12-12,2014,"Dec",12,12,38.1,0,1.2,36.9,0,45.2,-7.1,-7.5,-6.1,59561.2,"8"
2014-12-11,2014,"Dec",12,11,37.9,0,1.2,36.7,0,45.2,-7.3,-7.7,-5,59575.3,"8"
2014-12-10,2014,"Dec",12,10,37.8,0,1.2,36.6,0,45.2,-7.4,-7.9,-0.3,59589.6,"8"
2014-12-09,2014,"Dec",12,9,37.4,0,1.1,36.3,0,45.2,-7.8,-8.1,4.8,59604.3,"8"
2014-12-08,2014,"Dec",12,8,37.2,0,1.1,36.2,0,45.2,-8,-13.6,9.9,59619.7,"8"
2014-12-07,2014,"Dec",12,7,37.3,0,1.2,36.1,0,45.2,-7.9,-4.8,15,59635.5,"8"
2014-12-06,2014,"Dec",12,6,36.9,0,1.1,35.8,0,45.2,-8.3,-2.3,19,59651.2,"8"
2014-12-05,2014,"Dec",12,5,36.7,0,1.1,35.7,0,45.2,-8.5,7.3,23.1,59667.6,"8"
2014-12-04,2014,"Dec",12,4,29.6,0,1.1,28.6,0,64.9,-35.3,17.7,26.4,59684.4,"8"
2014-12-03,2014,"Dec",12,3,40.1,0,1.2,38.9,0,3.9,36.2,33.4,32.7,59754.2,"8"
2014-12-02,2014,"Dec",12,2,32.6,0,0.9,31.7,0,28.1,4.5,34.7,33,59682.5,"8"
2014-12-01,2014,"Dec",12,1,39.7,0,1.2,38.6,0,0,39.7,40.3,36.3,59673.6,"8"
2014-11-30,2014,"Nov",11,30,43.2,0,1.3,41.9,0,0,43.2,38.8,36.2,59594.9,"8"
2014-11-29,2014,"Nov",11,29,43.4,0,1.5,41.9,0,0,43.4,35.1,35.6,59509.4,"8"
2014-11-28,2014,"Nov",11,28,42.6,0,1.2,41.4,0,0,42.6,32,34.4,59423.4,"8"
2014-11-27,2014,"Nov",11,27,32.4,0,1.2,31.2,0,0,32.4,31.2,32.9,59339.1,"8"
2014-11-26,2014,"Nov",11,26,32.2,0,1.2,31,0,0,32.2,32.4,32.3,59275,"8"
2014-11-25,2014,"Nov",11,25,24.9,0,0.9,24,0,0,24.9,33.6,30.5,59211.1,"8"
2014-11-24,2014,"Nov",11,24,28.1,0,0.9,27.2,0,0,28.1,36.2,32.1,59161.9,"8"
2014-11-23,2014,"Nov",11,23,38.5,0,1.2,37.3,0,0,38.5,36.7,33.3,59106.3,"8"
2014-11-22,2014,"Nov",11,22,38.3,0,1.2,37.1,0,0,38.3,34.5,32.4,59030.1,"8"
2014-11-21,2014,"Nov",11,21,38.1,0,1.2,36.9,0,0,38.1,32.3,32.7,58954.3,"8"
2014-11-20,2014,"Nov",11,20,38,0,1.2,36.8,0,0,38,27.4,34.2,58878.8,"8"
2014-11-19,2014,"Nov",11,19,30.9,0,0.9,30,0,0,30.9,27.9,36.1,58803.6,"8"
2014-11-18,2014,"Nov",11,18,27.4,0,0.9,26.5,0,0,27.4,29.8,38.4,58742.5,"8"
2014-11-17,2014,"Nov",11,17,27,0,0.7,26.3,0,0,27,30.3,40.1,58688.2,"8"
2014-11-16,2014,"Nov",11,16,30.5,0,0.9,29.6,0,16.8,13.8,33.2,42.9,58634.7,"8"
2014-11-15,2014,"Nov",11,15,40.6,0,1.3,39.3,0,0,40.6,41,46.5,58607.5,"8"
2014-11-14,2014,"Nov",11,14,40.4,0,1.3,39.1,0,0,40.4,44.3,47.1,58527.1,"8"
2014-11-13,2014,"Nov",11,13,29.9,0,3.8,26.1,0,0,29.9,47,45.4,58447.1,"8"
2014-11-12,2014,"Nov",11,12,41.4,0,5.7,35.7,0,0,41.4,49.9,39.6,58388,"8"
2014-11-11,2014,"Nov",11,11,52.6,0,7.4,45.2,0,0,52.6,52.7,28.7,58306,"8"
2014-11-10,2014,"Nov",11,10,57.4,0,9.1,48.3,0,0,57.4,51.9,29.5,58201.9,"8"
2014-11-09,2014,"Nov",11,9,53.8,0,8.9,44.9,0,0,53.8,49.9,28.8,58088.2,"8"
2014-11-08,2014,"Nov",11,8,44.3,0,8.9,35.5,0,0,44.3,43.9,30.4,57981.7,"8"
2014-11-07,2014,"Nov",11,7,55.3,0,10.5,44.8,0,0,55.3,29.4,33.2,57893.9,"8"
2014-11-06,2014,"Nov",11,6,48.8,0,10.4,38.5,0,0,48.8,4.7,33.9,57784.4,"8"
2014-11-05,2014,"Nov",11,5,47.1,0,11.8,35.3,0,0,47.1,7.1,36.1,57687.7,"8"
2014-11-04,2014,"Nov",11,4,39,0,10.1,28.9,0,15.2,23.8,7.6,40.2,57594.4,"8"
2014-11-03,2014,"Nov",11,3,46.6,0,11.6,35,0,74.9,-28.2,17,45.6,57547.2,"8"
2014-11-02,2014,"Nov",11,2,61,0,16.4,44.6,0,129.2,-68.1,37,56.8,57603.1,"8"
2014-11-01,2014,"Nov",11,1,61,0,16.4,44.6,0,0,61,63.1,72,57738,"8"
2014-10-31,2014,"Oct",10,31,56.3,0,17.9,38.4,0,6.7,49.7,65.1,73.4,57617.2,"8"
2014-10-30,2014,"Oct",10,30,70.5,0,19.6,50.8,0,0,70.5,72.7,75,57518.8,"8"
2014-10-29,2014,"Oct",10,29,71.9,0,21.1,50.8,0,0,71.9,74.2,65.3,57379.3,"8"
2014-10-28,2014,"Oct",10,28,62.2,0,17.8,44.4,0,0,62.2,76.6,49,57236.8,"8"
2014-10-27,2014,"Oct",10,27,71.5,0,20.9,50.6,0,0,71.5,80.9,50.9,57113.7,"8"
2014-10-26,2014,"Oct",10,26,87.3,0,27.3,60,0,0,87.3,81.6,51,56972.2,"8"
2014-10-25,2014,"Oct",10,25,78.1,0,27.3,50.8,0,0,78.1,77.4,51.2,56799.3,"8"
2014-10-24,2014,"Oct",10,24,83.9,0,27.2,56.8,0,0,83.9,56.4,52.4,56644.7,"8"
2014-10-23,2014,"Oct",10,23,83.9,0,27.2,56.7,0,0,83.9,21.4,52.8,56478.5,"8"
2014-10-22,2014,"Oct",10,22,74.7,0,27.2,47.5,0,0,74.7,20.9,51.6,56312.4,"8"
2014-10-21,2014,"Oct",10,21,66.5,0,22.4,44.1,0,0.1,66.5,20.3,53.4,56164.5,"8"
2014-10-20,2014,"Oct",10,20,72.9,0,25.6,47.3,0,100.1,-27.2,25,55.6,56033,"8"
2014-10-19,2014,"Oct",10,19,75.8,0,25.6,50.2,0,166.6,-90.7,48.4,58.1,56086.8,"8"
2014-10-18,2014,"Oct",10,18,83.5,0,27.2,56.3,0,2.1,81.4,84.2,75.4,56266.4,"8"
2014-10-17,2014,"Oct",10,17,90,0,30.5,59.6,0,18.4,71.7,82.3,54.3,56105.2,"8"
2014-10-16,2014,"Oct",10,16,90,0,30.5,59.5,0,0,90,86.5,56.9,55963.3,"8"
2014-10-15,2014,"Oct",10,15,89.9,0,30.5,59.4,0,0,89.9,86.1,57.9,55785.2,"8"
2014-10-14,2014,"Oct",10,14,87.9,0,28.7,59.2,0,0,87.9,67.7,58.9,55607.2,"8"
2014-10-13,2014,"Oct",10,13,72.1,0,22.4,49.7,0,0,72.1,66.7,60.8,55433.1,"8"
2014-10-12,2014,"Oct",10,12,92.7,0,30.5,62.2,0,0,92.7,26.3,63,55290.4,"8"
2014-10-11,2014,"Oct",10,11,89.1,0,27.2,61.9,0,1.1,88,27.2,62.6,55106.9,"8"
2014-10-10,2014,"Oct",10,10,83.1,0,27.2,55.9,0,85.3,-2.2,29.7,64.7,54932.7,"8"
2014-10-09,2014,"Oct",10,9,83.1,0,27.2,55.9,0,0.2,82.9,50.1,74.3,54937,"8"
2014-10-08,2014,"Oct",10,8,94.4,0,35.1,59.3,0,224.2,-129.8,54.8,73.3,54772.9,"8"
2014-10-07,2014,"Oct",10,7,97.4,0,35.1,62.2,0,0,97.4,99.6,95.9,55029.9,"8"
2014-10-06,2014,"Oct",10,6,100.2,0,32.1,68.1,0,0,100.2,98,95.5,54837.1,"8"
2014-10-05,2014,"Oct",10,5,100.1,0,32.1,68,0,0,100.1,99.7,95.5,54638.8,"8"
2014-10-04,2014,"Oct",10,4,106.2,0,35.1,71.1,0,0,106.2,98.5,90.9,54440.6,"8"
2014-10-03,2014,"Oct",10,3,94.1,0,32.1,62,0,0,94.1,91.7,90.3,54230.2,"8"
2014-10-02,2014,"Oct",10,2,89.3,0,30.5,58.8,0,0,89.3,92.2,89.4,54044,"8"
2014-10-01,2014,"Oct",10,1,108.9,0,35.1,73.8,0,0,108.9,93.1,74.9,53867.2,"8"
2014-09-30,2014,"Sep",9,30,93.8,0,32.1,61.7,0,0,93.8,91.2,64.9,53651.5,"8"
2014-09-29,2014,"Sep",9,29,92.8,0,25.6,67.2,0,20.2,72.6,83.2,65.4,53465.8,"8"
2014-09-28,2014,"Sep",9,28,96.6,0,32.1,64.6,0,0,96.6,88.9,67.3,53322,"8"
2014-09-27,2014,"Sep",9,27,93.5,0,32.1,61.5,0,0,93.5,86.6,53.8,53130.7,"8"
2014-09-26,2014,"Sep",9,26,99.6,0,35.1,64.4,0,0,99.6,56.7,18.6,52945.5,"8"
2014-09-25,2014,"Sep",9,25,93.4,0,35.1,58.3,0,39.5,53.9,38.7,-18.6,52748.4,"8"
2014-09-24,2014,"Sep",9,24,100.8,0,36.7,64.1,0,0,100.8,47.5,-17.2,52641.6,"8"
2014-09-23,2014,"Sep",9,23,98.7,0,35.1,63.5,0,13.6,85.1,45.6,-27.3,52442.1,"8"
2014-09-22,2014,"Sep",9,22,86.8,0,27.2,59.6,0,142.9,-56.1,21,-26.4,52273.6,"8"
2014-09-21,2014,"Sep",9,21,94.7,0,32,62.7,0,85,9.6,-19.4,-11.1,52384.6,"8"
2014-09-20,2014,"Sep",9,20,97.9,0,35.1,62.8,0,0,97.9,-75.8,-8,52365.6,"8"
2014-09-19,2014,"Sep",9,19,91.6,0,32,59.6,0,0,91.6,-81.8,-8.6,52171.7,"8"
2014-09-18,2014,"Sep",9,18,100.6,0,35.1,65.5,0,138.7,-38,-100.2,-7.5,51990.3,"8"
2014-09-17,2014,"Sep",9,17,91.4,0,32,59.4,0,349.4,-258,-73.8,6.5,52065.6,"8"
2014-09-16,2014,"Sep",9,16,94,0,32,62,0,366.4,-272.4,-2.8,40.8,52576.5,"8"
2014-09-15,2014,"Sep",9,15,104.6,0,36.7,67.9,0,36.9,67.7,59.8,76.6,53115.8,"8"
2014-09-14,2014,"Sep",9,14,0,0,0,0,0,0,0,64.7,79.3,52981.8,"8"
2014-09-13,2014,"Sep",9,13,93.9,0,32,61.9,0,0,93.9,85.2,67.1,52981.8,"8"
2014-09-12,2014,"Sep",9,12,96.7,0,32,64.8,0,0,96.7,86.8,70.9,52795.9,"8"
2014-09-11,2014,"Sep",9,11,107.2,0,36.6,70.6,0,66.7,40.5,84.4,74.3,52604.3,"8"
2014-09-10,2014,"Sep",9,10,104.3,0,36.6,67.7,0,11.9,92.4,93.4,83,52524.1,"8"
2014-09-09,2014,"Sep",9,9,102.7,0,35,67.6,0,0,102.7,94,87,52341.1,"8"
2014-09-08,2014,"Sep",9,8,101.4,0,36.6,64.8,0,0,101.4,49,89.6,52137.9,"8"
2014-09-07,2014,"Sep",9,7,85.2,0,32,53.2,0,0,85.2,55,91.5,51937.1,"8"
2014-09-06,2014,"Sep",9,6,85.2,0,32,53.2,0,0,85.2,64.1,94.6,51768.3,"8"
2014-09-05,2014,"Sep",9,5,99.4,0,32,67.4,0,3.9,95.5,72.7,80.3,51599.7,"8"
2014-09-04,2014,"Sep",9,4,121.9,0,39.9,82,0,244.1,-122.2,80.1,63,51410.7,"8"
2014-09-03,2014,"Sep",9,3,131.1,0,46.2,85,0,0,131.1,130.3,69.5,51652.7,"8"
2014-09-02,2014,"Sep",9,2,131,0,46.2,84.9,0,0,131,128,68,51393,"8"
2014-09-01,2014,"Sep",9,1,128.1,0,46.2,81.9,0,0,128.1,125.2,65.1,51133.6,"8"
2014-08-31,2014,"Aug",8,31,132.4,0,47.7,84.7,0,0,132.4,88,29,50880.1,"8"
2014-08-30,2014,"Aug",8,30,128.9,0,44.5,84.4,0,0,128.9,45.9,26.8,50617.9,"8"
2014-08-29,2014,"Aug",8,29,119.8,0,41.4,78.4,0,0,119.8,8.7,24.6,50362.8,"8"
2014-08-28,2014,"Aug",8,28,116.8,0,41.4,75.4,0,0,116.8,8,23.8,50125.7,"8"
2014-08-27,2014,"Aug",8,27,112,0,39.8,72.2,0,170,-58,5.1,24.8,49894.4,"8"
2014-08-26,2014,"Aug",8,26,97.1,0,36.5,60.6,0,175.1,-78.1,-30,43.4,50009.3,"8"
2014-08-25,2014,"Aug",8,25,111.7,0,39.8,71.9,0,168.6,-56.9,7.7,59.6,50163.8,"8"
2014-08-24,2014,"Aug",8,24,116.3,0,44.4,71.9,0,0,116.3,40.5,69.3,50276.5,"8"
2014-08-23,2014,"Aug",8,23,102,0,41.4,60.6,0,0,102,39.6,41.6,50046.3,"8"
2014-08-22,2014,"Aug",8,22,83.9,0,34.9,49,0,317.4,-233.5,44.6,12.9,49844.3,"8"
2014-08-21,2014,"Aug",8,21,110.5,0,44.4,66.1,0,0,110.5,116.9,47.5,50306.6,"8"
2014-08-20,2014,"Aug",8,20,107.3,0,41.4,65.9,0,0,107.3,111.5,47.2,50087.9,"8"
2014-08-19,2014,"Aug",8,19,120.8,0,41.4,79.5,0,9.1,111.7,98.2,48.4,49875.5,"8"
2014-08-18,2014,"Aug",8,18,127.1,0,47.6,79.4,0,0,127.1,43.6,24.3,49654.3,"8"
2014-08-17,2014,"Aug",8,17,128.5,0,49.3,79.3,0,0.5,128,-18.8,23.4,49402.6,"8"
2014-08-16,2014,"Aug",8,16,132.8,0,50.8,81.9,0,49.3,83.5,-21.8,7,49149.2,"8"
2014-08-15,2014,"Aug",8,15,131.8,0,47.6,84.2,0,91.3,40.6,-17.2,10.9,48983.9,"8"
2014-08-14,2014,"Aug",8,14,111.2,0,41.3,69.9,0,272.2,-161,-1.3,17.7,48903.6,"8"
2014-08-13,2014,"Aug",8,13,111,0,41.3,69.7,0,296.1,-185.1,5,37.6,49222.3,"8"
2014-08-12,2014,"Aug",8,12,114,0,44.3,69.7,0,1.1,112.9,65.5,63.1,49588.9,"8"
2014-08-11,2014,"Aug",8,11,118.2,0,45.9,72.2,0,11.4,106.8,35.8,52.8,49365.4,"8"
2014-08-10,2014,"Aug",8,10,119.8,0,47.6,72.1,0,0,119.8,39,52.4,49154,"8"
2014-08-09,2014,"Aug",8,9,119.2,0,47.5,71.7,0,248.4,-129.2,36.8,35.5,48916.8,"8"
2014-08-08,2014,"Aug",8,8,117.3,0,45.9,71.4,0,0,117.3,70.2,57.3,49172.6,"8"
2014-08-07,2014,"Aug",8,7,126.1,0,49.2,77,0,161.7,-35.6,60.6,50.8,48940.3,"8"
2014-08-06,2014,"Aug",8,6,122.6,0,50.8,71.8,0,0,122.6,69.8,57.8,49010.7,"8"
2014-08-05,2014,"Aug",8,5,108.9,0,45.9,62.9,0,0,108.9,65.8,55.4,48767.9,"8"
2014-08-04,2014,"Aug",8,4,101.2,0,41.3,59.9,0,63.5,37.7,34.2,51.2,48552.4,"8"
2014-08-03,2014,"Aug",8,3,103.7,0,41.3,62.5,0,34.1,69.6,44.5,62.2,48477.8,"8"
2014-08-02,2014,"Aug",8,2,96.7,0,39.6,57.1,0,86.3,10.4,41,69.8,48339.9,"8"
2014-08-01,2014,"Aug",8,1,103.9,0,41.2,62.7,0,1.5,102.4,45.8,75.8,48319.3,"8"
2014-07-31,2014,"July",NA,31,111,0,47.5,63.5,0,160,-49,44.9,75.9,48116.5,"8"
2014-07-30,2014,"July",NA,30,138.1,0,55.3,82.7,0,49.2,88.9,68.3,88.7,48213.6,"8"
2014-07-29,2014,"July",NA,29,124.2,0,49.2,75,0,71.8,52.4,79.9,92.4,48037.6,"8"
2014-07-28,2014,"July",NA,28,129.3,0,50.7,78.6,0,95.1,34.2,98.6,102.2,47933.9,"8"
2014-07-27,2014,"July",NA,27,144.1,0,58.7,85.4,0,45.8,98.3,105.9,112,47866.2,"8"
2014-07-26,2014,"July",NA,26,149.5,0,60.3,89.2,0,81.9,67.6,106.9,116.4,47671.5,"8"
2014-07-25,2014,"July",NA,25,146.9,0,57.1,89.9,0,0,146.9,109.2,107,47537.7,"8"
2014-07-24,2014,"July",NA,24,146,0,55.4,90.6,0,0,146,104.9,103.1,47246.8,"8"
2014-07-23,2014,"July",NA,23,138.9,0,50.7,88.2,0,68.2,70.7,105.8,98.8,46957.7,"8"
2014-07-22,2014,"July",NA,22,153.2,0,55.4,97.8,0,49.8,103.5,118.2,100.6,46817.7,"8"
2014-07-21,2014,"July",NA,21,153.2,0,60.3,92.9,0,74.3,78.9,125.9,103.6,46612.9,"8"
2014-07-20,2014,"July",NA,20,154.6,0,58.7,95.9,0,29.1,125.5,104.8,83.1,46456.6,"8"
2014-07-19,2014,"July",NA,19,150.9,0,60.3,90.6,0,0.7,150.3,101.3,85.5,46208.2,"8"
2014-07-18,2014,"July",NA,18,149.8,0,58.7,91.1,0,17.1,132.7,91.9,81.6,45910.6,"8"
2014-07-17,2014,"July",NA,17,145.9,0,57.1,88.8,0,4,141.9,83,77.9,45647.8,"8"
2014-07-16,2014,"July",NA,16,138.8,0,55.4,83.4,0,165.3,-26.5,81.4,78.8,45366.8,"8"
2014-07-15,2014,"July",NA,15,140.6,0,50.8,89.8,0,32.8,107.9,61.4,91.4,45419.3,"8"
2014-07-14,2014,"July",NA,14,140.1,0,55.4,84.7,0,36.8,103.3,69.8,89.7,45205.7,"8"
2014-07-13,2014,"July",NA,13,143.8,0,55.4,88.4,0,55.1,88.7,71.4,89.2,45001.2,"8"
2014-07-12,2014,"July",NA,12,141.4,0,55.4,86,0,7.8,133.6,72.8,86.5,44825.6,"8"
2014-07-11,2014,"July",NA,11,151.4,0,55.4,96,0,278,-126.5,76.2,88,44561.1,"8"
2014-07-10,2014,"July",NA,10,152.2,0,55.4,96.8,0,2.3,149.9,121.4,115.3,44811.6,"8"
2014-07-09,2014,"July",NA,9,145.7,0,57.2,88.5,0,34.4,111.3,109.6,114.1,44514.7,"8"
2014-07-08,2014,"July",NA,8,148,0,55.4,92.6,0,52.5,95.5,106.9,122.2,44294.3,"8"
2014-07-07,2014,"July",NA,7,150.9,0,53.9,97.1,0,0,150.9,100.2,131.5,44105.2,"8"
2014-07-06,2014,"July",NA,6,142.5,0,53.9,88.6,0,43,99.5,99.8,135.3,43806.4,"8"
2014-07-05,2014,"July",NA,5,167.4,0,60.4,107,0,76.7,90.7,109.1,146,43609.4,"8"
2014-07-04,2014,"July",NA,4,158.7,0,57.2,101.5,0,60.7,98,118.5,157,43429.8,"8"
2014-07-03,2014,"July",NA,3,146.5,0,50.8,95.6,0,84.7,61.8,137.4,166.9,43235.8,"8"
2014-07-02,2014,"July",NA,2,149.3,0,55.5,93.7,0,0,149.3,162.8,180.8,43113.4,"8"
2014-07-01,2014,"July",NA,1,182.3,0,58.8,123.5,0,36.5,145.8,170.8,179.5,42817.9,"8"
2014-06-30,2014,"June",NA,30,199.6,0,66.7,132.9,0,61.8,137.7,183,182.8,42529.2,"8"
2014-06-29,2014,"June",NA,29,192.4,0,65.1,127.3,0,0,192.4,195.6,188.7,42256.5,"8"
2014-06-28,2014,"June",NA,28,188.8,0,63.6,125.2,0,0,188.8,196.4,188.2,41875.5,"8"
2014-06-27,2014,"June",NA,27,189.2,0,58.9,130.3,0,0,189.2,198.8,186.4,41501.8,"8"
2014-06-26,2014,"June",NA,26,206.6,0,66.7,139.9,0,0,206.6,188.1,185.8,41127.1,"8"
2014-06-25,2014,"June",NA,25,200.9,0,66.9,134,0,0,200.9,182.6,186.4,40718,"8"
2014-06-24,2014,"June",NA,24,196.7,0,65.1,131.6,0,0.1,196.7,181.9,187.4,40320.2,"8"
2014-06-23,2014,"June",NA,23,200.5,0,63.6,136.9,0,0.2,200.4,179.9,188.3,39930.8,"8"
2014-06-22,2014,"June",NA,22,211.8,0,65.2,146.5,0,75.7,136.1,174,178.7,39534.1,"8"
2014-06-21,2014,"June",NA,21,192.3,0,60.5,131.8,0,13.4,178.9,183.4,183.8,39264.7,"8"
2014-06-20,2014,"June",NA,20,197.5,0,60.5,137,0,0,197.5,190.3,183.5,38910.6,"8"
2014-06-19,2014,"June",NA,19,187,0,57.3,129.7,0,0,187,192.9,184,38519.6,"8"
2014-06-18,2014,"June",NA,18,192,0,57.3,134.7,0,21.3,170.7,196.7,186.3,38149.4,"8"
2014-06-17,2014,"June",NA,17,203.2,0,59,144.2,0,20.1,183.1,183.3,191.4,37811.4,"8"
2014-06-16,2014,"June",NA,16,213.3,0,63.7,149.6,0,0,213.3,184.1,194.7,37448.9,"8"
2014-06-15,2014,"June",NA,15,210.2,0,63.7,146.5,0,0,210.2,176.7,196.5,37026.6,"8"
2014-06-14,2014,"June",NA,14,206.4,0,59,147.4,0,0,206.4,175.1,199.3,36610.4,"8"
2014-06-13,2014,"June",NA,13,203.1,0,59,144.1,0,99.4,103.7,175.8,204,36201.7,"8"
2014-06-12,2014,"June",NA,12,210.2,0,60.6,149.6,0,23.1,187.1,199.4,219.3,35996.3,"8"
2014-06-11,2014,"June",NA,11,215.6,0,60.6,154.9,0,39.3,176.2,205.2,225.5,35625.9,"8"
2014-06-10,2014,"June",NA,10,201.9,0,59,142.8,0,0,201.9,216.2,231.5,35277,"8"
2014-06-09,2014,"June",NA,9,210,0,57.4,152.6,0,0,210,223.6,233.7,34877.3,"8"
2014-06-08,2014,"June",NA,8,221.7,0,59,162.7,0,0,221.7,232.3,229.7,34461.5,"8"
2014-06-07,2014,"June",NA,7,216.3,0,65.4,150.9,0,0,216.3,239.2,224.7,34022.5,"8"
2014-06-06,2014,"June",NA,6,231.2,0,65.5,165.7,0,0,231.2,245.7,225.9,33594.1,"8"
2014-06-05,2014,"June",NA,5,238.6,0,67.1,171.6,0,0,238.6,246.8,226.1,33136.5,"8"
2014-06-04,2014,"June",NA,4,253.5,0,67.1,186.4,0,0,253.5,243.8,204,32664,"8"
2014-06-03,2014,"June",NA,3,256.3,0,68.7,187.6,0,0,256.3,227.1,174.8,32162.1,"8"
2014-06-02,2014,"June",NA,2,249.2,0,65.5,183.7,0,0,249.2,210.2,165.5,31654.7,"8"
2014-06-01,2014,"June",NA,1,236.2,0,65.5,170.7,0,0,236.2,206.1,156.3,31161.2,"8"
2014-05-31,2014,"May",5,31,223.9,0,57.5,166.4,0,0,223.9,205.4,144.9,30693.5,"8"
2014-05-30,2014,"May",5,30,216.4,0,54.2,162.3,0,46.4,170,164.3,135.5,30250.2,"8"
2014-05-29,2014,"May",5,29,217.4,0,54.3,163.1,0,45.9,171.4,122.5,140,29913.5,"8"
2014-05-28,2014,"May",5,28,229.9,0,60.8,169.1,0,1.2,228.7,120.9,144.1,29574.1,"8"
2014-05-27,2014,"May",5,27,232.9,0,54.3,178.6,0,0,232.9,106.5,143.6,29121.3,"8"
2014-05-26,2014,"May",5,26,49.3,0,46.4,2.9,0,31,18.3,84.4,142.4,28660.1,"8"
2014-05-25,2014,"May",5,25,42.6,0,40,2.6,0,81.2,-38.6,106.8,162.8,28623.9,"8"
2014-05-24,2014,"May",5,24,179.9,0,44.6,135.3,0,16.9,163,157.5,184.4,28700.3,"8"
2014-05-23,2014,"May",5,23,185.1,0,49.6,135.6,0,28.2,156.9,167.3,183.4,28377.7,"8"
2014-05-22,2014,"May",5,22,186.9,0,51.3,135.6,0,64.3,122.5,180.7,180.4,28067,"8"
2014-05-21,2014,"May",5,21,194.5,0,54.3,140.2,0,64.3,130.2,200.4,181.7,27824.4,"8"
2014-05-20,2014,"May",5,20,215,0,56,159,0,0,215,218.7,185.9,27566.6,"8"
2014-05-19,2014,"May",5,19,211.8,0,57.6,154.1,0,0,211.8,211.4,184.1,27140.9,"8"
2014-05-18,2014,"May",5,18,223.9,0,56,167.9,0,0,223.9,199.6,182.9,26721.6,"8"
2014-05-17,2014,"May",5,17,222,0,54.4,167.6,0,0.7,221.3,180.1,175.5,26278.3,"8"
2014-05-16,2014,"May",5,16,221.6,0,54.4,167.2,0,0,221.6,163,170.7,25840.1,"8"
2014-05-15,2014,"May",5,15,178.3,0,44.7,133.6,0,0,178.3,153,165.5,25401.3,"8"
2014-05-14,2014,"May",5,14,152.8,0,38.4,114.4,0,0,152.8,156.8,168.1,25048.3,"8"
2014-05-13,2014,"May",5,13,135,0,30.5,104.5,0,8.6,126.3,166.3,173.6,24745.8,"8"
2014-05-12,2014,"May",5,12,187.1,0,40.1,146.9,0,51.3,135.7,170.9,179.6,24495.6,"8"
2014-05-11,2014,"May",5,11,172.1,0,48.1,124,0,0,172.1,178.3,182.6,24226.9,"8"
2014-05-10,2014,"May",5,10,197.3,0,49.8,147.5,0,0,197.3,178,178.8,23886.2,"8"
2014-05-09,2014,"May",5,9,200,0,48.1,152,0,0,200,179.3,172.6,23495.5,"8"
2014-05-08,2014,"May",5,8,149.8,0,40.1,109.6,0,0.4,149.4,180.9,166.1,23099.5,"8"
2014-05-07,2014,"May",5,7,173,0,40.1,132.8,0,0,173,188.3,168.2,22803.7,"8"
2014-05-06,2014,"May",5,6,170.4,0,46.5,123.9,0,0,170.4,186.8,164.9,22461.2,"8"
2014-05-05,2014,"May",5,5,203.6,0,51.4,152.2,0,0,203.6,179.6,164.8,22123.8,"8"
2014-05-04,2014,"May",5,4,208.2,0,51.4,156.8,0,0,208.2,165.9,164,21720.7,"8"
2014-05-03,2014,"May",5,3,186.2,0,48.2,138,0,0,186.2,151.3,159.3,21308.4,"8"
