"Date","Year","Month","Month.n","Day","Tot_DCU_cfs","Ag_DCU_cfs","Riparian_DCU_cfs","OpenWater_DCU_cfs","Urban_DCU_cfs","Rain_cfs","Tot_URGWOM_cfs","five_day_avg_URGWOM_cfs","ten_day_avg_URGWOM_cfs","Use_to_date_since_Jan1"
2019-04-06,2019,"Apr",4,6,89.4,34.7,41.3,13.4,0,0,89.4,94.5,70.6,3948.1
2019-04-05,2019,"Apr",4,5,99.5,40.3,44,15.2,0,0,99.5,90.3,71.1,3771.1
2019-04-04,2019,"Apr",4,4,96.8,37.6,44,15.2,0,0,96.8,53,70,3574.1
2019-04-03,2019,"Apr",4,3,87.5,34.6,39,14,0,0.8,86.7,46.9,68.1,3382.4
2019-04-02,2019,"Apr",4,2,100.1,40.2,44.1,15.8,0,0,100.1,46.8,66.8,3210.7
2019-04-01,2019,"Apr",4,1,68.5,25.9,31.1,11.5,0,0,68.5,46.8,63.3,3012.5
2019-03-31,2019,"Mar",3,31,58.6,23,25.9,9.7,0,145.7,-87,51.9,61.4,2876.8
2019-03-30,2019,"Mar",3,30,66,25.8,28.7,11.5,0,0,66,86.9,73.1,3049.1
2019-03-29,2019,"Mar",3,29,86.1,34.4,36.6,15.2,0,0,86.1,89.4,70.7,2918.4
2019-03-28,2019,"Mar",3,28,100.1,39.9,42,18.3,0,0,100.1,86.7,64.7,2747.9
2019-03-27,2019,"Mar",3,27,94.1,37,39.5,17.6,0,0,94.1,79.9,59.8,2549.6
2019-03-26,2019,"Mar",3,26,88,34.1,36.9,17,0,0,88,70.8,54.4,2363.2
2019-03-25,2019,"Mar",3,25,78.7,31.2,31.7,15.8,0,0,78.7,59.3,48.8,2189
2019-03-24,2019,"Mar",3,24,72.7,28.3,29.2,15.2,0,0,72.7,52,44.4,2033.1
2019-03-23,2019,"Mar",3,23,66,25.5,26.6,14,0,0,66,42.6,39.9,1889.1
2019-03-22,2019,"Mar",3,22,48.8,19.8,18.6,10.3,0,0,48.8,39.6,35.4,1758.4
2019-03-21,2019,"Mar",3,21,45.9,17,18.6,10.3,0,15.9,30,38,23.2,1661.9
2019-03-20,2019,"Mar",3,20,42.7,16.9,16.1,9.7,0,0.2,42.6,38.3,15.7,1602.4
2019-03-19,2019,"Mar",3,19,50.9,19.8,18.9,12.1,0,25.2,25.6,36.8,15.1,1518.1
2019-03-18,2019,"Mar",3,18,50.9,19.8,18.9,12.2,0,0,50.9,37.2,16.1,1467.3
2019-03-17,2019,"Mar",3,17,41,17,13.7,10.3,0,0,41,31.3,14.2,1366.5
2019-03-16,2019,"Mar",3,16,31.6,11.4,11,9.2,0,0,31.6,8.3,14.1,1285.3
2019-03-15,2019,"Mar",3,15,35,14.1,11.1,9.7,0,0,35,-7,15.4,1222.7
2019-03-14,2019,"Mar",3,14,27.7,11.4,8.3,7.9,0,0,27.7,-6.6,16,1153.5
2019-03-13,2019,"Mar",3,13,24,8.5,8.2,7.3,0,3,21,-5,16.8,1098.6
2019-03-12,2019,"Mar",3,12,29,11.4,8.5,9.1,0,102.9,-73.8,-3,19.2,1057
2019-03-11,2019,"Mar",3,11,37.2,14.2,11.4,11.5,0,82.3,-45.1,19.9,28.1,1203.2
2019-03-10,2019,"Mar",3,10,37.2,14.2,11.4,11.6,0,0.1,37,37.9,33.9,1292.5
2019-03-09,2019,"Mar",3,9,35.7,14.2,11.2,10.3,0,0,35.7,38.6,31.6,1219.1
2019-03-08,2019,"Mar",3,8,37.2,14.2,11.4,11.5,0,5.8,31.3,38.6,29.2,1148.4
2019-03-07,2019,"Mar",3,7,40.7,17,11.5,12.2,0,0,40.7,41.3,27.3,1086.3
2019-03-06,2019,"Mar",3,6,44.7,17.1,14.1,13.4,0,0,44.7,36.2,24.4,1005.8
2019-03-05,2019,"Mar",3,5,40.7,17,11.5,12.1,0,0,40.7,29.9,20.8,917.3
2019-03-04,2019,"Mar",3,4,35.7,14.2,11.2,10.3,0,0,35.7,24.6,17.5,836.8
2019-03-03,2019,"Mar",3,3,44.7,17.1,14.1,13.4,0,0,44.7,19.7,12.9,766
2019-03-02,2019,"Mar",3,2,15.4,0,2,13.4,0,0,15.4,13.4,9.3,677.6
2019-03-01,2019,"Mar",3,1,13.3,0,1.7,11.5,0,0,13.3,12.6,8.4,647.2
2019-02-28,2019,"Feb",2,28,14,0,1.8,12.2,0,0,14,11.7,7,620.9
2019-02-27,2019,"Feb",2,27,11.2,0,1.5,9.7,0,0,11.2,10.3,6.4,593.2
2019-02-26,2019,"Feb",2,26,13.3,0,1.7,11.5,0,0,13.3,6.1,6,571.1
2019-02-25,2019,"Feb",2,25,11.2,0,1.5,9.7,0,0,11.2,5.1,5.5,544.8
2019-02-24,2019,"Feb",2,24,9.1,0,1.2,7.9,0,0,9.1,4.2,5.4,522.7
2019-02-23,2019,"Feb",2,23,7,0,0.9,6.1,0,0,7,2.2,3,504.7
2019-02-22,2019,"Feb",2,22,9.1,0,1.2,7.9,0,19.2,-10.1,2.5,3,490.9
2019-02-21,2019,"Feb",2,21,8.4,0,1.1,7.3,0,0,8.4,5.8,4.8,510.9
2019-02-20,2019,"Feb",2,20,7,0,0.9,6.1,0,0.1,6.9,5.8,4.6,494.3
2019-02-19,2019,"Feb",2,19,4.2,0,0.5,3.7,0,5.2,-1,6.6,4.8,480.7
2019-02-18,2019,"Feb",2,18,8.3,0,1.1,7.3,0,0,8.3,3.7,5.7,482.8
2019-02-17,2019,"Feb",2,17,7,0,0.9,6.1,0,0.3,6.6,3.5,7,466.2
2019-02-16,2019,"Feb",2,16,8.4,0,1.1,7.3,0,0,8.4,3.8,6.9,453.1
2019-02-15,2019,"Feb",2,15,10.5,0,1.4,9.1,0,0,10.5,3.4,6.8,436.5
2019-02-14,2019,"Feb",2,14,7,0,0.9,6.1,0,22.1,-15.2,3,6.6,415.8
2019-02-13,2019,"Feb",2,13,7,0,0.9,6.1,0,0,7,7.7,9.1,445.8
2019-02-12,2019,"Feb",2,12,8.4,0,1.1,7.3,0,0,8.4,10.5,9.5,432
2019-02-11,2019,"Feb",2,11,6.3,0,0.8,5.5,0,0,6.3,10,9.5,415.5
2019-02-10,2019,"Feb",2,10,8.4,0,1.1,7.3,0,0,8.4,10.1,10,403
2019-02-09,2019,"Feb",2,9,8.4,0,1.1,7.3,0,0,8.4,10.1,10,386.4
2019-02-08,2019,"Feb",2,8,20.9,0,2.7,18.2,0,0,20.9,10.6,10,369.9
2019-02-07,2019,"Feb",2,7,6.3,0,0.8,5.5,0,0,6.3,8.5,8.4,328.4
2019-02-06,2019,"Feb",2,6,7,0,0.9,6.1,0,0.2,6.8,9,8.6,316
2019-02-05,2019,"Feb",2,5,8.4,0,1.1,7.3,0,0,8.4,9.8,8.7,302.5
2019-02-04,2019,"Feb",2,4,10.5,0,1.4,9.1,0,0,10.5,9.9,8.5,286
2019-02-03,2019,"Feb",2,3,10.5,0,1.4,9.1,0,0,10.5,9.5,8.2,265.3
2019-02-02,2019,"Feb",2,2,9.1,0,1.2,7.9,0,0,9.1,8.4,7.8,244.5
2019-02-01,2019,"Feb",2,1,10.5,0,1.4,9.1,0,0,10.5,8.2,7.5,226.6
2019-01-31,2019,"Jan",1,31,9.1,0,1.2,7.9,0,0,9.1,7.5,6.4,205.9
2019-01-30,2019,"Jan",1,30,8.4,0,1.1,7.3,0,0,8.4,7.1,6.4,187.9
2019-01-29,2019,"Jan",1,29,4.9,0,0.6,4.3,0,0,4.9,6.8,6.4,171.3
2019-01-28,2019,"Jan",1,28,8.4,0,1.1,7.3,0,0,8.4,7.3,6.6,161.6
2019-01-27,2019,"Jan",1,27,7,0,0.9,6.1,0,0,7,6.8,5.6,145.1
2019-01-26,2019,"Jan",1,26,7,0,0.9,6.1,0,0,7,5.3,5.5,131.3
2019-01-25,2019,"Jan",1,25,7,0,0.9,6.1,0,0,7,5.6,5.4,117.4
2019-01-24,2019,"Jan",1,24,7,0,0.9,6.1,0,0,7,5.9,5.2,103.6
2019-01-23,2019,"Jan",1,23,6.3,0,0.8,5.4,0,0,6.3,5.9,5,89.8
2019-01-22,2019,"Jan",1,22,4.9,0,0.6,4.3,0,5.8,-0.9,4.3,3.5,77.4
2019-01-21,2019,"Jan",1,21,9.1,0,1.2,7.9,0,0.4,8.6,5.7,4.1,79.2
2019-01-20,2019,"Jan",1,20,8.4,0,1.1,7.3,0,0,8.4,5.3,2.9,62.1
2019-01-19,2019,"Jan",1,19,7,0,0.9,6.1,0,0,7,4.6,-0.2,45.5
2019-01-18,2019,"Jan",1,18,6.3,0,0.8,5.5,0,7.8,-1.5,4.2,-0.5,31.7
2019-01-17,2019,"Jan",1,17,6.3,0,0.8,5.5,0,0,6.3,2.7,0.4,34.7
2019-01-16,2019,"Jan",1,16,6.3,0,0.8,5.5,0,0,6.3,2.5,0.4,22.3
2019-01-15,2019,"Jan",1,15,4.9,0,0.6,4.3,0,0,4.9,0.6,-0.3,9.9
2019-01-14,2019,"Jan",1,14,4.9,0,0.6,4.3,0,0,4.9,-4.9,-0.1,0.2
2019-01-13,2019,"Jan",1,13,4.2,0,0.5,3.7,0,12.9,-8.7,-5.1,0,-9.6
2019-01-12,2019,"Jan",1,12,4.9,0,0.6,4.3,0,0,4.9,-2,1.5,7.6
2019-01-11,2019,"Jan",1,11,4.9,0,0.6,4.3,0,8.2,-3.3,-1.6,1.3,-2.1
2019-01-10,2019,"Jan",1,10,4.9,0,0.6,4.3,0,27.5,-22.6,-1.2,0.2,4.4
2019-01-09,2019,"Jan",1,9,8.4,0,1.1,7.3,0,4.5,3.9,4.7,2.5,49.1
2019-01-08,2019,"Jan",1,8,7,0,0.9,6.1,0,0,7,5.2,2.1,41.4
2019-01-07,2019,"Jan",1,7,7,0,0.9,6.1,0,0,7,5.1,1.4,27.5
2019-01-06,2019,"Jan",1,6,7,0,0.9,6.1,0,8.2,-1.2,4.2,0.7,13.7
2019-01-05,2019,"Jan",1,5,6.9,0,0.9,6.1,0,0,6.9,1.6,0.8,16.1
2019-01-04,2019,"Jan",1,4,6.3,0,0.8,5.5,0,0,6.3,0.2,0.1,2.4
2019-01-03,2019,"Jan",1,3,6.3,0,0.8,5.5,0,0,6.3,-1,-0.5,-10.1
2019-01-02,2019,"Jan",1,2,6.3,0,0.8,5.5,0,3.7,2.6,-2.3,-1.1,-22.5
2019-01-01,2019,"Jan",1,1,6.3,0,0.8,5.5,0,20.3,-14,-2.8,-1.4,-27.7
2018-12-11,2018,"Dec",12,11,5.6,0,0.7,4.9,0,0,5.6,4.5,3.2,58237.7
2018-12-10,2018,"Dec",12,10,5.6,0,0.7,4.9,0,0,5.6,4.5,3.2,58226.6
2018-12-09,2018,"Dec",12,9,4.9,0,0.6,4.3,0,0,4.9,4.3,3.1,58215.6
2018-12-08,2018,"Dec",12,8,4.9,0,0.6,4.3,0,2.1,2.8,4.3,3.4,58205.9
2018-12-07,2018,"Dec",12,7,3.5,0,0.4,3,0,0,3.5,4.5,3.9,58200.4
2018-12-06,2018,"Dec",12,6,5.6,0,0.7,4.9,0,0,5.6,2,4.1,58193.5
2018-12-05,2018,"Dec",12,5,4.9,0,0.6,4.3,0,0,4.9,2,4.1,58182.5
2018-12-04,2018,"Dec",12,4,4.9,0,0.6,4.3,0,0,4.9,2,4.1,58172.8
2018-12-03,2018,"Dec",12,3,3.5,0,0.4,3,0,0,3.5,2.5,4.4,58163.1
2018-12-02,2018,"Dec",12,2,4.9,0,0.6,4.3,0,13.6,-8.7,3.4,4.7,58156.3
2018-12-01,2018,"Dec",12,1,5.6,0,0.7,4.9,0,0,5.5,6.2,6.2,58173.5
2018-11-30,2018,"Nov",11,30,4.9,0,0.6,4.3,0,0.3,4.6,6.2,6.3,58162.5
2018-11-29,2018,"Nov",11,29,7.7,0,1,6.7,0,0,7.7,6.3,6.4,58153.4
2018-11-28,2018,"Nov",11,28,7.7,0,1,6.7,0,0,7.7,6.3,6.3,58138.1
2018-11-27,2018,"Nov",11,27,5.6,0,0.7,4.9,0,0,5.6,6,6.3,58122.9
2018-11-26,2018,"Nov",11,26,5.6,0,0.7,4.9,0,0,5.6,6.1,6.4,58111.9
2018-11-25,2018,"Nov",11,25,4.9,0,0.6,4.3,0,0,4.9,6.3,6.6,58100.9
2018-11-24,2018,"Nov",11,24,7.7,0,1,6.7,0,0,7.7,6.6,6.8,58091.2
2018-11-23,2018,"Nov",11,23,6.3,0,0.8,5.5,0,0,6.3,6.3,6.8,58075.9
2018-11-22,2018,"Nov",11,22,6.3,0,0.8,5.5,0,0,6.3,6.6,7.7,58063.5
2018-11-21,2018,"Nov",11,21,6.3,0,0.8,5.5,0,0,6.3,6.6,3.9,58051.1
2018-11-20,2018,"Nov",11,20,6.3,0,0.8,5.4,0,0,6.3,7,4.1,58038.6
2018-11-19,2018,"Nov",11,19,6.3,0,0.8,5.5,0,0,6.3,7,6.8,58026.2
2018-11-18,2018,"Nov",11,18,7.7,0,1,6.7,0,0,7.7,7.3,9.5,58013.8
2018-11-17,2018,"Nov",11,17,6.3,0,0.8,5.5,0,0,6.3,8.8,13.6,57998.6
2018-11-16,2018,"Nov",11,16,8.4,0,1.1,7.3,0,0,8.4,1.3,17.8,57986.2
2018-11-15,2018,"Nov",11,15,6.3,0,0.8,5.5,0,0,6.3,1.3,22.5,57969.6
2018-11-14,2018,"Nov",11,14,7.7,0,1,6.7,0,0,7.7,6.7,27.5,57957.1
2018-11-13,2018,"Nov",11,13,15.4,10.5,0.6,4.3,0,0,15.4,11.8,31.6,57941.9
2018-11-12,2018,"Nov",11,12,13.9,10.5,0.4,3,0,45.1,-31.2,18.4,35.1,57911.5
2018-11-11,2018,"Nov",11,11,36.5,20.9,8.2,7.3,0,28.2,8.3,34.3,43.8,57973.2
2018-11-10,2018,"Nov",11,10,33.2,18.3,8.2,6.7,0,0,33.2,43.6,47.6,57956.7
2018-11-09,2018,"Nov",11,9,33.2,18.3,8.2,6.7,0,0,33.2,48.4,41.6,57891
2018-11-08,2018,"Nov",11,8,48.8,26.2,13.5,9.1,0,0.6,48.2,51.4,42.5,57825.3
2018-11-07,2018,"Nov",11,7,48.8,26.2,13.5,9.1,0,0,48.8,51.8,45,57729.8
2018-11-06,2018,"Nov",11,6,54.7,28.8,16.1,9.7,0,0,54.7,53.3,48,57633.1
2018-11-05,2018,"Nov",11,5,57.1,28.8,18.5,9.7,0,0,57.1,51.6,50.1,57524.9
2018-11-04,2018,"Nov",11,4,48,23.6,15.9,8.5,0,0,48,34.7,51.4,57411.8
2018-11-03,2018,"Nov",11,3,50.4,23.6,18.4,8.5,0,0,50.4,33.6,53.2,57316.9
2018-11-02,2018,"Nov",11,2,56.3,26.2,20.9,9.1,0,0,56.3,38.2,36.9,57217
2018-11-01,2018,"Nov",11,1,46.4,20.9,18.2,7.3,0,0,46.4,42.8,-2.5,57105.6
2018-10-31,2018,"Oct",10,31,30.8,13.1,12.9,4.9,0,58.2,-27.4,48.7,-0.1,57013.8
2018-10-30,2018,"Oct",10,30,58.7,26.2,23.4,9.1,0,16.4,42.3,68,10.1,57068.1
2018-10-29,2018,"Oct",10,29,73.3,31.4,31,10.9,0,0,73.3,72.8,13.3,56984.4
2018-10-28,2018,"Oct",10,28,79.3,34.1,33.6,11.6,0,0,79.3,35.6,14.3,56839.2
2018-10-27,2018,"Oct",10,27,75.9,31.4,33.5,10.9,0,0,75.9,-47.7,10.5,56682.2
2018-10-26,2018,"Oct",10,26,69.4,28.8,30.8,9.7,0,0,69.4,-48.9,7.1,56532
2018-10-25,2018,"Oct",10,25,66.1,26.2,30.7,9.1,0,0,66.1,-47.9,0.4,56394.6
2018-10-24,2018,"Oct",10,24,53.8,20.9,25.6,7.3,0,166.4,-112.6,-46.2,-4.8,56263.8
2018-10-23,2018,"Oct",10,23,48,18.3,23,6.7,0,385.4,-337.3,-7,-11.4,56486.8
2018-10-22,2018,"Oct",10,22,74.4,28.8,35.8,9.7,0,4.2,70.2,68.7,29.4,57154.7
2018-10-21,2018,"Oct",10,21,74.4,28.8,35.8,9.7,0,0,74.4,63,29.2,57015.7
2018-10-20,2018,"Oct",10,20,74.4,28.8,35.8,9.7,0,0,74.4,48.7,30.1,56868.5
2018-10-19,2018,"Oct",10,19,83.3,31.4,40.9,10.9,0,0,83.3,36.6,31.6,56721.2
2018-10-18,2018,"Oct",10,18,41.5,15.7,20.4,5.5,0,0,41.5,-15.8,28.4,56556.3
2018-10-17,2018,"Oct",10,17,41.5,15.7,20.4,5.5,0,0,41.5,-9.9,27,56474.1
2018-10-16,2018,"Oct",10,16,41.5,15.7,20.4,5.5,0,39,2.6,-4.5,19,56391.8
2018-10-15,2018,"Oct",10,15,32.6,13.1,15.3,4.3,0,18.8,13.8,11.6,28.3,56386.7
2018-10-14,2018,"Oct",10,14,62.7,23.6,30.6,8.5,0,241.4,-178.7,26.7,39.7,56359.4
2018-10-13,2018,"Oct",10,13,83.3,31.4,40.9,10.9,0,12.3,71,72.6,69.1,56713.2
2018-10-12,2018,"Oct",10,12,68.6,26.2,33.2,9.1,0,0,68.6,63.9,72.7,56572.5
2018-10-11,2018,"Oct",10,11,83.3,31.4,40.9,10.9,0,0,83.3,42.6,69.9,56436.8
2018-10-10,2018,"Oct",10,10,89.1,34.1,43.5,11.5,0,0,89.1,45,67.4,56271.8
2018-10-09,2018,"Oct",10,9,74.4,28.8,35.8,9.7,0,23.4,51,52.7,70.7,56095.3
2018-10-08,2018,"Oct",10,8,68.6,26.2,33.2,9.1,0,41,27.5,65.6,78.3,55994.3
2018-10-07,2018,"Oct",10,7,89.1,34.1,43.5,11.5,0,127.1,-37.9,81.5,89.6,55939.8
2018-10-06,2018,"Oct",10,6,95,36.7,46.2,12.2,0,0,95,97.2,106.1,56014.9
2018-10-05,2018,"Oct",10,5,127.7,49.8,61.5,16.4,0,0,127.7,89.8,106,55826.8
2018-10-04,2018,"Oct",10,4,115.5,44.6,56.3,14.6,0,0,115.5,88.7,105.1,55574
2018-10-03,2018,"Oct",10,3,107.2,42,51.3,14,0,0,107.2,91.1,107.4,55345.3
2018-10-02,2018,"Oct",10,2,107.2,42,51.3,14,0,66.6,40.6,97.7,108.8,55133.1
2018-10-01,2018,"Oct",10,1,95,36.7,46.2,12.2,0,37,58.1,115.1,115.4,55052.6
2018-09-30,2018,"Sep",9,30,121.9,47.2,58.9,15.8,0,0,121.9,122.2,121.2,54937.7
2018-09-29,2018,"Sep",9,29,127.7,49.8,61.5,16.4,0,0,127.7,121.4,100.4,54696.2
2018-09-28,2018,"Sep",9,28,140,55.1,66.7,18.2,0,0,140,123.8,84.6,54443.4
2018-09-27,2018,"Sep",9,27,127.7,49.8,61.5,16.4,0,0,127.7,120,86.6,54166.2
2018-09-26,2018,"Sep",9,26,95,36.7,46.2,12.2,0,1.1,93.9,115.8,87.8,53913.3
2018-09-25,2018,"Sep",9,25,127.7,49.8,61.5,16.4,0,9.7,118,120.1,91.8,53727.5
2018-09-24,2018,"Sep",9,24,139.3,55.1,66.6,17.6,0,0,139.3,79.4,96,53493.9
2018-09-23,2018,"Sep",9,23,121.2,47.2,58.8,15.2,0,0,121.2,45.5,98.1,53218
2018-09-22,2018,"Sep",9,22,106.5,42,51.2,13.4,0,0,106.5,53.2,101.4,52978
2018-09-21,2018,"Sep",9,21,115.5,44.6,56.3,14.6,0,0,115.5,59.7,106.2,52767.1
2018-09-20,2018,"Sep",9,20,106.5,42,51.2,13.4,0,192.1,-85.6,63.4,110.1,52538.5
2018-09-19,2018,"Sep",9,19,127,49.8,61.4,15.8,0,157.3,-30.3,112.6,134.7,52708
2018-09-18,2018,"Sep",9,18,159.9,62.9,76.9,20.1,0,0,159.9,150.7,151.7,52768
2018-09-17,2018,"Sep",9,17,139.3,55.1,66.6,17.6,0,0,139.3,149.7,150.6,52451.5
2018-09-16,2018,"Sep",9,16,133.8,53.4,64,16.4,0,0,133.8,152.7,149.8,52175.6
2018-09-15,2018,"Sep",9,15,160.4,64.1,76.8,19.4,0,0,160.4,156.9,149.1,51910.6
2018-09-14,2018,"Sep",9,14,160.4,64.1,76.8,19.4,0,0,160.4,156.9,115.2,51593.1
2018-09-13,2018,"Sep",9,13,154.5,61.4,74.2,18.8,0,0,154.5,152.8,113.9,51275.6
2018-09-12,2018,"Sep",9,12,154.5,61.4,74.2,18.8,0,0,154.5,151.5,112.6,50969.6
2018-09-11,2018,"Sep",9,11,154.6,61.5,74.2,18.8,0,0,154.5,146.9,106.5,50663.7
2018-09-10,2018,"Sep",9,10,160.4,64.2,76.8,19.4,0,0,160.4,141.3,85.2,50357.7
2018-09-09,2018,"Sep",9,9,139.8,56.2,66.5,17,0,0,139.8,73.6,80.9,50040.1
2018-09-08,2018,"Sep",9,8,148.1,58.9,71.6,17.6,0,0,148.1,75,85.3,49763.4
2018-09-07,2018,"Sep",9,7,142.4,62,64,16.4,0,10.7,131.7,73.7,89.8,49470.2
2018-09-06,2018,"Sep",9,6,129.3,55.9,58.8,14.6,0,2.9,126.4,66.1,94.3,49209.4
2018-09-05,2018,"Sep",9,5,157.8,68.6,71.6,17.6,0,335.8,-178,29.1,96.6,48959.2
2018-09-04,2018,"Sep",9,4,157.8,68.6,71.6,17.6,0,11.1,146.7,88.3,125.3,49311.6
2018-09-03,2018,"Sep",9,3,142.1,62.4,63.9,15.8,0,0.3,141.8,95.6,123.3,49021.2
2018-09-02,2018,"Sep",9,2,129.7,56.3,58.8,14.6,0,36.1,93.5,105.9,118.7,48740.4
2018-09-01,2018,"Sep",9,1,114.1,50.2,51.1,12.8,0,172.5,-58.5,122.6,123.4,48555.3
2018-08-31,2018,"Aug",8,31,176.8,78.2,79.2,19.4,0,59.1,117.7,164,131.1,48671
2018-08-30,2018,"Aug",8,30,184.2,81.6,82,20.7,0,0.6,183.6,162.3,118.2,48437.9
2018-08-29,2018,"Aug",8,29,192.9,84.7,87,21.3,0,0,192.9,150.9,115.6,48074.4
2018-08-28,2018,"Aug",8,28,177.2,78.5,79.2,19.4,0,0,177.2,131.6,113.9,47692.5
2018-08-27,2018,"Aug",8,27,148.8,65.9,66.4,16.4,0,0.2,148.6,124.2,108.8,47341.6
2018-08-26,2018,"Aug",8,26,157.5,69,71.5,17,0,48,109.5,98.2,102.1,47047.4
2018-08-25,2018,"Aug",8,25,148.8,65.9,66.4,16.4,0,22.3,126.5,74,107.3,46830.7
2018-08-24,2018,"Aug",8,24,148.8,65.9,66.4,16.4,0,52.5,96.3,80.2,104.1,46580.3
2018-08-23,2018,"Aug",8,23,142.6,62.8,63.9,15.8,0,2.3,140.2,96.3,112.1,46389.6
2018-08-22,2018,"Aug",8,22,148.8,65.9,66.4,16.4,0,130.2,18.6,93.4,111.2,46112
2018-08-21,2018,"Aug",8,21,164.1,72.4,74.1,17.6,0,175.7,-11.6,105.9,124.2,46075.1
2018-08-20,2018,"Aug",8,20,157.5,69,71.5,17,0,0,157.5,140.7,124.9,46098.1
2018-08-19,2018,"Aug",8,19,176.5,78.5,79.1,18.8,0,0,176.5,127.9,109.8,45786.2
2018-08-18,2018,"Aug",8,18,164.1,72.4,74.1,17.6,0,38.3,125.8,127.9,94.8,45436.7
2018-08-17,2018,"Aug",8,17,157.5,69,71.5,17,0,76,81.5,129.1,100.5,45187.7
2018-08-16,2018,"Aug",8,16,164.1,72.4,74.1,17.6,0,2,162.1,142.5,110.7,45026.4
2018-08-15,2018,"Aug",8,15,176.5,78.5,79.1,18.8,0,82.6,93.9,109,112.3,44705.4
2018-08-14,2018,"Aug",8,14,176.5,78.5,79.1,18.9,0,0,176.5,91.7,120.9,44519.6
2018-08-13,2018,"Aug",8,13,170.3,75.5,76.6,18.2,0,38.6,131.7,61.7,121.5,44170.1
2018-08-12,2018,"Aug",8,12,148.1,65.9,66.4,15.8,0,0,148.1,72,117.1,43909.3
2018-08-11,2018,"Aug",8,11,156.8,69,71.4,16.4,0,161.8,-5,78.9,120.5,43616.1
2018-08-10,2018,"Aug",8,10,141.9,62.8,63.8,15.2,0,134.6,7.3,115.7,133.5,43626
2018-08-09,2018,"Aug",8,9,169.6,75.5,76.5,17.6,0,143,26.6,150.1,149.1,43611.6
2018-08-08,2018,"Aug",8,8,182.8,81.6,81.8,19.4,0,0,182.8,181.2,162.8,43559
2018-08-07,2018,"Aug",8,7,182.8,81.6,81.8,19.4,0,0,182.8,162.3,162.1,43197
2018-08-06,2018,"Aug",8,6,182.8,81.6,81.8,19.4,0,4.1,178.7,162.1,161.3,42835
2018-08-05,2018,"Aug",8,5,182.1,81.6,81.7,18.8,0,2.5,179.6,151.3,143.3,42481.1
2018-08-04,2018,"Aug",8,4,182.1,81.6,81.7,18.8,0,0,182.1,148,107.4,42125.5
2018-08-03,2018,"Aug",8,3,169.6,75.5,76.5,17.6,0,81.4,88.2,144.3,105.6,41765
2018-08-02,2018,"Aug",8,2,182.1,81.6,81.7,18.8,0,0,182.1,161.8,111.1,41590.3
2018-08-01,2018,"Aug",8,1,175.8,78.5,79,18.2,0,51.4,124.4,160.6,103.5,41229.8
2018-07-31,2018,"July",NA,31,163.4,72.4,74,17,0,0,163.4,135.3,113.4,40983.4
2018-07-30,2018,"July",NA,30,163.4,72.4,74,17,0,0,163.4,66.8,117.2,40659.9
2018-07-29,2018,"July",NA,29,175.8,78.5,79,18.2,0,0,175.8,66.8,119.2,40336.4
2018-07-28,2018,"July",NA,28,175.8,78.5,79,18.2,0,0,175.8,60.3,121.4,39988.4
2018-07-27,2018,"July",NA,27,163.4,72.4,74,17,0,165.1,-1.7,46.4,123,39640.3
2018-07-26,2018,"July",NA,26,182.1,81.6,81.7,18.8,0,361.6,-179.5,91.4,141.6,39643.7
2018-07-25,2018,"July",NA,25,190.8,84.7,86.7,19.4,0,27,163.8,167.6,148.6,39999
2018-07-24,2018,"July",NA,24,169.6,75.5,76.5,17.6,0,26.5,143.1,171.5,142,39674.7
2018-07-23,2018,"July",NA,23,214.7,95.2,97,22.5,0,108.6,106,182.5,143,39391.3
2018-07-22,2018,"July",NA,22,223.5,98.3,102.1,23.1,0,0,223.5,199.7,149.1,39181.4
2018-07-21,2018,"July",NA,21,201.8,88.7,91.8,21.3,0,0,201.8,191.7,140.7,38738.9
2018-07-20,2018,"July",NA,20,201.8,88.7,91.8,21.3,0,18.8,183,129.5,137.8,38339.5
2018-07-19,2018,"July",NA,19,198.2,88.3,89.2,20.7,0,0,198.2,112.4,137.1,37977
2018-07-18,2018,"July",NA,18,192.1,85.3,86.8,20.1,0,0,192.1,103.4,126.2,37584.6
2018-07-17,2018,"July",NA,17,183.5,82.3,81.8,19.4,0,0,183.5,98.5,124.8,37204.2
2018-07-16,2018,"July",NA,16,164,73,74,17,0,273.2,-109.2,89.6,123.7,36840.9
2018-07-15,2018,"July",NA,15,202.1,89,91.8,21.3,0,104.6,97.5,146,152.4,37057.2
2018-07-14,2018,"July",NA,14,157.5,69.7,71.4,16.4,0,4.4,153.1,161.8,149.6,36864
2018-07-13,2018,"July",NA,13,183.7,82.4,81.8,19.4,0,15.9,167.8,149.1,154.2,36560.9
2018-07-12,2018,"July",NA,12,142.5,63.5,63.8,15.2,0,3.8,138.8,151.1,157.8,36228.6
2018-07-11,2018,"July",NA,11,177.4,79.4,79.1,18.8,0,4.5,172.9,157.9,167.1,35953.9
2018-07-10,2018,"July",NA,10,183.8,82.6,81.8,19.4,0,7.4,176.4,158.8,172.4,35611.5
2018-07-09,2018,"July",NA,9,177.5,79.5,79.1,18.8,0,87.9,89.6,137.4,174.2,35262.3
2018-07-08,2018,"July",NA,8,203.2,89.4,91.9,21.9,0,25.3,177.9,159.3,183,35084.9
2018-07-07,2018,"July",NA,7,184,82.7,81.8,19.5,0,11.4,172.6,164.5,188.4,34732.8
