             ET TOOLBOX REACH SUMMARY

      Summary for: URGWOM Reach 6 (Bernardo to San Acacia gage)       

      Vegetation classification: IKONOS 2000 + USU 2001         

      ET TOOLBOX classes (ag. + rip. + open water + urb.):     6192.0 acres

          (Daily URGWOM Water Use = Daily Consumptive Use Total - Rain)

             --------------- Daily Consumptive Use ---------------    Daily    ----- Daily URGWOM Water Use ----    Total URGWOM Water    ----- Daily Flow Difference -----
    2003   F  Total   Agriculture    Riparian   Open Water   Urban    Rain      Total    5-Day Avg.  10-Day Avg.    Use To-Date Since      Total    5-Day Avg.  10-Day Avg.
" Month Day M   CFS         CFS          CFS         CFS       CFS      CFS       CFS         CFS          CFS       Jan.  1, 2003 AC-FT     CFS         CFS          CFS"
 ----- --- - ------   -----------    --------   ----------   ------   -----    -------   ----------  -----------    -------------------   -------   ----------  -----------
  Dec. 21       1.5         0.0          0.2         1.3       0.0     0.0        1.5         1.5          1.4           17903.8           None        None         None
  Dec. 20       1.3         0.0          0.2         1.2       0.0     0.0        1.3         1.5          1.3           17900.9           None        None         None
  Dec. 19       1.4         0.0          0.2         1.2       0.0     0.0        1.4         1.6          1.3           17898.3           None        None         None
  Dec. 18       1.7         0.0          0.2         1.5       0.0     0.0        1.7         1.5          1.3           17895.5           None        None         None
  Dec. 17       1.5         0.0          0.2         1.4       0.0     0.0        1.5         1.4          1.2           17892.1           None        None         None
  Dec. 16       1.3         0.0          0.2         1.2       0.0     0.0        1.3         1.2          1.2           17889.1           None        None         None
  Dec. 15       1.9         0.0          0.2         1.7       0.0     0.0        1.9         1.2          1.2           17886.4           None        None         None
  Dec. 14       1.0         0.0          0.1         0.9       0.0     0.0        1.0         1.0          1.1           17882.6           None        None         None
  Dec. 13       1.2         0.0          0.2         1.0       0.0     0.0        1.2         1.0          1.1           17880.7           None        None         None
  Dec. 12       0.7         0.0          0.1         0.6       0.0     0.0        0.7         1.1          1.1           17878.4           None        None         None
  Dec. 11       1.1         0.0          0.1         0.9       0.0     0.0        1.1         1.3          1.2           17877.1           None        None         None
  Dec. 10       1.1         0.0          0.1         0.9       0.0     0.0        1.1         1.2          1.3           17875.0           None        None         None
  Dec.  9       1.2         0.0          0.1         1.1       0.0     0.0        1.2         1.2          1.3           17872.9           None        None         None
  Dec.  8       1.5         0.0          0.2         1.4       0.0     0.1        1.4         1.2          1.3           17870.4           None        None         None
  Dec.  7       1.6         0.0          0.2         1.4       0.0     0.0        1.6         1.2          1.3           17867.6           None        None         None
  Dec.  6       0.9         0.0          0.1         0.8       0.0     0.0        0.9         1.2          1.3           17864.5           None        None         None
  Dec.  5       0.9         0.0          0.1         0.8       0.0     0.0        0.9         1.3          1.4           17862.7           None        None         None
  Dec.  4       1.2         0.0          0.1         1.1       0.0     0.0        1.2         1.5          1.5           17861.0           None        None         None
  Dec.  3       1.5         0.0          0.2         1.3       0.0     0.0        1.5         1.4          1.5           17858.5           None        None         None
  Dec.  2       1.7         0.0          0.2         1.5       0.0     0.0        1.7         1.3          1.5           17855.6           None        None         None
  Dec.  1       1.5         0.0          0.2         1.3       0.0     0.0        1.5         1.4          1.7           17852.3           None        None         None
  Nov. 30       1.5         0.0          0.2         1.3       0.0     0.0        1.5         1.5          1.9           17849.4           None        None         None
  Nov. 29       1.2         0.0          0.1         1.1       0.0     0.0        1.2         1.4          2.0           17846.5           None        None         None
  Nov. 28       0.9         0.0          0.1         0.9       0.0     0.0        0.9         1.6          2.2           17844.2           None        None         None
  Nov. 27       1.8         0.0          0.2         1.6       0.0     0.0        1.8         1.7          2.5           17842.3           None        None         None
  Nov. 26       2.1         0.0          0.2         1.8       0.0     0.0        2.1         2.1          2.8           17838.7           None        None         None
  Nov. 25       1.2         0.0          0.1         1.1       0.0     0.0        1.2         2.3          3.0           17834.7           None        None         None
  Nov. 24       1.7         0.0          0.2         1.6       0.0     0.0        1.7         2.6          3.2           17832.2           None        None         None
  Nov. 23       1.8         0.0          0.2         1.6       0.0     0.0        1.8         2.9          3.1           17828.8           None        None         None
  Nov. 22       3.5         0.0          0.3         3.1       0.0     0.0        3.5         3.3         -9.5           17825.2           None        None         None
  Nov. 21       3.3         0.0          1.4         1.8       0.0     0.0        3.3         3.5        -14.9           17818.3           None        None         None
  Nov. 20       2.8         0.0          1.4         1.4       0.0     0.0        2.8         3.7        -16.2           17811.8           None        None         None
  Nov. 19       3.0         0.0          1.4         1.5       0.0     0.0        3.0         3.7        -16.0           17806.3           None        None         None
  Nov. 18       3.9         0.0          2.1         1.8       0.0     0.0        3.9         3.3        -15.7           17800.4           None        None         None
  Nov. 17       4.7         0.0          2.5         2.2       0.0     0.0        4.7       -22.2        -15.7           17792.7           None        None         None
  Nov. 16       4.1         0.0          2.1         2.0       0.0     0.0        4.1       -33.3        -15.7           17783.3           None        None         None
  Nov. 15       2.8         0.0          1.4         1.4       0.0     0.0        2.8       -36.0        -15.5           17775.3           None        None         None
  Nov. 14       1.2         0.0          0.4         0.8       0.0     0.0        1.2       -35.6        -15.2           17769.7           None        None         None
  Nov. 13       0.3         0.0          0.0         0.3       0.0   124.3     -124.0       -34.8        -14.8           17767.3           None        None         None
  Nov. 12       0.2         0.0          0.0         0.2       0.0    50.9      -50.7        -9.1         -1.6           18012.9           None        None         None
  Nov. 11       2.7         0.0          1.4         1.4       0.0    12.2       -9.4         2.0          4.3           18113.3           None        None         None
  Nov. 10       5.2         0.0          2.5         2.6       0.0     0.4        4.8         5.1          5.9           18132.0           None        None         None
  Nov.  9       5.6         0.0          3.1         2.4       0.0     0.0        5.6         5.2          6.2           18122.6           None        None         None
  Nov.  8       4.5         0.0          2.4         2.1       0.0     0.0        4.5         5.1          6.3           18111.6           None        None         None
  Nov.  7       4.4         0.0          2.4         2.1       0.0     0.0        4.4         5.9          7.0           18102.6           None        None         None
  Nov.  6       6.2         0.0          3.5         2.8       0.0     0.0        6.2         6.7          7.4           18093.8           None        None         None
  Nov.  5       5.1         0.0          2.8         2.4       0.0     0.0        5.1         6.8          7.5           18081.5           None        None         None
  Nov.  4       5.4         0.0          3.1         2.4       0.0     0.0        5.4         7.3          7.6           18071.3           None        None         None
  Nov.  3       8.3         0.0          4.8         3.5       0.0     0.0        8.3         7.4          7.7           18060.6           None        None         None
  Nov.  2       8.4         0.0          4.8         3.6       0.0     0.0        8.4         8.2          7.9           18044.2           None        None         None
  Nov.  1       6.7         0.0          3.8         2.9       0.0     0.0        6.7         8.1          8.4           18027.6           None        None         None
  Oct. 31       7.6         0.0          4.4         3.1       0.0     0.0        7.6         8.2          8.7           18014.4           None        None         None
  Oct. 30       6.2         0.0          3.5         2.7       0.0     0.0        6.2         8.0          9.0           17999.4           None        None         None
  Oct. 29      12.1         0.0          7.5         4.6       0.0     0.0       12.1         8.1         10.1           17987.2           None        None         None
  Oct. 28       7.7         0.0          4.8         3.0       0.0     0.0        7.7         7.6         10.7           17963.2           None        None         None
  Oct. 27       7.2         0.0          4.5         2.7       0.0     0.0        7.2         8.7         11.6           17947.8           None        None         None
  Oct. 26       6.9         0.0          4.5         2.4       0.0     0.0        6.9         9.2         12.6           17933.6           None        None         None
  Oct. 25       6.3         0.0          3.8         2.5       0.0     0.0        6.3        10.0         13.6           17919.9           None        None         None
  Oct. 24       9.9         0.0          6.3         3.6       0.0     0.0        9.9        12.2         14.9           17907.4           None        None         None
  Oct. 23      13.1         0.0          8.7         4.4       0.0     0.0       13.1        13.7         15.6           17887.7           None        None         None
  Oct. 22       9.9         0.0          6.4         3.5       0.0     0.0        9.9        14.4         16.7           17861.7           None        None         None
  Oct. 21      10.9         0.0          7.4         3.5       0.0     0.0       10.9        15.9         17.4           17842.1           None        None         None
  Oct. 20      17.1         5.4          8.0         3.7       0.0     0.0       17.1        17.2         18.2           17820.5           None        None         None
  Oct. 19      17.7         5.4          8.8         3.5       0.0     0.0       17.7        17.5         18.0           17786.6           None        None         None
  Oct. 18      16.7         4.9          8.4         3.4       0.0     0.0       16.7        17.4         18.1           17751.7           None        None         None
  Oct. 17      17.1         4.9          8.8         3.4       0.0     0.0       17.1        18.9         16.7           17718.7           None        None         None
  Oct. 16      17.4         5.1          8.8         3.5       0.0     0.0       17.4        18.8         -3.0           17684.9           None        None         None
  Oct. 15      18.7         5.4          9.7         3.6       0.0     0.0       18.7        19.3         -2.7           17650.4           None        None         None
  Oct. 14      17.1         4.9          8.9         3.3       0.0     0.0       17.1        18.5         -1.8           17613.3           None        None         None
  Oct. 13      24.3         6.6         13.4         4.3       0.0     0.0       24.3        18.9         -7.4           17579.5           None        None         None
  Oct. 12      16.6         4.6          8.9         3.1       0.0     0.0       16.6        14.4        -18.8           17531.4           None        None         None
  Oct. 11      19.8         5.5         10.7         3.6       0.0     0.0       19.8       -24.9        -17.4           17498.5           None        None         None
  Oct. 10      14.8         3.9          8.5         2.4       0.0     0.2       14.6       -24.7        -16.9           17459.3           None        None         None
  Oct.  9      19.0         5.1         10.5         3.4       0.0     0.0       19.0       -22.0        -14.4           17430.4           None        None         None
  Oct.  8       2.1         0.6          1.2         0.3       0.0     0.0        2.1       -33.7        -13.5           17392.8           None        None         None
  Oct.  7       9.2         2.7          4.7         1.9       0.0   189.1     -179.9       -52.0        -10.8           17388.7           None        None         None
  Oct.  6      20.9         5.6         11.7         3.6       0.0     0.0       20.9        -9.9          9.8           17744.8           None        None         None
  Oct.  5      27.8         7.1         16.3         4.4       0.0     0.0       27.8        -9.1         10.8           17703.4           None        None         None
  Oct.  4      12.5         3.1          7.6         1.8       0.0    51.9      -39.4        -6.8         10.1           17648.4           None        None         None
  Oct.  3      15.9         4.0          9.5         2.4       0.0   105.2      -89.3         6.8         16.5           17726.4           None        None         None
  Oct.  2      30.6         7.8         18.0         4.8       0.0     0.0       30.6        30.4         28.5           17903.1           None        None         None
  Oct.  1      25.7         6.5         15.1         4.0       0.0     0.8       24.8        29.5         28.5           17842.5           None        None         None
  Sep. 30      39.3         9.7         23.8         5.7       0.0     0.0       39.3        30.7         30.1           17793.3           None        None         None
  Sep. 29      28.5         7.4         16.5         4.6       0.0     0.0       28.5        27.0         23.4           17715.6           None        None         None
  Sep. 28      28.9         7.3         17.3         4.3       0.0     0.0       28.9        26.3         24.9           17659.2           None        None         None
  Sep. 27      26.0         6.6         15.4         4.0       0.0     0.0       26.0        26.6         26.8           17602.1           None        None         None
  Sep. 26      30.7         7.8         18.4         4.5       0.0     0.0       30.7        27.6         29.5           17550.5           None        None         None
  Sep. 25      20.9         5.3         12.5         3.1       0.0     0.0       20.9        29.6         31.7           17489.7           None        None         None
  Sep. 24      24.9         6.3         14.7         3.8       0.0     0.0       24.9        19.9         34.7           17448.3           None        None         None
  Sep. 23      30.6         7.7         18.5         4.4       0.0     0.0       30.6        23.5         36.8           17399.1           None        None         None
  Sep. 22      30.7         7.6         18.7         4.3       0.0     0.0       30.7        26.9         38.9           17338.5           None        None         None
  Sep. 21      40.8         9.7         25.9         5.2       0.0     0.0       40.8        31.4         39.5           17277.7           None        None         None
  Sep. 20      43.3        10.0         27.8         5.5       0.0    71.0      -27.6        33.8         38.9           17196.8           None        None         None
  Sep. 19      42.8         9.8         27.7         5.2       0.0     0.0       42.8        49.6         35.8           17251.6           None        None         None
  Sep. 18      47.9        10.7         31.4         5.8       0.0     0.0       47.9        50.2         31.8           17166.9           None        None         None
  Sep. 17      53.1        11.9         34.9         6.3       0.0     0.0       53.1        50.9         29.4           17072.0           None        None         None
  Sep. 16      53.1        11.8         35.0         6.3       0.0     0.0       53.1        47.7         26.9           16966.9           None        None         None
  Sep. 15      51.0        11.1         34.0         5.9       0.0     0.0       51.0        44.0         19.6           16861.8           None        None         None
  Sep. 14      45.7        10.0         30.6         5.1       0.0     0.0       45.7        22.0         14.6           16760.8           None        None         None
  Sep. 13      51.3        11.1         34.5         5.7       0.0     0.0       51.3        13.5         13.8           16670.2           None        None         None
  Sep. 12      37.2         7.9         25.1         4.1       0.0     0.0       37.2         8.0         13.2           16568.6           None        None         None
  Sep. 11      34.7         7.2         23.5         4.0       0.0     0.0       34.7         6.1         13.9           16495.0           None        None         None
  Sep. 10      22.0         4.6         14.8         2.6       0.0    80.7      -58.7        -4.7         15.3           16426.3           None        None         None
  Sep.  9      24.4         5.1         16.5         2.7       0.0    21.2        3.1         7.1         25.9           16542.6           None        None         None
  Sep.  8      39.9         8.2         27.4         4.3       0.0    16.1       23.9        14.1         28.3           16536.3           None        None         None
  Sep.  7      36.2         7.4         25.1         3.8       0.0     8.7       27.6        18.4         29.1           16489.1           None        None         None
  Sep.  6      36.3         7.7         24.9         3.7       0.0    55.5      -19.3        21.8         29.9           16434.5           None        None         None
  Sep.  5      31.8         6.3         22.3         3.2       0.0    31.7        0.1        35.3         36.0           16472.7           None        None         None
  Sep.  4      39.5         7.9         27.6         3.9       0.0     1.3       38.1        44.7         40.9           16472.5           None        None         None
  Sep.  3      45.8         9.1         32.1         4.5       0.0     0.4       45.4        42.6         40.5           16397.1           None        None         None
  Sep.  2      44.6         8.9         31.4         4.3       0.0     0.0       44.6        39.7         41.6           16307.2           None        None         None
  Sep.  1      48.1         9.6         33.9         4.5       0.0     0.0       48.1        37.9         42.7           16218.8           None        None         None
  Aug. 31      47.5         9.3         33.6         4.5       0.0     0.0       47.5        36.7         44.0           16123.7           None        None         None
  Aug. 30      38.6         7.3         27.7         3.5       0.0    11.1       27.5        37.1         44.1           16029.7           None        None         None
  Aug. 29      31.0         6.6         21.6         2.8       0.0     0.0       31.0        38.4         47.7           15975.3           None        None         None
  Aug. 28      39.8         7.8         28.3         3.6       0.0     4.2       35.6        43.4         49.2           15913.9           None        None         None
  Aug. 27      42.1         8.1         30.2         3.8       0.0     0.2       41.9        47.4         51.0           15843.3           None        None         None
  Aug. 26      54.4        10.7         38.9         4.8       0.0     5.0       49.4        51.3         51.4           15760.4           None        None         None
  Aug. 25      39.6         7.5         28.6         3.5       0.0     5.3       34.3        51.1         49.4           15662.6           None        None         None
  Aug. 24      56.5        10.7         40.9         4.8       0.0     0.7       55.8        56.9         48.1           15594.7           None        None         None
  Aug. 23      55.5        10.7         40.1         4.7       0.0     0.0       55.5        55.0         47.1           15484.2           None        None         None
  Aug. 22      61.6        11.8         44.6         5.2       0.0     0.1       61.5        54.6         47.9           15374.3           None        None         None
  Aug. 21      64.4        12.5         46.5         5.4       0.0    16.2       48.3        51.5         46.5           15252.5           None        None         None
  Aug. 20      63.3        12.4         45.6         5.3       0.0     0.0       63.3        47.7         48.3           15156.9           None        None         None
  Aug. 19      47.4         8.9         34.6         3.9       0.0     1.2       46.2        39.3         50.2           15031.6           None        None         None
  Aug. 18      54.1        10.2         39.5         4.4       0.0     0.3       53.7        39.3         48.9           14940.1           None        None         None
  Aug. 17      49.7         9.7         36.0         4.0       0.0     3.5       46.2        41.2         49.9           14833.8           None        None         None
  Aug. 16      42.3         7.6         31.4         3.3       0.0    13.2       29.1        41.5         52.2           14742.3           None        None         None
  Aug. 15      48.9         9.0         36.0         3.9       0.0    27.6       21.4        48.9         56.1           14684.7           None        None         None
  Aug. 14      50.4         9.8         36.7         4.0       0.0     4.4       46.1        61.0         59.9           14642.4           None        None         None
  Aug. 13      66.8        13.0         48.5         5.3       0.0     3.6       63.2        58.6         62.4           14551.2           None        None         None
  Aug. 12      48.1         9.3         35.0         3.8       0.0     0.4       47.7        58.7         60.7           14426.1           None        None         None
  Aug. 11      71.4        14.3         51.5         5.7       0.0     5.4       66.1        62.9         62.7           14331.8           None        None         None
  Aug. 10      84.5        17.4         60.2         6.8       0.0     2.5       82.0        63.3         63.0           14201.0           None        None         None
  Aug.  9      74.3        14.9         53.6         5.9       0.0    40.4       34.0        58.7         61.0           14038.6           None        None         None
  Aug.  8      64.4        13.2         46.1         5.1       0.0     0.7       63.7        66.1         60.8           13971.3           None        None         None
  Aug.  7      71.4        14.4         51.3         5.6       0.0     2.7       68.7        62.7         61.2           13845.2           None        None         None
  Aug.  6      75.0        15.4         53.7         5.8       0.0     6.9       68.1        62.5         62.8           13709.2           None        None         None
  Aug.  5      72.8        14.8         52.2         5.7       0.0    13.6       59.2        62.8         63.1           13574.5           None        None         None
  Aug.  4      71.0        14.7         50.6         5.6       0.0     0.0       71.0        63.2         56.5           13457.2           None        None         None
  Aug.  3      46.7         9.5         33.6         3.6       0.0     0.0       46.7        55.4         56.9           13316.6           None        None         None
  Aug.  2      80.6        16.9         57.3         6.4       0.0    13.0       67.6        59.8         59.9           13224.2           None        None         None
  Aug.  1      69.5        14.5         49.5         5.5       0.0     0.0       69.5        63.0         61.0           13090.3           None        None         None
  July 31      61.1        12.5         44.0         4.7       0.0     0.0       61.1        63.3         61.5           12952.7           None        None         None
  July 30      58.7        12.0         42.2         4.6       0.0    26.7       32.0        49.8         62.0           12831.7           None        None         None
  July 29      68.5        14.1         49.1         5.3       0.0     0.0       68.5        58.4         61.3           12768.3           None        None         None
  July 28      83.8        18.2         59.0         6.6       0.0     0.0       83.8        60.1         61.9           12632.6           None        None         None
  July 27      71.1        15.0         50.4         5.6       0.0     0.0       71.1        59.0         61.0           12466.7           None        None         None
  July 26      66.1        13.9         47.0         5.2       0.0    72.4       -6.3        59.7         60.4           12326.0           None        None         None
  July 25      75.1        15.9         53.3         5.9       0.0     0.0       75.1        74.2         69.6           12338.5           None        None         None
