             ET TOOLBOX REACH SUMMARY

      Summary for: URGWOM Reach 8 (San Marcial to Elephant Butte)     

      Vegetation classification: MRGCD Ag. & IkonUSu Rip. (MRIU) (Except open water)

      ET TOOLBOX classes (ag. + rip. + open water + urb.):    14349.6 acres

          (Daily URGWOM Water Use = Daily Consumptive Use Total - Rain)

          * = Some or all water use from forecast weather data

"      Note:  Final values are subject to change with updated weather data, which could occur multiple times during periods of local "
             weather station data feed instability.

             --------------- Daily Consumptive Use ---------------    Daily    ----- Daily URGWOM Water Use ----    Total URGWOM Water
    2015   F  Total   Agriculture    Riparian   Open Water   Urban  Eff. Rain   Total    5-Day Avg.  10-Day Avg.    Use To-Date Since
" Month Day M   CFS         CFS          CFS         CFS       CFS      CFS       CFS         CFS          CFS       Jan.  1, 2015 AC-FT"
 ----- --- - ------   -----------    --------   ----------   ------   -----    -------   ----------  -----------    -------------------
  May   2  *  210.1         0.0         51.5       158.6       0.0    44.5      165.6       186.8        151.6           20098.7
  May   1  *  224.8         0.0         51.5       173.3       0.0     0.0      224.8       180.5        153.0           19770.9
  Apr. 30  *  206.5         0.0         48.2       158.3       0.0     0.0      206.5       142.2        148.9           19325.8
  Apr. 29  *  183.4         0.0         44.8       138.6       0.0     0.0      183.4       136.0        144.8           18916.9
  Apr. 28  *  153.8         0.0         35.2       118.5       0.0     0.0      153.8       123.4        142.9           18553.8
  Apr. 27  *  137.3         0.0         28.8       108.4       0.0     3.3      134.0       116.4        144.7           18249.3
  Apr. 26  *  117.9         0.0         28.8        89.0       0.0    84.3       33.5       125.6        146.5           17984.0
  Apr. 25  *  175.2         0.0         41.8       133.4       0.0     0.0      175.2       155.5        156.7           17917.6
  Apr. 24  *  163.9         0.0         40.3       123.6       0.0    43.1      120.7       153.7        156.5           17570.7
  Apr. 23  *  165.4         0.0         41.8       123.6       0.0    47.0      118.5       162.4        153.6           17331.7
  Apr. 22  *  179.9         0.0         41.8       138.1       0.0     0.0      179.9       172.9        149.2           17097.1
  Apr. 21  *  183.1         0.0         44.9       138.2       0.0     0.0      183.1       167.4        142.3           16740.9
  Apr. 20  *  179.7         0.0         41.8       137.9       0.0    13.4      166.3       157.9        142.7           16378.3
  Apr. 19  *  178.0         0.0         40.3       137.8       0.0    13.9      164.2       159.2        144.3           16049.0
  Apr. 18  *  171.2         0.0         38.5       132.7       0.0     0.0      171.2       144.8        144.1           15723.9
  Apr. 17  *  153.4         0.0         35.4       118.0       0.0     1.1      152.3       125.5        143.7           15384.9
  Apr. 16  *  135.5         0.0         32.2       103.3       0.0     0.0      135.5       117.2        146.7           15083.4
  Apr. 15  *  173.0         0.0         40.3       132.7       0.0     0.0      173.0       127.6        151.4           14815.1
  Apr. 14  *  156.7         0.0         38.7       118.1       0.0    64.7       92.0       129.3        151.2           14472.6
  Apr. 13  *  109.6         0.0         30.6        79.0       0.0    35.0       74.6       143.3        156.3           14290.4
  Apr. 12  *  130.6         0.0         36.9        93.7       0.0    19.5      111.2       161.8        164.4           14142.8
  Apr. 11  *  187.0         0.0         44.9       142.1       0.0     0.0      187.0       176.2        169.9           13922.7
  Apr. 10  *  181.9         0.0         40.3       141.6       0.0     0.0      181.9       175.3        168.8           13552.3
  Apr.  9  *  162.1         0.0         35.4       126.7       0.0     0.0      162.1       173.0        166.5           13192.2
  Apr.  8  *  167.0         0.0         40.3       126.8       0.0     0.0      167.0       169.2        164.8           12871.3
  Apr.  7  *  182.9         0.0         41.9       140.9       0.0     0.0      182.9       166.9        164.9           12540.6
  Apr.  6  *  182.5         0.0         41.9       140.5       0.0     0.0      182.5       163.6        163.8           12178.5
  Apr.  5  *  170.7         0.0         40.3       130.5       0.0     0.0      170.7       162.3        161.1           11817.2
  Apr.  4  *  143.1         0.0         36.9       106.2       0.0     0.0      143.1       160.0        155.1           11479.2
  Apr.  3  *  155.3         0.0         35.4       119.9       0.0     0.0      155.3       160.3        154.0           11195.8
  Apr.  2  *  166.5         0.0         37.2       129.3       0.0     0.0      166.5       163.0        152.8           10888.4
  Apr.  1  *  176.1         0.0         42.0       134.1       0.0     0.0      176.1       164.0        150.9           10558.7
  Mar. 31  *  159.8         0.0         35.7       124.1       0.0     0.6      159.1       159.8        147.2           10210.0
  Mar. 30  *  153.1         0.0         34.1       119.0       0.0     8.5      144.7       150.1        142.1            9894.9
  Mar. 29  *  168.5         0.0         35.8       132.7       0.0     0.0      168.5       147.6        133.8            9608.5
  Mar. 28  *  171.3         0.0         34.4       137.0       0.0     0.0      171.3       142.6        108.8            9274.8
  Mar. 27  *  155.4         0.0         32.7       122.6       0.0     0.0      155.4       137.8         95.7            8935.5
  Mar. 26  *  110.6         0.0         21.4        89.2       0.0     0.0      110.6       134.6         86.6            8627.9
  Mar. 25  *  132.3         0.0         24.7       107.6       0.0     0.0      132.3       134.2         86.7            8408.9
  Mar. 24  *  143.2         0.0         26.5       116.7       0.0     0.0      143.2       120.0         84.2            8147.0
  Mar. 23  *  147.4         0.0         26.5       121.0       0.0     0.0      147.4        75.0         79.2            7863.5
  Mar. 22  *  139.5         0.0         23.4       116.2       0.0     0.0      139.5        53.7         71.6            7571.5
  Mar. 21  *  108.5         0.0         20.1        88.4       0.0     0.2      108.3        38.6         67.6            7295.2
  Mar. 20  *  106.6         0.0         18.4        88.2       0.0    45.1       61.5        39.2         66.9            7080.8
  Mar. 19  *   92.2         0.0         13.5        78.6       0.0   173.7      -81.6        48.5         69.7            6959.1
  Mar. 18  *   91.2         0.0         16.9        74.3       0.0    50.5       40.7        83.3         85.1            7120.7
  Mar. 17  *   96.1         0.0         17.1        79.0       0.0    32.0       64.1        89.6         89.7            7040.1
  Mar. 16  *  111.3         0.0         18.7        92.6       0.0     0.0      111.3        96.6         92.0            6913.2
  Mar. 15  *  108.0         0.0         15.7        92.4       0.0     0.0      108.0        94.7         88.9            6692.9
  Mar. 14  *   92.5         0.0         14.0        78.6       0.0     0.2       92.4        90.9         83.2            6479.0
  Mar. 13  *   92.4         0.0         14.0        78.5       0.0    20.1       72.4        86.9         79.2            6296.2
  Mar. 12  *   99.7         0.0         12.4        87.3       0.0     0.6       99.1        89.8         73.4            6152.9
  Mar. 11  *  101.6         0.0         14.2        87.4       0.0     0.0      101.6        87.3         71.1            5956.6
  Mar. 10  *   88.9         0.0         10.9        78.0       0.0     0.0       88.9        83.1         68.8            5755.5
  Mar.  9  *   82.4         0.0          9.2        73.2       0.0    10.1       72.3        75.5         67.1            5579.5
  Mar.  8  *   87.2         0.0          9.4        77.7       0.0     0.0       87.2        71.6         65.7            5436.2
  Mar.  7  *   86.6         0.0          9.2        77.4       0.0     0.2       86.4        57.0         52.2            5263.6
  Mar.  6  *   80.4         0.0          7.6        72.8       0.0     0.0       80.4        54.9         50.9            5092.5
  Mar.  5  *   51.3         0.0          5.7        45.6       0.0     0.0       51.3        54.5         45.6            4933.3
  Mar.  4  *   64.8         0.0          5.8        59.0       0.0    12.2       52.6        58.8         40.5            4831.8
  Mar.  3  *   65.1         0.0          6.0        59.1       0.0    50.6       14.5        59.8         36.6            4727.6
  Mar.  2  *   75.8         0.0          7.7        68.0       0.0     0.0       75.8        47.4         43.9            4699.0
  Mar.  1  *   78.4         0.0          6.1        72.2       0.0     0.0       78.4        46.9         44.9            4549.0
  Feb. 28  *   73.6         0.0          6.0        67.6       0.0     1.1       72.5        36.7         45.7            4393.8
  Feb. 27  *   62.5         0.0          4.1        58.4       0.0     4.4       58.1        22.2         45.7            4250.1
  Feb. 26  *   58.0         0.0          4.1        53.8       0.0   105.9      -47.9        13.4         45.7            4135.1
  Feb. 25  *   73.2         0.0          6.0        67.2       0.0     0.0       73.2        40.3         55.4            4229.9
  Feb. 24  *   70.9         0.0          4.1        66.8       0.0    43.2       27.6        42.9         53.9            4085.0
  Feb. 23  *   57.6         0.0          4.1        53.5       0.0    57.5        0.1        54.7         58.3            4030.3
  Feb. 22  *   68.4         0.0          1.6        66.7       0.0    54.3       14.1        69.1         65.0            4030.0
  Feb. 21  *   86.6         0.0          2.2        84.4       0.0     0.0       86.6        78.0         69.0            4002.2
  Feb. 20  *   86.3         0.0          2.1        84.1       0.0     0.0       86.3        70.5         65.7            3830.6
  Feb. 19  *   86.3         0.0          2.2        84.1       0.0     0.0       86.3        64.8         64.2            3659.8
  Feb. 18  *   72.3         0.0          1.8        70.5       0.0     0.0       72.3        62.0         62.7            3489.0
  Feb. 17  *   58.6         0.0          1.4        57.2       0.0     0.0       58.6        61.0         62.6            3345.9
  Feb. 16  *   71.8         0.0          1.6        70.2       0.0    22.8       49.0        60.0         63.8            3229.8
  Feb. 15  *   76.4         0.0          1.9        74.5       0.0    18.4       58.0        60.8         65.5            3132.9
  Feb. 14  *   71.9         0.0          1.9        70.0       0.0    -0.0       71.9        63.6         65.5            3018.1
  Feb. 13  *   67.3         0.0          1.8        65.5       0.0    -0.0       67.3        63.4         64.9            2875.6
  Feb. 12  *   53.8         0.0          1.4        52.3       0.0     0.0       53.8        64.2         63.5            2742.4
  Feb. 11  *   53.5         0.0          1.3        52.2       0.0     0.3       53.2        67.6         63.3            2636.0
  Feb. 10  *   71.8         0.0          2.1        69.7       0.0     0.0       71.8        70.3         62.4            2530.7
  Feb.  9  *   71.2         0.0          1.9        69.4       0.0    -0.0       71.2        67.4         53.8            2388.6
  Feb.  8  *   70.9         0.0          1.8        69.1       0.0    -0.0       70.9        66.4         43.8            2247.5
  Feb.  7  *   71.0         0.0          1.9        69.1       0.0    -0.0       71.0        62.8         38.3            2107.2
  Feb.  6  *   66.4         0.0          1.8        64.7       0.0     0.0       66.4        59.1         36.9            1966.7
  Feb.  5  *   57.7         0.0          1.6        56.0       0.0     0.0       57.7        54.5         35.4            1835.2
  Feb.  4  *   65.9         0.0          1.6        64.3       0.0     0.0       65.9        40.1         34.8            1721.0
  Feb.  3  *   52.8         0.0          1.4        51.4       0.0     0.0       52.8        21.2         32.6            1590.4
  Feb.  2  *   52.5         0.0          1.3        51.2       0.0     0.0       52.5        13.9         31.2            1485.8
  Feb.  1  *   43.6         0.0          1.1        42.6       0.0     0.0       43.6        14.7         28.9            1381.8
  Jan. 31  *   30.5         0.0          0.7        29.8       0.0    45.0      -14.5        16.4         25.4            1295.4
  Jan. 30  *   26.3         0.0          0.7        25.5       0.0    54.6      -28.3        29.6         16.6            1324.0
  Jan. 29  *   43.4         0.0          1.1        42.3       0.0    27.2       16.1        43.9         24.6            1380.0
  Jan. 28  *   56.3         0.0          1.4        54.9       0.0     0.0       56.3        48.4         28.0            1348.1
  Jan. 27  *   52.1         0.0          1.4        50.7       0.0     0.0       52.1        43.2         26.7            1236.6
  Jan. 26  *   51.8         0.0          1.3        50.5       0.0     0.0       51.8        34.4         25.8            1133.5
  Jan. 25  *   43.4         0.0          1.3        42.1       0.0     0.0       43.4         3.6         24.4            1031.0
  Jan. 24  *   38.6         0.0          0.9        37.7       0.0     0.0       38.6         5.2         23.9             945.0
  Jan. 23  *   30.0         0.0          0.7        29.3       0.0     0.0       30.0         7.7         18.6             868.5
  Jan. 22  *   17.1         0.0          0.4        16.7       0.0     8.7        8.4        10.2         17.1             809.1
  Jan. 21  *   38.6         0.0          0.9        37.6       0.0   141.0     -102.4        17.1         11.4             792.5
  Jan. 20  *   51.3         0.0          1.3        50.0       0.0     0.0       51.3        45.3         25.8             995.4
  Jan. 19  *   51.1         0.0          1.3        49.8       0.0    -0.0       51.1        42.6         23.6             893.8
  Jan. 18  *   42.9         0.0          1.3        41.6       0.0     0.0       42.9        29.5         21.0             792.7
  Jan. 17  *   42.8         0.0          1.3        41.5       0.0    -0.0       42.8        24.1         19.6             707.8
  Jan. 16  *   38.2         0.0          1.1        37.2       0.0     0.0       38.2         5.7         18.2             623.1
  Jan. 15  *   38.0         0.0          0.9        37.0       0.0     0.0       38.0         6.4         17.2             547.4
  Jan. 14  *   17.2         0.0          0.6        16.6       0.0    31.8      -14.6         4.6         15.9             472.2
  Jan. 13  *   25.1         0.0          0.6        24.5       0.0     9.3       15.9        12.5         18.4             501.0
  Jan. 12  *   37.2         0.0          0.7        36.5       0.0    86.4      -49.1        15.1         19.6             469.6
  Jan. 11  *   41.6         0.0          1.1        40.6       0.0     0.0       41.6        30.7         27.0             566.9
  Jan. 10  *   29.1         0.0          0.7        28.3       0.0    -0.0       29.1        28.1         24.5             484.5
  Jan.  9  *   24.9         0.0          0.6        24.2       0.0     0.0       24.9        27.3         21.6             426.9
  Jan.  8  *   29.0         0.0          0.7        28.2       0.0    -0.0       29.0        24.3         19.1             377.7
  Jan.  7  *   28.7         0.0          0.6        28.1       0.0     0.0       28.7        24.2         16.2             320.3
  Jan.  6  *   28.9         0.0          0.7        28.1       0.0     0.0       28.9        23.4         13.3             263.4
  Jan.  5  *   24.9         0.0          0.7        24.2       0.0     0.0       24.9        20.8         10.4             206.3
  Jan.  4  *   28.6         0.0          0.6        27.9       0.0    18.6       10.0        15.9          7.9             157.0
  Jan.  3  *   28.5         0.0          0.6        27.8       0.0     0.0       28.5        13.9          6.9             137.2
  Jan.  2  *   24.5         0.0          0.6        23.9       0.0     0.0       24.5         8.2          4.1              80.8
  Jan.  1  *   16.3         0.0          0.4        15.9       0.0     0.0       16.3         3.3          1.6              32.3

 Irrigated Ag acreage =       0.0
                 Riparian acreage =   3778.3
                           Open Water acreage =  10571.3 (daily variable)
                                          Urban acreage =      0.0
                                               Total (ag. + rip. + open water + urb.) =    14349.6 acres
 Fallow acreage =      0.0
 Idle acreage =        0.0

