             ET TOOLBOX REACH SUMMARY

      Summary for: URGWOM Reach 8 (San Marcial to Elephant Butte)     

      Vegetation classification: MRGCD Ag. & IkonUSu Rip. (MRIU) (Except open water)

      ET TOOLBOX classes (ag. + rip. + open water + urb.):     9026.1 acres

          (Daily URGWOM Water Use = Daily Consumptive Use Total - Rain)

          * = Some or all water use from forecast weather data

"      Note:  Final values are subject to change with updated weather data, which could occur multiple times during periods of local "
             weather station data feed instability.

             --------------- Daily Consumptive Use ---------------    Daily    ----- Daily URGWOM Water Use ----    Total URGWOM Water
    2018   F  Total   Agriculture    Riparian   Open Water   Urban  Eff. Rain   Total    5-Day Avg.  10-Day Avg.    Use To-Date Since
" Month Day M   CFS         CFS          CFS         CFS       CFS      CFS       CFS         CFS          CFS       Jan.  1, 2018 AC-FT"
 ----- --- - ------   -----------    --------   ----------   ------   -----    -------   ----------  -----------    -------------------
  May  15  *  218.6         0.0         51.6       167.0       0.0     0.0      218.6       221.0        230.3           31616.1
  May  14  *  220.0         0.0         52.7       167.3       0.0     0.0      220.0       228.8        228.8           31183.3
  May  13  *  214.0         0.0         51.3       162.7       0.0     0.0      214.0       235.4        225.2           30747.6
  May  12  *  219.3         0.0         51.6       167.7       0.0     0.0      219.3       240.9        219.8           30323.8
  May  11  *  233.2         0.0         55.4       177.8       0.0     0.0      233.2       242.0        209.8           29889.6
  May  10  *  257.3         0.0         59.9       197.4       0.0     0.0      257.3       239.6        204.3           29427.8
  May   9  *  252.9         0.0         59.9       193.1       0.0     0.0      252.9       228.9        198.3           28918.4
  May   8  *  241.5         0.0         57.6       183.9       0.0     0.0      241.5       215.0        194.7           28417.6
  May   7  *  226.4         0.0         51.7       174.7       0.0     1.4      225.0       198.8        188.7           27939.4
  May   6  *  221.5         0.0         51.2       170.3       0.0     0.0      221.5       177.6        183.6           27493.9
  May   5  *  203.3         0.0         47.1       156.2       0.0     0.0      203.3       169.0        182.2           27055.3
  May   4  *  183.6         0.0         41.7       141.9       0.0     0.0      183.6       167.7        178.1           26652.8
  May   3  *  165.8         0.0         38.2       127.6       0.0     5.3      160.5       174.5        180.6           26289.3
  May   2  *  140.0         0.0         31.6       108.3       0.0    20.9      119.0       178.5        184.5           25971.5
  May   1  *  178.4         0.0         40.0       138.3       0.0     0.0      178.4       189.6        190.8           25735.8
  Apr. 30  *  197.1         0.0         43.4       153.7       0.0     0.0      197.1       195.4        191.1           25382.7
  Apr. 29  *  217.4         0.0         48.3       169.1       0.0     0.0      217.4       188.5        186.2           24992.5
  Apr. 28  *  198.1         0.0         43.4       154.7       0.0    17.2      180.8       186.8        182.7           24562.0
  Apr. 27  *  174.4         0.0         39.2       135.2       0.0     0.0      174.4       190.4        182.2           24204.0
  Apr. 26  *  207.1         0.0         46.3       160.7       0.0     0.0      207.1       191.9        183.0           23858.6
  Apr. 25  *  162.9         0.0         36.9       126.0       0.0     0.0      162.9       186.9        180.6           23448.7
  Apr. 24  *  208.6         0.0         47.0       161.7       0.0     0.0      208.6       184.0        181.4           23126.1
  Apr. 23  *  203.3         0.0         46.4       156.8       0.0     4.4      198.8       178.7        175.4           22713.0
  Apr. 22  *  182.0         0.0         40.2       141.8       0.0     0.0      182.0       174.1        168.6           22319.3
  Apr. 21  *  182.0         0.0         40.0       141.9       0.0     0.1      181.9       174.1        169.3           21958.9
  Apr. 20  *  148.5         0.0         31.7       116.7       0.0     0.0      148.5       174.3        172.8           21598.8
  Apr. 19  *  182.3         0.0         40.0       142.3       0.0     0.0      182.3       178.8        176.8           21304.8
  Apr. 18  *  175.6         0.0         38.3       137.3       0.0     0.0      175.6       172.1        176.3           20943.9
  Apr. 17  *  182.5         0.0         40.0       142.5       0.0     0.0      182.5       163.1        178.3           20596.2
  Apr. 16  *  182.6         0.0         40.0       142.6       0.0     0.0      182.6       164.5        179.7           20234.9
  Apr. 15  *  170.8         0.0         38.2       132.6       0.0     0.0      170.8       171.3        180.5           19873.3
  Apr. 14  *  149.0         0.0         31.7       117.3       0.0     0.0      149.0       174.9        182.4           19535.1
  Apr. 13  *  130.4         0.0         28.3       102.1       0.0     0.1      130.4       180.4        184.8           19240.0
  Apr. 12  *  189.9         0.0         41.6       148.3       0.0     0.0      189.9       193.5        187.2           18981.8
  Apr. 11  *  216.5         0.0         47.7       168.8       0.0     0.0      216.5       194.8        186.2           18605.8
  Apr. 10  *  188.6         0.0         40.1       148.5       0.0     0.0      188.6       189.7        182.8           18177.1
  Apr.  9  *  176.6         0.0         38.2       138.4       0.0     0.0      176.6       189.9        182.3           17803.6
  Apr.  8  *  195.6         0.0         41.7       154.0       0.0     0.0      195.6       189.2        181.7           17453.9
  Apr.  7  *  196.6         0.0         42.3       154.3       0.0     0.0      196.6       180.9        177.1           17066.5
  Apr.  6  *  191.1         0.0         41.7       149.4       0.0     0.0      191.1       177.6        171.7           16677.3
  Apr.  5  *  189.7         0.0         40.1       149.6       0.0     0.0      189.7       176.0        162.3           16299.0
  Apr.  4  *  172.7         0.0         38.2       134.6       0.0     0.0      172.7       174.7        153.8           15923.3
  Apr.  3  *  163.2         0.0         33.5       129.7       0.0     9.0      154.3       174.1        151.3           15581.2
  Apr.  2  *  180.0         0.0         39.5       140.6       0.0     0.0      180.0       173.2        150.7           15275.8
  Apr.  1  *  183.0         0.0         36.9       146.1       0.0     0.0      183.0       165.8        149.4           14919.3
  Mar. 31  *  183.4         0.0         36.9       146.5       0.0     0.0      183.4       148.6        149.0           14557.0
  Mar. 30  *  170.0         0.0         33.6       136.4       0.0     0.0      170.0       132.9        146.6           14193.8
  Mar. 29  *  149.7         0.0         28.7       121.0       0.0     0.0      149.7       128.5        141.7           13857.2
  Mar. 28  *  143.1         0.0         27.0       116.1       0.0     0.0      143.1       128.3        138.7           13560.9
  Mar. 27  *  103.3         0.0         18.6        84.7       0.0     6.6       96.7       132.9        134.0           13277.5
  Mar. 26  *  124.0         0.0         23.1       100.9       0.0    18.9      105.2       149.5        136.2           13086.0
  Mar. 25  *  148.0         0.0         25.6       122.4       0.0     0.0      148.0       160.2        137.6           12877.8
  Mar. 24  *  148.3         0.0         25.6       122.7       0.0     0.0      148.3       154.9        135.4           12584.8
  Mar. 23  *  166.6         0.0         27.4       139.1       0.0     0.0      166.6       149.2        131.3           12291.1
  Mar. 22  *  179.4         0.0         29.2       150.2       0.0     0.0      179.4       135.0        126.5           11961.4
  Mar. 21  *  158.6         0.0         24.2       134.4       0.0     0.0      158.6       122.9        117.9           11606.1
  Mar. 20  *  121.6         0.0         19.1       102.5       0.0     0.0      121.6       115.1        100.9           11292.1
  Mar. 19  *  120.1         0.0         17.4       102.7       0.0     0.0      120.1       115.8         99.4           11051.4
  Mar. 18  *   95.4         0.0         14.0        81.3       0.0     0.0       95.4       113.3        101.0           10813.7
  Mar. 17  *  119.1         0.0         15.9       103.2       0.0     0.0      119.1       118.0        101.8           10624.8
  Mar. 16  *  119.4         0.0         15.9       103.4       0.0     0.0      119.4       112.9        101.1           10389.0
  Mar. 15  *  125.2         0.0         16.0       109.2       0.0     0.0      125.2        86.8         98.8           10152.6
  Mar. 14  *  107.3         0.0         14.2        93.2       0.0     0.0      107.3        82.9         95.4            9904.7
  Mar. 13  *  118.7         0.0         14.4       104.3       0.0     0.0      118.7        88.6         96.0            9692.1
  Mar. 12  *   93.6         0.0         11.0        82.6       0.0     0.0       93.6        85.5         95.4            9457.1
  Mar. 11  *   43.9         0.0          5.3        38.6       0.0    55.0      -11.1        89.4         96.2            9271.7
  Mar. 10  *  125.2         0.0         14.7       110.5       0.0    19.2      106.0       110.9        106.3            9293.6
  Mar.  9  *  135.9         0.0         14.5       121.5       0.0     0.0      135.9       107.8        100.2            9083.8
  Mar.  8  *  121.8         0.0         11.4       110.3       0.0    18.5      103.3       103.3         96.3            8814.6
  Mar.  7  *  114.5         0.0          9.8       104.8       0.0     1.6      113.0       105.3         95.5            8610.2
  Mar.  6  *   96.3         0.0          8.0        88.3       0.0     0.0       96.3       103.1         91.3            8386.4
  Mar.  5  *   90.6         0.0          7.8        82.8       0.0     0.0       90.6       101.6         88.7            8195.7
  Mar.  4  *  113.2         0.0          8.2       104.9       0.0     0.0      113.2        92.6         88.6            8016.4
  Mar.  3  *  113.3         0.0          8.3       105.0       0.0     0.0      113.3        89.3         84.4            7792.3
  Mar.  2  *  102.0         0.0          8.0        93.9       0.0     0.0      102.0        85.7         78.7            7568.0
  Mar.  1  *   89.1         0.0          6.2        82.9       0.0     0.0       89.1        79.5         73.6            7366.1
  Feb. 28  *   70.6         0.0          4.3        66.3       0.0    25.0       45.7        75.9         71.4            7189.6
  Feb. 27  *   96.6         0.0          7.8        88.7       0.0     0.0       96.6        84.6         75.9            7099.2
  Feb. 26  *   95.2         0.0          6.3        88.8       0.0     0.0       95.2        79.4         74.4            6908.0
  Feb. 25  *   70.9         0.0          4.3        66.6       0.0     0.0       70.9        71.7         64.1            6719.5
  Feb. 24  *   70.9         0.0          4.3        66.6       0.0     0.0       70.9        67.7         60.4            6579.1
  Feb. 23  *   89.4         0.0          6.2        83.2       0.0     0.0       89.4        67.0         61.6            6438.7
  Feb. 22  *   70.8         0.0          4.3        66.5       0.0     0.0       70.8        67.1         61.0            6261.6
  Feb. 21  *   56.4         0.0          1.1        55.3       0.0     0.0       56.4        69.3         62.3            6121.5
  Feb. 20  *   50.9         0.0          1.1        49.8       0.0     0.0       50.9        56.6         62.2            6009.8
  Feb. 19  *   67.5         0.0          1.3        66.2       0.0     0.0       67.5        53.0         66.6            5909.0
  Feb. 18  *   89.9         0.0          1.8        88.1       0.0     0.0       89.9        56.2         68.7            5775.3
  Feb. 17  *   83.9         0.0          1.6        82.4       0.0     2.2       81.7        55.0         68.0            5597.3
  Feb. 16  *   67.2         0.0          1.3        65.8       0.0    74.4       -7.2        55.3         67.1            5435.4
  Feb. 15  *   67.1         0.0          1.3        65.7       0.0    33.9       33.2        67.9         72.3            5449.8
  Feb. 14  *   83.7         0.0          1.7        82.0       0.0     0.1       83.6        80.1         77.8            5384.1
  Feb. 13  *   83.6         0.0          1.7        81.9       0.0     0.0       83.6        81.2         77.8            5218.6
  Feb. 12  *   83.5         0.0          1.7        81.8       0.0     0.0       83.5        81.1         78.2            5053.0
  Feb. 11  *   55.6         0.0          1.1        54.5       0.0     0.0       55.5        78.8         77.0            4887.7
  Feb. 10  *   94.4         0.0          1.9        92.5       0.0     0.0       94.4        76.8         79.7            4777.7
  Feb.  9  *   88.9         0.0          1.9        87.0       0.0    -0.0       88.9        75.5         78.5            4590.8
  Feb.  8  *   83.1         0.0          1.7        81.4       0.0     0.0       83.1        74.3         76.7            4414.7
  Feb.  7  *   71.9         0.0          1.4        70.5       0.0     0.0       71.9        75.3         75.0            4250.2
  Feb.  6  *   88.4         0.0          1.8        86.6       0.0    43.0       45.4        75.3         74.3            4107.8
  Feb.  5  *   88.3         0.0          1.8        86.5       0.0     0.0       88.3        82.7         75.3            4017.8
  Feb.  4  *   82.7         0.0          1.7        81.0       0.0     0.0       82.7        81.5         73.0            3842.9
  Feb.  3  *   88.1         0.0          1.8        86.3       0.0     0.0       88.1        79.2         70.1            3679.1
  Feb.  2  *   71.8         0.0          1.6        70.1       0.0     0.0       71.8        74.7         66.2            3504.6
  Feb.  1  *   82.4         0.0          1.7        80.7       0.0     0.0       82.4        73.4         63.9            3362.5
  Jan. 31  *   82.3         0.0          1.7        80.6       0.0     0.0       82.3        67.8         60.5            3199.4
  Jan. 30  *   71.2         0.0          1.4        69.8       0.0     0.0       71.2        64.5         56.1            3036.5
  Jan. 29  *   65.6         0.0          1.3        64.3       0.0     0.0       65.6        61.1         55.4            2895.5
  Jan. 28  *   65.6         0.0          1.3        64.2       0.0     0.0       65.6        57.8         54.2            2765.5
  Jan. 27  *   54.5         0.0          1.1        53.5       0.0     0.0       54.5        54.4         53.1            2635.7
  Jan. 26  *   65.4         0.0          1.3        64.1       0.0     0.0       65.4        53.2         51.4            2527.7
  Jan. 25  *   54.3         0.0          1.1        53.2       0.0     0.0       54.3        47.7         48.1            2398.2
  Jan. 24  *   48.9         0.0          1.1        47.9       0.0     0.0       48.9        49.8         48.0            2290.7
  Jan. 23  *   48.7         0.0          1.0        47.7       0.0     0.0       48.7        50.7         48.4            2193.8
  Jan. 22  *   48.7         0.0          1.0        47.7       0.0     0.0       48.7        51.8         48.9            2097.3
  Jan. 21  *   37.8         0.0          0.8        37.1       0.0     0.1       37.7        49.5         49.4            2001.0
  Jan. 20  *   64.8         0.0          1.3        63.4       0.0     0.0       64.8        48.4         49.9            1926.3
  Jan. 19  *   53.9         0.0          1.1        52.8       0.0    -0.0       53.9        46.2         45.7            1798.1
  Jan. 18  *   53.8         0.0          1.1        52.7       0.0    -0.0       53.8        46.1         46.7            1691.4
  Jan. 17  *   37.6         0.0          0.8        36.9       0.0     0.3       37.3        46.1         46.6            1584.9
  Jan. 16  *   32.4         0.0          0.8        31.7       0.0    -0.0       32.4        49.3         48.2            1510.9
  Jan. 15  *   53.6         0.0          1.1        52.5       0.0    -0.0       53.6        51.4         50.2            1446.8
  Jan. 14  *   53.5         0.0          1.1        52.4       0.0     0.0       53.5        45.3         49.6            1340.6
  Jan. 13  *   53.4         0.0          1.1        52.3       0.0     0.0       53.4        47.3         48.2            1234.7
  Jan. 12  *   53.3         0.0          1.1        52.3       0.0     0.0       53.3        47.2         47.6            1128.9
  Jan. 11  *   47.9         0.0          1.0        47.0       0.0     4.6       43.4        47.1         47.0            1023.3
  Jan. 10  *   47.9         0.0          1.0        46.9       0.0    25.3       22.6        49.0         47.3             937.4
  Jan.  9  *   63.7         0.0          1.3        62.4       0.0     0.1       63.6        54.0         45.1             892.6
  Jan.  8  *   53.0         0.0          1.1        51.9       0.0     0.0       53.0        49.0         38.7             766.7
  Jan.  7  *   52.9         0.0          1.1        51.8       0.0     0.0       52.9        47.9         33.4             661.8
  Jan.  6  *   52.9         0.0          1.1        51.8       0.0     0.0       52.9        46.8         28.1             557.0
  Jan.  5  *   47.7         0.0          1.1        46.6       0.0     0.0       47.7        45.7         22.8             452.3
  Jan.  4  *   47.4         0.0          1.0        46.4       0.0     8.6       38.8        36.2         18.1             358.0
  Jan.  3  *   47.4         0.0          1.0        46.4       0.0     0.0       47.4        28.4         14.2             281.1
  Jan.  2  *   47.3         0.0          1.0        46.4       0.0     0.0       47.3        18.9          9.5             187.3
  Jan.  1  *   47.3         0.0          1.0        46.3       0.0     0.0       47.3         9.5          4.7              93.6

 Irrigated Ag acreage =       0.0
                 Riparian acreage =   3923.8
                           Open Water acreage =   5102.3 (daily variable)
                                          Urban acreage =      0.0
                                               Total (ag. + rip. + open water + urb.) =     9026.1 acres
 Fallow acreage =      0.0
 Idle acreage =        0.0





















