             ET TOOLBOX REACH SUMMARY

      Summary for: URGWOM Reach 8 (San Marcial to Elephant Butte)     

      Vegetation classification: MRGCD Ag. & IkonUSu Rip. (MRIU) (Except open water)

      ET TOOLBOX classes (ag. + rip. + open water + urb.):    13163.6 acres
  Oct. 25  *   78.1         0.0         27.3        50.8       0.0     0.0       78.1        77.4         51.2           56799.3
  Oct. 24  *   83.9         0.0         27.2        56.8       0.0     0.0       83.9        56.4         52.4           56644.7
  Oct. 23  *   83.9         0.0         27.2        56.7       0.0     0.0       83.9        21.4         52.8           56478.5
  Oct. 22  *   74.7         0.0         27.2        47.5       0.0     0.0       74.7        20.9         51.6           56312.4
  Oct. 21  *   66.5         0.0         22.4        44.1       0.0     0.1       66.5        20.3         53.4           56164.5
  Oct. 20  *   72.9         0.0         25.6        47.3       0.0   100.1      -27.2        25.0         55.6           56033.0
  Oct. 19  *   75.8         0.0         25.6        50.2       0.0   166.6      -90.7        48.4         58.1           56086.8
  Oct. 18  *   83.5         0.0         27.2        56.3       0.0     2.1       81.4        84.2         75.4           56266.4
  Oct. 17  *   90.0         0.0         30.5        59.6       0.0    18.4       71.7        82.3         54.3           56105.2
  Oct. 16  *   90.0         0.0         30.5        59.5       0.0     0.0       90.0        86.5         56.9           55963.3
  Oct. 15  *   89.9         0.0         30.5        59.4       0.0     0.0       89.9        86.1         57.9           55785.2
  Oct. 14  *   87.9         0.0         28.7        59.2       0.0     0.0       87.9        67.7         58.9           55607.2
  Oct. 13  *   72.1         0.0         22.4        49.7       0.0     0.0       72.1        66.7         60.8           55433.1
  Oct. 12  *   92.7         0.0         30.5        62.2       0.0     0.0       92.7        26.3         63.0           55290.4
  Oct. 11  *   89.1         0.0         27.2        61.9       0.0     1.1       88.0        27.2         62.6           55106.9
  Oct. 10  *   83.1         0.0         27.2        55.9       0.0    85.3       -2.2        29.7         64.7           54932.7
  Oct.  9  *   83.1         0.0         27.2        55.9       0.0     0.2       82.9        50.1         74.3           54937.0
  Oct.  8  *   94.4         0.0         35.1        59.3       0.0   224.2     -129.8        54.8         73.3           54772.9
  Oct.  7  *   97.4         0.0         35.1        62.2       0.0     0.0       97.4        99.6         95.9           55029.9
  Oct.  6  *  100.2         0.0         32.1        68.1       0.0     0.0      100.2        98.0         95.5           54837.1
  Oct.  5  *  100.1         0.0         32.1        68.0       0.0     0.0      100.1        99.7         95.5           54638.8
  Oct.  4  *  106.2         0.0         35.1        71.1       0.0     0.0      106.2        98.5         90.9           54440.6
  Oct.  3  *   94.1         0.0         32.1        62.0       0.0     0.0       94.1        91.7         90.3           54230.2
  Oct.  2  *   89.3         0.0         30.5        58.8       0.0     0.0       89.3        92.2         89.4           54044.0
  Oct.  1  *  108.9         0.0         35.1        73.8       0.0     0.0      108.9        93.1         74.9           53867.2
  Sep. 30  *   93.8         0.0         32.1        61.7       0.0     0.0       93.8        91.2         64.9           53651.5
  Sep. 29  *   92.8         0.0         25.6        67.2       0.0    20.2       72.6        83.2         65.4           53465.8
  Sep. 28  *   96.6         0.0         32.1        64.6       0.0     0.0       96.6        88.9         67.3           53322.0
  Sep. 27  *   93.5         0.0         32.1        61.5       0.0     0.0       93.5        86.6         53.8           53130.7
  Sep. 26  *   99.6         0.0         35.1        64.4       0.0     0.0       99.6        56.7         18.6           52945.5
  Sep. 25  *   93.4         0.0         35.1        58.3       0.0    39.5       53.9        38.7        -18.6           52748.4
  Sep. 24  *  100.8         0.0         36.7        64.1       0.0     0.0      100.8        47.5        -17.2           52641.6
  Sep. 23  *   98.7         0.0         35.1        63.5       0.0    13.6       85.1        45.6        -27.3           52442.1
  Sep. 22  *   86.8         0.0         27.2        59.6       0.0   142.9      -56.1        21.0        -26.4           52273.6
  Sep. 21  *   94.7         0.0         32.0        62.7       0.0    85.0        9.6       -19.4        -11.1           52384.6
  Sep. 20  *   97.9         0.0         35.1        62.8       0.0     0.0       97.9       -75.8         -8.0           52365.6
  Sep. 19  *   91.6         0.0         32.0        59.6       0.0     0.0       91.6       -81.8         -8.6           52171.7
  Sep. 18  *  100.6         0.0         35.1        65.5       0.0   138.7      -38.0      -100.2         -7.5           51990.3
  Sep. 17  *   91.4         0.0         32.0        59.4       0.0   349.4     -258.0       -73.8          6.5           52065.6
  Sep. 16  *   94.0         0.0         32.0        62.0       0.0   366.4     -272.4        -2.8         40.8           52576.5
  Sep. 15  *  104.6         0.0         36.7        67.9       0.0    36.9       67.7        59.8         76.6           53115.8
  Sep. 14  *    0.0         0.0          0.0         0.0       0.0     0.0        0.0        64.7         79.3           52981.8
  Sep. 13  *   93.9         0.0         32.0        61.9       0.0     0.0       93.9        85.2         67.1           52981.8
  Sep. 12  *   96.7         0.0         32.0        64.8       0.0     0.0       96.7        86.8         70.9           52795.9
  Sep. 11  *  107.2         0.0         36.6        70.6       0.0    66.7       40.5        84.4         74.3           52604.3
  Sep. 10  *  104.3         0.0         36.6        67.7       0.0    11.9       92.4        93.4         83.0           52524.1
  Sep.  9  *  102.7         0.0         35.0        67.6       0.0     0.0      102.7        94.0         87.0           52341.1
  Sep.  8  *  101.4         0.0         36.6        64.8       0.0     0.0      101.4        49.0         89.6           52137.9
  Sep.  7  *   85.2         0.0         32.0        53.2       0.0     0.0       85.2        55.0         91.5           51937.1
  Sep.  6  *   85.2         0.0         32.0        53.2       0.0     0.0       85.2        64.1         94.6           51768.3
  Sep.  5  *   99.4         0.0         32.0        67.4       0.0     3.9       95.5        72.7         80.3           51599.7
  Sep.  4  *  121.9         0.0         39.9        82.0       0.0   244.1     -122.2        80.1         63.0           51410.7
  Sep.  3  *  131.1         0.0         46.2        85.0       0.0     0.0      131.1       130.3         69.5           51652.7
  Sep.  2  *  131.0         0.0         46.2        84.9       0.0     0.0      131.0       128.0         68.0           51393.0
  Sep.  1  *  128.1         0.0         46.2        81.9       0.0     0.0      128.1       125.2         65.1           51133.6
  Aug. 31  *  132.4         0.0         47.7        84.7       0.0     0.0      132.4        88.0         29.0           50880.1
  Aug. 30  *  128.9         0.0         44.5        84.4       0.0     0.0      128.9        45.9         26.8           50617.9
  Aug. 29  *  119.8         0.0         41.4        78.4       0.0     0.0      119.8         8.7         24.6           50362.8
  Aug. 28  *  116.8         0.0         41.4        75.4       0.0     0.0      116.8         8.0         23.8           50125.7
  Aug. 27  *  112.0         0.0         39.8        72.2       0.0   170.0      -58.0         5.1         24.8           49894.4
  Aug. 26  *   97.1         0.0         36.5        60.6       0.0   175.1      -78.1       -30.0         43.4           50009.3
  Aug. 25  *  111.7         0.0         39.8        71.9       0.0   168.6      -56.9         7.7         59.6           50163.8
  Aug. 24  *  116.3         0.0         44.4        71.9       0.0     0.0      116.3        40.5         69.3           50276.5
  Aug. 23  *  102.0         0.0         41.4        60.6       0.0     0.0      102.0        39.6         41.6           50046.3
  Aug. 22  *   83.9         0.0         34.9        49.0       0.0   317.4     -233.5        44.6         12.9           49844.3
  Aug. 21  *  110.5         0.0         44.4        66.1       0.0     0.0      110.5       116.9         47.5           50306.6
  Aug. 20  *  107.3         0.0         41.4        65.9       0.0     0.0      107.3       111.5         47.2           50087.9
  Aug. 19  *  120.8         0.0         41.4        79.5       0.0     9.1      111.7        98.2         48.4           49875.5
  Aug. 18  *  127.1         0.0         47.6        79.4       0.0     0.0      127.1        43.6         24.3           49654.3
  Aug. 17  *  128.5         0.0         49.3        79.3       0.0     0.5      128.0       -18.8         23.4           49402.6
  Aug. 16  *  132.8         0.0         50.8        81.9       0.0    49.3       83.5       -21.8          7.0           49149.2
  Aug. 15  *  131.8         0.0         47.6        84.2       0.0    91.3       40.6       -17.2         10.9           48983.9
  Aug. 14  *  111.2         0.0         41.3        69.9       0.0   272.2     -161.0        -1.3         17.7           48903.6
  Aug. 13  *  111.0         0.0         41.3        69.7       0.0   296.1     -185.1         5.0         37.6           49222.3
  Aug. 12  *  114.0         0.0         44.3        69.7       0.0     1.1      112.9        65.5         63.1           49588.9
  Aug. 11  *  118.2         0.0         45.9        72.2       0.0    11.4      106.8        35.8         52.8           49365.4
  Aug. 10  *  119.8         0.0         47.6        72.1       0.0     0.0      119.8        39.0         52.4           49154.0
  Aug.  9  *  119.2         0.0         47.5        71.7       0.0   248.4     -129.2        36.8         35.5           48916.8
  Aug.  8  *  117.3         0.0         45.9        71.4       0.0     0.0      117.3        70.2         57.3           49172.6
  Aug.  7  *  126.1         0.0         49.2        77.0       0.0   161.7      -35.6        60.6         50.8           48940.3
  Aug.  6  *  122.6         0.0         50.8        71.8       0.0     0.0      122.6        69.8         57.8           49010.7
  Aug.  5  *  108.9         0.0         45.9        62.9       0.0     0.0      108.9        65.8         55.4           48767.9
  Aug.  4  *  101.2         0.0         41.3        59.9       0.0    63.5       37.7        34.2         51.2           48552.4
  Aug.  3  *  103.7         0.0         41.3        62.5       0.0    34.1       69.6        44.5         62.2           48477.8
  Aug.  2  *   96.7         0.0         39.6        57.1       0.0    86.3       10.4        41.0         69.8           48339.9
  Aug.  1  *  103.9         0.0         41.2        62.7       0.0     1.5      102.4        45.8         75.8           48319.3
  July 31  *  111.0         0.0         47.5        63.5       0.0   160.0      -49.0        44.9         75.9           48116.5
  July 30  *  138.1         0.0         55.3        82.7       0.0    49.2       88.9        68.3         88.7           48213.6
  July 29  *  124.2         0.0         49.2        75.0       0.0    71.8       52.4        79.9         92.4           48037.6
  July 28  *  129.3         0.0         50.7        78.6       0.0    95.1       34.2        98.6        102.2           47933.9
  July 27  *  144.1         0.0         58.7        85.4       0.0    45.8       98.3       105.9        112.0           47866.2
  July 26  *  149.5         0.0         60.3        89.2       0.0    81.9       67.6       106.9        116.4           47671.5
  July 25  *  146.9         0.0         57.1        89.9       0.0     0.0      146.9       109.2        107.0           47537.7
  July 24  *  146.0         0.0         55.4        90.6       0.0     0.0      146.0       104.9        103.1           47246.8
  July 23  *  138.9         0.0         50.7        88.2       0.0    68.2       70.7       105.8         98.8           46957.7
  July 22  *  153.2         0.0         55.4        97.8       0.0    49.8      103.5       118.2        100.6           46817.7
  July 21  *  153.2         0.0         60.3        92.9       0.0    74.3       78.9       125.9        103.6           46612.9
  July 20  *  154.6         0.0         58.7        95.9       0.0    29.1      125.5       104.8         83.1           46456.6
  July 19  *  150.9         0.0         60.3        90.6       0.0     0.7      150.3       101.3         85.5           46208.2
  July 18  *  149.8         0.0         58.7        91.1       0.0    17.1      132.7        91.9         81.6           45910.6
  July 17  *  145.9         0.0         57.1        88.8       0.0     4.0      141.9        83.0         77.9           45647.8
  July 16  *  138.8         0.0         55.4        83.4       0.0   165.3      -26.5        81.4         78.8           45366.8
  July 15  *  140.6         0.0         50.8        89.8       0.0    32.8      107.9        61.4         91.4           45419.3
  July 14  *  140.1         0.0         55.4        84.7       0.0    36.8      103.3        69.8         89.7           45205.7
  July 13  *  143.8         0.0         55.4        88.4       0.0    55.1       88.7        71.4         89.2           45001.2
  July 12  *  141.4         0.0         55.4        86.0       0.0     7.8      133.6        72.8         86.5           44825.6
  July 11  *  151.4         0.0         55.4        96.0       0.0   278.0     -126.5        76.2         88.0           44561.1
  July 10  *  152.2         0.0         55.4        96.8       0.0     2.3      149.9       121.4        115.3           44811.6
  July  9  *  145.7         0.0         57.2        88.5       0.0    34.4      111.3       109.6        114.1           44514.7
  July  8  *  148.0         0.0         55.4        92.6       0.0    52.5       95.5       106.9        122.2           44294.3
  July  7  *  150.9         0.0         53.9        97.1       0.0     0.0      150.9       100.2        131.5           44105.2
  July  6  *  142.5         0.0         53.9        88.6       0.0    43.0       99.5        99.8        135.3           43806.4
  July  5  *  167.4         0.0         60.4       107.0       0.0    76.7       90.7       109.1        146.0           43609.4
  July  4  *  158.7         0.0         57.2       101.5       0.0    60.7       98.0       118.5        157.0           43429.8
  July  3  *  146.5         0.0         50.8        95.6       0.0    84.7       61.8       137.4        166.9           43235.8
  July  2  *  149.3         0.0         55.5        93.7       0.0     0.0      149.3       162.8        180.8           43113.4
  July  1  *  182.3         0.0         58.8       123.5       0.0    36.5      145.8       170.8        179.5           42817.9
  June 30  *  199.6         0.0         66.7       132.9       0.0    61.8      137.7       183.0        182.8           42529.2
  June 29  *  192.4         0.0         65.1       127.3       0.0     0.0      192.4       195.6        188.7           42256.5
  June 28  *  188.8         0.0         63.6       125.2       0.0     0.0      188.8       196.4        188.2           41875.5
  June 27  *  189.2         0.0         58.9       130.3       0.0     0.0      189.2       198.8        186.4           41501.8
  June 26  *  206.6         0.0         66.7       139.9       0.0     0.0      206.6       188.1        185.8           41127.1
  June 25  *  200.9         0.0         66.9       134.0       0.0     0.0      200.9       182.6        186.4           40718.0
  June 24  *  196.7         0.0         65.1       131.6       0.0     0.1      196.7       181.9        187.4           40320.2
  June 23  *  200.5         0.0         63.6       136.9       0.0     0.2      200.4       179.9        188.3           39930.8
  June 22  *  211.8         0.0         65.2       146.5       0.0    75.7      136.1       174.0        178.7           39534.1
  June 21  *  192.3         0.0         60.5       131.8       0.0    13.4      178.9       183.4        183.8           39264.7
  June 20  *  197.5         0.0         60.5       137.0       0.0     0.0      197.5       190.3        183.5           38910.6
  June 19  *  187.0         0.0         57.3       129.7       0.0     0.0      187.0       192.9        184.0           38519.6
  June 18  *  192.0         0.0         57.3       134.7       0.0    21.3      170.7       196.7        186.3           38149.4
  June 17  *  203.2         0.0         59.0       144.2       0.0    20.1      183.1       183.3        191.4           37811.4
  June 16  *  213.3         0.0         63.7       149.6       0.0     0.0      213.3       184.1        194.7           37448.9
  June 15  *  210.2         0.0         63.7       146.5       0.0     0.0      210.2       176.7        196.5           37026.6
  June 14  *  206.4         0.0         59.0       147.4       0.0     0.0      206.4       175.1        199.3           36610.4
  June 13  *  203.1         0.0         59.0       144.1       0.0    99.4      103.7       175.8        204.0           36201.7
  June 12  *  210.2         0.0         60.6       149.6       0.0    23.1      187.1       199.4        219.3           35996.3
  June 11  *  215.6         0.0         60.6       154.9       0.0    39.3      176.2       205.2        225.5           35625.9
  June 10  *  201.9         0.0         59.0       142.8       0.0     0.0      201.9       216.2        231.5           35277.0
  June  9  *  210.0         0.0         57.4       152.6       0.0     0.0      210.0       223.6        233.7           34877.3
  June  8  *  221.7         0.0         59.0       162.7       0.0     0.0      221.7       232.3        229.7           34461.5
  June  7  *  216.3         0.0         65.4       150.9       0.0     0.0      216.3       239.2        224.7           34022.5
  June  6  *  231.2         0.0         65.5       165.7       0.0     0.0      231.2       245.7        225.9           33594.1
  June  5  *  238.6         0.0         67.1       171.6       0.0     0.0      238.6       246.8        226.1           33136.5
  June  4  *  253.5         0.0         67.1       186.4       0.0     0.0      253.5       243.8        204.0           32664.0
  June  3  *  256.3         0.0         68.7       187.6       0.0     0.0      256.3       227.1        174.8           32162.1
  June  2  *  249.2         0.0         65.5       183.7       0.0     0.0      249.2       210.2        165.5           31654.7
  June  1  *  236.2         0.0         65.5       170.7       0.0     0.0      236.2       206.1        156.3           31161.2
  May  31  *  223.9         0.0         57.5       166.4       0.0     0.0      223.9       205.4        144.9           30693.5
  May  30  *  216.4         0.0         54.2       162.3       0.0    46.4      170.0       164.3        135.5           30250.2
  May  29  *  217.4         0.0         54.3       163.1       0.0    45.9      171.4       122.5        140.0           29913.5
  May  28  *  229.9         0.0         60.8       169.1       0.0     1.2      228.7       120.9        144.1           29574.1
  May  27  *  232.9         0.0         54.3       178.6       0.0     0.0      232.9       106.5        143.6           29121.3
  May  26  *   49.3         0.0         46.4         2.9       0.0    31.0       18.3        84.4        142.4           28660.1
  May  25  *   42.6         0.0         40.0         2.6       0.0    81.2      -38.6       106.8        162.8           28623.9
  May  24  *  179.9         0.0         44.6       135.3       0.0    16.9      163.0       157.5        184.4           28700.3
  May  23  *  185.1         0.0         49.6       135.6       0.0    28.2      156.9       167.3        183.4           28377.7
  May  22  *  186.9         0.0         51.3       135.6       0.0    64.3      122.5       180.7        180.4           28067.0
  May  21  *  194.5         0.0         54.3       140.2       0.0    64.3      130.2       200.4        181.7           27824.4
  May  20  *  215.0         0.0         56.0       159.0       0.0     0.0      215.0       218.7        185.9           27566.6
  May  19  *  211.8         0.0         57.6       154.1       0.0     0.0      211.8       211.4        184.1           27140.9
  May  18  *  223.9         0.0         56.0       167.9       0.0     0.0      223.9       199.6        182.9           26721.6
  May  17  *  222.0         0.0         54.4       167.6       0.0     0.7      221.3       180.1        175.5           26278.3
  May  16  *  221.6         0.0         54.4       167.2       0.0     0.0      221.6       163.0        170.7           25840.1
  May  15  *  178.3         0.0         44.7       133.6       0.0     0.0      178.3       153.0        165.5           25401.3
  May  14  *  152.8         0.0         38.4       114.4       0.0     0.0      152.8       156.8        168.1           25048.3
  May  13  *  135.0         0.0         30.5       104.5       0.0     8.6      126.3       166.3        173.6           24745.8
  May  12  *  187.1         0.0         40.1       146.9       0.0    51.3      135.7       170.9        179.6           24495.6
  May  11  *  172.1         0.0         48.1       124.0       0.0     0.0      172.1       178.3        182.6           24226.9
  May  10  *  197.3         0.0         49.8       147.5       0.0     0.0      197.3       178.0        178.8           23886.2
  May   9  *  200.0         0.0         48.1       152.0       0.0     0.0      200.0       179.3        172.6           23495.5
  May   8  *  149.8         0.0         40.1       109.6       0.0     0.4      149.4       180.9        166.1           23099.5
  May   7  *  173.0         0.0         40.1       132.8       0.0     0.0      173.0       188.3        168.2           22803.7
  May   6  *  170.4         0.0         46.5       123.9       0.0     0.0      170.4       186.8        164.9           22461.2
  May   5  *  203.6         0.0         51.4       152.2       0.0     0.0      203.6       179.6        164.8           22123.8
  May   4  *  208.2         0.0         51.4       156.8       0.0     0.0      208.2       165.9        164.0           21720.7
  May   3  *  186.2         0.0         48.2       138.0       0.0     0.0      186.2       151.3        159.3           21308.4
  May   2  *  165.5         0.0         41.8       123.7       0.0     0.0      165.5       148.1        158.1           20939.7
  May   1  *  134.7         0.0         30.5       104.2       0.0     0.0      134.7       142.9        161.9           20612.1
  Apr. 30  *  135.1         0.0         35.2        99.8       0.0     0.0      135.1       150.0        166.2           20345.4
  Apr. 29  *  135.1         0.0         35.2        99.9       0.0     0.0      135.1       162.1        163.5           20077.9
  Apr. 28  *  170.1         0.0         41.8       128.3       0.0     0.0      170.1       167.2        145.4           19810.4
  Apr. 27  *  139.7         0.0         35.2       104.5       0.0     0.0      139.7       168.1        140.3           19473.6
  Apr. 26  *  170.0         0.0         41.8       128.2       0.0     0.0      170.0       180.8        143.1           19196.9
  Apr. 25  *  195.4         0.0         48.2       147.2       0.0     0.0      195.4       182.4        143.1           18860.2
  Apr. 24  *  160.8         0.0         41.8       119.0       0.0     0.0      160.8       164.8        138.7           18473.3
  Apr. 23  *  174.7         0.0         41.8       132.9       0.0     0.0      174.7       123.5        134.3           18154.9
  Apr. 22  *  203.0         0.0         46.6       156.4       0.0     0.1      202.9       112.4        133.4           17808.9
  Apr. 21  *  178.0         0.0         44.9       133.1       0.0     0.0      178.0       105.5        131.3           17407.2
  Apr. 20  *  160.7         0.0         41.8       118.9       0.0    53.0      107.7       103.9        131.9           17054.7
  Apr. 19  *  131.9         0.0         32.2        99.7       0.0   177.7      -45.9       112.5        141.4           16841.4
  Apr. 18  *  156.1         0.0         41.8       114.2       0.0    36.8      119.2       145.1        157.8           16932.2
  Apr. 17  *  168.3         0.0         40.3       128.1       0.0     0.0      168.3       154.3        161.9           16696.2
  Apr. 16  *  170.0         0.0         41.8       128.2       0.0     0.0      170.0       157.2        159.0           16362.9
  Apr. 15  *  150.8         0.0         36.9       113.8       0.0     0.0      150.8       160.0        154.2           16026.3
  Apr. 14  *  117.3         0.0         27.3        90.0       0.0     0.0      117.3       170.4        147.1           15727.8
  Apr. 13  *  165.3         0.0         41.8       123.5       0.0     0.0      165.3       170.5        149.1           15495.5
  Apr. 12  *  182.5         0.0         44.9       137.6       0.0     0.0      182.5       169.4        143.5           15168.3
  Apr. 11  *  183.9         0.0         41.8       142.1       0.0     0.0      183.9       160.8        138.0           14806.9
  Apr. 10  *  202.8         0.0         46.6       156.2       0.0     0.0      202.8       148.5        135.0           14442.8
