             ET TOOLBOX REACH SUMMARY

      Summary for: URGWOM Reach 8 (San Marcial to Elephant Butte)     

      Vegetation classification: IKONOS 2000 + USU 2001          (Except open water)

      ET TOOLBOX classes (ag. + rip. + open water + urb.):    18019.3 acres

          (Daily URGWOM Water Use = Daily Consumptive Use Total - Rain)

"      Note:  Final values are subject to change with updated weather data, which could occur multiple times during periods of local "
             weather station data feed instability.

             --------------- Daily Consumptive Use ---------------    Daily    ----- Daily URGWOM Water Use ----    Total URGWOM Water    ----- Daily Flow Difference -----
    2011   F  Total   Agriculture    Riparian   Open Water   Urban    Rain      Total    5-Day Avg.  10-Day Avg.    Use To-Date Since      Total    5-Day Avg.  10-Day Avg.
" Month Day M   CFS         CFS          CFS         CFS       CFS      CFS       CFS         CFS          CFS       Jan.  1, 2011 AC-FT     CFS         CFS          CFS"
 ----- --- - ------   -----------    --------   ----------   ------   -----    -------   ----------  -----------    -------------------   -------   ----------  -----------
  Sep.  6      60.3         0.0         12.2        48.1       0.0     1.9       58.5        33.5         -8.7           19834.6           None        None         None
  Sep.  5      56.2         0.0         13.9        42.3       0.0     0.0       56.2        29.2         -8.8           19718.9           None        None         None
  Sep.  4      52.2         0.0         15.6        36.6       0.0    35.8       16.4       -72.3         -8.6           19607.5           None        None         None
  Sep.  3      68.0         0.0         13.9        54.1       0.0    82.1      -14.1       -63.3         -4.7           19575.0           None        None         None
  Sep.  2      59.7         0.0         11.6        48.0       0.0     9.1       50.6       -50.5        -23.1           19603.0           None        None         None
  Sep.  1      55.7         0.0         13.4        42.3       0.0    18.8       36.8       -50.8        -22.6           19502.9           None        None         None
  Aug. 31      67.5         0.0         13.4        54.1       0.0   518.7     -451.3       -46.8        -22.5           19430.0           None        None         None
  Aug. 30      61.6         0.0         13.4        48.2       0.0     0.1       61.5        55.0         24.2           20323.5           None        None         None
  Aug. 29      56.2         0.0         13.9        42.3       0.0     6.2       50.1        53.8         18.7           20201.8           None        None         None
  Aug. 28      51.6         0.0         15.1        36.5       0.0     2.7       48.9         4.3         17.3           20102.7           None        None         None
  Aug. 27      62.1         0.0         13.9        48.2       0.0     5.4       56.7         5.6          5.5           20005.9           None        None         None
  Aug. 26      58.0         0.0         10.1        47.9       0.0     0.0       58.0         1.8          2.0           19893.6           None        None         None
  Aug. 25      61.5         0.0         13.3        48.1       0.0     5.9       55.5        -6.6          1.0           19778.7           None        None         None
  Aug. 24      53.8         0.0         11.6        42.1       0.0   251.6     -197.8       -16.5          0.2           19668.8           None        None         None
  Aug. 23      55.6         0.0         13.3        42.2       0.0     0.0       55.6        30.3         26.0           20060.5           None        None         None
  Aug. 22      55.6         0.0         13.3        42.2       0.0    17.9       37.7         5.4         21.1           19950.5           None        None         None
  Aug. 21      54.0         0.0         11.8        42.2       0.0    37.7       16.3         2.2        -20.8           19875.9           None        None         None
  Aug. 20      53.8         0.0         11.6        42.1       0.0    47.8        6.0         8.6        -17.0           19843.7           None        None         None
  Aug. 19      54.0         0.0         11.8        42.2       0.0    17.7       36.3        17.0        -11.3           19831.9           None        None         None
  Aug. 18      55.6         0.0         13.3        42.2       0.0   124.6      -69.0        21.6         -9.4           19760.0           None        None         None
  Aug. 17      53.8         0.0         11.6        42.1       0.0    32.2       21.5        36.8          5.7           19896.7           None        None         None
  Aug. 16      54.0         0.0         11.8        42.2       0.0     5.9       48.0       -43.7          8.5           19854.1           None        None         None
  Aug. 15      57.5         0.0         15.1        42.4       0.0     9.5       47.9       -42.6          9.4           19759.0           None        None         None
  Aug. 14      59.8         0.0         17.3        42.5       0.0     0.1       59.7       -39.6          7.5           19664.1           None        None         None
  Aug. 13      49.7         0.0         13.3        36.3       0.0    42.9        6.8       -40.4          7.1           19545.8           None        None         None
  Aug. 12      47.9         0.0         11.6        36.2       0.0   428.9     -381.1       -25.5        -14.7           19532.3           None        None         None
  Aug. 11      53.8         0.0         11.6        42.1       0.0     0.3       53.5        60.7         29.3           20286.9           None        None         None
  Aug. 10      63.4         0.0         15.1        48.3       0.0     0.1       63.2        61.5         29.9           20181.0           None        None         None
  Aug.  9      55.8         0.0         13.5        42.3       0.0     0.0       55.8        54.6        -35.7           20055.8           None        None         None
  Aug.  8      81.1         0.0         15.1        66.0       0.0     0.0       81.1        54.5       -103.1           19945.3           None        None         None
  Aug.  7      55.8         0.0         13.5        42.3       0.0     6.0       49.8        -3.9       -120.8           19784.8           None        None         None
  Aug.  6      57.5         0.0         15.1        42.4       0.0     0.0       57.5        -2.1       -135.4           19686.1           None        None         None
  Aug.  5      55.8         0.0         13.5        42.3       0.0    27.1       28.7        -1.6       -135.9           19572.4           None        None         None
  Aug.  4      55.5         0.0         13.3        42.2       0.0     0.0       55.5      -126.0       -138.0           19515.5           None        None         None
  Aug.  3      53.3         0.0         11.2        42.1       0.0   264.6     -211.2      -260.8       -137.6           19405.5           None        None         None
  Aug.  2      69.9         0.0         15.7        54.2       0.0    10.8       59.1      -237.7       -146.4           19823.8           None        None         None
  Aug.  1      59.8         0.0         17.3        42.5       0.0     0.0       59.8      -268.7       -154.3           19706.8           None        None         None
  July 31      57.5         0.0         15.1        42.4       0.0   650.8     -593.3      -270.1       -168.4           19588.4           None        None         None
  July 30      55.8         0.0         13.5        42.3       0.0   674.2     -618.4      -150.0       -104.1           20763.2           None        None         None
  July 29      51.4         0.0          9.5        41.9       0.0   147.0      -95.6       -14.4        -39.6           21987.6           None        None         None
  July 28      53.9         0.0         11.8        42.1       0.0   149.8      -95.9       -55.1        -23.7           22176.9           None        None         None
  July 27      53.9         0.0         11.8        42.1       0.0     1.0       52.8       -39.8         -6.8           22366.8           None        None         None
  July 26      71.8         0.0         17.4        54.4       0.0    64.5        7.3       -66.7         -6.7           22262.2           None        None         None
  July 25      59.3         0.0         16.9        42.5       0.0     0.1       59.2       -58.3         -1.1           22247.7           None        None         None
  July 24      57.4         0.0         15.1        42.4       0.0   356.4     -298.9       -64.8          0.4           22130.5           None        None         None
  July 23      51.7         0.0          9.6        42.0       0.0    71.2      -19.5         7.7         36.8           22722.4           None        None         None
  July 22      55.1         0.0         12.9        42.2       0.0   136.8      -81.7        26.2         40.8           22761.1           None        None         None
  July 21      53.6         0.0         11.3        42.2       0.0     3.9       49.6        53.3         51.8           22922.9           None        None         None
  July 20      54.1         0.0         11.9        42.2       0.0    27.5       26.6        56.1         38.0           22824.6           None        None         None
  July 19      63.7         0.0         15.3        48.4       0.0     0.0       63.7        65.5         41.1           22772.0           None        None         None
  July 18      73.1         0.0         13.1        60.0       0.0     0.0       73.1        66.0         41.8           22646.0           None        None         None
  July 17      71.3         0.0         17.0        54.4       0.0    17.9       53.4        55.3         41.4           22501.3           None        None         None
  July 16      63.8         0.0         15.4        48.4       0.0     0.0       63.8        50.3         43.8           22395.6           None        None         None
  July 15      73.7         0.0         13.6        60.1       0.0     0.0       73.7        19.9         44.8           22269.3           None        None         None
  July 14      65.9         0.0         11.9        54.0       0.0     0.0       65.9        16.7         43.7           22123.4           None        None         None
  July 13      57.4         0.0         14.9        42.5       0.0    37.5       19.8        17.7         43.3           21992.9           None        None         None
  July 12      56.0         0.0         13.6        42.4       0.0    27.8       28.2        27.6        -14.4           21953.7           None        None         None
  July 11      61.9         0.0         13.6        48.3       0.0   150.0      -88.1        37.4        -12.3           21897.8           None        None         None
  July 10      63.8         0.0         15.4        48.4       0.0     6.2       57.6        69.8          3.4           22072.3           None        None         None
  July  9      71.3         0.0         11.3        59.9       0.0     0.2       71.1        70.6          4.2           21958.4           None        None         None
  July  8      69.1         0.0         14.9        54.3       0.0     0.0       69.1        68.8          4.8           21817.6           None        None         None
  July  7      77.4         0.0         17.1        60.3       0.0     0.0       77.4       -56.3          6.4           21680.7           None        None         None
  July  6      75.6         0.0         15.4        60.2       0.0     1.9       73.7       -62.0          5.6           21527.4           None        None         None
  July  5      61.9         0.0         13.6        48.3       0.0     0.0       61.9       -62.9          5.6           21381.5           None        None         None
  July  4      69.8         0.0         15.4        54.4       0.0     7.9       61.9       -62.3          9.5           21259.0           None        None         None
  July  3      63.9         0.0         15.4        48.5       0.0   620.4     -556.5       -59.1         11.5           21136.5           None        None         None
  July  2      71.3         0.0         17.0        54.4       0.0    22.5       48.9        69.2         77.2           22238.4           None        None         None
  July  1      69.2         0.0         14.9        54.3       0.0     0.0       69.2        73.2         80.3           22141.6           None        None         None
  June 30      83.2         0.0         17.0        66.2       0.0    17.9       65.3        74.2         80.3           22004.7           None        None         None
  June 29      77.4         0.0         17.1        60.3       0.0     0.0       77.4        81.3         84.1           21875.4           None        None         None
  June 28      85.2         0.0         18.7        66.4       0.0     0.0       85.2        82.1         87.4           21722.1           None        None         None
  June 27      69.1         0.0         14.9        54.2       0.0     0.0       69.1        85.3         89.2           21553.4           None        None         None
  June 26      90.9         0.0         18.7        72.2       0.0    17.0       74.0        87.4         92.6           21416.6           None        None         None
  June 25     100.9         0.0         17.0        83.9       0.0     0.0      100.9        86.4         95.5           21270.1           None        None         None
  June 24      81.6         0.0         15.4        66.2       0.0     0.0       81.6        86.8         93.7           21070.4           None        None         None
  June 23     100.9         0.0         17.0        83.9       0.0     0.0      100.9        92.7         95.1           20908.9           None        None         None
  June 22      79.6         0.0         13.6        66.0       0.0     0.0       79.6        93.1         94.7           20709.2           None        None         None
  June 21      69.2         0.0         14.9        54.3       0.0     0.0       69.2        97.8         96.5           20551.6           None        None         None
  June 20     102.9         0.0         18.7        84.1       0.0     0.0      102.9       104.6         98.7           20414.7           None        None         None
  June 19     111.2         0.0         21.1        90.1       0.0     0.0      111.2       100.6         97.3           20211.0           None        None         None
  June 18     102.9         0.0         18.7        84.1       0.0     0.0      102.9        97.4         96.4           19990.8           None        None         None
  June 17     102.9         0.0         18.7        84.1       0.0     0.0      102.9        96.3         96.4           19787.1           None        None         None
  June 16     102.9         0.0         18.7        84.1       0.0     0.0      102.9        95.1         95.5           19583.3           None        None         None
  June 15      83.1         0.0         17.0        66.1       0.0     0.0       83.1        92.7         94.1           19379.6           None        None         None
  June 14      95.1         0.0         17.1        78.0       0.0     0.0       95.1        94.0         87.3           19215.0           None        None         None
  June 13      97.6         0.0         19.3        78.2       0.0     0.0       97.6        95.5         84.1           19026.6           None        None         None
  June 12      97.0         0.0         18.7        78.2       0.0     0.0       97.0        96.5         82.7           18833.4           None        None         None
  June 11      90.9         0.0         18.7        72.2       0.0     0.0       90.9        95.8         82.1           18641.4           None        None         None
  June 10      89.2         0.0         17.1        72.1       0.0     0.0       89.2        95.5         81.5           18461.4           None        None         None
  June  9     102.7         0.0         18.7        84.0       0.0     0.0      102.7        80.6         79.5           18284.7           None        None         None
  June  8     102.9         0.0         18.7        84.1       0.0     0.0      102.9        72.8         79.5           18081.4           None        None         None
  June  7      93.5         0.0         21.1        72.4       0.0     0.0       93.5        68.8         80.4           17877.6           None        None         None
  June  6      89.2         0.0         17.1        72.1       0.0     0.0       89.2        68.4         81.4           17692.5           None        None         None
  June  5      75.7         0.0         15.4        60.3       0.0    61.2       14.4        67.5         82.5           17515.8           None        None         None
  June  4      63.9         0.0         15.4        48.5       0.0     0.0       63.9        78.5         92.0           17487.2           None        None         None
