             ET TOOLBOX REACH SUMMARY

      Summary for: URGWOM Reach 8 (San Marcial to Elephant Butte)     

      Vegetation classification: MRGCD Ag. & IkonUSu Rip. (MRIU) (Except open water)

      ET TOOLBOX classes (ag. + rip. + open water + urb.):    13654.6 acres
  Oct. 24  *   78.0         0.0         27.2        50.8       0.0     5.6       72.4        72.3         71.4           45425.1
  Oct. 23  *   74.6         0.0         27.2        47.4       0.0     0.0       74.6        71.8         72.6           45281.8
  Oct. 22  *   72.6         0.0         25.6        47.0       0.0     0.0       72.6        71.1         74.0           45134.2
  Oct. 21  *   67.2         0.0         20.8        46.4       0.0     0.0       67.2        71.6         75.4           44990.5
  Oct. 20  *   75.0         0.0         25.6        49.4       0.0     0.0       75.0        71.4         76.1           44857.4
  Oct. 19  *   69.6         0.0         20.8        48.8       0.0     0.0       69.6        70.5         75.6           44709.0
  Oct. 18  *   71.3         0.0         22.4        48.9       0.0     0.0       71.3        73.4         77.7           44571.1
  Oct. 17  *   74.7         0.0         25.6        49.1       0.0     0.0       74.7        76.8         79.6           44430.0
  Oct. 16  *   66.6         0.0         20.8        45.8       0.0     0.0       66.6        79.2         81.3           44282.1
  Oct. 15  *   70.4         0.0         27.2        43.2       0.0     0.0       70.4        80.8         82.9           44150.2
  Oct. 14  *   83.8         0.0         28.7        55.1       0.0     0.0       83.8        80.6         83.0           44010.9
  Oct. 13  *   88.6         0.0         30.5        58.2       0.0     0.0       88.6        82.1         83.2           43845.0
  Oct. 12  *   86.7         0.0         28.7        57.9       0.0     0.0       86.7        82.4         85.1           43669.5
  Oct. 11  *   74.5         0.0         25.6        48.9       0.0     0.0       74.5        83.3         87.5           43497.8
  Oct. 10  *   74.4         0.0         25.6        48.8       0.0     4.9       69.5        85.1         91.3           43350.4
  Oct.  9  *   91.3         0.0         30.5        60.9       0.0     0.0       91.3        85.4         95.2           43212.8
  Oct.  8  *   90.0         0.0         32.1        57.9       0.0     0.0       90.0        84.3         96.7           43032.0
  Oct.  7  *   91.2         0.0         30.5        60.7       0.0     0.0       91.2        87.8         96.6           42853.7
  Oct.  6  *   83.4         0.0         28.7        54.6       0.0     0.0       83.4        91.8         96.5           42673.2
  Oct.  5  *   71.2         0.0         25.6        45.6       0.0     0.0       71.2        97.6         98.0           42508.1
  Oct.  4  *   85.8         0.0         25.6        60.2       0.0     0.0       85.8       104.9        101.5           42367.1
  Oct.  3  *  107.5         0.0         35.1        72.4       0.0     0.0      107.5       109.1        102.7           42197.2
  Oct.  2  *  110.9         0.0         38.4        72.5       0.0     0.0      110.9       105.4        101.7           41984.3
  Oct.  1  *  112.5         0.0         40.0        72.4       0.0     0.0      112.5       101.1         99.3           41764.7
  Sep. 30  *  107.7         0.0         38.4        69.3       0.0     0.0      107.7        98.4         97.3           41542.0
  Sep. 29  *  106.8         0.0         35.1        71.7       0.0     0.0      106.8        98.1         84.1           41328.7
  Sep. 28  *   89.0         0.0         32.1        56.9       0.0     0.0       89.0        96.3         83.5           41117.1
  Sep. 27  *   89.6         0.0         30.4        59.3       0.0     0.0       89.6        98.1         83.7           40940.9
  Sep. 26  *   98.8         0.0         36.7        62.1       0.0     0.0       98.8        97.6         83.7           40763.4
  Sep. 25  *  106.0         0.0         38.4        67.6       0.0     0.0      106.0        96.2         79.4           40567.8
  Sep. 24  *   98.1         0.0         36.7        61.4       0.0     0.0       98.1        70.2         65.6           40357.9
  Sep. 23  *   97.8         0.0         36.7        61.1       0.0     0.0       97.8        70.7         49.5           40163.6
  Sep. 22  *   97.3         0.0         36.7        60.6       0.0    10.3       87.0        69.4         12.1           39969.9
  Sep. 21  *   91.8         0.0         32.0        59.9       0.0     0.0       91.8        69.9         -7.6           39797.7
  Sep. 20  *   93.4         0.0         36.7        56.7       0.0   117.2      -23.7        62.7         -9.0           39615.9
  Sep. 19  *  102.8         0.0         36.7        66.1       0.0     2.0      100.8        61.1        -28.5           39662.9
  Sep. 18  *   90.9         0.0         36.7        54.2       0.0     0.0       90.9        28.2        -35.9           39463.2
  Sep. 17  *   89.6         0.0         36.7        52.9       0.0     0.0       89.6       -45.1        -36.3           39283.2
  Sep. 16  *   94.4         0.0         38.3        56.1       0.0    38.4       56.1       -85.1        -35.9           39105.8
  Sep. 15  *   92.3         0.0         38.3        54.0       0.0   124.4      -32.2       -80.8        -31.6           38994.8
  Sep. 14  *   81.9         0.0         32.0        49.9       0.0   145.1      -63.2      -118.0        -18.4           39058.4
  Sep. 13  *   78.1         0.0         25.5        52.6       0.0   354.1     -276.0      -100.0         -2.0           39183.6
  Sep. 12  *   69.0         0.0         27.1        41.9       0.0   179.2     -110.3       -27.4         33.8           39730.1
  Sep. 11  *   77.6         0.0         30.4        47.3       0.0     0.0       77.6        13.3         51.5           39948.4
  Sep. 10  *   69.3         0.0         28.6        40.7       0.0   287.6     -218.3        17.7         53.2           39794.7
  Sep.  9  *   85.7         0.0         36.6        49.1       0.0    58.9       26.8        81.3         85.0           40226.9
  Sep.  8  *   87.6         0.0         38.3        49.3       0.0     0.3       87.3        95.9         92.5           40173.9
  Sep.  7  *   93.0         0.0         41.5        51.5       0.0     0.0       93.0        94.9         83.5           40000.9
  Sep.  6  *   99.7         0.0         47.9        51.8       0.0     0.0       99.7        89.7         78.4           39816.8
  Sep.  5  *   99.9         0.0         46.2        53.7       0.0     0.0       99.9        88.7         72.6           39619.5
  Sep.  4  *   99.8         0.0         46.2        53.7       0.0     0.0       99.8        88.7         66.1           39421.8
  Sep.  3  *   97.0         0.0         41.5        55.5       0.0    14.8       82.3        89.2         59.6           39224.1
  Sep.  2  *   95.0         0.0         41.5        53.5       0.0    27.9       67.1        72.0         54.9           39061.2
  Sep.  1  *  105.9         0.0         46.2        59.8       0.0    11.3       94.7        67.0         51.8           38928.4
  Aug. 31  *   99.7         0.0         46.2        53.6       0.0     0.0       99.7        56.5         53.0           38741.0
  Aug. 30  *  102.0         0.0         44.5        57.5       0.0     0.0      102.0        43.5         47.0           38543.5
  Aug. 29  *   81.6         0.0         34.9        46.7       0.0    85.0       -3.4        30.1         48.2           38341.5
  Aug. 28  *   97.6         0.0         46.2        51.4       0.0    55.8       41.8        37.8         60.4           38348.2
  Aug. 27  *   97.6         0.0         44.4        53.2       0.0    55.3       42.3        36.7         67.4           38265.5
  Aug. 26  *  101.6         0.0         44.4        57.2       0.0    66.6       35.0        49.5         74.9           38181.8
  Aug. 25  *  101.5         0.0         46.2        55.3       0.0    66.6       34.9        50.5         82.7           38112.5
  Aug. 24  *  101.4         0.0         44.4        57.1       0.0    66.6       34.8        66.2         90.7           38043.5
  Aug. 23  *  103.0         0.0         47.7        55.2       0.0    66.6       36.4        83.1         97.6           37974.5
  Aug. 22  *  106.7         0.0         49.4        57.3       0.0     0.0      106.7        98.2        104.0           37902.5
  Aug. 21  *  106.6         0.0         49.4        57.2       0.0    66.6       40.0       100.2        103.4           37691.3
  Aug. 20  *  113.2         0.0         53.9        59.3       0.0     0.0      113.2       114.9        108.8           37612.1
  Aug. 19  *  119.2         0.0         53.9        65.2       0.0     0.0      119.2       115.1        107.7           37387.9
  Aug. 18  *  112.0         0.0         49.3        62.8       0.0     0.0      112.0       112.2        106.1           37152.0
  Aug. 17  *  116.8         0.0         53.9        62.8       0.0     0.0      116.8       109.9        104.9           36930.2
  Aug. 16  *  113.5         0.0         49.3        64.2       0.0     0.0      113.5       106.6        103.2           36698.9
  Aug. 15  *  114.1         0.0         53.9        60.2       0.0     0.0      114.1       102.7        102.3           36474.2
  Aug. 14  *  104.5         0.0         50.8        53.6       0.0     0.0      104.5       100.4        101.7           36248.3
  Aug. 13  *  100.5         0.0         47.6        52.9       0.0     0.0      100.5        99.9        102.1           36041.4
  Aug. 12  *  100.2         0.0         46.0        54.2       0.0     0.0      100.2        99.8        102.9           35842.3
  Aug. 11  *   93.9         0.0         44.3        49.6       0.0     0.0       93.9        99.8        103.0           35643.9
  Aug. 10  *  102.7         0.0         47.6        55.1       0.0     0.0      102.7       101.9        104.4           35457.9
  Aug.  9  *  102.3         0.0         49.3        53.0       0.0     0.0      102.3       102.9        105.0           35254.5
  Aug.  8  *  100.0         0.0         47.5        52.5       0.0     0.0      100.0       104.3        105.9           35052.0
  Aug.  7  *   99.8         0.0         47.5        52.3       0.0     0.0       99.8       106.0        106.5           34853.9
  Aug.  6  *  104.9         0.0         49.2        55.7       0.0     0.0      104.9       106.3         99.5           34656.3
  Aug.  5  *  107.7         0.0         53.9        53.8       0.0     0.0      107.7       106.9         72.0           34448.7
  Aug.  4  *  109.0         0.0         55.4        53.6       0.0     0.0      109.0       107.0         35.0           34235.5
  Aug.  3  *  108.6         0.0         55.4        53.2       0.0     0.0      108.6       107.4         24.2           34019.7
  Aug.  2  *  101.5         0.0         50.7        50.8       0.0     0.0      101.5       107.0         -6.1           33804.7
  Aug.  1  *  107.5         0.0         55.3        52.2       0.0     0.0      107.5        92.7        -13.7           33603.7
  July 31  *  108.5         0.0         56.9        51.6       0.0     0.0      108.5        37.1        -15.5           33390.8
  July 30  *  111.1         0.0         58.7        52.4       0.0     0.0      111.1       -37.0        -16.7           33176.1
  July 29  *  106.7         0.0         55.3        51.4       0.0     0.1      106.6       -59.1        -33.9           32956.1
  July 28  *   96.3         0.0         49.2        47.1       0.0    66.6       29.7      -119.2        -35.2           32745.0
  July 27  *   85.9         0.0         47.5        38.4       0.0   256.3     -170.3      -120.1        -30.3           32686.2
  July 26  *   96.9         0.0         50.7        46.2       0.0   358.8     -261.9       -68.2        -15.6           33023.4
  July 25  *   93.3         0.0         49.2        44.2       0.0    92.8        0.5         3.6         16.3           33542.0
  July 24  *  101.0         0.0         57.1        43.9       0.0   295.1     -194.2        -8.8          8.5           33540.9
  July 23  *  108.7         0.0         58.7        50.1       0.0    83.6       25.1        48.7         39.0           33925.3
  July 22  *  106.9         0.0         57.1        49.8       0.0    17.4       89.5        59.6         46.4           33875.5
  July 21  *   97.2         0.0         53.9        43.3       0.0     0.0       97.2        36.9         46.9           33698.3
  July 20  *   95.4         0.0         50.8        44.6       0.0   157.2      -61.8        28.9         21.6           33505.9
  July 19  *   93.7         0.0         50.8        42.9       0.0     0.0       93.7        25.8         35.2           33628.2
  July 18  *   79.2         0.0         47.5        31.7       0.0     0.0       79.2        29.2         16.4           33442.7
  July 17  *   72.6         0.0         41.3        31.3       0.0    96.2      -23.6        33.3         10.9           33285.9
  July 16  *   80.1         0.0         39.7        40.4       0.0    23.0       57.1        56.9         23.7           33332.6
  July 15  *   64.1         0.0         34.8        29.3       0.0   141.3      -77.2        14.3         29.2           33219.5
  July 14  *  110.6         0.0         58.8        51.8       0.0     0.0      110.6        44.6         47.9           33372.4
  July 13  *  102.5         0.0         57.1        45.4       0.0     3.0       99.5         3.6         44.3           33153.4
  July 12  *  107.1         0.0         57.1        50.0       0.0    12.7       94.4       -11.5         32.3           32956.5
  July 11  *  110.6         0.0         60.4        50.2       0.0   266.1     -155.5        -9.5         37.2           32769.7
  July 10  *  104.3         0.0         58.8        45.5       0.0    30.0       74.3        44.0         91.1           33077.5
  July  9  *  106.6         0.0         55.4        51.2       0.0   201.0      -94.5        51.2         75.3           32930.5
  July  8  *  108.8         0.0         58.8        50.0       0.0    84.8       24.0        85.0         96.1           33117.5
  July  7  *  108.1         0.0         58.8        49.3       0.0     4.1      104.0        76.0        106.3           33069.9
  July  6  *  112.4         0.0         60.4        52.0       0.0     0.1      112.2        84.0        110.4           32864.1
  July  5  *  110.3         0.0         60.4        49.8       0.0     0.1      110.2       138.2        113.4           32641.8
  July  4  *  112.9         0.0         57.2        55.7       0.0    38.4       74.5        99.3        116.4           32423.7
  July  3  *   96.6         0.0         47.6        48.9       0.0   117.4      -20.9       107.2        123.1           32276.2
  July  2  *  300.9         0.0         53.9       246.9       0.0   156.8      144.1       136.6        140.2           32317.5
  July  1  *  395.5         0.0         49.3       346.2       0.0    12.5      383.0       136.7        141.3           32032.2
  June 30  *  111.3         0.0         57.2        54.2       0.0   195.4      -84.1        88.7        118.3           31273.8
  June 29  *  134.8         0.0         63.6        71.2       0.0    21.0      113.8       133.5        141.8           31440.3
  June 28  *  137.7         0.0         65.1        72.6       0.0    11.5      126.2       139.1        146.7           31215.0
  June 27  *  144.5         0.0         65.1        79.4       0.0     0.0      144.5       143.7        149.1           30965.1
  June 26  *  143.1         0.0         63.6        79.5       0.0     0.0      143.1       146.0        148.8           30679.0
  June 25  *  139.8         0.0         60.5        79.3       0.0     0.0      139.8       147.9        143.9           30395.7
  June 24  *  141.9         0.0         60.5        81.4       0.0     0.0      141.9       150.2        142.0           30118.9
  June 23  *  149.4         0.0         63.6        85.8       0.0     0.0      149.4       154.3        141.3           29838.0
  June 22  *  155.6         0.0         65.2        90.4       0.0     0.0      155.6       154.5        142.0           29542.2
  June 21  *  152.8         0.0         65.2        87.5       0.0     0.0      152.8       151.7        144.5           29234.0
  June 20  *  151.2         0.0         66.9        84.4       0.0     0.0      151.2       139.9        146.7           28931.5
  June 19  *  162.2         0.0         63.7        98.5       0.0     0.0      162.2       133.7        149.1           28632.1
  June 18  *  150.6         0.0         63.7        86.9       0.0     0.0      150.6       128.3        150.1           28310.9
  June 17  *  154.7         0.0         59.0        95.7       0.0    13.2      141.6       129.5        152.2           28012.7
  June 16  *  153.4         0.0         59.0        94.4       0.0    59.6       93.8       137.4        150.7           27732.4
  June 15  *  154.7         0.0         59.0        95.7       0.0    34.2      120.5       153.6        151.8           27546.7
  June 14  *  143.3         0.0         57.4        85.9       0.0     8.5      134.8       164.4        155.9           27308.1
  June 13  *  157.3         0.0         59.0        98.3       0.0     0.4      156.9       171.9        160.0           27041.1
  June 12  *  180.9         0.0         67.0       114.0       0.0     0.0      180.9       174.8        161.6           26730.4
  June 11  *  174.8         0.0         65.4       109.5       0.0     0.0      174.8       164.0        159.5           26372.1
  June 10  *  174.5         0.0         63.8       110.7       0.0     0.0      174.5       150.1        159.1           26025.9
  June  9  *  172.4         0.0         60.7       111.6       0.0     0.0      172.4       147.4        158.8           25680.5
  June  8  *  171.5         0.0         59.0       112.5       0.0     0.0      171.5       148.1        158.4           25339.2
  June  7  *  145.9         0.0         47.9        98.0       0.0    18.8      127.1       148.3        157.0           24999.6
  June  6  *  141.3         0.0         51.2        90.2       0.0    36.4      105.0       154.9        161.8           24748.0
  June  5  *  160.9         0.0         57.5       103.4       0.0     0.0      160.9       168.2        169.4           24540.2
  June  4  *  183.6         0.0         60.7       122.9       0.0     7.4      176.3       170.3        170.9           24221.5
  June  3  *  172.4         0.0         60.7       111.6       0.0     0.0      172.4       168.7        171.3           23872.6
  June  2  *  160.7         0.0         57.5       103.2       0.0     0.9      159.8       165.8        171.6           23531.3
  June  1  *  171.4         0.0         57.5       113.9       0.0     0.0      171.4       168.7        174.8           23214.9
  May  31  *  171.6         0.0         59.1       112.4       0.0     0.0      171.6       170.6        176.4           22875.5
  May  30  *  168.1         0.0         57.5       110.6       0.0     0.0      168.1       171.5        175.7           22535.8
  May  29  *  158.0         0.0         55.9       102.1       0.0     0.0      158.0       174.0        175.3           22202.9
  May  28  *  174.3         0.0         57.5       116.8       0.0     0.0      174.3       177.4        175.2           21890.1
  May  27  *  181.2         0.0         59.2       121.9       0.0     0.0      181.2       180.9        174.2           21544.9
  May  26  *  175.8         0.0         59.2       116.5       0.0     0.0      175.8       182.1        174.7           21186.2
  May  25  *  180.7         0.0         59.2       121.4       0.0     0.0      180.7       179.9        175.6           20838.2
  May  24  *  175.0         0.0         59.2       115.8       0.0     0.0      175.0       176.7        176.8           20480.5
  May  23  *  192.1         0.0         60.8       131.2       0.0     0.0      192.1       173.1        176.8           20134.0
  May  22  *  187.2         0.0         59.2       128.0       0.0     0.0      187.2       167.5        173.1           19753.6
  May  21  *  164.6         0.0         51.3       113.3       0.0     0.0      164.6       167.2        168.5           19382.9
  May  20  *  164.6         0.0         51.3       113.3       0.0     0.0      164.6       171.3        165.2           19057.1
  May  19  *  157.0         0.0         54.3       102.7       0.0     0.0      157.0       176.9        150.9           18731.2
  May  18  *  164.3         0.0         54.4       109.8       0.0     0.0      164.3       180.4        148.9           18420.3
  May  17  *  185.5         0.0         54.4       131.1       0.0     0.0      185.5       178.7        145.7           18095.1
  May  16  *  185.3         0.0         57.6       127.7       0.0     0.0      185.3       169.9        142.0           17727.8
  May  15  *  192.5         0.0         54.4       138.1       0.0     0.1      192.4       159.0        136.4           17360.8
  May  14  *  174.7         0.0         54.4       120.3       0.0     0.0      174.7       125.0        130.3           16979.8
  May  13  *  155.6         0.0         49.7       105.8       0.0     0.0      155.6       117.3        128.9           16633.9
  May  12  *  141.5         0.0         46.5        95.0       0.0     0.0      141.5       112.7        126.1           16325.9
  May  11  *  131.2         0.0         40.1        91.0       0.0     0.2      131.0       114.1        120.4           16045.8
  May  10  *  116.9         0.0         36.8        80.1       0.0    94.7       22.2       113.7        124.8           15786.5
  May   9  *  136.3         0.0         41.7        94.5       0.0     0.1      136.1       135.6        140.8           15742.5
  May   8  *  132.7         0.0         41.7        91.0       0.0     0.0      132.7       140.5        143.4           15472.9
  May   7  *  148.3         0.0         46.5       101.8       0.0     0.0      148.3       139.4        145.3           15210.2
  May   6  *  129.3         0.0         38.5        90.7       0.0     0.2      129.1       126.8        146.0           14916.6
  May   5  *  148.2         0.0         46.5       101.7       0.0    16.4      131.8       136.0        147.7           14660.9
  May   4  *  160.6         0.0         48.2       112.5       0.0     0.0      160.6       145.9        148.8           14400.0
  May   3  *  127.3         0.0         36.8        90.4       0.0     0.0      127.3       146.2        146.4           14081.9
  May   2  *   85.4         0.0         30.5        54.9       0.0     0.0       85.4       151.1        147.8           13830.0
  May   1  *  174.8         0.0         51.5       123.3       0.0     0.0      174.8       165.1        155.3           13660.9
  Apr. 30  *  181.4         0.0         54.5       126.9       0.0     0.0      181.4       159.4        151.9           13314.8
  Apr. 29  *  162.3         0.0         49.8       112.5       0.0     0.0      162.3       151.7        147.7           12955.6
  Apr. 28  *  151.8         0.0         46.6       105.2       0.0     0.0      151.8       146.5        142.6           12634.2
  Apr. 27  *  155.3         0.0         46.6       108.7       0.0     0.0      155.3       144.4        136.5           12333.6
  Apr. 26  *  146.3         0.0         44.8       101.4       0.0     0.0      146.3       145.4        133.4           12026.2
  Apr. 25  *  143.1         0.0         41.8       101.3       0.0     0.0      143.1       144.5        131.6           11736.6
  Apr. 24  *  136.1         0.0         38.5        97.5       0.0     0.0      136.1       143.7        131.6           11453.3
  Apr. 23  *  141.5         0.0         40.3       101.2       0.0     0.0      141.5       138.8        132.2           11183.9
  Apr. 22  *  160.3         0.0         48.2       112.2       0.0     0.0      160.3       128.6        130.7           10903.8
  Apr. 21  *  141.4         0.0         40.3       101.1       0.0     0.0      141.4       121.3        126.9           10586.4
  Apr. 20  *  139.4         0.0         38.5       100.9       0.0     0.0      139.4       118.8        124.7           10306.5
  Apr. 19  *  111.4         0.0         35.4        76.1       0.0     0.0      111.4       119.4        120.3           10030.4
  Apr. 18  *   90.5         0.0         28.8        61.6       0.0     0.0       90.5       125.7        114.2            9809.8
  Apr. 17  *  123.6         0.0         36.9        86.7       0.0     0.0      123.6       132.7        117.7            9630.6
  Apr. 16  *  128.9         0.0         41.8        87.1       0.0     0.0      128.9       132.6        119.3            9385.8
  Apr. 15  *  142.7         0.0         44.9        97.8       0.0     0.0      142.7       130.5        120.3            9130.6
  Apr. 14  *  142.7         0.0         44.9        97.8       0.0     0.0      142.7       121.1        121.1            8848.0
  Apr. 13  *  125.5         0.0         38.7        86.8       0.0     0.0      125.5       102.7        120.4            8565.4
  Apr. 12  *  123.6         0.0         36.9        86.6       0.0     0.3      123.2       102.7        120.0            8317.0
  Apr. 11  *  118.5         0.0         32.2        86.3       0.0     0.0      118.5       106.0        120.4            8072.9
  Apr. 10  *   95.7         0.0         27.3        68.4       0.0     0.0       95.7       110.2        122.3            7838.2
  Apr.  9  *   69.5         0.0         19.2        50.3       0.0    18.8       50.8       121.0        125.5            7648.7
