             ET TOOLBOX REACH SUMMARY

      Summary for: URGWOM Reach 8 (San Marcial to Elephant Butte)     

      Vegetation classification: IKONOS 2000 + USU 2001         

      ET TOOLBOX classes (ag. + rip. + open water + urb.):     4312.0 acres

          (Daily URGWOM Water Use = Daily Consumptive Use Total - Rain)

             --------------- Daily Consumptive Use ---------------    Daily    ----- Daily URGWOM Water Use ----    Total URGWOM Water    ----- Daily Flow Difference -----
    2004   F  Total   Agriculture    Riparian   Open Water   Urban    Rain      Total    5-Day Avg.  10-Day Avg.    Use To-Date Since      Total    5-Day Avg.  10-Day Avg.
" Month Day M   CFS         CFS          CFS         CFS       CFS      CFS       CFS         CFS          CFS       Jan.  1, 2004 AC-FT     CFS         CFS          CFS"
 ----- --- - ------   -----------    --------   ----------   ------   -----    -------   ----------  -----------    -------------------   -------   ----------  -----------
  Dec. 29       1.7         0.0          0.3         1.3       0.0     0.0        1.7         1.7          1.5           13373.3           None        None         None
  Dec. 28       1.9         0.0          0.3         1.6       0.0     0.0        1.9         1.6          1.5           13370.0           None        None         None
  Dec. 27       1.9         0.0          0.3         1.6       0.0     0.0        1.9         1.4          1.5           13366.3           None        None         None
  Dec. 26       1.7         0.0          0.3         1.3       0.0     0.0        1.7         1.2          1.6           13362.6           None        None         None
  Dec. 25       1.7         0.0          0.3         1.3       0.0     0.0        1.7         1.2          1.5           13359.3           None        None         None
  Dec. 24       1.1         0.0          0.2         0.9       0.0     0.0        1.1         1.2          1.5           13356.0           None        None         None
  Dec. 23       0.8         0.0          0.1         0.6       0.0     0.0        0.8         1.4          1.6           13353.8           None        None         None
  Dec. 22       1.3         0.0          0.2         1.1       0.0     0.3        1.1         1.6          1.7           13352.3           None        None         None
  Dec. 21       1.3         0.0          0.2         1.1       0.0     0.0        1.3         1.9          1.8           13350.3           None        None         None
  Dec. 20       1.9         0.0          0.3         1.6       0.0     0.0        1.9         1.8          1.9           13347.6           None        None         None
  Dec. 19       1.9         0.0          0.3         1.6       0.0     0.0        1.9         1.8          1.9           13343.9           None        None         None
  Dec. 18       1.9         0.0          0.3         1.6       0.0     0.0        1.9         1.8          1.9           13340.2           None        None         None
  Dec. 17       2.4         0.0          0.4         2.0       0.0     0.0        2.4         1.8          1.9           13336.5           None        None         None
  Dec. 16       1.1         0.0          0.2         0.9       0.0     0.0        1.1         1.7          1.8           13331.7           None        None         None
  Dec. 15       1.7         0.0          0.3         1.3       0.0     0.0        1.7         1.9          1.6           13329.5           None        None         None
  Dec. 14       1.9         0.0          0.3         1.6       0.0     0.0        1.9         2.0          1.6           13326.2           None        None         None
  Dec. 13       1.9         0.0          0.3         1.6       0.0     0.0        1.9         2.1          1.7           13322.5           None        None         None
  Dec. 12       2.2         0.0          0.4         1.8       0.0     0.0        2.2         2.0          1.7           13318.8           None        None         None
  Dec. 11       1.9         0.0          0.3         1.6       0.0     0.0        1.9         1.8          1.7           13314.4           None        None         None
  Dec. 10       2.2         0.0          0.4         1.8       0.0     0.0        2.2         1.4          1.8           13310.7           None        None         None
  Dec.  9       2.2         0.0          0.4         1.8       0.0     0.0        2.2         1.3          1.6           13306.3           None        None         None
  Dec.  8       1.3         0.0          0.2         1.1       0.0     0.0        1.3         1.4          1.5           13302.0           None        None         None
  Dec.  7       1.3         0.0          0.2         1.1       0.0     0.0        1.3         1.5          1.6           13299.4           None        None         None
  Dec.  6       1.1         0.0          0.2         0.9       0.0     1.4       -0.3         1.6          1.8           13296.8           None        None         None
  Dec.  5       1.9         0.0          0.3         1.6       0.0     0.0        1.9         2.2          2.1           13297.3           None        None         None
  Dec.  4       3.0         0.0          0.6         2.4       0.0     0.3        2.7         1.9          2.2           13293.6           None        None         None
  Dec.  3       1.9         0.0          0.3         1.6       0.0     0.0        1.9         1.7          2.1           13288.2           None        None         None
  Dec.  2       1.9         0.0          0.3         1.6       0.0     0.0        1.9         1.7          2.1           13284.5           None        None         None
  Dec.  1       2.4         0.0          0.4         2.0       0.0     0.0        2.4         2.1          2.1           13280.8           None        None         None
  Nov. 30       0.8         0.0          0.1         0.6       0.0     0.0        0.8         2.1          2.1           13276.0           None        None         None
  Nov. 29       1.3         0.0          0.2         1.1       0.0     0.0        1.3         2.4          2.3           13274.5           None        None         None
  Nov. 28       2.1         0.0          0.3         1.8       0.0     0.0        2.1         2.5          2.3           13271.9           None        None         None
  Nov. 27       3.8         0.0          0.7         3.1       0.0     0.0        3.8         2.5          2.4           13267.7           None        None         None
  Nov. 26       2.6         0.0          0.4         2.2       0.0     0.0        2.6         2.2          2.1           13260.3           None        None         None
  Nov. 25       2.1         0.0          0.3         1.8       0.0     0.0        2.1         2.1          2.2           13255.1           None        None         None
  Nov. 24       2.1         0.0          0.3         1.8       0.0     0.0        2.1         2.2          1.8           13250.9           None        None         None
  Nov. 23       2.1         0.0          0.3         1.8       0.0     0.0        2.1         2.1          0.9           13246.8           None        None         None
  Nov. 22       2.6         0.0          0.4         2.2       0.0     0.7        1.9         2.2         -5.0           13242.7           None        None         None
  Nov. 21       2.4         0.0          0.4         2.0       0.0     0.0        2.4         2.1         -5.1           13238.9           None        None         None
  Nov. 20       2.4         0.0          0.4         2.0       0.0     0.0        2.4         2.2         -5.1           13234.1           None        None         None
  Nov. 19       1.9         0.0          0.3         1.6       0.0     0.0        1.9         1.4         -5.0           13229.3           None        None         None
  Nov. 18       2.3         0.0          0.3         2.0       0.0     0.0        2.3        -0.4         -4.8           13225.6           None        None         None
  Nov. 17       1.5         0.0          0.2         1.3       0.0     0.0        1.5       -12.2         -4.6           13221.0           None        None         None
  Nov. 16       2.8         0.0          0.4         2.4       0.0     0.0        2.8       -12.4         -4.3           13218.0           None        None         None
  Nov. 15       0.5         0.0          0.1         0.4       0.0     2.0       -1.5       -12.3         -4.2           13212.3           None        None         None
  Nov. 14       0.2         0.0          0.0         0.2       0.0     7.4       -7.2       -11.4         -3.6           13215.3           None        None         None
  Nov. 13       0.2         0.0          0.0         0.2       0.0    57.1      -56.9        -9.1         -2.4           13229.6           None        None         None
  Nov. 12       2.1         0.0          0.3         1.8       0.0     1.1        1.0         3.1          3.7           13342.3           None        None         None
  Nov. 11       3.1         0.0          0.4         2.6       0.0     0.0        3.1         3.8          4.0           13340.4           None        None         None
  Nov. 10       3.1         0.0          0.4         2.6       0.0     0.0        3.1         3.9          4.0           13334.3           None        None         None
  Nov.  9       4.1         0.0          0.6         3.5       0.0     0.0        4.1         4.2          4.2           13328.2           None        None         None
  Nov.  8       4.1         0.0          0.6         3.5       0.0     0.0        4.1         4.4          4.2           13320.1           None        None         None
  Nov.  7       4.5         0.0          0.6         4.0       0.0     0.0        4.5         4.4          4.3           13312.0           None        None         None
  Nov.  6       3.8         0.0          1.1         2.6       0.0     0.0        3.8         4.3          4.6           13303.1           None        None         None
  Nov.  5       4.6         0.0          1.2         3.3       0.0     0.0        4.6         4.0          4.7           13295.6           None        None         None
  Nov.  4       5.0         0.0          1.2         3.8       0.0     0.0        5.0         4.1          3.0           13286.6           None        None         None
  Nov.  3       4.0         0.0          1.1         2.9       0.0     0.0        4.0         4.0          2.6           13276.6           None        None         None
  Nov.  2       4.0         0.0          1.1         2.9       0.0     0.0        4.0         4.3          3.0           13268.7           None        None         None
  Nov.  1       2.7         0.0          0.9         1.8       0.0     0.1        2.6         4.9          3.4           13260.8           None        None         None
  Oct. 31       5.0         0.0          1.2         3.8       0.0     0.0        5.0         5.5          4.1           13255.7           None        None         None
  Oct. 30       4.2         0.0          1.3         2.9       0.0     0.0        4.2         1.8          4.4           13245.7           None        None         None
  Oct. 29       5.7         0.0          2.2         3.5       0.0     0.0        5.7         1.2          5.1           13237.5           None        None         None
  Oct. 28       7.1         0.0          2.7         4.4       0.0     0.0        7.1         1.7          5.7           13226.2           None        None         None
  Oct. 27       5.3         0.0          2.5         2.9       0.0     0.0        5.3         1.9          6.0           13212.2           None        None         None
  Oct. 26       5.1         0.0          2.5         2.6       0.0    18.5      -13.4         2.7          6.2           13201.6           None        None         None
  Oct. 25       1.7         0.0          1.1         0.6       0.0     0.3        1.4         7.0          8.9           13228.0           None        None         None
  Oct. 24       8.2         0.0          4.3         4.0       0.0     0.0        8.2         9.0         10.2           13225.3           None        None         None
  Oct. 23       8.0         0.0          4.5         3.5       0.0     0.0        8.0         9.6         10.5           13209.0           None        None         None
  Oct. 22       9.1         0.0          4.9         4.2       0.0     0.0        9.1        10.1         10.2           13193.2           None        None         None
  Oct. 21       8.3         0.0          4.8         3.5       0.0     0.0        8.3         9.8         10.8           13175.2           None        None         None
  Oct. 20      11.4         0.0          6.8         4.6       0.0     0.0       11.4        10.8          9.8           13158.7           None        None         None
  Oct. 19      11.0         0.0          6.8         4.2       0.0     0.0       11.0        11.3         10.3           13136.0           None        None         None
  Oct. 18      10.5         0.0          6.7         3.8       0.0     0.0       10.5        11.5         11.1           13114.3           None        None         None
  Oct. 17       7.8         0.0          5.1         2.6       0.0     0.0        7.8        10.4         11.9           13093.5           None        None         None
