             ET TOOLBOX REACH SUMMARY

      Summary for: URGWOM Reach 8 (San Marcial to Elephant Butte)     

      Vegetation classification: MRGCD Ag. & IkonUSu Rip. (MRIU) (Except open water)

      ET TOOLBOX classes (ag. + rip. + open water + urb.):    11750.6 acres
  Oct. 24  *   78.0         0.0         27.3        50.7       0.0     0.0       78.0        73.7         81.9           65035.0
  Oct. 23  *   81.3         0.0         30.5        50.8       0.0     0.0       81.3        74.1         82.8           64880.6
  Oct. 22  *   76.8         0.0         28.7        48.1       0.0     0.0       76.8        75.7         83.1           64719.6
  Oct. 21  *   70.0         0.0         27.2        42.8       0.0     0.0       70.0        79.3         84.6           64567.6
  Oct. 20  *   62.5         0.0         22.4        40.1       0.0     0.0       62.5        84.2         87.1           64429.0
  Oct. 19  *   79.8         0.0         28.7        51.0       0.0     0.0       79.8        90.2         89.4           64305.2
  Oct. 18  *   89.7         0.0         30.5        59.2       0.0     0.0       89.7        91.6         71.5           64147.3
  Oct. 17  *   94.8         0.0         35.1        59.6       0.0     0.0       94.8        90.4         64.9           63969.7
  Oct. 16  *   94.5         0.0         32.1        62.4       0.0     0.0       94.5        89.9         63.0           63782.1
  Oct. 15  *   92.1         0.0         32.1        60.0       0.0     0.0       92.1        90.0         62.6           63595.0
  Oct. 14  *   87.0         0.0         32.1        55.0       0.0     0.0       87.0        88.6         63.2           63412.6
  Oct. 13  *   83.5         0.0         28.7        54.7       0.0     0.0       83.5        51.4         62.5           63240.3
  Oct. 12  *   92.3         0.0         32.1        60.3       0.0     0.0       92.3        39.4         62.5           63075.1
  Oct. 11  *   94.9         0.0         32.1        62.8       0.0     0.0       94.9        36.2         63.5           62892.3
  Oct. 10  *   85.2         0.0         30.5        54.8       0.0     0.0       85.2        35.3         63.1           62704.4
  Oct.  9  *   69.4         0.0         25.6        43.8       0.0   168.3      -98.9        37.8         46.8           62535.6
  Oct.  8  *   50.9         0.0         25.6        25.3       0.0    27.3       23.6        73.6         61.6           62731.5
  Oct.  7  *   76.2         0.0         27.2        49.0       0.0     0.0       76.2        85.5         68.5           62684.8
  Oct.  6  *   90.2         0.0         30.5        59.8       0.0     0.0       90.2        90.7         69.0           62533.8
  Oct.  5  *   97.7         0.0         35.1        62.5       0.0     0.0       97.7        91.0         65.8           62355.1
  Oct.  4  *   80.4         0.0         28.7        51.7       0.0     0.0       80.4        55.9         63.7           62161.7
  Oct.  3  *   87.1         0.0         35.1        52.0       0.0     4.0       83.1        49.7         65.4           62002.5
  Oct.  2  *  102.1         0.0         36.8        65.3       0.0     0.0      102.0        51.5         64.9           61837.9
  Oct.  1  *   91.8         0.0         32.1        59.7       0.0     0.0       91.8        47.3         64.3           61635.9
  Sep. 30  *   83.9         0.0         32.1        51.8       0.0   161.8      -77.9        40.7         65.2           61454.2
  Sep. 29  *   87.0         0.0         35.1        51.8       0.0    37.8       49.2        71.6         84.6           61608.4
  Sep. 28  *   92.2         0.0         35.1        57.0       0.0     0.0       92.2        81.2         91.6           61510.9
  Sep. 27  *   81.9         0.0         30.4        51.5       0.0     0.4       81.4        78.3         94.4           61328.4
  Sep. 26  *   68.8         0.0         25.5        43.3       0.0    10.4       58.4        81.2         97.2           61167.2
  Sep. 25  *   76.6         0.0         30.4        46.3       0.0     0.0       76.6        89.8        101.9           61051.6
  Sep. 24  *   97.3         0.0         35.1        62.2       0.0     0.0       97.3        97.5        103.2           60899.9
  Sep. 23  *   98.9         0.0         36.7        62.2       0.0    21.2       77.7       102.1        103.0           60707.2
  Sep. 22  *  105.7         0.0         38.3        67.4       0.0     9.8       96.0       110.4        105.7           60553.3
  Sep. 21  *  101.4         0.0         36.7        64.7       0.0     0.0      101.4       113.2         99.5           60363.3
  Sep. 20  *  115.3         0.0         40.0        75.3       0.0     0.0      115.3       114.0         98.7           60162.5
  Sep. 19  *  120.0         0.0         44.6        75.4       0.0     0.0      120.0       108.9         96.3           59934.2
  Sep. 18  *  119.4         0.0         41.6        77.8       0.0     0.0      119.4       103.8         95.7           59696.6
  Sep. 17  *  109.7         0.0         39.9        69.8       0.0     0.0      109.7       101.0         85.2           59460.2
  Sep. 16  *  105.3         0.0         38.3        67.0       0.0     0.0      105.3        85.9         70.7           59242.9
  Sep. 15  *  100.0         0.0         38.3        61.7       0.0    10.0       90.0        83.5         49.2           59034.4
  Sep. 14  *  101.6         0.0         39.9        61.7       0.0     6.9       94.7        83.7         50.8           58856.1
  Sep. 13  *  105.0         0.0         38.3        66.7       0.0     0.0      105.0        87.5         52.1           58668.6
  Sep. 12  *  107.5         0.0         38.3        69.2       0.0    73.1       34.4        69.4         52.2           58460.6
  Sep. 11  *  104.0         0.0         39.9        64.1       0.0    10.6       93.4        55.5         49.9           58392.5
  Sep. 10  *   91.0         0.0         35.0        56.0       0.0     0.0       91.0        14.9         50.0           58207.5
  Sep.  9  *  113.8         0.0         44.5        69.3       0.0     0.0      113.8        18.0         42.8           58027.3
  Sep.  8  *   92.8         0.0         32.0        60.9       0.0    78.3       14.5        16.6         40.7           57802.0
  Sep.  7  *   90.3         0.0         32.0        58.3       0.0   125.8      -35.5        35.1         48.9           57773.3
  Sep.  6  *   77.3         0.0         36.6        40.7       0.0   186.6     -109.4        44.3         61.8           57843.5
  Sep.  5  *  106.3         0.0         44.5        61.8       0.0     0.0      106.3        85.1         81.6           58060.0
  Sep.  4  *  106.9         0.0         39.9        67.0       0.0     0.0      106.9        67.7         80.0           57849.4
  Sep.  3  *  106.9         0.0         39.8        67.1       0.0     0.0      106.9        64.8         81.0           57637.7
  Sep.  2  *   96.7         0.0         39.8        56.9       0.0    86.0       10.7        62.8         81.6           57426.1
  Sep.  1  *   94.4         0.0         39.8        54.6       0.0     0.0       94.4        79.4         91.5           57404.9
  Aug. 31  *   81.8         0.0         35.0        46.8       0.0    62.2       19.6        78.1         89.8           57218.0
  Aug. 30  *   92.5         0.0         39.8        52.7       0.0     0.2       92.3        92.2         72.9           57179.1
  Aug. 29  *   98.2         0.0         39.8        58.4       0.0     1.3       96.9        97.3         73.7           56996.4
  Aug. 28  *  110.9         0.0         41.4        69.6       0.0    17.2       93.7       100.4         69.7           56804.5
  Aug. 27  *  111.8         0.0         44.4        67.4       0.0    23.9       87.9       103.5         70.8           56619.0
  Aug. 26  *  111.9         0.0         41.4        70.5       0.0    21.7       90.2       101.5         74.1           56444.9
  Aug. 25  *  117.6         0.0         41.4        76.2       0.0     0.0      117.6        53.6         77.4           56266.3
  Aug. 24  *  113.1         0.0         39.8        73.3       0.0     0.7      112.4        50.1         78.4           56033.5
  Aug. 23  *  109.6         0.0         44.4        65.2       0.0     0.0      109.6        39.0         78.7           55810.8
  Aug. 22  *  105.6         0.0         38.1        67.5       0.0    28.1       77.5        38.2         79.3           55593.9
  Aug. 21  *  102.9         0.0         38.1        64.8       0.0   252.2     -149.3        46.7         83.7           55440.4
  Aug. 20  *  120.7         0.0         44.4        76.3       0.0    20.6      100.1       101.2        109.5           55736.1
  Aug. 19  *  124.6         0.0         47.6        76.9       0.0    67.5       57.1       106.8        109.7           55537.9
  Aug. 18  *  125.1         0.0         47.6        77.5       0.0    19.7      105.5       118.4        117.2           55424.9
  Aug. 17  *  120.1         0.0         47.6        72.5       0.0     0.0      120.1       120.4        120.1           55216.1
  Aug. 16  *  123.5         0.0         47.6        75.8       0.0     0.0      123.5       120.6        113.7           54978.4
  Aug. 15  *  128.0         0.0         46.0        82.0       0.0     0.0      128.0       117.8        115.1           54733.9
  Aug. 14  *  115.0         0.0         41.3        73.7       0.0     0.0      115.0       112.6        107.9           54480.5
  Aug. 13  *  115.7         0.0         44.3        71.4       0.0     0.0      115.7       115.9        110.1           54252.8
  Aug. 12  *  121.1         0.0         49.3        71.9       0.0     0.0      121.1       119.8        111.2           54023.8
  Aug. 11  *  109.3         0.0         45.9        63.3       0.0     0.0      109.3       106.7         93.7           53784.0
  Aug. 10  *  101.9         0.0         41.3        60.6       0.0     0.0      101.9       112.4         77.6           53567.6
  Aug.  9  *  134.2         0.0         49.3        85.0       0.0     2.5      131.7       103.3         78.4           53365.8
  Aug.  8  *  136.5         0.0         50.8        85.6       0.0     1.3      135.1       104.3         78.5           53105.0
  Aug.  7  *  137.1         0.0         50.8        86.2       0.0    81.7       55.3       102.6         79.1           52837.5
  Aug.  6  *  137.7         0.0         50.8        86.8       0.0     0.0      137.7        80.8         89.2           52727.9
  Aug.  5  *  130.4         0.0         49.2        81.2       0.0    73.8       56.5        42.8         75.8           52455.3
  Aug.  4  *  137.0         0.0         49.2        87.8       0.0     0.0      137.0        53.6         76.0           52343.4
  Aug.  3  *  126.4         0.0         44.3        82.1       0.0     0.0      126.4        52.7         61.8           52072.1
  Aug.  2  *  133.6         0.0         47.5        86.0       0.0   187.1      -53.5        55.7         50.0           51821.9
  Aug.  1  *  140.7         0.0         50.7        90.0       0.0   193.2      -52.5        97.7         70.4           51927.8
  July 31  *  144.8         0.0         53.8        91.1       0.0    34.2      110.6       108.8         91.4           52031.8
  July 30  *  149.5         0.0         57.1        92.4       0.0    16.9      132.6        98.4         97.5           51812.8
  July 29  *  157.1         0.0         57.1       100.0       0.0    15.8      141.3        71.0         93.1           51550.3
  July 28  *  156.3         0.0         55.3       101.0       0.0     0.0      156.3        44.3         95.5           51270.5
  July 27  *  141.0         0.0         55.4        85.6       0.0   137.9        3.1        43.2         96.6           50961.0
  July 26  *  152.1         0.0         55.4        96.6       0.0    93.3       58.7        74.1        111.8           50954.9
  July 25  *  154.9         0.0         57.1        97.9       0.0   159.5       -4.5        96.7        123.3           50838.6
  July 24  *  169.7         0.0         60.3       109.4       0.0   161.8        8.0       115.3        143.6           50847.6
  July 23  *  188.0         0.0         63.4       124.6       0.0    37.4      150.6       146.7        163.0           50831.8
  July 22  *  168.7         0.0         60.3       108.4       0.0    11.0      157.7       150.1        168.2           50533.7
  July 21  *  171.7         0.0         58.7       113.0       0.0     0.0      171.7       149.5        173.8           50221.4
  July 20  *  171.0         0.0         60.3       110.7       0.0    82.6       88.4       149.9        177.3           49881.5
  July 19  *  165.0         0.0         57.1       107.9       0.0     0.0      165.0       171.9        189.6           49706.5
  July 18  *  167.8         0.0         58.7       109.1       0.0     0.0      167.8       179.2        192.4           49379.8
  July 17  *  188.6         0.0         63.5       125.1       0.0    33.9      154.8       186.3        194.8           49047.6
  July 16  *  197.3         0.0         63.5       133.8       0.0    23.7      173.6       198.0        197.5           48741.2
  July 15  *  198.6         0.0         63.5       135.1       0.0     0.0      198.6       204.8        199.8           48397.5
  July 14  *  201.6         0.0         65.0       136.5       0.0     0.0      201.6       207.2        200.3           48004.3
  July 13  *  202.9         0.0         65.0       137.8       0.0     0.0      202.9       205.6        195.6           47605.2
  July 12  *  213.6         0.0         66.6       147.0       0.0     0.0      213.6       203.4        195.7           47203.5
  July 11  *  207.2         0.0         66.6       140.6       0.0     0.0      207.2       197.0        192.0           46780.6
  July 10  *  210.7         0.0         65.0       145.7       0.0     0.0      210.7       194.9        173.7           46370.4
  July  9  *  202.4         0.0         63.5       138.9       0.0     9.0      193.4       193.4        163.3           45953.1
  July  8  *  194.6         0.0         58.8       135.8       0.0     2.5      192.1       185.7        162.6           45570.2
  July  7  *  181.7         0.0         57.2       124.5       0.0     0.0      181.7       188.1        159.7           45189.8
  July  6  *  196.4         0.0         58.8       137.6       0.0     0.0      196.4       186.9        158.2           44830.0
  July  5  *  203.6         0.0         57.2       146.5       0.0     0.1      203.6       152.4        147.1           44441.2
  July  4  *  206.3         0.0         58.8       147.5       0.0    51.4      154.9       133.1        140.5           44038.2
  July  3  *  203.9         0.0         63.5       140.4       0.0     0.0      203.9       139.4        133.5           43731.5
  July  2  *  183.9         0.0         55.5       128.4       0.0     8.0      175.9       131.4        133.8           43327.9
  July  1  *  144.4         0.0         41.3       103.2       0.0   120.4       24.0       129.5        138.9           42979.6
  June 30  *  185.5         0.0         55.5       130.0       0.0    78.6      107.0       141.7        156.9           42932.0
  June 29  *  186.3         0.0         55.5       130.7       0.0     0.0      186.3       148.0        167.2           42720.2
  June 28  *  163.9         0.0         53.9       110.0       0.0     0.0      163.9       127.6        172.2           42351.4
  June 27  *  177.4         0.0         53.9       123.5       0.0    11.1      166.3       136.2        181.0           42026.8
  June 26  *  186.7         0.0         53.9       132.7       0.0   101.7       85.0       148.4        187.8           41697.5
  June 25  *  216.0         0.0         60.5       155.5       0.0    77.8      138.2       172.2        202.0           41529.1
  June 24  *  212.3         0.0         60.5       151.7       0.0   127.5       84.7       186.5        210.1           41255.5
  June 23  *  222.3         0.0         65.2       157.0       0.0    15.5      206.7       216.8        223.0           41087.7
  June 22  *  227.2         0.0         65.2       162.0       0.0     0.0      227.2       225.7        223.4           40678.3
  June 21  *  204.0         0.0         63.7       140.3       0.0     0.0      204.0       227.2        220.9           40228.5
  June 20  *  209.7         0.0         60.5       149.2       0.0     0.0      209.7       231.8        220.5           39824.6
  June 19  *  236.2         0.0         68.6       167.7       0.0     0.0      236.2       233.7        221.5           39409.3
  June 18  *  251.4         0.0         70.1       181.2       0.0     0.0      251.4       229.2        220.9           38941.5
  June 17  *  234.8         0.0         67.0       167.9       0.0     0.0      234.8       221.0        217.1           38443.8
  June 16  *  226.9         0.0         63.7       163.2       0.0     0.0      226.9       214.6        216.6           37978.8
  June 15  *  219.2         0.0         60.6       158.6       0.0     0.0      219.2       209.1        216.5           37529.5
  June 14  *  213.7         0.0         55.7       158.1       0.0     0.0      213.7       209.3        213.7           37095.5
  June 13  *  211.0         0.0         57.4       153.6       0.0     0.7      210.3       212.6        212.9           36672.3
  June 12  *  202.8         0.0         54.1       148.7       0.0     0.0      202.8       213.3        214.0           36255.9
  June 11  *  204.5         0.0         55.8       148.7       0.0     4.9      199.6       218.6        213.0           35854.3
  June 10  *  232.0         0.0         65.4       166.6       0.0    11.8      220.2       223.9        204.9           35459.1
  June  9  *  231.7         0.0         65.4       166.3       0.0     1.9      229.8       218.0        200.7           35023.1
  June  8  *  213.9         0.0         65.4       148.5       0.0     0.0      213.9       213.3        197.9           34568.0
  June  7  *  229.4         0.0         63.8       165.6       0.0     0.1      229.4       214.7        197.1           34144.6
  June  6  *  231.0         0.0         65.5       165.5       0.0     4.8      226.2       207.4        193.0           33690.4
  June  5  *  200.5         0.0         57.5       143.0       0.0     9.6      190.8       185.8        187.0           33242.6
  June  4  *  206.3         0.0         59.1       147.2       0.0     0.0      206.3       183.4        183.5           32864.8
  June  3  *  220.8         0.0         60.7       160.1       0.0     0.0      220.8       182.5        182.2           32456.3
  June  2  *  192.8         0.0         51.2       141.6       0.0     0.0      192.8       179.4        178.8           32019.0
  June  1  *  175.7         0.0         47.9       127.8       0.0    57.3      118.4       178.6        178.6           31637.3
  May  31  *  194.6         0.0         54.2       140.5       0.0    15.8      178.8       188.1        185.6           31402.9
  May  30  *  212.1         0.0         59.1       152.9       0.0    10.3      201.8       183.6        185.9           31048.8
  May  29  *  205.4         0.0         57.5       147.9       0.0     0.0      205.4       181.9        183.0           30649.3
  May  28  *  188.8         0.0         54.3       134.5       0.0     0.0      188.8       178.1        176.9           30242.6
  May  27  *  179.1         0.0         49.6       129.5       0.0    13.4      165.6       178.6        150.3           29868.8
  May  26  *  156.6         0.0         44.6       111.9       0.0     0.0      156.6       183.2        134.4           29540.9
  May  25  *  192.9         0.0         51.3       141.6       0.0     0.0      192.9       188.1        137.3           29230.9
  May  24  *  186.8         0.0         49.6       137.2       0.0     0.0      186.8       184.1        138.2           28849.0
  May  23  *  191.0         0.0         49.6       141.4       0.0     0.0      191.0       175.7        138.3           28479.2
  May  22  *  188.7         0.0         51.3       137.5       0.0     0.0      188.7       122.1        140.2           28101.0
  May  21  *  181.2         0.0         48.0       133.2       0.0     0.0      181.2        85.6        141.5           27727.3
  May  20  *  173.0         0.0         48.0       125.0       0.0     0.0      173.0        86.5        143.0           27368.6
  May  19  *  144.5         0.0         36.7       107.8       0.0     0.0      144.4        92.2        145.4           27026.1
  May  18  *  126.2         0.0         35.1        91.0       0.0   203.1      -76.9       100.9        148.9           26740.2
  May  17  *  163.4         0.0         41.7       121.7       0.0   157.1        6.3       158.4        171.5           26892.4
  May  16  *  185.7         0.0         46.4       139.3       0.0     0.0      185.7       197.5        186.2           26879.9
  May  15  *  203.3         0.0         54.4       148.9       0.0     1.9      201.5       199.6        187.5           26512.3
  May  14  *  187.9         0.0         51.4       136.5       0.0     0.0      187.9       198.7        188.1           26113.4
  May  13  *  210.4         0.0         56.0       154.5       0.0     0.0      210.4       196.9        188.5           25741.3
  May  12  *  201.9         0.0         51.4       150.5       0.0     0.0      201.9       184.7        184.4           25324.6
  May  11  *  196.2         0.0         49.7       146.5       0.0     0.0      196.2       174.9        178.7           24924.8
  May  10  *  196.9         0.0         49.8       147.1       0.0     0.0      196.9       175.4        164.7           24536.3
  May   9  *  178.9         0.0         44.8       134.1       0.0     0.0      178.9       177.5        157.9           24146.4
  May   8  *  150.6         0.0         38.4       112.2       0.0     1.2      149.4       180.1        153.5           23792.1
  May   7  *  152.9         0.0         40.1       112.8       0.0     0.0      152.9       184.2        155.4           23496.2
  May   6  *  199.0         0.0         49.8       149.1       0.0     0.0      199.0       182.5        156.9           23193.5
  May   5  *  210.0         0.0         51.4       158.6       0.0     2.6      207.4       154.0        149.9           22799.5
  May   4  *  191.6         0.0         46.5       145.1       0.0     0.0      191.6       138.3        146.2           22388.9
  May   3  *  170.0         0.0         38.5       131.5       0.0     0.0      170.0       126.9        145.3           22009.5
  May   2  *  144.4         0.0         35.2       109.1       0.0     0.0      144.4       126.5        146.7           21672.8
  May   1  *  126.1         0.0         30.5        95.7       0.0    69.4       56.7       131.4        139.3           21387.0
  Apr. 30  *  164.4         0.0         36.9       127.5       0.0    35.5      128.9       145.7        151.7           21274.7
  Apr. 29  *  135.8         0.0         35.2       100.6       0.0     1.2      134.6       154.1        157.8           21019.4
  Apr. 28  *  168.1         0.0         40.1       127.9       0.0     0.0      168.1       163.7        160.0           20752.8
  Apr. 27  *  168.4         0.0         40.3       128.2       0.0     0.0      168.4       166.8        158.0           20420.0
  Apr. 26  *  128.6         0.0         32.2        96.4       0.0     0.0      128.6       147.3        154.1           20086.5
  Apr. 25  *  170.5         0.0         41.8       128.7       0.0     0.0      170.5       157.7        152.7           19831.8
  Apr. 24  *  183.0         0.0         44.8       138.1       0.0     0.0      183.0       161.5        152.6           19494.2
  Apr. 23  *  183.3         0.0         44.8       138.5       0.0     0.0      183.3       156.2        152.6           19131.9
  Apr. 22  *  180.5         0.0         41.8       138.7       0.0   109.5       71.0       149.3        151.3           18769.0
  Apr. 21  *  180.8         0.0         41.8       139.0       0.0     0.0      180.8       161.0        138.2           18628.4
  Apr. 20  *  189.2         0.0         44.9       144.3       0.0     0.0      189.2       147.7        134.1           18270.3
  Apr. 19  *  156.7         0.0         35.4       121.4       0.0     0.0      156.7       143.8        129.7           17895.7
  Apr. 18  *  149.7         0.0         36.9       112.8       0.0     1.0      148.7       149.1        130.5           17585.4
  Apr. 17  *  129.6         0.0         30.6        99.0       0.0     0.0      129.6       153.3        115.3           17291.0
  Apr. 16  *  128.1         0.0         28.8        99.2       0.0    13.9      114.2       115.5        120.0           17034.5
  Apr. 15  *  169.7         0.0         36.9       132.8       0.0     0.0      169.7       120.5        125.9           16808.3
  Apr. 14  *  183.2         0.0         40.3       142.9       0.0     0.0      183.2       115.5        128.0           16472.2
  Apr. 13  *  169.7         0.0         40.3       129.4       0.0     0.0      169.7       112.0        128.6           16109.5
  Apr. 12  *  110.9         0.0         28.8        82.0       0.0   170.4      -59.5        77.3        127.7           15773.5
  Apr. 11  *  139.6         0.0         28.8       110.8       0.0     0.0      139.6       124.4        147.7           15891.4
  Apr. 10  *  150.7         0.0         38.7       112.0       0.0     6.0      144.7       131.3        144.0           15615.0
  Apr.  9  *  165.5         0.0         38.7       126.9       0.0     0.0      165.5       140.5        139.6           15328.5
