             ET TOOLBOX REACH SUMMARY

      Summary for: URGWOM Reach 8 (San Marcial to Elephant Butte)     

      Vegetation classification: MRGCD Ag. & IkonUSu Rip. (MRIU) (Except open water)

      ET TOOLBOX classes (ag. + rip. + open water + urb.):    10821.6 acres
  Oct. 24  *   77.9         0.0         30.5        47.5       0.0     0.0       77.9        74.4         76.3           45578.5
  Oct. 23  *   76.0         0.0         28.7        47.3       0.0     0.0       76.0        74.5         75.7           45424.2
  Oct. 22  *   68.8         0.0         28.7        40.1       0.0     0.0       68.8        74.9         73.9           45273.7
  Oct. 21  *   68.8         0.0         28.7        40.1       0.0     0.0       68.8        76.8         73.1           45137.5
  Oct. 20  *   80.3         0.0         30.5        49.8       0.0     0.0       80.3        78.6         73.2           45001.2
  Oct. 19  *   78.3         0.0         28.7        49.6       0.0     0.0       78.3        78.2         73.2           44842.3
  Oct. 18  *   78.3         0.0         28.7        49.6       0.0     0.0       78.3        76.9         73.2           44687.2
  Oct. 17  *   78.3         0.0         28.7        49.6       0.0     0.0       78.3        72.9         73.2           44532.1
  Oct. 16  *   77.8         0.0         30.5        47.4       0.0     0.0       77.8        69.5         71.5           44377.0
  Oct. 15  *   78.3         0.0         28.7        49.6       0.0     0.0       78.3        67.8         71.5           44222.9
  Oct. 14  *   71.9         0.0         27.2        44.7       0.0     0.0       71.9        68.1         72.7           44067.8
  Oct. 13  *   58.0         0.0         20.8        37.2       0.0     0.0       58.0        69.4         74.5           43925.5
  Oct. 12  *   71.9         0.0         27.2        44.7       0.0    10.5       61.4        73.5         78.3           43810.8
  Oct. 11  *   74.3         0.0         27.2        47.1       0.0     4.9       69.4        73.6         81.3           43689.3
  Oct. 10  *   80.2         0.0         30.5        49.7       0.0     0.0       80.2        75.3         82.4           43551.9
  Oct.  9  *   78.2         0.0         28.7        49.5       0.0     0.0       78.2        77.2         83.0           43393.2
  Oct.  8  *   78.2         0.0         28.7        49.5       0.0     0.0       78.2        79.5         83.2           43238.3
  Oct.  7  *   62.0         0.0         22.4        39.6       0.0     0.0       62.0        83.1         80.4           43083.4
  Oct.  6  *   77.8         0.0         30.5        47.3       0.0     0.0       77.8        89.0         81.4           42960.6
  Oct.  5  *   89.8         0.0         35.1        54.6       0.0     0.0       89.8        89.5         82.3           42806.6
  Oct.  4  *   89.8         0.0         35.1        54.6       0.0     0.0       89.8        88.8         82.4           42628.9
  Oct.  3  *   96.4         0.0         36.8        59.6       0.0     0.0       96.4        86.9         83.0           42451.2
  Oct.  2  *   91.3         0.0         32.1        59.3       0.0     0.0       91.3        77.6         83.2           42260.4
  Oct.  1  *   80.1         0.0         30.5        49.6       0.0     0.0       80.1        73.8         84.1           42079.5
  Sep. 30  *   86.5         0.0         32.1        54.4       0.0     0.0       86.5        75.1         85.8           41920.9
  Sep. 29  *   80.0         0.0         30.5        49.6       0.0     0.0       80.0        76.0         86.9           41749.6
  Sep. 28  *   75.7         0.0         28.7        47.0       0.0    25.8       49.9        79.2         88.6           41591.2
  Sep. 27  *   81.6         0.0         32.1        49.6       0.0     9.4       72.2        88.9         91.9           41492.4
  Sep. 26  *   86.8         0.0         30.4        56.5       0.0     0.2       86.6        94.4         94.7           41349.3
  Sep. 25  *   91.1         0.0         32.1        59.0       0.0     0.0       91.1        96.5         96.3           41177.8
  Sep. 24  *   96.6         0.0         35.1        61.4       0.0     0.3       96.3        97.8         95.8           40997.5
  Sep. 23  *   98.2         0.0         36.7        61.5       0.0     0.0       98.2        98.0         93.6           40806.9
  Sep. 22  *   99.8         0.0         38.3        61.5       0.0     0.0       99.8        95.0         88.8           40612.5
  Sep. 21  *   97.3         0.0         38.3        59.0       0.0     0.0       97.3        95.0         79.6           40414.9
  Sep. 20  *   97.3         0.0         38.3        59.0       0.0     0.0       97.3        96.2         79.2           40222.1
  Sep. 19  *   97.2         0.0         38.3        58.9       0.0     0.0       97.2        93.8         78.7           40029.5
  Sep. 18  *   83.4         0.0         32.0        51.4       0.0     0.0       83.4        89.2         77.2           39837.0
  Sep. 17  *   99.5         0.0         38.3        61.2       0.0     0.0       99.5        82.5         72.0           39671.8
  Sep. 16  *  103.4         0.0         39.9        63.5       0.0     0.0      103.4        64.2         68.3           39474.9
  Sep. 15  *   85.5         0.0         32.0        53.5       0.0     0.0       85.5        62.2         59.2           39270.1
  Sep. 14  *   74.4         0.0         30.4        44.0       0.0     0.0       74.4        63.7         62.2           39100.8
  Sep. 13  *   60.0         0.0         19.1        41.0       0.0    10.3       49.8        65.2         66.2           38953.6
  Sep. 12  *   79.5         0.0         28.6        50.9       0.0    71.5        7.9        61.4         71.7           38855.1
  Sep. 11  *   97.1         0.0         32.0        65.1       0.0     3.7       93.4        72.5         81.9           38839.3
  Sep. 10  *   93.0         0.0         30.4        62.7       0.0     0.0       93.0        56.2         84.1           38654.5
  Sep.  9  *   88.5         0.0         35.0        53.5       0.0     6.7       81.8        60.8         86.3           38470.4
  Sep.  8  *   81.5         0.0         35.0        46.5       0.0    50.5       31.0        67.2         89.6           38308.5
  Sep.  7  *  101.8         0.0         36.6        65.2       0.0    38.5       63.3        82.0         97.6           38247.0
  Sep.  6  *  107.0         0.0         41.5        65.5       0.0    94.8       12.2        91.3         97.7           38121.8
  Sep.  5  *  116.0         0.0         47.9        68.1       0.0     0.3      115.7       111.9        103.1           38097.7
  Sep.  4  *  114.0         0.0         46.2        67.9       0.0     0.1      114.0       111.8        102.9           37868.7
  Sep.  3  *  114.3         0.0         46.2        68.1       0.0     9.3      105.0       112.0        101.7           37643.0
  Sep.  2  *  109.9         0.0         46.2        63.7       0.0     0.0      109.9       113.2        102.6           37435.2
  Sep.  1  *  114.9         0.0         46.2        68.8       0.0     0.0      114.9       104.0         99.4           37217.6
  Aug. 31  *  115.2         0.0         46.2        69.0       0.0     0.0      115.2        94.4         85.6           36990.0
  Aug. 30  *  114.9         0.0         47.7        67.1       0.0     0.0      114.9        94.1         83.2           36762.0
  Aug. 29  *  111.3         0.0         46.2        65.2       0.0     0.0      111.3        91.4         78.9           36534.5
  Aug. 28  *   63.9         0.0          3.0        60.8       0.0     0.0       63.9        92.0         75.9           36314.1
  Aug. 27  *   66.8         0.0          3.0        63.8       0.0     0.0       66.8        94.8         72.9           36187.7
  Aug. 26  *  113.5         0.0         44.4        69.1       0.0     0.0      113.5        76.7         77.7           36055.4
  Aug. 25  *  111.9         0.0         39.8        72.0       0.0    10.4      101.5        72.4         66.4           35830.6
  Aug. 24  *  114.1         0.0         41.4        72.7       0.0     0.0      114.1        66.4         68.8           35629.6
  Aug. 23  *  112.2         0.0         41.4        70.8       0.0    34.2       77.9        59.8         70.0           35403.7
  Aug. 22  *  113.2         0.0         44.4        68.8       0.0   136.8      -23.6        50.9         66.0           35249.4
  Aug. 21  *  126.7         0.0         49.4        77.3       0.0    34.7       92.0        78.6         81.8           35296.0
  Aug. 20  *  122.6         0.0         47.6        75.0       0.0    51.2       71.4        60.3         86.6           35113.9
  Aug. 19  *  121.3         0.0         46.0        75.3       0.0    40.3       81.1        71.1         94.3           34972.5
  Aug. 18  *  127.1         0.0         50.9        76.1       0.0    93.3       33.7        80.2        100.4           34811.9
  Aug. 17  *  123.0         0.0         49.3        73.8       0.0     8.2      114.9        81.0        104.6           34745.1
  Aug. 16  *  122.5         0.0         50.8        71.6       0.0   122.0        0.5        85.0        106.2           34517.7
  Aug. 15  *  134.2         0.0         53.9        80.3       0.0     8.7      125.5       113.0        119.8           34516.7
  Aug. 14  *  136.6         0.0         55.5        81.0       0.0    10.3      126.3       117.4        118.4           34268.3
  Aug. 13  *   45.7         0.0         38.1         7.6       0.0     7.8       37.9       120.7        114.8           34018.2
  Aug. 12  *  147.5         0.0         58.8        88.7       0.0    12.4      135.1       128.3        124.7           33943.2
  Aug. 11  *  140.1         0.0         58.8        81.3       0.0     0.0      140.1       127.3        125.0           33675.7
  Aug. 10  *  147.6         0.0         57.1        90.5       0.0     0.0      147.6       126.7        126.3           33398.3
  Aug.  9  *  142.8         0.0         57.1        85.7       0.0     0.0      142.8       119.5        126.3           33106.1
  Aug.  8  *  136.1         0.0         55.4        80.7       0.0    60.2       75.9       109.0        125.8           32823.4
  Aug.  7  *  143.1         0.0         58.7        84.4       0.0    13.1      130.0       121.1        132.3           32673.1
  Aug.  6  *  137.4         0.0         55.4        81.9       0.0     0.0      137.4       122.8        133.0           32415.7
  Aug.  5  *  140.9         0.0         55.4        85.5       0.0    29.7      111.2       125.8        129.0           32143.7
  Aug.  4  *  152.1         0.0         57.1        95.0       0.0    61.7       90.4       133.2        131.2           31923.5
  Aug.  3  *  152.8         0.0         57.1        95.7       0.0    16.2      136.5       142.6        134.3           31744.5
  Aug.  2  *  150.3         0.0         57.1        93.3       0.0    12.0      138.3       143.5        136.0           31474.2
  Aug.  1  *  152.5         0.0         58.7        93.8       0.0     0.0      152.5       143.3        126.8           31200.3
  July 31  *  148.1         0.0         56.9        91.1       0.0     0.0      148.1       132.3        108.7           30898.4
  July 30  *  137.7         0.0         55.3        82.4       0.0     0.1      137.6       129.3        109.8           30605.2
  July 29  *  141.2         0.0         55.3        85.9       0.0     0.3      141.0       126.0        111.2           30332.9
  July 28  *  144.7         0.0         55.3        89.4       0.0     7.6      137.2       128.5        112.5           30053.8
  July 27  *  133.0         0.0         55.4        77.5       0.0    35.3       97.6       110.4        108.1           29782.1
  July 26  *  150.7         0.0         57.1        93.7       0.0    17.7      133.0        85.1        114.0           29588.8
  July 25  *  145.1         0.0         57.1        88.0       0.0    24.1      121.0        90.3        114.3           29325.5
  July 24  *  153.5         0.0         55.4        98.1       0.0     0.0      153.5        96.5        117.3           29085.9
  July 23  *  143.3         0.0         57.1        86.2       0.0    96.4       46.9        96.6        118.2           28782.0
  July 22  *  150.4         0.0         57.1        93.3       0.0   179.3      -28.9       105.7        129.7           28689.1
  July 21  *  159.3         0.0         58.7       100.6       0.0     0.2      159.1       142.9        149.2           28746.3
  July 20  *  151.8         0.0         57.1        94.7       0.0     0.0      151.8       138.3        147.0           28431.4
  July 19  *  154.1         0.0         58.7        95.4       0.0     0.0      154.1       138.1        140.6           28130.9
  July 18  *  158.1         0.0         58.7        99.4       0.0    65.5       92.6       139.8        137.7           27825.7
  July 17  *  157.2         0.0         57.1       100.1       0.0     0.3      156.8       153.6        135.0           27642.4
  July 16  *  148.4         0.0         50.8        97.6       0.0    12.3      136.1       155.5        134.8           27331.8
  July 15  *  150.9         0.0         58.7        92.2       0.0     0.0      150.9       155.8        134.0           27062.3
  July 14  *  162.5         0.0         58.8       103.7       0.0     0.0      162.5       143.2        122.0           26763.6
  July 13  *  161.7         0.0         57.1       104.7       0.0     0.0      161.7       135.6        119.6           26441.9
  July 12  *  166.5         0.0         53.9       112.7       0.0     0.0      166.5       116.4        120.0           26121.7
  July 11  *  137.2         0.0         55.4        81.7       0.0     0.0      137.2       114.1        119.7           25791.9
  July 10  *  117.2         0.0         45.9        71.2       0.0    29.2       88.0       112.2        118.3           25520.3
  July  9  *  155.5         0.0         57.2        98.3       0.0    30.9      124.6       100.8        130.1           25346.1
  July  8  *   65.8         0.0         41.3        24.5       0.0     0.0       65.8       103.6        138.7           25099.4
  July  7  *  155.5         0.0         55.4       100.1       0.0     0.7      154.8       123.5        153.2           24969.2
  July  6  *  146.3         0.0         49.3        97.0       0.0    18.6      127.7       125.3        158.4           24662.7
  July  5  *  169.1         0.0         55.5       113.6       0.0   137.8       31.3       124.5        166.4           24409.8
  July  4  *  145.3         0.0         53.9        91.4       0.0     6.6      138.7       159.4        184.4           24347.8
  July  3  *  165.3         0.0         57.2       108.1       0.0     0.1      165.2       173.8        191.3           24073.3
  July  2  *  184.6         0.0         63.5       121.1       0.0    20.7      163.9       182.8        194.5           23746.2
  July  1  *  189.9         0.0         63.6       126.3       0.0    66.4      123.5       191.4        196.5           23421.7
  June 30  *  211.9         0.0         68.4       143.6       0.0     6.3      205.6       208.4        203.4           23177.2
  June 29  *  213.2         0.0         68.4       144.8       0.0     2.1      211.0       209.5        205.3           22770.1
  June 28  *  210.0         0.0         68.4       141.6       0.0     0.0      210.0       208.8        207.1           22352.3
  June 27  *  207.0         0.0         68.5       138.5       0.0     0.0      207.0       206.2        208.6           21936.5
  June 26  *  208.3         0.0         65.1       143.2       0.0     0.0      208.3       201.6        207.1           21526.7
  June 25  *  211.1         0.0         66.9       144.2       0.0     0.0      211.1       198.5        205.6           21114.2
  June 24  *  207.8         0.0         66.9       140.9       0.0     0.0      207.8       201.1        205.6           20696.2
  June 23  *  196.8         0.0         63.6       133.2       0.0     0.0      196.8       205.3        206.9           20284.8
  June 22  *  184.2         0.0         58.9       125.3       0.0     0.0      184.2       211.0        209.1           19895.1
  June 21  *  193.4         0.0         58.9       134.5       0.0     0.7      192.7       212.6        213.0           19530.4
  June 20  *  223.8         0.0         66.9       157.0       0.0     0.0      223.8       212.7        215.1           19148.9
  June 19  *  228.9         0.0         66.9       162.1       0.0     0.0      228.9       210.2        214.0           18705.7
  June 18  *  225.5         0.0         66.9       158.7       0.0     0.0      225.5       208.6        212.5           18252.5
  June 17  *  192.2         0.0         59.0       133.1       0.0     0.1      192.1       207.2        213.4           17806.0
  June 16  *  193.6         0.0         55.7       137.9       0.0     0.2      193.4       213.4        215.9           17425.7
  June 15  *  211.0         0.0         59.0       151.9       0.0     0.0      211.0       217.5        217.9           17042.7
  June 14  *  221.0         0.0         63.7       157.3       0.0     0.0      221.0       217.9        217.3           16625.0
  June 13  *  218.7         0.0         60.6       158.0       0.0     0.0      218.7       216.3        217.6           16187.4
  June 12  *  222.8         0.0         63.8       159.0       0.0     0.0      222.8       219.6        217.0           15754.5
  June 11  *  214.0         0.0         59.0       155.0       0.0     0.0      214.0       218.5        218.4           15313.3
  June 10  *  213.0         0.0         57.4       155.6       0.0     0.0      213.0       218.4        219.2           14889.6
  June  9  *  213.2         0.0         65.4       147.8       0.0     0.0      213.2       216.7        219.5           14467.8
  June  8  *  234.8         0.0         63.8       171.0       0.0     0.0      234.8       218.9        221.1           14045.6
  June  7  *  217.5         0.0         63.8       153.6       0.0     0.0      217.5       214.3        206.7           13580.6
  June  6  *  213.3         0.0         59.1       154.2       0.0     0.0      213.3       218.3        193.5           13150.1
  June  5  *  204.8         0.0         59.1       145.7       0.0     0.0      204.8       220.1        179.9           12727.7
  June  4  *  223.8         0.0         59.1       164.7       0.0     0.0      223.8       222.3        167.0           12322.2
  June  3  *  212.2         0.0         60.7       151.5       0.0     0.0      212.2       223.4        152.1           11879.0
  June  2  *  237.2         0.0         57.5       179.7       0.0     0.0      237.2       199.0        137.5           11458.7
  June  1  *  222.2         0.0         55.9       166.3       0.0     0.0      222.2       168.8        120.5           10989.1
  May  31  *  216.2         0.0         54.2       162.0       0.0     0.0      216.2       139.8        107.1           10549.2
  May  30  *  229.3         0.0         57.5       171.8       0.0     0.0      229.3       111.6         93.7           10121.1
  May  29  *   90.0         0.0         49.6        40.4       0.0     0.0       90.0        80.8         78.9            9667.1
  May  28  *   86.4         0.0         46.2        40.2       0.0     0.0       86.4        75.9         77.9            9488.9
  May  27  *   76.9         0.0         41.6        35.3       0.0     0.0       76.9        72.2         77.4            9317.8
  May  26  *   75.3         0.0         40.0        35.2       0.0     0.0       75.3        74.4         77.4            9165.5
  May  25  *   75.2         0.0         40.0        35.2       0.0     0.0       75.2        75.7         77.4            9016.5
  May  24  *   65.9         0.0         40.0        25.9       0.0     0.0       65.9        77.0         77.4            8867.5
  May  23  *   67.6         0.0         41.6        25.9       0.0     0.0       67.6        79.8         76.4            8737.0
  May  22  *   88.3         0.0         48.0        40.3       0.0     0.0       88.3        82.7         71.6            8603.3
  May  21  *   81.9         0.0         46.4        35.5       0.0     0.2       81.7        80.4         64.0            8428.5
  May  20  *   81.5         0.0         41.6        39.9       0.0     0.0       81.5        79.1         57.7            8266.7
  May  19  *   80.1         0.0         44.7        35.4       0.0     0.0       80.1        77.8         54.8            8105.3
  May  18  *   81.7         0.0         41.7        39.9       0.0     0.0       81.7        72.9         45.7            7946.7
  May  17  *   77.0         0.0         41.7        35.3       0.0     0.0       77.0        60.6         37.4            7785.0
  May  16  *   75.1         0.0         40.0        35.1       0.0     0.0       75.1        47.6         36.9            7632.6
  May  15  *   75.1         0.0         40.0        35.0       0.0     0.0       75.1        36.4         36.9            7483.9
  May  14  *   55.6         0.0         30.5        25.2       0.0     0.0       55.6        31.9         37.0            7335.3
  May  13  *   69.8         0.0         35.1        34.6       0.0    49.7       20.0        18.4         39.5            7225.1
  May  12  *   71.6         0.0         36.8        34.8       0.0    59.6       12.0        14.3         44.8            7185.5
  May  11  *   76.8         0.0         41.7        35.1       0.0    57.6       19.2        26.3         51.2            7161.7
  May  10  *   55.6         0.0         30.5        25.1       0.0     2.9       52.7        37.5         56.8            7123.7
  May   9  *   60.7         0.0         35.2        25.4       0.0    72.4      -11.8        42.0         54.7            7019.5
  May   8  *   55.6         0.0         30.5        25.2       0.0    56.1       -0.5        60.5         59.1            7042.8
  May   7  *   71.7         0.0         36.8        34.9       0.0     0.0       71.7        75.3         66.9            7043.8
  May   6  *   75.4         0.0         40.1        35.2       0.0     0.0       75.4        76.1         66.9            6901.8
  May   5  *   75.4         0.0         40.1        35.3       0.0     0.0       75.4        76.2         61.6            6752.5
  May   4  *   80.4         0.0         44.8        35.6       0.0     0.0       80.4        67.4         57.2            6603.2
  May   3  *   73.8         0.0         38.5        35.3       0.0     0.0       73.8        57.7         52.3            6443.9
  May   2  *   75.6         0.0         40.1        35.4       0.0     0.0       75.6        58.5         48.0            6297.8
  May   1  *   75.6         0.0         40.1        35.5       0.0     0.0       75.6        57.7         43.6            6148.2
  Apr. 30  *   31.6         0.0          3.1        28.5       0.0    -0.0       31.6        47.0         39.3            5998.5
  Apr. 29  *   31.7         0.0          3.1        28.6       0.0    -0.0       31.7        47.1         43.5            5935.8
  Apr. 28  *   78.0         0.0         46.6        31.4       0.0     0.0       78.0        46.9         48.3            5873.1
  Apr. 27  *   71.4         0.0         40.3        31.1       0.0     0.0       71.4        37.5         43.7            5718.7
  Apr. 26  *   22.4         0.0          3.1        19.3       0.0    -0.0       22.4        29.6         43.9            5577.4
  Apr. 25  *   32.0         0.0          3.1        28.8       0.0    -0.0       32.0        31.6         47.0            5533.0
  Apr. 24  *   32.0         0.0          3.1        28.9       0.0     1.1       31.0        39.9         48.8            5469.7
  Apr. 23  *   32.1         0.0          3.1        28.9       0.0     1.3       30.7        49.7         50.7            5408.4
  Apr. 22  *   32.1         0.0          3.1        29.0       0.0    -0.0       32.1        50.0         53.9            5347.6
  Apr. 21  *   32.1         0.0          3.1        29.0       0.0    -0.0       32.1        58.2         57.1            5284.0
  Apr. 20  *   73.3         0.0         41.8        31.5       0.0     0.0       73.3        62.5         56.1            5220.4
  Apr. 19  *   80.1         0.0         48.2        31.9       0.0     0.0       80.1        57.8         51.1            5075.2
  Apr. 18  *   32.2         0.0          3.1        29.1       0.0    -0.0       32.2        51.8         48.9            4916.6
  Apr. 17  *   73.4         0.0         41.8        31.6       0.0     0.0       73.4        57.8         51.9            4852.8
  Apr. 16  *   53.6         0.0         32.2        21.4       0.0     0.0       53.6        55.9         50.6            4707.5
  Apr. 15  *   50.0         0.0         28.8        21.1       0.0     0.0       50.0        49.7         52.6            4601.5
  Apr. 14  *   50.0         0.0         28.8        21.1       0.0     0.0       50.0        44.3         55.0            4502.5
  Apr. 13  *   62.2         0.0         40.3        21.9       0.0     0.0       62.2        46.0         55.9            4403.6
  Apr. 12  *   63.9         0.0         41.8        22.0       0.0     0.0       63.9        46.0         54.5            4280.5
  Apr. 11  *   22.7         0.0          3.1        19.6       0.0    -0.0       22.7        45.3         52.9            4154.1
  Apr. 10  *   22.7         0.0          3.1        19.5       0.0     0.0       22.7        55.5         53.8            4109.1
  Apr.  9  *   58.6         0.0         36.9        21.7       0.0     0.0       58.6        65.7         54.8            4064.2
