             ET TOOLBOX REACH SUMMARY

      Summary for: URGWOM Reach 8 (San Marcial to Elephant Butte)     

      Vegetation classification: MRGCD Ag. & IkonUSu Rip. (MRIU) (Except open water)

      ET TOOLBOX classes (ag. + rip. + open water + urb.):    11896.1 acres
  Oct. 24  *   57.2         0.0         19.9        37.3       0.0     0.0       57.2        68.4         60.9           62446.6
  Oct. 23  *   78.8         0.0         28.2        50.6       0.0     0.0       78.8        48.8         64.3           62333.3
  Oct. 22  *   65.8         0.0         23.3        42.5       0.0     0.0       65.8        48.9         65.1           62177.2
  Oct. 21  *   65.8         0.0         23.2        42.5       0.0     0.0       65.8        52.5         67.6           62046.9
  Oct. 20  *   74.6         0.0         26.6        48.1       0.0     0.0       74.6        54.5         69.1           61916.7
  Oct. 19  *   61.8         0.0         21.6        40.2       0.0   102.7      -40.9        53.3         67.9           61769.0
  Oct. 18  *   79.3         0.0         28.1        51.1       0.0     0.0       79.3        79.8         79.9           61850.0
  Oct. 17  *   83.9         0.0         29.8        54.1       0.0     0.0       83.9        81.2         81.6           61693.0
  Oct. 16  *   75.4         0.0         26.6        48.8       0.0     0.0       75.4        82.8         81.2           61526.9
  Oct. 15  *   68.8         0.0         25.1        43.7       0.0     0.0       68.8        83.7         81.7           61377.7
  Oct. 14  *   91.8         0.0         31.6        60.1       0.0     0.0       91.8        82.5         53.8           61241.5
  Oct. 13  *   86.3         0.0         31.4        54.9       0.0     0.1       86.2        80.0         52.1           61059.8
  Oct. 12  *   91.7         0.0         31.5        60.2       0.0     0.0       91.7        82.0         52.8           60889.1
  Oct. 11  *   80.1         0.0         28.2        51.9       0.0     0.0       80.1        79.6         52.7           60707.6
  Oct. 10  *   62.5         0.0         21.6        40.9       0.0     0.0       62.5        79.6         53.3           60548.9
  Oct.  9  *   79.7         0.0         27.9        51.8       0.0     0.0       79.7        25.0         42.6           60425.2
  Oct.  8  *   95.7         0.0         33.2        62.6       0.0     0.0       95.7        24.2         35.1           60267.3
  Oct.  7  *   79.9         0.0         28.2        51.7       0.0     0.0       79.9        23.6         26.7           60077.8
  Oct.  6  *   84.1         0.0         29.7        54.3       0.0     3.7       80.4        25.8         15.3           59919.6
  Oct.  5  *   75.4         0.0         26.6        48.9       0.0   285.9     -210.5        26.9          0.2           59760.4
  Oct.  4  *   75.2         0.0         26.4        48.9       0.0     0.0       75.2        60.1         30.8           60177.2
  Oct.  3  *   92.8         0.0         33.1        59.8       0.0     0.0       92.8        46.0         32.8           60028.2
  Oct.  2  *   91.3         0.0         31.6        59.7       0.0     0.0       91.3        29.8         32.3           59844.4
  Oct.  1  *   85.8         0.0         31.4        54.4       0.0     0.0       85.8         4.8         33.3           59663.7
  Sep. 30  *   69.3         0.0         25.9        43.5       0.0   113.9      -44.5       -26.6         35.3           59493.9
  Sep. 29  *   69.6         0.0         26.2        43.5       0.0    64.7        4.9         1.4         50.4           59582.0
  Sep. 28  *   66.5         0.0         23.3        43.2       0.0    54.7       11.8        19.5         60.9           59572.4
  Sep. 27  *   69.6         0.0         26.3        43.3       0.0   103.7      -34.1        34.8         70.2           59549.1
  Sep. 26  *   88.2         0.0         31.5        56.7       0.0   159.0      -70.8        61.8         84.1           59616.7
  Sep. 25  *   95.4         0.0         33.3        62.1       0.0     0.0       95.4        97.1        101.6           59756.8
  Sep. 24  *   95.4         0.0         33.3        62.1       0.0     0.0       95.4        99.4        102.5           59567.9
  Sep. 23  *   88.1         0.0         31.5        56.6       0.0     0.0       88.1       102.2        103.9           59379.1
  Sep. 22  *  101.1         0.0         36.5        64.7       0.0     0.0      101.1       105.6         97.2           59204.6
  Sep. 21  *  105.4         0.0         38.1        67.3       0.0     0.0      105.4       106.4         96.5           59004.4
  Sep. 20  *  106.9         0.0         39.6        67.3       0.0     0.0      106.9       106.1         96.9           58795.7
  Sep. 19  *  109.6         0.0         39.8        69.8       0.0     0.0      109.6       105.7         96.4           58584.1
  Sep. 18  *  105.2         0.0         38.1        67.1       0.0     0.0      105.2       105.5         95.8           58367.0
  Sep. 17  *  105.1         0.0         38.1        67.0       0.0     0.0      105.1        88.7         96.3           58158.7
  Sep. 16  *  103.7         0.0         36.9        66.8       0.0     0.0      103.7        86.6         97.3           57950.6
  Sep. 15  *  104.9         0.0         38.1        66.8       0.0     0.0      104.9        87.7         98.2           57745.3
  Sep. 14  *  109.2         0.0         39.8        69.4       0.0     0.5      108.7        87.1         99.1           57537.6
  Sep. 13  *  114.3         0.0         42.4        72.0       0.0    93.3       21.1        86.1        100.7           57322.3
  Sep. 12  *  114.3         0.0         42.4        71.9       0.0    19.6       94.7       104.0        110.6           57280.6
  Sep. 11  *  108.9         0.0         39.8        69.2       0.0     0.0      108.9       107.9        113.0           57093.1
  Sep. 10  *  102.3         0.0         38.4        63.9       0.0     0.0      102.3       108.8        113.4           56877.4
  Sep.  9  *  103.6         0.0         39.7        63.9       0.0     0.0      103.6       111.0        115.1           56674.9
  Sep.  8  *  110.3         0.0         41.3        69.0       0.0     0.0      110.2       115.2        116.1           56469.8
  Sep.  7  *  114.5         0.0         42.9        71.7       0.0     0.0      114.5       117.3        115.5           56251.5
  Sep.  6  *  113.2         0.0         41.4        71.7       0.0     0.0      113.2       118.1        114.3           56024.7
  Sep.  5  *  113.7         0.0         41.7        72.0       0.0     0.0      113.7       118.1        112.5           55800.6
  Sep.  4  *  124.3         0.0         46.8        77.6       0.0     0.0      124.3       119.3        112.2           55575.5
  Sep.  3  *  121.0         0.0         45.9        75.1       0.0     0.0      121.0       117.1        110.0           55329.4
  Sep.  2  *  118.3         0.0         43.1        75.2       0.0     0.0      118.3       113.7        102.8           55089.8
  Sep.  1  *  113.3         0.0         42.9        70.5       0.0     0.0      113.3       110.5         91.7           54855.5
  Aug. 31  *  119.3         0.0         43.1        76.2       0.0     0.0      119.3       106.9         92.5           54631.1
  Aug. 30  *  113.5         0.0         42.2        71.3       0.0     0.0      113.5       105.1         89.4           54394.9
  Aug. 29  *  113.0         0.0         41.3        71.7       0.0     9.2      103.8       102.9         78.4           54170.2
  Aug. 28  *  110.8         0.0         41.3        69.5       0.0     8.2      102.6        92.0         79.2           53964.5
  Aug. 27  *  115.5         0.0         42.7        72.7       0.0    20.2       95.3        72.9         81.7           53761.4
  Aug. 26  *  110.0         0.0         39.7        70.3       0.0     0.0      110.0        78.2         85.5           53572.8
  Aug. 25  *  102.8         0.0         37.9        64.9       0.0     0.0      102.8        73.7         86.6           53354.9
  Aug. 24  *  102.7         0.0         37.9        64.9       0.0    53.4       49.3        53.9         88.2           53151.4
  Aug. 23  *  114.5         0.0         41.3        73.2       0.0   107.3        7.2        66.4         90.8           53053.7
  Aug. 22  *  124.8         0.0         46.1        78.7       0.0     3.3      121.5        90.4        100.6           53039.4
  Aug. 21  *  104.3         0.0         39.5        64.8       0.0    16.8       87.5        92.7         83.3           52798.8
  Aug. 20  *   98.3         0.0         36.2        62.1       0.0    94.4        3.9        99.5         79.8           52625.6
  Aug. 19  *  112.2         0.0         41.2        71.0       0.0     0.1      112.1       122.5         83.3           52617.8
  Aug. 18  *  127.2         0.0         47.1        80.1       0.0     0.0      127.2       115.1         85.0           52395.9
  Aug. 17  *  132.9         0.0         49.3        83.6       0.0     0.0      132.9       110.7         85.6           52144.0
  Aug. 16  *  121.4         0.0         45.8        75.7       0.0     0.0      121.4        73.9         86.1           51880.8
  Aug. 15  *  118.9         0.0         42.9        76.0       0.0     0.0      118.9        60.2         82.6           51640.4
  Aug. 14  *  122.5         0.0         45.9        76.6       0.0    47.6       74.9        44.0         80.3           51405.0
  Aug. 13  *  119.9         0.0         42.8        77.0       0.0    14.7      105.2        54.9         83.4           51256.6
  Aug. 12  *  116.9         0.0         42.7        74.3       0.0   168.0      -51.1        60.4         87.0           51048.4
  Aug. 11  *  120.5         0.0         42.9        77.6       0.0    67.6       52.9        98.3        105.3           51149.4
  Aug. 10  *  128.7         0.0         47.5        81.2       0.0    90.6       38.1       105.1        110.5           51044.8
  Aug.  9  *  129.2         0.0         47.5        81.8       0.0     0.0      129.2       116.6        112.2           50969.2
  Aug.  8  *  133.0         0.0         47.7        85.3       0.0     0.0      133.0       112.0        111.4           50713.4
  Aug.  7  *  138.7         0.0         49.7        89.0       0.0     0.3      138.4       113.5        106.7           50450.1
  Aug.  6  *  131.1         0.0         47.6        83.5       0.0    44.3       86.8       112.2         98.4           50176.1
  Aug.  5  *  131.5         0.0         47.4        84.0       0.0    35.6       95.8       115.8         92.1           50004.3
  Aug.  4  *  136.7         0.0         49.0        87.7       0.0    30.8      105.9       107.7         96.6           49814.6
  Aug.  3  *  140.8         0.0         49.3        91.5       0.0     0.0      140.8       110.8         97.6           49604.9
  Aug.  2  *  131.8         0.0         45.9        85.9       0.0     0.0      131.8        99.9         96.1           49326.1
  Aug.  1  *  105.1         0.0         37.7        67.4       0.0     0.2      104.9        84.6         85.4           49065.2
  July 31  *  123.8         0.0         42.8        81.0       0.0    68.5       55.3        68.4         64.9           48857.4
  July 30  *  131.2         0.0         46.0        85.2       0.0    10.1      121.2        85.4         68.8           48748.0
  July 29  *  137.3         0.0         47.6        89.7       0.0    51.0       86.3        84.4         69.3           48508.0
  July 28  *  129.4         0.0         45.3        84.1       0.0    74.4       55.1        92.3         67.2           48337.0
  July 27  *  137.6         0.0         46.0        91.6       0.0   113.7       23.9        86.2         63.2           48228.0
  July 26  *  143.8         0.0         47.7        96.1       0.0     3.3      140.5        61.4         62.9           48180.7
  July 25  *  133.2         0.0         42.9        90.3       0.0    16.8      116.4        52.1         63.7           47902.4
  July 24  *  126.5         0.0         42.1        84.4       0.0     0.7      125.8        54.2         66.2           47672.0
  July 23  *  137.2         0.0         44.8        92.4       0.0   112.8       24.4        42.1         69.8           47422.9
  July 22  *  142.9         0.0         45.9        97.0       0.0   243.1     -100.1        40.1         67.8           47374.6
  July 21  *  145.6         0.0         47.5        98.1       0.0    51.4       94.2        64.3         72.5           47572.9
  July 20  *  145.0         0.0         46.0        99.0       0.0    18.5      126.5        75.2         80.5           47386.3
  July 19  *  162.2         0.0         51.0       111.1       0.0    96.8       65.3        78.1         80.3           47135.8
  July 18  *  154.0         0.0         49.2       104.8       0.0   139.4       14.6        97.4         88.0           47006.4
  July 17  *  155.0         0.0         49.2       105.8       0.0   134.1       20.9        95.5        101.3           46977.6
  July 16  *  148.9         0.0         46.0       102.9       0.0     0.0      148.9        80.6        117.9           46936.2
  July 15  *  151.6         0.0         47.6       104.0       0.0    10.6      141.0        85.8        122.5           46641.4
  July 14  *  162.1         0.0         49.3       112.7       0.0     0.2      161.9        82.4        123.1           46362.2
  July 13  *  172.9         0.0         51.2       121.7       0.0   167.8        5.1        78.6        127.7           46041.7
  July 12  *  179.4         0.0         52.6       126.8       0.0   233.3      -53.9       107.1        144.4           46031.7
  July 11  *  175.2         0.0         51.2       124.0       0.0     0.1      175.1       155.3        169.3           46138.4
  July 10  *  184.8         0.0         55.6       129.3       0.0    61.2      123.7       159.2        170.7           45791.6
  July  9  *  179.0         0.0         52.7       126.3       0.0    36.1      142.9       163.8        179.4           45546.7
  July  8  *  174.3         0.0         51.1       123.2       0.0    26.5      147.8       176.7        186.3           45263.7
  July  7  *  186.8         0.0         54.5       132.3       0.0     0.0      186.8       181.7        193.3           44971.0
  July  6  *  195.0         0.0         57.6       137.4       0.0     0.0      195.0       183.2        182.0           44601.1
  July  5  *  211.6         0.0         60.9       150.7       0.0    65.2      146.4       182.2        173.4           44215.1
  July  4  *  207.7         0.0         60.2       147.4       0.0     0.0      207.7       195.0        170.2           43925.2
  July  3  *  184.0         0.0         52.6       131.4       0.0    11.4      172.6       195.8        152.9           43514.1
  July  2  *  202.6         0.0         57.6       145.1       0.0     8.2      194.5       204.9        158.2           43172.2
  July  1  *  203.5         0.0         57.5       146.0       0.0    13.6      189.9       180.8        161.7           42787.2
  June 30  *  210.5         0.0         59.3       151.2       0.0     0.0      210.5       164.6        162.2           42411.2
  June 29  *  211.4         0.0         59.3       152.1       0.0     0.0      211.4       145.4        163.2           41994.3
  June 28  *  218.3         0.0         61.0       157.3       0.0     0.0      218.3       109.9        163.6           41575.7
  June 27  *  205.3         0.0         56.0       149.3       0.0   131.5       73.8       111.5        162.6           41143.6
  June 26  *  185.4         0.0         52.7       132.7       0.0    76.6      108.8       142.6        179.9           40997.4
  June 25  *  184.1         0.0         51.0       133.1       0.0    69.6      114.5       159.8        193.7           40781.9
  June 24  *  200.8         0.0         53.9       146.9       0.0   166.7       34.1       180.9        206.3           40555.2
  June 23  *  226.4         0.0         61.0       165.4       0.0     0.0      226.4       217.2        226.2           40487.6
  June 22  *  238.1         0.0         63.2       174.9       0.0     9.1      229.0       213.6        225.2           40039.4
  June 21  *  232.0         0.0         61.2       170.8       0.0    37.2      194.8       217.2        224.0           39586.0
  June 20  *  221.6         0.0         59.3       162.3       0.0     1.1      220.4       227.6        226.2           39200.3
  June 19  *  215.4         0.0         57.4       158.0       0.0     0.0      215.4       231.8        226.8           38763.8
  June 18  *  215.7         0.0         57.5       158.2       0.0     7.2      208.6       235.2        227.9           38337.3
  June 17  *  246.9         0.0         66.0       180.9       0.0     0.0      246.9       236.8        225.9           37924.3
  June 16  *  246.7         0.0         65.8       180.9       0.0     0.0      246.7       230.8        216.0           37435.5
  June 15  *  241.2         0.0         64.8       176.3       0.0     0.0      241.2       224.7        212.8           36947.0
  June 14  *  232.8         0.0         61.2       171.6       0.0     0.0      232.8       221.8        210.7           36469.5
  June 13  *  216.7         0.0         58.7       158.0       0.0     0.0      216.7       220.7        207.4           36008.6
  June 12  *  216.6         0.0         58.8       157.8       0.0     0.0      216.6       215.0        203.7           35579.5
  June 11  *  216.4         0.0         58.8       157.6       0.0     0.0      216.4       201.1        198.0           35150.8
  June 10  *  226.6         0.0         60.4       166.2       0.0     0.0      226.6       201.0        166.2           34722.4
  June  9  *  227.0         0.0         61.1       165.9       0.0     0.0      227.0       199.6        150.5           34273.7
  June  8  *  202.5         0.0         54.7       147.7       0.0    14.0      188.4       194.1        145.1           33824.1
  June  7  *  208.9         0.0         57.0       152.0       0.0    61.7      147.2       192.5        141.6           33451.0
  June  6  *  219.4         0.0         58.9       160.5       0.0     3.9      215.5       194.9        144.5           33159.6
  June  5  *  220.0         0.0         59.5       160.4       0.0     0.3      219.7       131.5        142.7           32732.9
  June  4  *  199.8         0.0         53.0       146.7       0.0     0.0      199.7       101.4        140.6           32298.0
  June  3  *  180.5         0.0         47.4       133.1       0.0     0.1      180.4        96.0        141.8           31902.6
  June  2  *  171.6         0.0         47.6       123.9       0.0    12.1      159.5        90.8        146.1           31545.4
  June  1  *  186.0         0.0         49.6       136.4       0.0   287.8     -101.8        94.0        149.5           31229.7
  May  31  *  172.9         0.0         45.8       127.1       0.0   103.6       69.3       153.9        176.1           31431.2
  May  30  *  184.9         0.0         49.6       135.2       0.0    12.0      172.9       179.8        187.9           31294.0
  May  29  *  185.5         0.0         50.8       134.7       0.0    31.2      154.2       187.6        187.0           30951.7
  May  28  *  183.0         0.0         49.0       134.0       0.0     7.8      175.2       201.5        186.4           30646.4
  May  27  *  197.8         0.0         51.5       146.3       0.0     0.0      197.8       205.0        184.4           30299.5
  May  26  *  198.7         0.0         52.7       146.0       0.0     0.0      198.7       198.4        182.3           29907.8
  May  25  *  212.0         0.0         57.6       154.4       0.0     0.0      212.0       196.0        174.7           29514.4
  May  24  *  223.6         0.0         60.7       162.9       0.0     0.0      223.6       186.4        171.9           29094.6
  May  23  *  192.8         0.0         51.4       141.4       0.0     0.0      192.8       171.4        169.6           28651.8
  May  22  *  192.6         0.0         51.1       141.5       0.0    27.9      164.7       163.8        171.0           28270.2
  May  21  *  187.1         0.0         49.7       137.4       0.0     0.0      187.1       166.2        173.0           27944.0
  May  20  *  163.6         0.0         43.1       120.5       0.0     0.0      163.6       153.4        171.5           27573.6
  May  19  *  148.7         0.0         40.8       108.0       0.0     0.0      148.7       157.4        156.4           27249.7
  May  18  *  158.2         0.0         41.4       116.8       0.0     3.3      154.9       167.7        153.9           26955.2
  May  17  *  176.5         0.0         46.3       130.2       0.0     0.0      176.5       178.2        155.6           26648.6
  May  16  *  142.7         0.0         38.1       104.7       0.0    19.6      123.1       179.9        156.2           26299.0
  May  15  *  183.7         0.0         48.1       135.6       0.0     0.0      183.7       189.7        162.2           26055.2
  May  14  *  200.5         0.0         51.3       149.2       0.0     0.0      200.5       155.5        165.3           25691.5
  May  13  *  207.2         0.0         53.0       154.3       0.0     0.0      207.2       140.1        162.1           25294.5
  May  12  *  185.1         0.0         47.9       137.1       0.0     0.0      185.1       133.0        160.1           24884.1
  May  11  *  171.9         0.0         43.2       128.7       0.0     0.0      171.9       132.5        161.5           24517.7
  May  10  *  129.7         0.0         31.8        97.9       0.0   117.1       12.6       134.7        163.6           24177.3
  May   9  *  134.8         0.0         36.3        98.5       0.0    11.1      123.7       175.1        178.4           24152.3
  May   8  *  173.1         0.0         43.1       130.0       0.0     1.6      171.5       184.1        163.2           23907.4
  May   7  *  183.0         0.0         47.8       135.1       0.0     0.0      183.0       187.1        154.9           23567.7
  May   6  *  210.5         0.0         52.5       158.0       0.0    28.0      182.6       190.5        156.0           23205.5
  May   5  *  214.7         0.0         51.8       162.9       0.0     0.0      214.7       192.4        154.1           22844.0
  May   4  *  168.5         0.0         41.5       127.0       0.0     0.0      168.5       181.8        148.9           22418.9
  May   3  *  187.0         0.0         46.2       140.7       0.0     0.0      187.0       142.3        154.4           22085.2
  May   2  *  199.8         0.0         49.7       150.1       0.0     0.0      199.8       122.7        153.8           21715.0
  May   1  *  192.2         0.0         46.6       145.6       0.0     0.0      192.2       121.6        151.0           21319.4
  Apr. 30  *  161.3         0.0         38.3       123.0       0.0     0.0      161.3       115.8        151.8           20938.8
  Apr. 29  *   66.6         0.0         16.5        50.2       0.0    95.6      -29.0       116.1        156.0           20619.4
  Apr. 28  *  152.5         0.0         38.1       114.3       0.0    63.0       89.4       166.5        179.8           20676.9
  Apr. 27  *  193.9         0.0         47.5       146.3       0.0     0.0      193.9       184.9        191.3           20499.8
  Apr. 26  *  163.4         0.0         39.6       123.7       0.0     0.0      163.4       180.4        192.2           20115.9
  Apr. 25  *  165.0         0.0         41.0       124.0       0.0     2.4      162.7       187.8        195.2           19792.4
  Apr. 24  *  222.9         0.0         52.7       170.2       0.0     0.0      222.9       195.8        197.8           19470.4
  Apr. 23  *  181.7         0.0         43.3       138.4       0.0     0.0      181.7       193.2        195.0           19028.9
  Apr. 22  *  171.3         0.0         41.7       129.6       0.0     0.0      171.3       197.7        196.2           18669.2
  Apr. 21  *  200.5         0.0         47.7       152.8       0.0     0.0      200.5       204.0        193.1           18330.1
  Apr. 20  *  202.7         0.0         49.2       153.5       0.0     0.0      202.7       202.5        191.2           17933.0
  Apr. 19  *  209.8         0.0         51.0       158.9       0.0     0.0      209.8       199.8        187.2           17531.6
  Apr. 18  *  204.0         0.0         49.2       154.8       0.0     0.0      204.0       196.7        182.6           17116.2
  Apr. 17  *  203.0         0.0         47.7       155.3       0.0     0.0      203.0       194.7        182.4           16712.3
  Apr. 16  *  193.2         0.0         46.5       146.7       0.0     0.0      193.2       182.2        182.4           16310.3
  Apr. 15  *  189.1         0.0         46.4       142.6       0.0     0.0      189.1       179.8        180.3           15927.8
  Apr. 14  *  194.4         0.0         46.6       147.9       0.0     0.0      194.4       174.5        175.5           15553.5
  Apr. 13  *  193.6         0.0         45.2       148.3       0.0     0.0      193.6       168.6        167.0           15168.5
  Apr. 12  *  180.5         0.0         41.2       139.3       0.0    39.6      140.9       170.2        163.8           14785.3
  Apr. 11  *  181.1         0.0         41.2       139.9       0.0     0.0      181.1       182.5        163.9           14506.3
  Apr. 10  *  162.7         0.0         36.7       126.0       0.0     0.0      162.7       180.8        151.0           14147.7
  Apr.  9  *  164.5         0.0         37.9       126.7       0.0     0.0      164.5       176.4        145.7           13825.6
