             ET TOOLBOX REACH SUMMARY

      Summary for: URGWOM Reach 8 (San Marcial to Elephant Butte)     

      Vegetation classification: MRGCD Ag. & IkonUSu Rip. (MRIU) (Except open water)

      ET TOOLBOX classes (ag. + rip. + open water + urb.):    11896.1 acres
  Apr.  8  *  202.0         0.0         45.5       156.5       0.0     0.0      202.0       165.5        145.6           13499.8
  Apr.  7  *  202.4         0.0         45.3       157.1       0.0     0.0      202.4       157.3        131.6           13099.9
  Apr.  6  *  172.5         0.0         39.3       133.2       0.0     0.0      172.5       145.2        109.1           12699.1
  Apr.  5  *  140.7         0.0         31.6       109.0       0.0     0.0      140.7       121.2        106.3           12357.4
  Apr.  4  *  122.8         0.0         28.2        94.5       0.0    13.1      109.6       114.9        106.7           12078.9
  Apr.  3  *  161.1         0.0         36.2       124.9       0.0     0.0      161.1       125.8        111.5           11861.8
  Apr.  2  *  141.9         0.0         31.6       110.3       0.0     0.0      141.9       105.9        109.8           11542.9
  Apr.  1  *  102.2         0.0         21.7        80.5       0.0    49.4       52.8        73.1        103.6           11261.8
  Mar. 31  *  109.3         0.0         23.3        86.0       0.0     0.0      109.3        91.3        115.8           11157.4
  Mar. 30  *  163.8         0.0         32.1       131.7       0.0     0.0      163.8        98.5        121.0           10941.0
  Mar. 29  *  120.3         0.0         23.7        96.6       0.0    58.6       61.6        97.2        121.8           10616.6
  Mar. 28  *  108.4         0.0         21.5        86.9       0.0   130.5      -22.1       113.7        132.8           10494.5
  Mar. 27  *  158.6         0.0         30.4       128.2       0.0    14.7      143.9       134.2        152.0           10538.3
  Mar. 26  *  145.5         0.0         27.1       118.4       0.0     0.0      145.5       140.2        153.3           10253.5
  Mar. 25  *  157.3         0.0         28.3       129.0       0.0     0.0      157.3       143.4        155.5            9965.4
  Mar. 24  *  144.1         0.0         25.0       119.0       0.0     0.0      144.1       146.5        155.3            9653.9
  Mar. 23  *   94.2         0.0         16.4        77.8       0.0    14.2       80.1       151.9        156.2            9368.6
  Mar. 22  *  174.1         0.0         28.7       145.4       0.0     0.0      174.1       169.8        161.8            9210.1
  Mar. 21  *  161.4         0.0         26.2       135.3       0.0     0.0      161.4       166.4        157.1            8865.3
  Mar. 20  *  172.6         0.0         27.2       145.4       0.0     0.0      172.6       167.6        155.4            8545.7
  Mar. 19  *  171.3         0.0         26.0       145.3       0.0     0.0      171.3       164.1        152.6            8204.0
  Mar. 18  *  169.7         0.0         24.7       145.0       0.0     0.0      169.7       160.5        149.7            7864.8
  Mar. 17  *  156.8         0.0         22.3       134.5       0.0     0.0      156.8       153.8        145.2            7528.8
  Mar. 16  *  167.7         0.0         23.2       144.6       0.0     0.0      167.7       147.9        140.1            7218.3
  Mar. 15  *  154.7         0.0         20.8       133.9       0.0     0.0      154.7       143.2        134.0            6886.2
  Mar. 14  *  153.6         0.0         19.9       133.7       0.0     0.0      153.6       141.1        129.6            6579.9
  Mar. 13  *  136.1         0.0         18.0       118.1       0.0     0.0      136.1       138.9        125.1            6275.8
  Mar. 12  *  127.3         0.0         14.7       112.6       0.0     0.0      127.3       136.7        120.4            6006.3
  Mar. 11  *  144.5         0.0         16.7       127.8       0.0     0.0      144.5       132.4        116.4            5754.2
  Mar. 10  *  144.2         0.0         16.6       127.6       0.0     0.0      144.2       124.7        109.1            5468.1
  Mar.  9  *  142.4         0.0         15.1       127.3       0.0     0.0      142.4       118.0        101.8            5182.7
  Mar.  8  *  125.0         0.0         13.2       111.8       0.0     0.0      125.0       111.4         96.1            4900.6
  Mar.  7  *  106.0         0.0          9.8        96.2       0.0     0.0      106.0       104.1         89.8            4653.2
  Mar.  6  *  105.9         0.0          9.8        96.1       0.0     0.0      105.9       100.4         87.2            4443.3
  Mar.  5  *  110.9         0.0          9.9       101.0       0.0     0.0      110.9        93.6         84.7            4233.7
  Mar.  4  *  109.2         0.0          8.3       100.8       0.0     0.0      109.2        85.6         82.1            4014.2
  Mar.  3  *   88.6         0.0          8.0        80.6       0.0     0.0       88.6        80.9         81.2            3798.1
  Mar.  2  *   87.8         0.0          7.4        80.4       0.0     0.0       87.8        75.5         81.8            3622.7
  Mar.  1  *   71.5         0.0          6.2        65.3       0.0     0.0       71.5        74.0         81.0            3448.9
  Feb. 28  *   70.8         0.0          6.0        64.8       0.0     0.0       70.8        75.7         75.7            3307.3
  Feb. 27  *   85.8         0.0          6.4        79.5       0.0     0.0       85.8        78.6         75.1            3167.2
  Feb. 26  *   70.4         0.0          6.0        64.4       0.0     8.7       61.6        81.5         73.8            2997.3
  Feb. 25  *   80.3         0.0          6.2        74.1       0.0     0.0       80.3        88.2         75.0            2875.3
  Feb. 24  *   80.1         0.0          6.2        73.9       0.0     0.0       80.1        88.1         72.9            2716.2
  Feb. 23  *   85.0         0.0          6.4        78.6       0.0     0.0       85.0        75.7         69.9            2557.5
  Feb. 22  *  100.3         0.0          2.3        98.0       0.0     0.0      100.3        71.6         55.4            2389.3
  Feb. 21  *   95.1         0.0          2.2        92.9       0.0     0.0       95.1        66.1         42.4            2190.7
  Feb. 20  *   79.9         0.0          1.8        78.1       0.0     0.0       79.9        61.9         42.2            2002.5
  Feb. 19  *   59.7         0.0          1.3        58.4       0.0    41.6       18.1        57.8         43.5            1844.4
  Feb. 18  *   64.6         0.0          1.4        63.2       0.0     0.0       64.6        64.1         49.5            1808.5
  Feb. 17  *   79.4         0.0          1.8        77.6       0.0     6.6       72.8        39.3         50.9            1680.6
  Feb. 16  *   74.3         0.0          1.7        72.6       0.0     0.0       74.3        18.6         50.9            1536.4
  Feb. 15  *   59.3         0.0          1.3        58.0       0.0    -0.0       59.3        22.4         50.1            1389.4
  Feb. 14  *   49.3         0.0          1.1        48.2       0.0     0.0       49.3        29.2         51.5            1272.0
  Feb. 13  *   29.7         0.0          0.8        29.0       0.0    89.0      -59.2        35.0         53.9            1174.4
  Feb. 12  *   49.1         0.0          1.1        48.1       0.0    79.5      -30.4        62.5         66.1            1291.7
  Feb. 11  *   93.3         0.0          2.2        91.1       0.0     0.0       93.3        83.2         75.5            1351.8
  Feb. 10  *   93.3         0.0          2.2        91.0       0.0     0.0       93.3        77.8         72.4            1167.2
  Feb.  9  *   78.3         0.0          1.8        76.5       0.0     0.0       78.3        73.7         69.3             982.5
  Feb.  8  *   78.2         0.0          1.8        76.4       0.0    -0.0       78.2        72.7         67.3             827.5
  Feb.  7  *   73.2         0.0          1.7        71.5       0.0     0.0       73.2        69.7         63.8             672.7
  Feb.  6  *   73.1         0.0          1.8        71.4       0.0     7.0       66.2        67.7         56.6             527.8
  Feb.  5  *   72.9         0.0          1.7        71.3       0.0     0.0       72.9        66.9         50.1             396.8
  Feb.  4  *   72.8         0.0          1.7        71.2       0.0     0.0       72.8        64.9         43.0             252.4
  Feb.  3  *   63.4         0.0          1.6        61.7       0.0    -0.0       63.4        61.9         35.9             108.1
  Feb.  2  *   63.3         0.0          1.6        61.7       0.0    -0.0       63.3        57.9         29.6             -17.4
  Feb.  1  *   62.2         0.0          1.4        60.8       0.0     0.0       62.2        45.5         23.5            -142.7
  Jan. 31  *   62.8         0.0          1.4        61.4       0.0     0.0       62.8        33.4         17.5            -265.9
  Jan. 30  *   57.9         0.0          1.3        56.6       0.0    -0.0       57.9        21.1          8.7            -390.3
  Jan. 29  *   43.3         0.0          1.0        42.4       0.0     0.0       43.3         9.8          2.7            -504.9
  Jan. 28  *    1.4         0.0          0.8         0.6       0.0    -0.0        1.4         1.4         -1.4            -590.7
  Jan. 27  *    1.4         0.0          0.7         0.6       0.0    -0.0        1.4         1.5         -1.4            -593.5
  Jan. 26  *    1.4         0.0          0.8         0.6       0.0    -0.0        1.4         1.6         -1.4            -596.2
  Jan. 25  *    1.4         0.0          0.8         0.6       0.0    -0.0        1.4        -3.8         -3.9            -598.9
  Jan. 24  *    1.3         0.0          0.7         0.6       0.0    -0.0        1.3        -4.3        -23.0            -601.7
  Jan. 23  *    2.0         0.0          1.1         0.9       0.0     0.0        2.0        -4.2        -30.6            -604.3
  Jan. 22  *    1.8         0.0          1.0         0.8       0.0    -0.0        1.8        -4.2        -30.9            -608.2
  Jan. 21  *    1.4         0.0          0.8         0.6       0.0    26.6      -25.2        -4.3        -30.9            -611.8
  Jan. 20  *    1.8         0.0          1.0         0.8       0.0     3.3       -1.5        -4.1        -28.1            -561.8
  Jan. 19  *    2.0         0.0          1.1         0.9       0.0     0.0        2.0       -41.7        -27.7            -558.9
  Jan. 18  *    1.8         0.0          1.0         0.8       0.0     0.1        1.7       -57.1        -27.6            -562.8
  Jan. 17  *    1.6         0.0          0.9         0.7       0.0     0.1        1.5       -57.6        -27.6            -566.3
  Jan. 16  *    1.8         0.0          1.0         0.8       0.0    26.3      -24.5       -57.4        -27.7            -569.2
  Jan. 15  *    1.2         0.0          0.6         0.6       0.0   190.7     -189.5       -52.0        -25.5            -520.8
  Jan. 14  *    2.0         0.0          1.1         0.9       0.0    76.7      -74.7       -13.6         -6.4            -145.6
  Jan. 13  *    2.4         0.0          1.3         1.1       0.0     3.3       -0.8         1.8          0.6               2.2
  Jan. 12  *    2.4         0.0          1.3         1.1       0.0    -0.0        2.4         2.3          0.9               3.9
  Jan. 11  *    2.4         0.0          1.3         1.1       0.0    -0.0        2.4         2.1         -0.0              -0.9
  Jan. 10  *    2.4         0.0          1.3         1.1       0.0    -0.0        2.4         1.0         -0.3              -5.8
  Jan.  9  *    2.4         0.0          1.3         1.1       0.0    -0.0        2.4         0.9         -0.5             -10.6
  Jan.  8  *    1.8         0.0          1.0         0.8       0.0    -0.0        1.8        -0.5         -0.8             -15.4
  Jan.  7  *    1.4         0.0          0.8         0.6       0.0     0.0        1.4        -0.5         -1.0             -19.0
  Jan.  6  *    1.4         0.0          0.8         0.7       0.0     4.5       -3.1        -2.2         -1.1             -21.8
  Jan.  5  *    2.0         0.0          1.1         0.9       0.0     0.0        2.0        -1.6         -0.8             -15.7
  Jan.  4  *    2.0         0.0          1.1         0.9       0.0     6.6       -4.6        -2.0         -1.0             -19.6
  Jan.  3  *    1.8         0.0          1.0         0.8       0.0    -0.0        1.8        -1.1         -0.5             -10.5
  Jan.  2  *    0.0         0.0          0.0         0.0       0.0     6.9       -6.9        -1.4         -0.7             -14.1
  Jan.  1  *    0.0         0.0          0.0         0.0       0.0     0.2       -0.2        -0.0         -0.0              -0.4

 Irrigated Ag acreage =       0.0
                 Riparian acreage =   3923.8
                           Open Water acreage =   7972.3 (daily variable)
                                          Urban acreage =      0.0
                                               Total (ag. + rip. + open water + urb.) =    11896.1 acres
 Fallow acreage =      0.0
 Idle acreage =        0.0

