             ET TOOLBOX REACH SUMMARY

"      Summary for: URGWOM Reach 5 (Isleta to Bosque, NM gage)         "

      Vegetation classification: MRGCD Ag. & IkonUSu Rip. (MRIU) (Except open water)

      ET TOOLBOX classes (ag. + rip. + open water + urb.):    26795.4 acres

          (Daily URGWOM Water Use = Daily Consumptive Use Total - Rain)

          * = Some or all water use from forecast weather data

"      Note:  Final values are subject to change with updated weather data, which could occur multiple times during periods of local "
             weather station data feed instability.

             --------------- Daily Consumptive Use ---------------    Daily    ----- Daily URGWOM Water Use ----    Total URGWOM Water
    2018   F  Total   Agriculture    Riparian   Open Water   Urban  Eff. Rain   Total    5-Day Avg.  10-Day Avg.    Use To-Date Since
" Month Day M   CFS         CFS          CFS         CFS       CFS      CFS       CFS         CFS          CFS       Jan.  1, 2018 AC-FT"
 ----- --- - ------   -----------    --------   ----------   ------   -----    -------   ----------  -----------    -------------------
  May  12  *  296.8       210.4         58.5        27.9       0.0     0.0      296.8       323.7        294.7           23630.0
  May  11  *  325.4       230.4         63.9        31.1       0.0     0.0      325.4       326.1        279.9           23042.4
  May  10  *  336.6       235.9         68.0        32.7       0.0     0.0      336.6       320.5        270.2           22398.1
  May   9  *  333.5       235.4         66.2        31.9       0.0     0.0      333.5       305.9        261.2           21731.6
  May   8  *  326.3       229.5         65.7        31.2       0.0     0.0      326.3       287.7        255.4           21071.3
  May   7  *  308.6       218.6         60.6        29.5       0.0     0.0      308.6       265.6        247.5           20425.2
  May   6  *  297.7       210.3         58.6        28.7       0.0     0.0      297.7       233.8        239.8           19814.1
  May   5  *  263.3       184.9         52.9        25.5       0.0     0.0      263.3       219.8        236.7           19224.7
  May   4  *  242.6       170.7         48.1        23.7       0.0     0.0      242.6       216.5        231.6           18703.3
  May   3  *  215.9       151.7         43.4        20.8       0.0     0.0      215.9       223.1        234.4           18223.1
  May   2  *  196.1       137.3         39.4        19.4       0.0    46.5      149.6       229.4        239.1           17795.7
  May   1  *  227.6       159.9         45.4        22.3       0.0     0.0      227.6       245.7        246.9           17499.4
  Apr. 30  *  246.8       174.1         48.5        24.2       0.0     0.0      246.8       253.6        245.9           17048.7
  Apr. 29  *  275.5       193.5         54.9        27.1       0.0     0.0      275.5       246.7        236.1           16560.1
  Apr. 28  *  254.8       179.1         50.7        25.0       0.0     7.5      247.3       245.7        231.3           16014.5
  Apr. 27  *  231.4       162.3         46.2        22.9       0.0     0.0      231.4       248.9        226.4           15524.9
  Apr. 26  *  267.2       187.4         53.7        26.1       0.0     0.0      267.2       248.1        225.8           15066.7
  Apr. 25  *  212.0       148.1         43.1        20.8       0.0     0.0      212.0       238.1        222.3           14537.6
  Apr. 24  *  270.8       189.9         54.4        26.4       0.0     0.0      270.8       225.5        221.8           14117.9
  Apr. 23  *  263.2       184.8         52.9        25.5       0.0     0.0      263.2       216.9        211.7           13581.8
  Apr. 22  *  227.5       159.8         45.4        22.3       0.0     0.0      227.5       203.9        197.6           13060.6
  Apr. 21  *  216.8       151.6         43.6        21.6       0.0     0.0      216.8       203.4        197.7           12610.1
  Apr. 20  *  149.5       103.7         30.9        14.9       0.0     0.2      149.3       206.6        201.2           12180.8
  Apr. 19  *  227.5       159.8         45.4        22.3       0.0     0.0      227.5       218.0        206.6           11885.1
  Apr. 18  *  198.1       137.8         40.2        20.0       0.0     0.0      198.1       206.6        203.1           11434.5
  Apr. 17  *  225.2       156.7         45.9        22.7       0.0     0.0      225.2       191.3        202.2           11042.4
  Apr. 16  *  232.6       162.4         47.0        23.2       0.0     0.0      232.6       191.9        201.3           10596.4
  Apr. 15  *  206.7       143.2         42.5        21.0       0.0     0.0      206.7       195.9        197.5           10135.9
  Apr. 14  *  170.4       118.2         34.9        17.3       0.0     0.0      170.4       195.2        194.7            9726.7
  Apr. 13  *  140.2        96.8         28.8        14.6       0.0    18.7      121.5       199.5        195.7            9389.4
  Apr. 12  *  228.5       158.7         46.3        23.4       0.0     0.0      228.5       213.2        198.1            9148.7
  Apr. 11  *  252.5       173.1         53.0        26.3       0.0     0.0      252.5       210.7        192.4            8696.3
  Apr. 10  *  203.3       139.9         41.9        21.6       0.0     0.0      203.3       199.1        183.4            8196.4
  Apr.  9  *  191.9       131.3         39.9        20.7       0.0     0.0      191.9       194.1        179.6            7793.9
  Apr.  8  *  189.8       129.2         39.3        21.3       0.0     0.0      189.8       191.9        174.9            7413.9
  Apr.  7  *  215.8       147.7         44.1        23.9       0.0     0.0      215.8       183.1        168.6            7038.0
  Apr.  6  *  194.9       131.3         40.4        23.2       0.0     0.0      194.9       174.1        158.0            6610.8
  Apr.  5  *  177.9       120.7         36.0        21.3       0.0     0.0      177.9       167.7        120.4            6224.9
  Apr.  4  *  181.1       122.7         36.8        21.6       0.0     0.0      181.1       165.1        102.5            5872.5
  Apr.  3  *  145.7        98.1         29.3        18.3       0.0     0.0      145.7       158.0         96.5            5513.9
  Apr.  2  *  171.1       114.5         35.0        21.6       0.0     0.0      171.1       154.1         93.2            5225.5
  Apr.  1  *  162.7       109.4         31.9        21.5       0.0     0.0      162.7       141.8         88.4            4886.7
  Mar. 31  *  164.8       108.7         33.6        22.6       0.0     0.0      164.8        73.0         84.7            4564.5
  Mar. 30  *  145.5        97.7         27.8        20.0       0.0     0.0      145.5        40.0         78.3            4238.1
  Mar. 29  *  126.4        83.9         24.7        17.8       0.0     0.0      126.4        35.0         72.5            3949.9
  Mar. 28  *  109.4        72.5         21.2        15.7       0.0     0.0      109.4        32.3         67.0            3699.6
  Mar. 27  *   75.1        48.5         15.2        11.4       0.0   256.2     -181.1        35.0         61.4            3482.9
  Mar. 26  *  108.4        72.3         20.2        16.0       0.0   109.0       -0.5        96.3         87.2            3841.5
  Mar. 25  *  120.8        80.0         22.4        18.3       0.0     0.0      120.8       116.7         94.0            3842.5
  Mar. 24  *  113.0        72.3         22.4        18.4       0.0     0.0      113.0       110.0         89.1            3603.3
  Mar. 23  *  122.7        80.0         22.7        19.9       0.0     0.0      122.7       101.7         84.5            3379.5
  Mar. 22  *  125.6        80.0         23.2        22.3       0.0     0.0      125.6        87.8         78.7            3136.5
  Mar. 21  *  101.4        64.1         19.0        18.3       0.0     0.0      101.4        78.0         71.3            2887.8
  Mar. 20  *   87.1        55.9         15.7        15.4       0.0     0.0       87.1        71.4         33.8            2686.9
  Mar. 19  *   71.8        45.7         12.8        13.3       0.0     0.0       71.8        68.2         32.5            2514.6
  Mar. 18  *   63.2        40.0         10.9        12.3       0.0    10.0       53.2        67.2         32.9            2372.3
  Mar. 17  *   76.6        48.2         13.2        15.2       0.0     0.0       76.6        69.6         34.9            2266.9
  Mar. 16  *   68.2        42.7         11.4        14.1       0.0     0.0       68.2        64.7         33.3            2115.3
  Mar. 15  *   73.2        45.9         11.6        15.7       0.0     2.0       71.2        -3.8         31.7            1980.4
  Mar. 14  *   67.1        40.4         11.5        15.1       0.0     0.0       67.1        -3.2         29.5            1839.5
  Mar. 13  *   65.3        40.4          9.7        15.1       0.0     0.0       65.3        -1.5         29.2            1706.7
  Mar. 12  *   51.7        32.2          7.5        12.0       0.0     0.0       51.7         0.2         29.2            1577.4
  Mar. 11  *   35.1        21.0          5.7         8.3       0.0   309.3     -274.3         1.9         25.7            1475.1
  Mar. 10  *   74.1        48.2          9.9        16.0       0.0     0.0       74.1        67.2         54.6            2018.2
  Mar.  9  *   75.7        48.3         10.8        16.5       0.0     0.0       75.7        62.3         48.2            1871.5
  Mar.  8  *   74.1        48.2          9.9        16.0       0.0     0.0       74.1        60.0         42.1            1721.7
  Mar.  7  *   59.9        37.9          8.7        13.3       0.0     0.0       59.9        58.2         36.1            1575.1
  Mar.  6  *   52.0        32.2          7.5        12.3       0.0     0.0       52.0        49.5         31.2            1456.4
  Mar.  5  *   49.7        32.2          7.2        10.4       0.0     0.0       49.7        42.0         26.9            1353.4
  Mar.  4  *   64.1        40.4          9.6        14.1       0.0     0.0       64.1        34.1         23.2            1254.9
  Mar.  3  *   65.3        40.4          9.7        15.1       0.0     0.0       65.3        24.2         17.8            1128.0
  Mar.  2  *   16.3         0.0          2.8        13.6       0.0     0.0       16.3        14.0         12.2             998.8
  Mar.  1  *   14.4         0.0          2.4        12.0       0.0     0.0       14.4        12.8         10.3             966.5
  Feb. 28  *   11.9         0.0          2.0         9.9       0.0     1.6       10.3        11.9         10.0             938.0
  Feb. 27  *   14.7         0.0          2.5        12.3       0.0    -0.0       14.7        12.3          9.3             917.6
  Feb. 26  *   14.4         0.0          2.4        11.9       0.0    -0.0       14.4        11.4          9.2             888.4
  Feb. 25  *   10.3         0.0          1.8         8.6       0.0    -0.0       10.3        10.3          8.6             860.0
  Feb. 24  *    9.6         0.0          1.6         8.0       0.0    -0.0        9.6         7.8          3.0             839.5
  Feb. 23  *   12.5         0.0          2.1        10.4       0.0     0.0       12.5         8.1          1.6             820.5
  Feb. 22  *   10.3         0.0          1.8         8.5       0.0     0.3       10.0         6.3          1.7             795.8
  Feb. 21  *    9.6         0.0          1.6         8.0       0.0     0.4        9.2         7.0          1.9             776.0
  Feb. 20  *    9.2         0.0          1.6         7.7       0.0    11.3       -2.1         6.8          1.6             757.8
  Feb. 19  *   12.1         0.0          2.0        10.1       0.0     1.4       10.7        -1.8          3.3             762.0
  Feb. 18  *   14.4         0.0          2.4        12.0       0.0    10.7        3.7        -4.9          3.7             740.7
  Feb. 17  *   13.7         0.0          2.3        11.4       0.0     0.0       13.7        -3.0          4.6             733.5
  Feb. 16  *   10.4         0.0          1.7         8.7       0.0     2.5        8.0        -3.2          4.3             706.4
  Feb. 15  *    8.5         0.0          1.4         7.1       0.0    53.3      -44.8        -3.6          4.8             690.7
  Feb. 14  *   13.7         0.0          2.3        11.4       0.0    18.6       -5.0         8.4         10.7             779.4
  Feb. 13  *   13.2         0.0          2.3        10.9       0.0     0.0       13.2        12.3         12.4             789.2
  Feb. 12  *   12.5         0.0          2.1        10.4       0.0     0.0       12.5        12.1         12.5             763.1
  Feb. 11  *    8.6         0.0          1.5         7.1       0.0     2.4        6.2        11.9         12.5             738.4
  Feb. 10  *   15.0         0.0          2.5        12.5       0.0     0.0       15.0        13.1         13.2             726.1
  Feb.  9  *   14.4         0.0          2.4        12.0       0.0     0.0       14.4        13.0         12.9             696.4
  Feb.  8  *   12.5         0.0          2.1        10.4       0.0     0.0       12.5        12.6         12.6             667.8
  Feb.  7  *   11.5         0.0          1.9         9.6       0.0    -0.0       11.5        13.0         12.3             643.2
  Feb.  6  *   12.5         0.0          2.1        10.4       0.0     0.4       12.1        13.2         12.1             620.3
  Feb.  5  *   14.4         0.0          2.4        11.9       0.0    -0.0       14.4        13.2         11.6             596.4
  Feb.  4  *   12.5         0.0          2.1        10.4       0.0     0.0       12.5        12.9         11.1             567.9
  Feb.  3  *   14.4         0.0          2.4        12.0       0.0    -0.0       14.4        12.7         10.7             543.2
  Feb.  2  *   12.5         0.0          2.1        10.3       0.0     0.0       12.5        11.7         10.1             514.7
  Feb.  1  *   12.5         0.0          2.1        10.4       0.0     0.0       12.5        11.1          9.6             490.0
  Jan. 31  *   12.5         0.0          2.1        10.4       0.0     0.0       12.5        10.0          9.0             465.3
  Jan. 30  *   11.5         0.0          1.9         9.6       0.0    -0.0       11.5         9.3          8.0             440.6
  Jan. 29  *    9.6         0.0          1.6         8.0       0.0    -0.0        9.6         8.7          7.4             417.8
  Jan. 28  *    9.6         0.0          1.6         8.0       0.0    -0.0        9.6         8.6          7.4             398.9
  Jan. 27  *    6.7         0.0          1.1         5.6       0.0    -0.0        6.7         8.0          7.3             379.9
  Jan. 26  *    9.2         0.0          1.6         7.7       0.0    -0.0        9.2         8.0          7.3             366.6
  Jan. 25  *    8.6         0.0          1.5         7.2       0.0     0.0        8.6         6.6          6.9             348.3
  Jan. 24  *    8.7         0.0          1.5         7.2       0.0    -0.0        8.7         6.0          6.7             331.2
  Jan. 23  *    6.7         0.0          1.1         5.6       0.0    -0.0        6.7         6.2          6.7             314.1
  Jan. 22  *    6.7         0.0          1.1         5.6       0.0    -0.0        6.7         6.6          6.9             300.8
  Jan. 21  *    6.7         0.0          1.1         5.6       0.0     4.2        2.5         6.5          7.2             287.5
  Jan. 20  *    9.6         0.0          1.6         8.0       0.0     4.3        5.3         7.2          7.7             282.5
  Jan. 19  *    9.6         0.0          1.6         8.0       0.0    -0.0        9.6         7.5          6.1             272.1
  Jan. 18  *    8.7         0.0          1.5         7.2       0.0    -0.0        8.7         7.3          6.2             253.1
  Jan. 17  *    6.7         0.0          1.1         5.6       0.0    -0.0        6.7         7.3          6.2             235.9
  Jan. 16  *    5.7         0.0          0.9         4.8       0.0    -0.0        5.7         7.8          6.4             222.7
  Jan. 15  *    6.8         0.0          1.1         5.7       0.0     0.0        6.8         8.3          6.7             211.3
  Jan. 14  *    8.6         0.0          1.5         7.2       0.0     0.0        8.6         4.6          6.9             197.8
  Jan. 13  *    8.7         0.0          1.5         7.2       0.0     0.0        8.7         5.0          6.9             180.7
  Jan. 12  *    9.3         0.0          1.6         7.7       0.0    -0.0        9.3         5.0          6.7             163.6
  Jan. 11  *    7.9         0.0          1.3         6.6       0.0     0.0        7.9         4.9          6.7             145.3
  Jan. 10  *    6.7         0.0          1.1         5.6       0.0    18.1      -11.4         5.2          6.5             129.6
  Jan.  9  *   10.8         0.0          1.8         9.0       0.0    -0.0       10.8         9.2          7.7             152.2
  Jan.  8  *    8.7         0.0          1.5         7.2       0.0    -0.0        8.7         8.8          6.6             130.8
  Jan.  7  *    8.6         0.0          1.5         7.2       0.0     0.2        8.5         8.4          5.7             113.7
  Jan.  6  *    9.6         0.0          1.6         8.0       0.0    -0.0        9.6         8.4          4.9              96.9
  Jan.  5  *    8.6         0.0          1.5         7.2       0.0    -0.0        8.6         7.9          3.9              77.9
  Jan.  4  *    8.6         0.0          1.5         7.2       0.0    -0.0        8.6         6.1          3.1              60.8
  Jan.  3  *    6.7         0.0          1.1         5.6       0.0     0.0        6.7         4.4          2.2              43.7
  Jan.  2  *    8.6         0.0          1.5         7.2       0.0    -0.0        8.6         3.1          1.5              30.4
  Jan.  1  *    6.7         0.0          1.1         5.6       0.0     0.0        6.7         1.3          0.7              13.3

 Irrigated Ag acreage =   20458.6
                 Riparian acreage =   4440.1
                           Open Water acreage =   1896.8 (daily variable)
                                          Urban acreage =      0.0
                                               Total (ag. + rip. + open water + urb.) =    26795.4 acres
 Fallow acreage =      0.0
 Idle acreage =        0.0





















