             ET TOOLBOX REACH SUMMARY

      Summary for: URGWOM Reach 5 (Isleta to Bernardo gage)           

      Vegetation classification: IKONOS 2000 + USU 2001         

      ET TOOLBOX classes (ag. + rip. + open water + urb.):    44938.4 acres

          (Daily URGWOM Water Use = Daily Consumptive Use Total - Rain)

             --------------- Daily Consumptive Use ---------------    Daily    ----- Daily URGWOM Water Use ----    Total URGWOM Water    ----- Daily Flow Difference -----
    2005   F  Total   Agriculture    Riparian   Open Water   Urban    Rain      Total    5-Day Avg.  10-Day Avg.    Use To-Date Since      Total    5-Day Avg.  10-Day Avg.
" Month Day M   CFS         CFS          CFS         CFS       CFS      CFS       CFS         CFS          CFS       Jan.  1, 2005 AC-FT     CFS         CFS          CFS"
 ----- --- - ------   -----------    --------   ----------   ------   -----    -------   ----------  -----------    -------------------   -------   ----------  -----------
  Dec. 30       3.5         0.0          0.8         2.7       0.0     0.0        3.5         3.6          3.4          123440.0           None        None         None
  Dec. 29       3.5         0.0          0.8         2.7       0.0     0.0        3.5         3.6          3.4          123433.1           None        None         None
  Dec. 28       3.5         0.0          0.8         2.7       0.0     0.0        3.5         3.6          3.3          123426.1           None        None         None
  Dec. 27       4.2         0.0          0.9         3.2       0.0     0.0        4.2         3.6          3.3          123419.1           None        None         None
  Dec. 26       3.5         0.0          0.8         2.7       0.0     0.0        3.5         3.4          3.3          123410.9           None        None         None
  Dec. 25       3.5         0.0          0.8         2.7       0.0     0.0        3.5         3.2          3.2          123403.9           None        None         None
  Dec. 24       3.5         0.0          0.8         2.7       0.0     0.0        3.5         3.1          3.1          123397.0           None        None         None
  Dec. 23       3.5         0.0          0.8         2.7       0.0     0.0        3.5         3.0          3.1          123390.0           None        None         None
  Dec. 22       2.8         0.0          0.6         2.2       0.0     0.0        2.8         3.0          2.3          123383.0           None        None         None
  Dec. 21       2.7         0.0          0.6         2.1       0.0     0.0        2.7         3.2          2.2          123377.4           None        None         None
  Dec. 20       2.7         0.0          0.6         2.1       0.0     0.0        2.7         3.2          2.3          123372.0           None        None         None
  Dec. 19       3.1         0.0          0.7         2.4       0.0     0.0        3.1         3.0          2.3          123366.5           None        None         None
  Dec. 18       3.5         0.0          0.8         2.7       0.0     0.0        3.5         3.2          2.3          123360.5           None        None         None
  Dec. 17       4.0         0.0          0.8         3.1       0.0     0.0        4.0         1.6          2.2          123353.5           None        None         None
  Dec. 16       2.6         0.0          0.5         2.0       0.0     0.0        2.6         1.2          2.1          123345.6           None        None         None
  Dec. 15       2.0         0.0          0.4         1.6       0.0     0.0        2.0         1.3          2.1          123340.4           None        None         None
  Dec. 14       4.0         0.0          0.8         3.1       0.0     0.0        4.0         1.6          2.2          123336.4           None        None         None
  Dec. 13       3.4         0.0          0.8         2.5       0.0     7.8       -4.4         1.5          2.1          123328.5           None        None         None
  Dec. 12       1.6         0.0          0.3         1.3       0.0     0.0        1.6         2.8          3.1          123337.3           None        None         None
  Dec. 11       3.5         0.0          0.8         2.7       0.0     0.0        3.5         3.0          3.4          123334.2           None        None         None
  Dec. 10       3.5         0.0          0.8         2.7       0.0     0.0        3.5         2.9          3.5          123327.2           None        None         None
  Dec.  9       3.1         0.0          0.7         2.4       0.0     0.0        3.1         2.7          3.5          123320.2           None        None         None
  Dec.  8       2.4         0.0          0.5         1.8       0.0     0.0        2.4         2.8          3.5          123314.1           None        None         None
  Dec.  7       2.5         0.0          0.5         2.0       0.0     0.0        2.5         3.3          3.7          123309.4           None        None         None
  Dec.  6       2.9         0.0          0.6         2.3       0.0     0.0        2.9         3.8          3.8          123304.4           None        None         None
  Dec.  5       2.6         0.0          0.5         2.0       0.0     0.0        2.6         4.0          3.6          123298.6           None        None         None
  Dec.  4       3.7         0.1          0.8         2.8       0.0     0.0        3.7         4.4          3.8          123293.4           None        None         None
  Dec.  3       4.9         0.1          1.1         3.7       0.0     0.0        4.9         4.2          3.7          123286.1           None        None         None
  Dec.  2       4.8         0.1          1.0         3.7       0.0     0.0        4.8         4.1          3.6          123276.5           None        None         None
  Dec.  1       4.2         0.1          0.9         3.3       0.0     0.0        4.2         3.9          3.6          123267.0           None        None         None
  Nov. 30       4.4         0.1          0.9         3.4       0.0     0.0        4.4         3.2          4.0          123258.7           None        None         None
  Nov. 29       3.0         0.0          0.6         2.4       0.0     0.0        3.0         3.1          4.4          123250.0           None        None         None
  Nov. 28       4.2         0.1          0.8         3.4       0.0     0.0        4.2         3.1          4.9          123244.1           None        None         None
  Nov. 27       3.8         0.0          0.7         3.0       0.0     0.2        3.6         3.1          5.4          123235.7           None        None         None
